region,date,strain,share
10,2022-02-19,0,0.951255262321101
10,2022-02-19,1,0.0487447376788994
10,2022-02-19,2,0
10,2022-02-19,3,0
10,2022-02-19,4,0
10,2022-03-05,0,0.879050092157084
10,2022-03-05,1,0.120949907842917
10,2022-03-05,2,0
10,2022-03-05,3,0
10,2022-03-05,4,0
10,2022-03-19,0,0.696092606328153
10,2022-03-19,1,0.303907393671847
10,2022-03-19,2,0
10,2022-03-19,3,0
10,2022-03-19,4,0
10,2022-04-02,0,0.255730184918148
10,2022-04-02,1,0.744269815081852
10,2022-04-02,2,0
10,2022-04-02,3,0
10,2022-04-02,4,0
10,2022-04-16,0,0.0895436654609283
10,2022-04-16,1,0.910456334539072
10,2022-04-16,2,0
10,2022-04-16,3,0
10,2022-04-16,4,0
10,2022-04-30,0,0.0283988399545414
10,2022-04-30,1,0.971601160045459
10,2022-04-30,2,0
10,2022-04-30,3,0
10,2022-04-30,4,0
10,2022-05-14,0,0.00769568858168539
10,2022-05-14,1,0.992304311418315
10,2022-05-14,2,0
10,2022-05-14,3,0
10,2022-05-14,4,0
10,2022-05-28,0,0.000650676471037302
10,2022-05-28,1,0.999349323528963
10,2022-05-28,2,0
10,2022-05-28,3,0
10,2022-05-28,4,0
10,2022-06-11,0,0.000889304744434248
10,2022-06-11,1,0.999110695255566
10,2022-06-11,2,0
10,2022-06-11,3,0
10,2022-06-11,4,0
10,2022-06-25,0,0
10,2022-06-25,1,0.99975522997949
10,2022-06-25,2,0.000244770020510275
10,2022-06-25,3,0
10,2022-06-25,4,0
10,2022-07-09,0,0
10,2022-07-09,1,0.998826052391806
10,2022-07-09,2,0.00117394760819361
10,2022-07-09,3,0
10,2022-07-09,4,0
10,2022-07-23,0,0
10,2022-07-23,1,0.999517906017395
10,2022-07-23,2,0.00048209398260445
10,2022-07-23,3,0
10,2022-07-23,4,0
10,2022-08-06,0,0
10,2022-08-06,1,0.998874092312401
10,2022-08-06,2,0.00112590768759906
10,2022-08-06,3,0
10,2022-08-06,4,0
10,2022-08-20,0,0.000350847534769225
10,2022-08-20,1,0.993629532853609
10,2022-08-20,2,0.00601961961162168
10,2022-08-20,3,0
10,2022-08-20,4,0
10,2022-09-03,0,0
10,2022-09-03,1,0.994383150802964
10,2022-09-03,2,0.00561684919703573
10,2022-09-03,3,0
10,2022-09-03,4,0
10,2022-09-17,0,0
10,2022-09-17,1,0.989808730851984
10,2022-09-17,2,0.0101912691480158
10,2022-09-17,3,0
10,2022-09-17,4,0
10,2022-10-01,0,0.000819654557443185
10,2022-10-01,1,0.97696597465473
10,2022-10-01,2,0.0222143707878264
10,2022-10-01,3,0
10,2022-10-01,4,0
10,2022-10-15,0,0.0012357607482093
10,2022-10-15,1,0.934357847212155
10,2022-10-15,2,0.0644063920396359
10,2022-10-15,3,0
10,2022-10-15,4,0
10,2022-10-29,0,0.000733392622786138
10,2022-10-29,1,0.865016153448121
10,2022-10-29,2,0.134250453929093
10,2022-10-29,3,0
10,2022-10-29,4,0
10,2022-11-12,0,0
10,2022-11-12,1,0.715762688128528
10,2022-11-12,2,0.284237311871472
10,2022-11-12,3,0
10,2022-11-12,4,0
10,2022-11-26,0,0
10,2022-11-26,1,0.55425800559192
10,2022-11-26,2,0.44574199440808
10,2022-11-26,3,0
10,2022-11-26,4,0
10,2022-12-10,0,0
10,2022-12-10,1,0.41654514304545
10,2022-12-10,2,0.58345485695455
10,2022-12-10,3,0
10,2022-12-10,4,0
10,2022-12-24,0,0
10,2022-12-24,1,0.312564589595335
10,2022-12-24,2,0.687435410404665
10,2022-12-24,3,0
10,2022-12-24,4,0
10,2023-01-07,0,0
10,2023-01-07,1,0.208640928155665
10,2023-01-07,2,0.791359071844335
10,2023-01-07,3,0
10,2023-01-07,4,0
10,2023-01-21,0,0
10,2023-01-21,1,0.174414290359407
10,2023-01-21,2,0.825585709640594
10,2023-01-21,3,0
10,2023-01-21,4,0
10,2023-02-04,0,0
10,2023-02-04,1,0.0676601366699125
10,2023-02-04,2,0.931539928843269
10,2023-02-04,3,0.000799934486818336
10,2023-02-04,4,0
10,2023-02-18,0,0
10,2023-02-18,1,0.0413044717571247
10,2023-02-18,2,0.956927309637124
10,2023-02-18,3,0.00176821860575175
10,2023-02-18,4,0
10,2023-03-04,0,0
10,2023-03-04,1,0.0171372769447723
10,2023-03-04,2,0.966751099343617
10,2023-03-04,3,0.0161116237116107
10,2023-03-04,4,0
10,2023-03-18,0,0
10,2023-03-18,1,0.0169395094019315
10,2023-03-18,2,0.958913777773831
10,2023-03-18,3,0.0241467128242375
10,2023-03-18,4,0
10,2023-04-01,0,0
10,2023-04-01,1,0.0015432609601293
10,2023-04-01,2,0.948507068969604
10,2023-04-01,3,0.0499496700702664
10,2023-04-01,4,0
10,2023-04-15,0,0
10,2023-04-15,1,0.00497626777798651
10,2023-04-15,2,0.896735285148497
10,2023-04-15,3,0.0982884470735165
10,2023-04-15,4,0
10,2023-04-29,0,0
10,2023-04-29,1,0.0025156243472644
10,2023-04-29,2,0.856540449531011
10,2023-04-29,3,0.140943926121724
10,2023-04-29,4,0
10,2023-05-13,0,0
10,2023-05-13,1,0.00932767114872324
10,2023-05-13,2,0.816124348729673
10,2023-05-13,3,0.174547980121604
10,2023-05-13,4,0
10,2023-05-27,0,0
10,2023-05-27,1,0.0137695761977738
10,2023-05-27,2,0.768159373028583
10,2023-05-27,3,0.218071050773644
10,2023-05-27,4,0
10,2023-06-10,0,0
