region,date,strain,share
9,2022-02-19,0,0.965416234275511
9,2022-02-19,1,0.0344702552510289
9,2022-02-19,2,6.1187392123173e-05
9,2022-02-19,3,0
9,2022-02-19,4,5.23230813370263e-05
9,2022-03-05,0,0.876112152511141
9,2022-03-05,1,0.123887847488859
9,2022-03-05,2,0
9,2022-03-05,3,0
9,2022-03-05,4,0
9,2022-03-19,0,0.652814541542243
9,2022-03-19,1,0.347023387811714
9,2022-03-19,2,0.000162070646043365
9,2022-03-19,3,0
9,2022-03-19,4,0
9,2022-04-02,0,0.301333124527716
9,2022-04-02,1,0.698158471952591
9,2022-04-02,2,0
9,2022-04-02,3,0
9,2022-04-02,4,0.000508403519692971
9,2022-04-16,0,0.0889659445525804
9,2022-04-16,1,0.91079408495089
9,2022-04-16,2,0.00011998524826496
9,2022-04-16,3,0
9,2022-04-16,4,0.00011998524826496
9,2022-04-30,0,0.0229895103470023
9,2022-04-30,1,0.977010489652998
9,2022-04-30,2,0
9,2022-04-30,3,0
9,2022-04-30,4,0
9,2022-05-14,0,0.00475741112522629
9,2022-05-14,1,0.99492263847827
9,2022-05-14,2,0.000241010611191898
9,2022-05-14,3,0
9,2022-05-14,4,7.89397853120738e-05
9,2022-05-28,0,0.00182673589092531
9,2022-05-28,1,0.997989719757093
9,2022-05-28,2,9.17721759910334e-05
9,2022-05-28,3,9.17721759910334e-05
9,2022-05-28,4,0
9,2022-06-11,0,0.000154476988867589
9,2022-06-11,1,0.999845523011132
9,2022-06-11,2,0
9,2022-06-11,3,0
9,2022-06-11,4,0
9,2022-06-25,0,0.000641817838489642
9,2022-06-25,1,0.999018337971189
9,2022-06-25,2,0.000339844190321273
9,2022-06-25,3,0
9,2022-06-25,4,0
9,2022-07-09,0,0.000460282706043618
9,2022-07-09,1,0.999414381300631
9,2022-07-09,2,0.000125335993324967
9,2022-07-09,3,0
9,2022-07-09,4,0
9,2022-07-23,0,0.000642511634409456
9,2022-07-23,1,0.99876046388579
9,2022-07-23,2,0.000597024479800957
9,2022-07-23,3,0
9,2022-07-23,4,0
9,2022-08-06,0,7.70284105452004e-05
9,2022-08-06,1,0.998559749413049
9,2022-08-06,2,0.00136322217640605
9,2022-08-06,3,0
9,2022-08-06,4,0
9,2022-08-20,0,0.000323661539778476
9,2022-08-20,1,0.99515407581608
9,2022-08-20,2,0.00452226264414196
9,2022-08-20,3,0
9,2022-08-20,4,0
9,2022-09-03,0,0.000269359445428242
9,2022-09-03,1,0.988955675616756
9,2022-09-03,2,0.0107749649378154
9,2022-09-03,3,0
9,2022-09-03,4,0
9,2022-09-17,0,0.000199026700243098
9,2022-09-17,1,0.985093616810479
9,2022-09-17,2,0.0147073564892783
9,2022-09-17,3,0
9,2022-09-17,4,0
9,2022-10-01,0,0.00062123370293637
9,2022-10-01,1,0.962384465217558
9,2022-10-01,2,0.0369943010795052
9,2022-10-01,3,0
9,2022-10-01,4,0
9,2022-10-15,0,0.000506365631827739
9,2022-10-15,1,0.901675233386594
9,2022-10-15,2,0.0978184009815785
9,2022-10-15,3,0
9,2022-10-15,4,0
9,2022-10-29,0,0
9,2022-10-29,1,0.777686767623368
9,2022-10-29,2,0.222313232376633
9,2022-10-29,3,0
9,2022-10-29,4,0
9,2022-11-12,0,0.000796528479965471
9,2022-11-12,1,0.615889062528662
9,2022-11-12,2,0.383181829993651
9,2022-11-12,3,0.000132578997721024
9,2022-11-12,4,0
9,2022-11-26,0,0
9,2022-11-26,1,0.441210209110463
9,2022-11-26,2,0.558789790889537
9,2022-11-26,3,0
9,2022-11-26,4,0
9,2022-12-10,0,0.000131589239260908
9,2022-12-10,1,0.301415574317315
9,2022-12-10,2,0.698359972589633
9,2022-12-10,3,0
9,2022-12-10,4,9.2863853791433e-05
9,2022-12-24,0,0
9,2022-12-24,1,0.204571832362762
9,2022-12-24,2,0.795428167637238
9,2022-12-24,3,0
9,2022-12-24,4,0
9,2023-01-07,0,0.000416299468732521
9,2023-01-07,1,0.145736047333543
9,2023-01-07,2,0.853678889168242
9,2023-01-07,3,0.000168764029481957
9,2023-01-07,4,0
9,2023-01-21,0,0
9,2023-01-21,1,0.0953921614279863
9,2023-01-21,2,0.904380002087335
9,2023-01-21,3,0.000227836484678367
9,2023-01-21,4,0
9,2023-02-04,0,0.000265309562388831
9,2023-02-04,1,0.0598629851006412
