region,date,strain,share
5,2023-10-28,4,0.0099191353194167
5,2023-11-11,0,0
5,2023-11-11,1,0
5,2023-11-11,2,0.227939461625796
5,2023-11-11,3,0.725730292996416
5,2023-11-11,4,0.0463302453777877
5,2023-11-25,0,0
5,2023-11-25,1,0.00949042113890516
5,2023-11-25,2,0.181936652010258
5,2023-11-25,3,0.724990485891544
5,2023-11-25,4,0.0835824409592932
5,2023-12-09,0,0
5,2023-12-09,1,0.0138697701179528
5,2023-12-09,2,0.169117571141105
5,2023-12-09,3,0.599153500311714
5,2023-12-09,4,0.217859158429228
5,2023-12-23,0,0
5,2023-12-23,1,0.0161214026317525
5,2023-12-23,2,0.125295293765526
5,2023-12-23,3,0.462656809841175
5,2023-12-23,4,0.395926493761547
5,2024-01-06,0,0
5,2024-01-06,1,0.0146395242177351
5,2024-01-06,2,0.0746164699449401
5,2024-01-06,3,0.282620773697898
5,2024-01-06,4,0.628123232139427
5,2024-01-20,0,0
5,2024-01-20,1,0.0350810956197107
5,2024-01-20,2,0.0336696483577002
5,2024-01-20,3,0.132789116208864
5,2024-01-20,4,0.798460139813725
5,2024-02-03,0,0
5,2024-02-03,1,0.0290037347989212
5,2024-02-03,2,0.0254119824794069
5,2024-02-03,3,0.0396229329507682
5,2024-02-03,4,0.905961349770904
5,2024-02-17,0,0
5,2024-02-17,1,0.0331223477668152
5,2024-02-17,2,0.0135059184298514
5,2024-02-17,3,0.0255216619720396
5,2024-02-17,4,0.927850071831294
5,2024-03-02,0,0
5,2024-03-02,1,0.0311627253584352
5,2024-03-02,2,0.0046298295290367
5,2024-03-02,3,0.00631886773395093
5,2024-03-02,4,0.957888577378577
5,2024-03-16,0,0.00333463561600478
5,2024-03-16,1,0.0105781393879998
5,2024-03-16,2,0
5,2024-03-16,3,0.0070520930858149
5,2024-03-16,4,0.979035131910181
