region,date,strain,share
5,2022-02-19,0,0.97092815283138
5,2022-02-19,1,0.02907184716862
5,2022-02-19,2,0
5,2022-02-19,3,0
5,2022-02-19,4,0
5,2022-03-05,0,0.892557673250717
5,2022-03-05,1,0.107442326749283
5,2022-03-05,2,0
5,2022-03-05,3,0
5,2022-03-05,4,0
5,2022-03-19,0,0.68300059580854
5,2022-03-19,1,0.31699940419146
5,2022-03-19,2,0
5,2022-03-19,3,0
5,2022-03-19,4,0
5,2022-04-02,0,0.351377245942214
5,2022-04-02,1,0.648622754057786
5,2022-04-02,2,0
5,2022-04-02,3,0
5,2022-04-02,4,0
5,2022-04-16,0,0.0910179699206279
5,2022-04-16,1,0.908982030079372
5,2022-04-16,2,0
5,2022-04-16,3,0
5,2022-04-16,4,0
5,2022-04-30,0,0.0235763439681202
5,2022-04-30,1,0.97642365603188
5,2022-04-30,2,0
5,2022-04-30,3,0
5,2022-04-30,4,0
5,2022-05-14,0,0.00508728904405701
5,2022-05-14,1,0.994912710955943
5,2022-05-14,2,0
5,2022-05-14,3,0
5,2022-05-14,4,0
5,2022-05-28,0,0.000787483573050573
5,2022-05-28,1,0.999212516426949
5,2022-05-28,2,0
5,2022-05-28,3,0
5,2022-05-28,4,0
5,2022-06-11,0,0.00150889470352428
5,2022-06-11,1,0.998491105296476
5,2022-06-11,2,0
5,2022-06-11,3,0
5,2022-06-11,4,0
5,2022-06-25,0,0.000497327028471192
5,2022-06-25,1,0.999233699539682
5,2022-06-25,2,0.000268973431846767
5,2022-06-25,3,0
5,2022-06-25,4,0
5,2022-07-09,0,0.000594876722694866
5,2022-07-09,1,0.998732084174231
5,2022-07-09,2,0.000673039103074213
5,2022-07-09,3,0
5,2022-07-09,4,0
5,2022-07-23,0,9.53680754305777e-05
5,2022-07-23,1,0.998842991392488
5,2022-07-23,2,0.0010616405320815
5,2022-07-23,3,0
5,2022-07-23,4,0
5,2022-08-06,0,0.000120700097624949
5,2022-08-06,1,0.996515050581535
5,2022-08-06,2,0.00336424932084019
5,2022-08-06,3,0
5,2022-08-06,4,0
5,2022-08-20,0,0.000292896807797319
5,2022-08-20,1,0.996759115234417
5,2022-08-20,2,0.00294798795778535
5,2022-08-20,3,0
5,2022-08-20,4,0
5,2022-09-03,0,0.000149178074409437
5,2022-09-03,1,0.992219138372912
5,2022-09-03,2,0.00763168355267899
5,2022-09-03,3,0
5,2022-09-03,4,0
5,2022-09-17,0,0.000163098461068633
5,2022-09-17,1,0.987793437091091
5,2022-09-17,2,0.0120434644478405
5,2022-09-17,3,0
5,2022-09-17,4,0
5,2022-10-01,0,0
5,2022-10-01,1,0.964788070593985
5,2022-10-01,2,0.0352119294060144
5,2022-10-01,3,0
5,2022-10-01,4,0
5,2022-10-15,0,0.00065324474008229
5,2022-10-15,1,0.926781728435365
5,2022-10-15,2,0.072565026824553
5,2022-10-15,3,0
5,2022-10-15,4,0
5,2022-10-29,0,0.00186536031474586
5,2022-10-29,1,0.851026709125441
5,2022-10-29,2,0.146806968925767
5,2022-10-29,3,0
5,2022-10-29,4,0.000300961634045984
5,2022-11-12,0,0.000880837073543105
5,2022-11-12,1,0.735452062130301
5,2022-11-12,2,0.263667100796156
5,2022-11-12,3,0
5,2022-11-12,4,0
5,2022-11-26,0,0.000547951453425979
5,2022-11-26,1,0.568966942147819
5,2022-11-26,2,0.430485106398755
5,2022-11-26,3,0
5,2022-11-26,4,0
5,2022-12-10,0,0.000474391839727849
5,2022-12-10,1,0.431778273332584
5,2022-12-10,2,0.567747334827688
5,2022-12-10,3,0
5,2022-12-10,4,0
5,2022-12-24,0,0.000706616365548363
5,2022-12-24,1,0.304985439288852
5,2022-12-24,2,0.6943079443456
5,2022-12-24,3,0
5,2022-12-24,4,0
5,2023-01-07,0,0
5,2023-01-07,1,0.230997817071815
5,2023-01-07,2,0.769002182928185
5,2023-01-07,3,0
5,2023-01-07,4,0
5,2023-01-21,0,0.000835742440644458
5,2023-01-21,1,0.143646997822162
5,2023-01-21,2,0.854049385528803
5,2023-01-21,3,0.00146787420839013
5,2023-01-21,4,0
5,2023-02-04,0,0.000509632224859422
5,2023-02-04,1,0.0570279193077451
5,2023-02-04,2,0.941389845141712
5,2023-02-04,3,0.00107260332568389
5,2023-02-04,4,0
5,2023-02-18,0,0.000193808399324721
5,2023-02-18,1,0.0316716689207533
5,2023-02-18,2,0.962904050146472
5,2023-02-18,3,0.00523047253345013
5,2023-02-18,4,0
5,2023-03-04,0,0
5,2023-03-04,1,0.0177293789720216
5,2023-03-04,2,0.971389553594956
5,2023-03-04,3,0.0108810674330225
5,2023-03-04,4,0
5,2023-03-18,0,0.000354617752109046
5,2023-03-18,1,0.00768440279720114
5,2023-03-18,2,0.978416050346674
5,2023-03-18,3,0.0135449291040153
5,2023-03-18,4,0
5,2023-04-01,0,0
5,2023-04-01,1,0.00479372447830712
5,2023-04-01,2,0.96456019122679
5,2023-04-01,3,0.0306460842949028
5,2023-04-01,4,0
5,2023-04-15,0,0.0015938937669674
5,2023-04-15,1,0.00309796273247135
5,2023-04-15,2,0.941242918735287
5,2023-04-15,3,0.0540652247652743
5,2023-04-15,4,0
5,2023-04-29,0,0
5,2023-04-29,1,0.00749363970821976
5,2023-04-29,2,0.930783277805672
5,2023-04-29,3,0.0617230824861086
5,2023-04-29,4,0
5,2023-05-13,0,0
5,2023-05-13,1,0.00514000800069595
5,2023-05-13,2,0.87604559460792
5,2023-05-13,3,0.118814397391384
5,2023-05-13,4,0
5,2023-05-27,0,0
5,2023-05-27,1,0.00722798308867578
5,2023-05-27,2,0.813221419502164
5,2023-05-27,3,0.17955059740916
5,2023-05-27,4,0
5,2023-06-10,0,0
5,2023-06-10,1,0
5,2023-06-10,2,0.805459384806883
5,2023-06-10,3,0.194540615193117
5,2023-06-10,4,0
5,2023-06-24,0,0
5,2023-06-24,1,0.0035335689570444
5,2023-06-24,2,0.742049470445181
5,2023-06-24,3,0.254416960597775
5,2023-06-24,4,0
5,2023-07-08,0,0
5,2023-07-08,1,0
5,2023-07-08,2,0.639344260986325
5,2023-07-08,3,0.360655739013675
5,2023-07-08,4,0
5,2023-07-22,0,0
5,2023-07-22,1,0
5,2023-07-22,2,0.586005826725746
5,2023-07-22,3,0.413994173274254
5,2023-07-22,4,0
5,2023-08-05,0,0
5,2023-08-05,1,0
5,2023-08-05,2,0.555314761444287
5,2023-08-05,3,0.442798480015256
5,2023-08-05,4,0.00188675854045717
5,2023-08-19,0,0
5,2023-08-19,1,0
5,2023-08-19,2,0.512783195358711
5,2023-08-19,3,0.484234519488111
5,2023-08-19,4,0.00298228515317743
5,2023-09-02,0,0
5,2023-09-02,1,0
5,2023-09-02,2,0.419048828511141
5,2023-09-02,3,0.57339600954579
5,2023-09-02,4,0.00755516194306889
5,2023-09-16,0,0
5,2023-09-16,1,0
5,2023-09-16,2,0.39066589623173
5,2023-09-16,3,0.605202290226962
5,2023-09-16,4,0.00413181354130782
5,2023-09-30,0,0
5,2023-09-30,1,0.000964317759180905
5,2023-09-30,2,0.356299231107601
5,2023-09-30,3,0.636785279559654
5,2023-09-30,4,0.0059511715735641
5,2023-10-14,0,0
5,2023-10-14,1,0.000400856891547708
5,2023-10-14,2,0.32353440229004
5,2023-10-14,3,0.672174142666597
5,2023-10-14,4,0.0038905981518151
5,2023-10-28,0,0
5,2023-10-28,1,0.00524498813493201
5,2023-10-28,2,0.309548046653234
5,2023-10-28,3,0.675287829892417
