"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location"
"0-17",1,-19.2211733308688,-2.08988196280219,1.56167178050224,-0.144707024927379,0.216126309432,-0.102925125051676,0.0452780217493548,-0.0179783957679552,0.00478658276429047,-0.000580350736730896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,11,16.5,22,27.5,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-15.1514665440485,0.114997398392088,-0.0121214833215274,0.000330215605998633,-0.00107140525817145,0.00343424355899446,-0.00832169418319651,0.00763674836226699,0.0167993599616144,-0.0563271044836373,0.0649862827173659,-0.0369960278673906,0.0125750666235454,-0.00410534797526405,0.00125993641260231,-0.000200223579225401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,22,27.5,33,38.5,44,49.5,55,60.5,66,71.5,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-15.0214245530768,0.00674998654960728,-0.000174196532013066,1.14200408525298e-06,0.0002673384937461,-0.00170856951410566,0.00236003120817025,0.00825423742864178,-0.0247107794616117,0.0207953641700943,-0.00387557553521845,-0.00139028552166854,8.41445468146447e-05,0.00115867130493336,-0.00354026386430801,-0.00569192863791553,0.0305439682124859,-0.0359756328965548,-0.00322875912806714,0.0483260978512247,-0.0445745844630802,0.00451463832628374,0.00647713250058745,0.0229200446432559,-0.0397666708043379,0.0260532354870466,-0.00907719530336619,0.00217751227803068,-0.000420088633293071,0,0,0,0,0,0,0,0,0,104.5,110,115.5,121,126.5,132,137.5,143,225.5,236.5,242,247.5,253,258.5,264,269.5,275,280.5,286,291.5,297,302.5,308,313.5,319,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.973996585957,-0.00236757266441631,6.61485305255849e-05,-4.65306412781234e-07,-0.000227247592366317,0.00136120103475913,-0.00306310060683816,0.00205442292105133,0.0110242130526621,-0.0316795669808437,0.0327580606241574,-0.0149726705868001,0.00376945751580287,-0.00126406131513292,0.000242439023379693,-0.000237193070986479,0.0017263377902652,-0.00236851094393162,0.000609826001158833,0.00361392959360244,-0.00726508608832886,0.00484697157653936,0.00267218244790178,-0.0108732354007009,0.0152660671730073,-0.012830521515363,0.00521042067339858,0.002344557648349,-0.00749913353288217,0.00809895169621217,-0.00293791184662106,-0.00312965765740545,0.00395091927338171,-0.00142843781515715,-0.00300502051098034,0.00839862705381888,-0.00923967172997168,0.00595688456989899,93.5,99,104.5,110,115.5,121,126.5,132,137.5,143,148.5,214.5,225.5,231,242,247.5,253,258.5,264,269.5,275,280.5,286,297,302.5,308,313.5,319,324.5,335.5,341,346.5,352,357.5
"50-64",3,-14.9733261170781,-0.00294516621984348,8.23294011459023e-05,-5.7954350997517e-07,-0.000277768896553262,0.0016644875650729,-0.00373060601236184,0.00243096958943216,0.0134898942222897,-0.03843532538772,0.0396056086257234,-0.0179401000905841,0.00427343851972153,-0.00128695576101838,0.000207914104973065,-2.81409720188837e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.5,99,104.5,110,115.5,121,126.5,132,137.5,143,148.5,269.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",3,-14.9794882493384,-0.00307133574362815,8.57820355822267e-05,-6.03133651850606e-07,-0.00029803581287684,0.00178463222723964,-0.00402558246299277,0.00275454491730798,0.0142959074482102,-0.0414139735968943,0.0429507867184759,-0.0195019968926623,0.00461214487297123,-0.00137754876158179,0.000219983936333739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.5,99,104.5,110,115.5,121,126.5,132,137.5,143,148.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
