"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location"
"0-17",1,-16.8721797822975,-2.13107896346908,1.59050942786069,-0.147361180092021,0.220077541508109,-0.104799240911866,0.0461073722557267,-0.018307235367411,0.0048737028962055,-0.000590942663255239,0,0,0,0,0,0,5.5,11,16.5,22,27.5,33,-1,-1,-1,-1,-1,-1
"18-49",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.8185166165477,-0.0965311013381775,0.00819295067864982,-0.000177115159616265,0.000798670643128408,-0.0030316911459303,0.00813402452864118,-0.0311049761969541,0.0467495096680114,-0.0280798354379232,0.00826775724469996,-0.00183716384204307,0.000280867850102608,0,0,0,22,27.5,33,44,49.5,55,60.5,66,71.5,-1,-1,-1
"18-49",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.9733433221438,-0.00335938819642345,9.38587658575045e-05,-6.60230173821228e-07,-0.000321980702145394,0.00192780245322564,-0.0043357395287333,0.00295607896395912,0.0145903002109925,-0.0431844874778478,0.0471452357403063,-0.0239541798381711,0.00660881818859775,-0.00169791094099344,0.000267618622090019,0,93.5,99,104.5,110,115.5,121,126.5,132,137.5,143,148.5,-1
"18-49",3,-14.9808862045525,-0.00275320649188079,7.6907049788867e-05,-5.40832501893779e-07,-0.000266031813117461,0.00159321422692364,-0.00359044952089297,0.00243624772859533,0.0128453148844538,-0.0369954589600172,0.0381934216349947,-0.0172947007980379,0.0041220990317534,-0.00124335754921914,0.000201387562093596,-2.19812294279562e-06,93.5,99,104.5,110,115.5,121,126.5,132,137.5,143,148.5,269.5
"50-64",3,-14.979149873544,-0.003125560800709,8.73000330630826e-05,-6.13840240046369e-07,-0.000302910685205376,0.00181389294944723,-0.00409043514462791,0.00279223441797366,0.01455238347706,-0.0420924179646081,0.0436048576981653,-0.019782793435321,0.00468108992567592,-0.00139816491818082,0.000223262356845141,0,93.5,99,104.5,110,115.5,121,126.5,132,137.5,143,148.5,-1
"65+",3,-14.9792680867181,-0.00322311160263891,9.00476378212086e-05,-6.33379881455921e-07,-0.000309797302486666,0.00185554186407833,-0.00417669676811292,0.00281073239790486,0.0149619048279281,-0.0430268221002093,0.0444438439314017,-0.0201442534454804,0.00480190116675409,-0.00144989231104258,0.000235233868974245,-2.04333005047118e-06,93.5,99,104.5,110,115.5,121,126.5,132,137.5,143,148.5,269.5
"0-17",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
