"Geography","Date","Weekly COVID-19 Hospital Admissions"
"Virginia",2024-03-30,"298"
"Virginia",2024-03-23,"359"
"Virginia",2024-03-16,"372"
"Virginia",2024-03-09,"458"
"Virginia",2024-03-02,"486"
"Virginia",2024-02-24,"586"
"Virginia",2024-02-17,"598"
"Virginia",2024-02-10,"570"
"Virginia",2024-02-03,"596"
"Virginia",2024-01-27,"622"
"Virginia",2024-01-20,"686"
"Virginia",2024-01-13,"889"
"Virginia",2024-01-06,"998"
"Virginia",2023-12-30,"1014"
"Virginia",2023-12-23,"790"
"Virginia",2023-12-16,"653"
"Virginia",2023-12-09,"599"
"Virginia",2023-12-02,"609"
"Virginia",2023-11-25,"487"
"Virginia",2023-11-18,"449"
"Virginia",2023-11-11,"465"
"Virginia",2023-11-04,"381"
"Virginia",2023-10-28,"453"
"Virginia",2023-10-21,"455"
"Virginia",2023-10-14,"411"
"Virginia",2023-10-07,"424"
"Virginia",2023-09-30,"443"
"Virginia",2023-09-23,"463"
"Virginia",2023-09-16,"444"
"Virginia",2023-09-09,"478"
"Virginia",2023-09-02,"377"
"Virginia",2023-08-26,"360"
"Virginia",2023-08-19,"301"
"Virginia",2023-08-12,"236"
"Virginia",2023-08-05,"166"
"Virginia",2023-07-29,"146"
"Virginia",2023-07-22,"123"
"Virginia",2023-07-15,"122"
"Virginia",2023-07-08,"125"
"Virginia",2023-07-01,"122"
"Virginia",2023-06-24,"121"
"Virginia",2023-06-17,"121"
"Virginia",2023-06-10,"83"
"Virginia",2023-06-03,"117"
"Virginia",2023-05-27,"87"
"Virginia",2023-05-20,"112"
"Virginia",2023-05-13,"130"
"Virginia",2023-05-06,"125"
"Virginia",2023-04-29,"114"
"Virginia",2023-04-22,"178"
"Virginia",2023-04-15,"182"
"Virginia",2023-04-08,"215"
"Virginia",2023-04-01,"238"
"Virginia",2023-03-25,"245"
"Virginia",2023-03-18,"301"
"Virginia",2023-03-11,"374"
"Virginia",2023-03-04,"411"
"Virginia",2023-02-25,"473"
"Virginia",2023-02-18,"559"
"Virginia",2023-02-11,"682"
"Virginia",2023-02-04,"705"
"Virginia",2023-01-28,"758"
"Virginia",2023-01-21,"891"
"Virginia",2023-01-14,"1004"
"Virginia",2023-01-07,"1244"
"Virginia",2022-12-31,"1238"
"Virginia",2022-12-24,"867"
"Virginia",2022-12-17,"867"
"Virginia",2022-12-10,"681"
"Virginia",2022-12-03,"605"
"Virginia",2022-11-26,"435"
"Virginia",2022-11-19,"482"
"Virginia",2022-11-12,"539"
"Virginia",2022-11-05,"562"
"Virginia",2022-10-29,"484"
"Virginia",2022-10-22,"462"
"Virginia",2022-10-15,"517"
"Virginia",2022-10-08,"590"
"Virginia",2022-10-01,"521"
"Virginia",2022-09-24,"617"
"Virginia",2022-09-17,"704"
"Virginia",2022-09-10,"786"
"Virginia",2022-09-03,"820"
"Virginia",2022-08-27,"862"
"Virginia",2022-08-20,"912"
"Virginia",2022-08-13,"947"
"Virginia",2022-08-06,"926"
"Virginia",2022-07-30,"917"
"Virginia",2022-07-23,"834"
"Virginia",2022-07-16,"833"
"Virginia",2022-07-09,"741"
"Virginia",2022-07-02,"702"
"Virginia",2022-06-25,"664"
"Virginia",2022-06-18,"700"
"Virginia",2022-06-11,"712"
"Virginia",2022-06-04,"644"
"Virginia",2022-05-28,"607"
"Virginia",2022-05-21,"571"
"Virginia",2022-05-14,"439"
"Virginia",2022-05-07,"357"
"Virginia",2022-04-30,"233"
"Virginia",2022-04-23,"256"
"Virginia",2022-04-16,"173"
"Virginia",2022-04-09,"176"
"Virginia",2022-04-02,"231"
"Virginia",2022-03-26,"232"
"Virginia",2022-03-19,"329"
"Virginia",2022-03-12,"366"
"Virginia",2022-03-05,"514"
"Virginia",2022-02-26,"811"
"Virginia",2022-02-19,"1144"
"Virginia",2022-02-12,"1531"
"Virginia",2022-02-05,"2037"
"Virginia",2022-01-29,"2636"
"Virginia",2022-01-22,"3077"
"Virginia",2022-01-15,"3337"
"Virginia",2022-01-08,"3246"
"Virginia",2022-01-01,"2268"
"Virginia",2021-12-25,"1241"
"Virginia",2021-12-18,"1107"
"Virginia",2021-12-11,"1083"
"Virginia",2021-12-04,"836"
"Virginia",2021-11-27,"700"
"Virginia",2021-11-20,"579"
"Virginia",2021-11-13,"627"
"Virginia",2021-11-06,"607"
"Virginia",2021-10-30,"716"
"Virginia",2021-10-23,"846"
"Virginia",2021-10-16,"1026"
"Virginia",2021-10-09,"1120"
"Virginia",2021-10-02,"1293"
"Virginia",2021-09-25,"1469"
"Virginia",2021-09-18,"1547"
"Virginia",2021-09-11,"1517"
"Virginia",2021-09-04,"1387"
"Virginia",2021-08-28,"1270"
"Virginia",2021-08-21,"1025"
"Virginia",2021-08-14,"900"
"Virginia",2021-08-07,"587"
"Virginia",2021-07-31,"406"
"Virginia",2021-07-24,"313"
"Virginia",2021-07-17,"227"
"Virginia",2021-07-10,"179"
"Virginia",2021-07-03,"169"
"Virginia",2021-06-26,"181"
"Virginia",2021-06-19,"181"
"Virginia",2021-06-12,"197"
"Virginia",2021-06-05,"260"
"Virginia",2021-05-29,"344"
"Virginia",2021-05-22,"370"
"Virginia",2021-05-15,"444"
"Virginia",2021-05-08,"579"
"Virginia",2021-05-01,"580"
"Virginia",2021-04-24,"770"
"Virginia",2021-04-17,"800"
"Virginia",2021-04-10,"825"
"Virginia",2021-04-03,"796"
"Virginia",2021-03-27,"803"
"Virginia",2021-03-20,"782"
"Virginia",2021-03-13,"819"
"Virginia",2021-03-06,"911"
"Virginia",2021-02-27,"1031"
"Virginia",2021-02-20,"1140"
"Virginia",2021-02-13,"1317"
"Virginia",2021-02-06,"1613"
"Virginia",2021-01-30,"1809"
"Virginia",2021-01-23,"1992"
"Virginia",2021-01-16,"2173"
"Virginia",2021-01-09,"2105"
"Virginia",2021-01-02,"1855"
"Virginia",2020-12-26,"1689"
"Virginia",2020-12-19,"1625"
"Virginia",2020-12-12,"1460"
"Virginia",2020-12-05,"1309"
"Virginia",2020-11-28,"1109"
"Virginia",2020-11-21,"913"
"Virginia",2020-11-14,"777"
"Virginia",2020-11-07,"636"
"Virginia",2020-10-31,"547"
"Virginia",2020-10-24,"492"
"Virginia",2020-10-17,"484"
"Virginia",2020-10-10,"480"
"Virginia",2020-10-03,"407"
"Virginia",2020-09-26,"354"
"Virginia",2020-09-19,"429"
"Virginia",2020-09-12,"428"
"Virginia",2020-09-05,"465"
"Virginia",2020-08-29,"396"
"Virginia",2020-08-22,"415"
"Virginia",2020-08-15,"422"
"Virginia",2020-08-08,"336"
"Virginia",2020-08-01,"N/A"
"Virginia",2020-07-25,"N/A"
"Virginia",2020-07-18,"N/A"
"Virginia",2020-07-11,"N/A"
