"Geography","Date","Weekly COVID-19 Hospital Admissions"
"Rhode Island",2024-03-30,"19"
"Rhode Island",2024-03-23,"17"
"Rhode Island",2024-03-16,"18"
"Rhode Island",2024-03-09,"31"
"Rhode Island",2024-03-02,"19"
"Rhode Island",2024-02-24,"42"
"Rhode Island",2024-02-17,"46"
"Rhode Island",2024-02-10,"64"
"Rhode Island",2024-02-03,"62"
"Rhode Island",2024-01-27,"84"
"Rhode Island",2024-01-20,"86"
"Rhode Island",2024-01-13,"122"
"Rhode Island",2024-01-06,"140"
"Rhode Island",2023-12-30,"111"
"Rhode Island",2023-12-23,"98"
"Rhode Island",2023-12-16,"77"
"Rhode Island",2023-12-09,"51"
"Rhode Island",2023-12-02,"53"
"Rhode Island",2023-11-25,"44"
"Rhode Island",2023-11-18,"43"
"Rhode Island",2023-11-11,"34"
"Rhode Island",2023-11-04,"51"
"Rhode Island",2023-10-28,"45"
"Rhode Island",2023-10-21,"54"
"Rhode Island",2023-10-14,"56"
"Rhode Island",2023-10-07,"90"
"Rhode Island",2023-09-30,"71"
"Rhode Island",2023-09-23,"53"
"Rhode Island",2023-09-16,"48"
"Rhode Island",2023-09-09,"50"
"Rhode Island",2023-09-02,"42"
"Rhode Island",2023-08-26,"34"
"Rhode Island",2023-08-19,"33"
"Rhode Island",2023-08-12,"16"
"Rhode Island",2023-08-05,"21"
"Rhode Island",2023-07-29,"11"
"Rhode Island",2023-07-22,"12"
"Rhode Island",2023-07-15,"13"
"Rhode Island",2023-07-08,"16"
"Rhode Island",2023-07-01,"14"
"Rhode Island",2023-06-24,"23"
"Rhode Island",2023-06-17,"23"
"Rhode Island",2023-06-10,"15"
"Rhode Island",2023-06-03,"22"
"Rhode Island",2023-05-27,"24"
"Rhode Island",2023-05-20,"16"
"Rhode Island",2023-05-13,"11"
"Rhode Island",2023-05-06,"15"
"Rhode Island",2023-04-29,"17"
"Rhode Island",2023-04-22,"26"
"Rhode Island",2023-04-15,"40"
"Rhode Island",2023-04-08,"31"
"Rhode Island",2023-04-01,"24"
