date,agegroup,hosp
2022-02-19,0-17,4.42857142857143
2022-02-19,18-49,15.1428571428571
2022-02-19,50-64,27.5
2022-02-19,65+,64.0714285714286
2022-02-26,0-17,3.85714285714286
2022-02-26,18-49,10.8571428571429
2022-02-26,50-64,16.7142857142857
2022-02-26,65+,44.8571428571429
2022-03-05,0-17,2.14285714285714
2022-03-05,18-49,6.28571428571429
2022-03-05,50-64,9.21428571428571
2022-03-05,65+,32.9285714285714
2022-03-12,0-17,1.57142857142857
2022-03-12,18-49,7.85714285714286
2022-03-12,50-64,6.5
2022-03-12,65+,19.7857142857143
2022-03-19,0-17,1.14285714285714
2022-03-19,18-49,3.28571428571429
2022-03-19,50-64,3.92857142857143
2022-03-19,65+,17.2142857142857
2022-03-26,0-17,0.857142857142857
2022-03-26,18-49,3.85714285714286
2022-03-26,50-64,2.64285714285714
2022-03-26,65+,14.2142857142857
2022-04-02,0-17,0.571428571428571
2022-04-02,18-49,2.57142857142857
2022-04-02,50-64,3.07142857142857
2022-04-02,65+,13.0714285714286
2022-04-09,0-17,0.428571428571429
2022-04-09,18-49,1.71428571428571
2022-04-09,50-64,2.35714285714286
2022-04-09,65+,11.7857142857143
2022-04-16,0-17,0.714285714285714
2022-04-16,18-49,2
2022-04-16,50-64,1.85714285714286
2022-04-16,65+,12.1428571428571
2022-04-23,0-17,0.857142857142857
2022-04-23,18-49,2.71428571428571
2022-04-23,50-64,3.35714285714286
2022-04-23,65+,10.0714285714286
2022-04-30,0-17,1
2022-04-30,18-49,3.14285714285714
2022-04-30,50-64,7.5
2022-04-30,65+,14.6428571428571
2022-05-07,0-17,0.428571428571429
2022-05-07,18-49,3.42857142857143
2022-05-07,50-64,6.07142857142857
2022-05-07,65+,17.0714285714286
2022-05-14,0-17,0.857142857142857
2022-05-14,18-49,6.57142857142857
2022-05-14,50-64,6.57142857142857
2022-05-14,65+,14.2857142857143
2022-05-21,0-17,1.42857142857143
2022-05-21,18-49,8
2022-05-21,50-64,8.78571428571429
2022-05-21,65+,22.5
2022-05-28,0-17,2.57142857142857
2022-05-28,18-49,10.8571428571429
2022-05-28,50-64,12.5
2022-05-28,65+,29.7857142857143
2022-06-04,0-17,2.14285714285714
2022-06-04,18-49,10.1428571428571
2022-06-04,50-64,13.7142857142857
2022-06-04,65+,33.2857142857143
2022-06-11,0-17,3.42857142857143
2022-06-11,18-49,11.8571428571429
2022-06-11,50-64,16.7857142857143
2022-06-11,65+,36.0714285714286
2022-06-18,0-17,3
2022-06-18,18-49,15.7142857142857
2022-06-18,50-64,17.9285714285714
2022-06-18,65+,45.3571428571429
2022-06-25,0-17,3.85714285714286
2022-06-25,18-49,15.1428571428571
2022-06-25,50-64,22.2142857142857
2022-06-25,65+,51.9285714285714
2022-07-02,0-17,4.85714285714286
2022-07-02,18-49,18
2022-07-02,50-64,23.3571428571429
2022-07-02,65+,56.5
2022-07-09,0-17,7.71428571428571
2022-07-09,18-49,22.5714285714286
2022-07-09,50-64,26.6428571428571
2022-07-09,65+,64.2142857142857
2022-07-16,0-17,6.85714285714286
2022-07-16,18-49,23.5714285714286
2022-07-16,50-64,30.5714285714286
2022-07-16,65+,85.1428571428571
2022-07-23,0-17,7.28571428571429
2022-07-23,18-49,27.2857142857143
2022-07-23,50-64,31.4285714285714
2022-07-23,65+,82.4285714285714
2022-07-30,0-17,5.14285714285714
2022-07-30,18-49,22.8571428571429
2022-07-30,50-64,31.0714285714286
2022-07-30,65+,70.2142857142857
2022-08-06,0-17,5.14285714285714
2022-08-06,18-49,34.8571428571429
2022-08-06,50-64,27
2022-08-06,65+,70.5714285714286
2022-08-13,0-17,4.71428571428571
2022-08-13,18-49,34.4285714285714
2022-08-13,50-64,32.2857142857143
2022-08-13,65+,60.2857142857143
2022-08-20,0-17,5.14285714285714
2022-08-20,18-49,30.2857142857143
2022-08-20,50-64,22.9285714285714
2022-08-20,65+,55.9285714285714
2022-08-27,0-17,9.42857142857143
2022-08-27,18-49,19.4285714285714
2022-08-27,50-64,21.8571428571429
2022-08-27,65+,52.1428571428572
2022-09-03,0-17,6.85714285714286
2022-09-03,18-49,15.2857142857143
2022-09-03,50-64,18.7142857142857
2022-09-03,65+,52.7142857142857
2022-09-10,0-17,4.71428571428571
2022-09-10,18-49,8.85714285714286
2022-09-10,50-64,16.1428571428571
2022-09-10,65+,43.8571428571429
2022-09-17,0-17,2.85714285714286
2022-09-17,18-49,10.1428571428571
2022-09-17,50-64,15.3571428571429
2022-09-17,65+,38.6428571428572
2022-09-24,0-17,3.28571428571429
2022-09-24,18-49,10.1428571428571
2022-09-24,50-64,13.1428571428571
2022-09-24,65+,33.7142857142857
2022-10-01,0-17,1.28571428571429
2022-10-01,18-49,7
2022-10-01,50-64,10.2857142857143
2022-10-01,65+,30.2857142857143
2022-10-08,0-17,2.14285714285714
2022-10-08,18-49,6.42857142857143
2022-10-08,50-64,11
2022-10-08,65+,28.5714285714286
2022-10-15,0-17,2.85714285714286
2022-10-15,18-49,6.42857142857143
2022-10-15,50-64,8.64285714285714
2022-10-15,65+,24.5
2022-10-22,0-17,1.57142857142857
2022-10-22,18-49,4
2022-10-22,50-64,7.78571428571429
2022-10-22,65+,16.7857142857143
2022-10-29,0-17,0.285714285714286
2022-10-29,18-49,4.85714285714286
2022-10-29,50-64,8.07142857142857
2022-10-29,65+,21.2142857142857
2022-11-05,0-17,1
2022-11-05,18-49,9.42857142857143
2022-11-05,50-64,9.42857142857143
2022-11-05,65+,22.2857142857143
2022-11-12,0-17,1
2022-11-12,18-49,11.1428571428571
2022-11-12,50-64,10.9285714285714
2022-11-12,65+,26.0714285714286
2022-11-19,0-17,0.857142857142857
2022-11-19,18-49,11.8571428571429
2022-11-19,50-64,10
2022-11-19,65+,26.2857142857143
2022-11-26,0-17,1.85714285714286
2022-11-26,18-49,12
2022-11-26,50-64,14.2142857142857
2022-11-26,65+,35.7857142857143
2022-12-03,0-17,1.57142857142857
2022-12-03,18-49,13.1428571428571
2022-12-03,50-64,14.3571428571429
2022-12-03,65+,38.9285714285714
2022-12-10,0-17,1.85714285714286
2022-12-10,18-49,14.1428571428571
2022-12-10,50-64,12.7142857142857
2022-12-10,65+,41.4285714285714
2022-12-17,0-17,1
2022-12-17,18-49,8.28571428571429
2022-12-17,50-64,11.3571428571429
2022-12-17,65+,35.6428571428572
2022-12-24,0-17,1
2022-12-24,18-49,8.85714285714286
2022-12-24,50-64,11
2022-12-24,65+,37
2022-12-31,0-17,1.85714285714286
2022-12-31,18-49,9.14285714285714
2022-12-31,50-64,12.9285714285714
2022-12-31,65+,46.9285714285714
2023-01-14,0-17,3.28571428571429
2023-01-14,18-49,11.2857142857143
2023-01-14,50-64,18.4285714285714
2023-01-14,65+,55.8571428571429
2023-01-21,0-17,3.28571428571429
2023-01-21,18-49,7.71428571428571
2023-01-21,50-64,17.2857142857143
2023-01-21,65+,43
2023-01-28,0-17,2.71428571428571
2023-01-28,18-49,8.14285714285714
2023-01-28,50-64,9.42857142857143
2023-01-28,65+,35.7142857142857
2023-02-04,0-17,3.42857142857143
2023-02-04,18-49,7.71428571428571
2023-02-04,50-64,10.3571428571429
2023-02-04,65+,38.2142857142857
2023-02-11,0-17,3
2023-02-11,18-49,9.85714285714286
2023-02-11,50-64,14.1428571428571
2023-02-11,65+,44.2857142857143
2023-02-18,0-17,3.57142857142857
2023-02-18,18-49,8.42857142857143
2023-02-18,50-64,12.2142857142857
2023-02-18,65+,36.5
2023-02-25,0-17,2.42857142857143
2023-02-25,18-49,5.28571428571429
2023-02-25,50-64,9.07142857142857
2023-02-25,65+,34.9285714285714
2023-03-04,0-17,3.14285714285714
2023-03-04,18-49,7.71428571428571
2023-03-04,50-64,7.92857142857143
2023-03-04,65+,30.2142857142857
2023-03-11,0-17,1
2023-03-11,18-49,4.42857142857143
2023-03-11,50-64,7.14285714285714
2023-03-11,65+,26
2023-03-18,0-17,1.28571428571429
2023-03-18,18-49,3.14285714285714
2023-03-18,50-64,6.28571428571429
2023-03-18,65+,17.2857142857143
2023-03-25,0-17,1.28571428571429
2023-03-25,18-49,4.71428571428571
2023-03-25,50-64,6.35714285714286
2023-03-25,65+,16.7857142857143
2023-04-01,0-17,1
2023-04-01,18-49,3.42857142857143
2023-04-01,50-64,5.21428571428571
2023-04-01,65+,16.9285714285714
2023-04-08,0-17,1.14285714285714
2023-04-08,18-49,2.57142857142857
2023-04-08,50-64,5.35714285714286
2023-04-08,65+,14.9285714285714
2023-04-15,0-17,0.714285714285714
2023-04-15,18-49,2.71428571428571
2023-04-15,50-64,4.64285714285714
2023-04-15,65+,15.2142857142857
2023-04-22,0-17,0.571428571428571
2023-04-22,18-49,4.42857142857143
2023-04-22,50-64,2.92857142857143
2023-04-22,65+,11.6428571428571
2023-04-29,0-17,0.714285714285714
2023-04-29,18-49,2.71428571428571
2023-04-29,50-64,3.42857142857143
2023-04-29,65+,12.5714285714286
2023-05-06,0-17,2.28571428571429
2023-05-06,18-49,2.42857142857143
2023-05-06,50-64,2.35714285714286
2023-05-06,65+,9.92857142857143
2023-05-13,0-17,0.714285714285714
