date,agegroup,hosp
2022-02-19,0-17,2.28571428571429
2022-02-19,18-49,22.5714285714286
2022-02-19,50-64,20.4285714285714
2022-02-19,65+,48.2857142857143
2022-02-26,0-17,2.85714285714286
2022-02-26,18-49,13.2857142857143
2022-02-26,50-64,12.5714285714286
2022-02-26,65+,30.2857142857143
2022-03-05,0-17,1.28571428571429
2022-03-05,18-49,9.57142857142857
2022-03-05,50-64,9.5
2022-03-05,65+,24.9285714285714
2022-03-12,0-17,0.714285714285714
2022-03-12,18-49,7
2022-03-12,50-64,8.21428571428571
2022-03-12,65+,19.0714285714286
2022-03-19,0-17,1.28571428571429
2022-03-19,18-49,5.28571428571429
2022-03-19,50-64,7
2022-03-19,65+,16.5714285714286
2022-03-26,0-17,0.714285714285714
2022-03-26,18-49,7.85714285714286
2022-03-26,50-64,7.28571428571429
2022-03-26,65+,19.4285714285714
2022-04-02,0-17,0.714285714285714
2022-04-02,18-49,9.14285714285714
2022-04-02,50-64,6.28571428571429
2022-04-02,65+,18.2857142857143
2022-04-09,0-17,2.28571428571429
2022-04-09,18-49,8.14285714285714
2022-04-09,50-64,7.35714285714286
2022-04-09,65+,20.6428571428571
2022-04-16,0-17,2.42857142857143
2022-04-16,18-49,13.4285714285714
2022-04-16,50-64,11.0714285714286
2022-04-16,65+,28.6428571428571
2022-04-23,0-17,2.28571428571429
2022-04-23,18-49,11.2857142857143
2022-04-23,50-64,13.5714285714286
2022-04-23,65+,42.8571428571429
2022-04-30,0-17,3.42857142857143
2022-04-30,18-49,18.1428571428571
2022-04-30,50-64,14.0714285714286
2022-04-30,65+,52.3571428571429
2022-05-07,0-17,3.71428571428571
2022-05-07,18-49,17.1428571428571
2022-05-07,50-64,18
2022-05-07,65+,70
2022-05-14,0-17,5
2022-05-14,18-49,21.7142857142857
2022-05-14,50-64,19
2022-05-14,65+,80.2857142857143
2022-05-21,0-17,5.71428571428571
2022-05-21,18-49,21
2022-05-21,50-64,24.2142857142857
2022-05-21,65+,86.2142857142857
2022-05-28,0-17,5.57142857142857
2022-05-28,18-49,27.5714285714286
2022-05-28,50-64,21.5
2022-05-28,65+,75.6428571428571
2022-06-04,0-17,4.28571428571429
2022-06-04,18-49,19.4285714285714
2022-06-04,50-64,20.9285714285714
2022-06-04,65+,64.3571428571429
2022-06-11,0-17,3
2022-06-11,18-49,14.1428571428571
2022-06-11,50-64,18.7857142857143
2022-06-11,65+,59.3571428571429
2022-06-18,0-17,4.28571428571429
2022-06-18,18-49,16.7142857142857
2022-06-18,50-64,19.5714285714286
2022-06-18,65+,50
2022-06-25,0-17,3.14285714285714
2022-06-25,18-49,16.2857142857143
2022-06-25,50-64,13.6428571428571
2022-06-25,65+,49.2142857142857
2022-07-02,0-17,3.28571428571429
2022-07-02,18-49,15.2857142857143
2022-07-02,50-64,15.2857142857143
2022-07-02,65+,52.7142857142857
2022-07-09,0-17,3.14285714285714
2022-07-09,18-49,19.2857142857143
2022-07-09,50-64,15.7857142857143
2022-07-09,65+,56.6428571428572
2022-07-16,0-17,4.57142857142857
2022-07-16,18-49,20.7142857142857
2022-07-16,50-64,18.0714285714286
2022-07-16,65+,61.7857142857143
2022-07-23,0-17,3.28571428571429
2022-07-23,18-49,20.2857142857143
2022-07-23,50-64,24.4285714285714
2022-07-23,65+,69
2022-07-30,0-17,2.71428571428571
2022-07-30,18-49,19.2857142857143
2022-07-30,50-64,18.2857142857143
2022-07-30,65+,65.7142857142857
2022-08-06,0-17,2.71428571428571
2022-08-06,18-49,21.4285714285714
2022-08-06,50-64,16.7142857142857
2022-08-06,65+,54.4285714285714
2022-08-13,0-17,3.42857142857143
2022-08-13,18-49,15.5714285714286
2022-08-13,50-64,18.2142857142857
2022-08-13,65+,58.7857142857143
