date,agegroup,hosp
2022-02-19,0-17,4.57142857142857
2022-02-19,18-49,21.2857142857143
2022-02-19,50-64,34.4285714285714
2022-02-19,65+,85.2857142857143
2022-02-26,0-17,3.28571428571429
2022-02-26,18-49,16.8571428571429
2022-02-26,50-64,24.2142857142857
2022-02-26,65+,59.0714285714286
2022-03-05,0-17,3
2022-03-05,18-49,12.7142857142857
2022-03-05,50-64,15.9285714285714
2022-03-05,65+,33.5
2022-03-12,0-17,2.42857142857143
2022-03-12,18-49,12.4285714285714
2022-03-12,50-64,11.5
2022-03-12,65+,21.5
2022-03-19,0-17,1.71428571428571
2022-03-19,18-49,7.28571428571429
2022-03-19,50-64,6.78571428571429
2022-03-19,65+,14.5
2022-03-26,0-17,1
2022-03-26,18-49,3.71428571428571
2022-03-26,50-64,5.57142857142857
2022-03-26,65+,11
2022-04-02,0-17,1.57142857142857
2022-04-02,18-49,4.57142857142857
2022-04-02,50-64,3.92857142857143
2022-04-02,65+,8.92857142857143
2022-04-09,0-17,0.714285714285714
2022-04-09,18-49,4.42857142857143
2022-04-09,50-64,4.21428571428571
2022-04-09,65+,7.92857142857143
2022-04-16,0-17,0.428571428571429
2022-04-16,18-49,3.42857142857143
2022-04-16,50-64,3
2022-04-16,65+,7
2022-04-23,0-17,0.571428571428571
2022-04-23,18-49,4
2022-04-23,50-64,4
2022-04-23,65+,6.71428571428571
2022-04-30,0-17,0.571428571428571
2022-04-30,18-49,5.28571428571429
2022-04-30,50-64,3.35714285714286
2022-04-30,65+,9.78571428571429
2022-05-07,0-17,1.42857142857143
2022-05-07,18-49,4.71428571428571
2022-05-07,50-64,3.85714285714286
2022-05-07,65+,8.57142857142857
2022-05-14,0-17,1.28571428571429
2022-05-14,18-49,5.71428571428571
2022-05-14,50-64,4.57142857142857
2022-05-14,65+,12.4285714285714
2022-05-21,0-17,1.42857142857143
2022-05-21,18-49,4.85714285714286
2022-05-21,50-64,4.07142857142857
2022-05-21,65+,14.9285714285714
2022-05-28,0-17,2
2022-05-28,18-49,5.28571428571429
