"Geography","Date","Weekly COVID-19 Hospital Admissions"
"Mississippi",2024-03-30,"44"
"Mississippi",2024-03-23,"80"
"Mississippi",2024-03-16,"85"
"Mississippi",2024-03-09,"131"
"Mississippi",2024-03-02,"130"
"Mississippi",2024-02-24,"135"
"Mississippi",2024-02-17,"136"
"Mississippi",2024-02-10,"174"
"Mississippi",2024-02-03,"150"
"Mississippi",2024-01-27,"144"
"Mississippi",2024-01-20,"153"
"Mississippi",2024-01-13,"219"
"Mississippi",2024-01-06,"211"
"Mississippi",2023-12-30,"193"
"Mississippi",2023-12-23,"149"
"Mississippi",2023-12-16,"126"
"Mississippi",2023-12-09,"126"
"Mississippi",2023-12-02,"102"
"Mississippi",2023-11-25,"107"
"Mississippi",2023-11-18,"78"
"Mississippi",2023-11-11,"90"
"Mississippi",2023-11-04,"80"
"Mississippi",2023-10-28,"83"
"Mississippi",2023-10-21,"68"
"Mississippi",2023-10-14,"50"
"Mississippi",2023-10-07,"83"
"Mississippi",2023-09-30,"103"
"Mississippi",2023-09-23,"111"
"Mississippi",2023-09-16,"161"
"Mississippi",2023-09-09,"153"
"Mississippi",2023-09-02,"136"
"Mississippi",2023-08-26,"177"
"Mississippi",2023-08-19,"177"
"Mississippi",2023-08-12,"126"
"Mississippi",2023-08-05,"102"
"Mississippi",2023-07-29,"76"
"Mississippi",2023-07-22,"56"
"Mississippi",2023-07-15,"47"
"Mississippi",2023-07-08,"29"
"Mississippi",2023-07-01,"36"
"Mississippi",2023-06-24,"39"
"Mississippi",2023-06-17,"17"
"Mississippi",2023-06-10,"31"
"Mississippi",2023-06-03,"46"
"Mississippi",2023-05-27,"51"
"Mississippi",2023-05-20,"51"
"Mississippi",2023-05-13,"47"
"Mississippi",2023-05-06,"46"
"Mississippi",2023-04-29,"73"
"Mississippi",2023-04-22,"83"
"Mississippi",2023-04-15,"80"
"Mississippi",2023-04-08,"73"
"Mississippi",2023-04-01,"67"
"Mississippi",2023-03-25,"85"
"Mississippi",2023-03-18,"79"
"Mississippi",2023-03-11,"80"
"Mississippi",2023-03-04,"110"
"Mississippi",2023-02-25,"163"
"Mississippi",2023-02-18,"189"
"Mississippi",2023-02-11,"193"
"Mississippi",2023-02-04,"174"
"Mississippi",2023-01-28,"188"
"Mississippi",2023-01-21,"281"
"Mississippi",2023-01-14,"371"
"Mississippi",2023-01-07,"458"
"Mississippi",2022-12-31,"453"
"Mississippi",2022-12-24,"250"
"Mississippi",2022-12-17,"211"
"Mississippi",2022-12-10,"191"
"Mississippi",2022-12-03,"177"
"Mississippi",2022-11-26,"88"
"Mississippi",2022-11-19,"83"
"Mississippi",2022-11-12,"75"
"Mississippi",2022-11-05,"67"
"Mississippi",2022-10-29,"70"
"Mississippi",2022-10-22,"77"
"Mississippi",2022-10-15,"87"
"Mississippi",2022-10-08,"98"
"Mississippi",2022-10-01,"121"
"Mississippi",2022-09-24,"144"
"Mississippi",2022-09-17,"157"
"Mississippi",2022-09-10,"235"
"Mississippi",2022-09-03,"269"
"Mississippi",2022-08-27,"275"
