"Geography","Date","Weekly COVID-19 Hospital Admissions"
"Maine",2024-03-30,"20"
"Maine",2024-03-23,"37"
"Maine",2024-03-16,"32"
"Maine",2024-03-09,"33"
"Maine",2024-03-02,"50"
"Maine",2024-02-24,"67"
"Maine",2024-02-17,"51"
"Maine",2024-02-10,"61"
"Maine",2024-02-03,"62"
"Maine",2024-01-27,"53"
"Maine",2024-01-20,"76"
"Maine",2024-01-13,"110"
"Maine",2024-01-06,"143"
"Maine",2023-12-30,"126"
"Maine",2023-12-23,"105"
"Maine",2023-12-16,"99"
"Maine",2023-12-09,"115"
"Maine",2023-12-02,"87"
"Maine",2023-11-25,"70"
"Maine",2023-11-18,"61"
"Maine",2023-11-11,"52"
"Maine",2023-11-04,"50"
"Maine",2023-10-28,"55"
"Maine",2023-10-21,"56"
"Maine",2023-10-14,"59"
"Maine",2023-10-07,"59"
"Maine",2023-09-30,"54"
"Maine",2023-09-23,"44"
"Maine",2023-09-16,"47"
"Maine",2023-09-09,"38"
"Maine",2023-09-02,"42"
"Maine",2023-08-26,"26"
"Maine",2023-08-19,"26"
"Maine",2023-08-12,"23"
"Maine",2023-08-05,"19"
"Maine",2023-07-29,"25"
"Maine",2023-07-22,"21"
"Maine",2023-07-15,"20"
"Maine",2023-07-08,"11"
"Maine",2023-07-01,"9"
"Maine",2023-06-24,"17"
"Maine",2023-06-17,"21"
"Maine",2023-06-10,"19"
"Maine",2023-06-03,"19"
"Maine",2023-05-27,"28"
"Maine",2023-05-20,"23"
"Maine",2023-05-13,"30"
"Maine",2023-05-06,"42"
"Maine",2023-04-29,"30"
"Maine",2023-04-22,"41"
"Maine",2023-04-15,"65"
"Maine",2023-04-08,"63"
"Maine",2023-04-01,"68"
"Maine",2023-03-25,"92"
"Maine",2023-03-18,"107"
"Maine",2023-03-11,"112"
"Maine",2023-03-04,"145"
"Maine",2023-02-25,"113"
"Maine",2023-02-18,"124"
"Maine",2023-02-11,"103"
"Maine",2023-02-04,"91"
"Maine",2023-01-28,"104"
"Maine",2023-01-21,"82"
"Maine",2023-01-14,"94"
"Maine",2023-01-07,"87"
"Maine",2022-12-31,"100"
"Maine",2022-12-24,"88"
"Maine",2022-12-17,"72"
"Maine",2022-12-10,"91"
"Maine",2022-12-03,"81"
"Maine",2022-11-26,"77"
"Maine",2022-11-19,"71"
"Maine",2022-11-12,"86"
"Maine",2022-11-05,"100"
"Maine",2022-10-29,"117"
"Maine",2022-10-22,"155"
"Maine",2022-10-15,"152"
"Maine",2022-10-08,"160"
"Maine",2022-10-01,"131"
"Maine",2022-09-24,"129"
"Maine",2022-09-17,"111"
"Maine",2022-09-10,"111"
"Maine",2022-09-03,"110"
"Maine",2022-08-27,"126"
"Maine",2022-08-20,"115"
"Maine",2022-08-13,"98"
"Maine",2022-08-06,"90"
"Maine",2022-07-30,"86"
"Maine",2022-07-23,"87"
"Maine",2022-07-16,"81"
"Maine",2022-07-09,"79"
"Maine",2022-07-02,"89"
"Maine",2022-06-25,"64"
"Maine",2022-06-18,"101"
"Maine",2022-06-11,"84"
"Maine",2022-06-04,"123"
"Maine",2022-05-28,"118"
"Maine",2022-05-21,"160"
"Maine",2022-05-14,"152"
"Maine",2022-05-07,"126"
"Maine",2022-04-30,"131"
"Maine",2022-04-23,"100"
"Maine",2022-04-16,"73"
"Maine",2022-04-09,"69"
"Maine",2022-04-02,"65"
"Maine",2022-03-26,"76"
"Maine",2022-03-19,"61"
"Maine",2022-03-12,"71"
"Maine",2022-03-05,"79"
"Maine",2022-02-26,"91"
"Maine",2022-02-19,"142"
"Maine",2022-02-12,"210"
"Maine",2022-02-05,"267"
"Maine",2022-01-29,"242"
"Maine",2022-01-22,"267"
"Maine",2022-01-15,"247"
"Maine",2022-01-08,"249"
"Maine",2022-01-01,"231"
"Maine",2021-12-25,"227"
"Maine",2021-12-18,"293"
"Maine",2021-12-11,"323"
"Maine",2021-12-04,"247"
"Maine",2021-11-27,"267"
"Maine",2021-11-20,"229"
"Maine",2021-11-13,"187"
"Maine",2021-11-06,"167"
"Maine",2021-10-30,"154"
"Maine",2021-10-23,"167"
"Maine",2021-10-16,"155"
"Maine",2021-10-09,"109"
"Maine",2021-10-02,"168"
"Maine",2021-09-25,"176"
"Maine",2021-09-18,"179"
"Maine",2021-09-11,"118"
"Maine",2021-09-04,"146"
"Maine",2021-08-28,"130"
"Maine",2021-08-21,"100"
"Maine",2021-08-14,"76"
"Maine",2021-08-07,"56"
"Maine",2021-07-31,"60"
"Maine",2021-07-24,"46"
"Maine",2021-07-17,"32"
"Maine",2021-07-10,"29"
"Maine",2021-07-03,"33"
"Maine",2021-06-26,"31"
"Maine",2021-06-19,"37"
"Maine",2021-06-12,"45"
"Maine",2021-06-05,"52"
"Maine",2021-05-29,"86"
"Maine",2021-05-22,"108"
"Maine",2021-05-15,"109"
"Maine",2021-05-08,"102"
"Maine",2021-05-01,"98"
"Maine",2021-04-24,"94"
"Maine",2021-04-17,"89"
"Maine",2021-04-10,"65"
"Maine",2021-04-03,"60"
"Maine",2021-03-27,"50"
"Maine",2021-03-20,"51"
"Maine",2021-03-13,"52"
"Maine",2021-03-06,"52"
"Maine",2021-02-27,"43"
"Maine",2021-02-20,"49"
"Maine",2021-02-13,"74"
"Maine",2021-02-06,"86"
"Maine",2021-01-30,"97"
"Maine",2021-01-23,"99"
"Maine",2021-01-16,"136"
"Maine",2021-01-09,"122"
"Maine",2021-01-02,"92"
"Maine",2020-12-26,"101"
"Maine",2020-12-19,"128"
"Maine",2020-12-12,"129"
"Maine",2020-12-05,"125"
"Maine",2020-11-28,"100"
"Maine",2020-11-21,"102"
"Maine",2020-11-14,"50"
"Maine",2020-11-07,"42"
"Maine",2020-10-31,"36"
"Maine",2020-10-24,"8"
"Maine",2020-10-17,"8"
"Maine",2020-10-10,"5"
"Maine",2020-10-03,"8"
"Maine",2020-09-26,"5"
"Maine",2020-09-19,"9"
"Maine",2020-09-12,"8"
"Maine",2020-09-05,"6"
"Maine",2020-08-29,"9"
"Maine",2020-08-22,"10"
"Maine",2020-08-15,"6"
"Maine",2020-08-08,"11"
"Maine",2020-08-01,"N/A"
"Maine",2020-07-25,"N/A"
"Maine",2020-07-18,"N/A"
"Maine",2020-07-11,"N/A"
"Maine",2020-07-04,"N/A"
"Maine",2020-06-27,"N/A"
"Maine",2020-06-20,"N/A"
"Maine",2020-06-13,"N/A"
"Maine",2020-06-06,"N/A"
"Maine",2020-05-30,"N/A"
"Maine",2020-05-23,"N/A"
"Maine",2020-05-16,"N/A"
"Maine",2020-05-09,"N/A"
"Maine",2020-05-02,"N/A"
"Maine",2020-04-25,"N/A"
"Maine",2020-04-18,"N/A"
"Maine",2020-04-11,"N/A"
"Maine",2020-04-04,"N/A"
