"Geography","Date","Weekly COVID-19 Hospital Admissions"
"United States",2024-03-30,"8015"
"United States",2024-03-23,"9463"
"United States",2024-03-16,"10902"
"United States",2024-03-09,"13645"
"United States",2024-03-02,"15573"
"United States",2024-02-24,"17660"
"United States",2024-02-17,"19388"
"United States",2024-02-10,"20243"
"United States",2024-02-03,"21355"
"United States",2024-01-27,"23319"
"United States",2024-01-20,"25993"
"United States",2024-01-13,"31177"
"United States",2024-01-06,"35118"
"United States",2023-12-30,"34921"
"United States",2023-12-23,"29431"
"United States",2023-12-16,"25205"
"United States",2023-12-09,"23318"
"United States",2023-12-02,"22906"
"United States",2023-11-25,"19242"
"United States",2023-11-18,"17828"
"United States",2023-11-11,"16658"
"United States",2023-11-04,"15081"
"United States",2023-10-28,"16218"
"United States",2023-10-21,"15917"
"United States",2023-10-14,"16099"
"United States",2023-10-07,"17151"
"United States",2023-09-30,"18332"
"United States",2023-09-23,"19438"
"United States",2023-09-16,"19892"
"United States",2023-09-09,"20694"
"United States",2023-09-02,"19139"
"United States",2023-08-26,"17450"
"United States",2023-08-19,"15093"
"United States",2023-08-12,"12744"
"United States",2023-08-05,"10520"
"United States",2023-07-29,"9086"
"United States",2023-07-22,"8089"
"United States",2023-07-15,"7203"
"United States",2023-07-08,"6448"
"United States",2023-07-01,"6483"
"United States",2023-06-24,"6325"
"United States",2023-06-17,"6691"
"United States",2023-06-10,"6974"
"United States",2023-06-03,"7449"
"United States",2023-05-27,"7847"
"United States",2023-05-20,"8452"
"United States",2023-05-13,"9344"
"United States",2023-05-06,"9730"
"United States",2023-04-29,"10205"
"United States",2023-04-22,"11844"
"United States",2023-04-15,"13277"
"United States",2023-04-08,"14443"
"United States",2023-04-01,"15817"
"United States",2023-03-25,"17220"
"United States",2023-03-18,"18177"
"United States",2023-03-11,"20218"
"United States",2023-03-04,"22395"
"United States",2023-02-25,"24077"
"United States",2023-02-18,"25492"
"United States",2023-02-11,"26419"
"United States",2023-02-04,"26499"
"United States",2023-01-28,"28327"
"United States",2023-01-21,"31679"
"United States",2023-01-14,"37600"
"United States",2023-01-07,"44387"
"United States",2022-12-31,"44529"
"United States",2022-12-24,"39026"
"United States",2022-12-17,"36662"
"United States",2022-12-10,"34932"
"United States",2022-12-03,"33904"
"United States",2022-11-26,"26461"
"United States",2022-11-19,"24132"
"United States",2022-11-12,"23803"
"United States",2022-11-05,"23593"
"United States",2022-10-29,"23311"
"United States",2022-10-22,"22776"
"United States",2022-10-15,"22887"
"United States",2022-10-08,"23578"
"United States",2022-10-01,"24295"
"United States",2022-09-24,"26852"
"United States",2022-09-17,"28918"
"United States",2022-09-10,"31571"
"United States",2022-09-03,"34549"
"United States",2022-08-27,"36922"
"United States",2022-08-20,"38158"
"United States",2022-08-13,"41116"
"United States",2022-08-06,"42819"
"United States",2022-07-30,"44032"
"United States",2022-07-23,"44730"
"United States",2022-07-16,"42574"
"United States",2022-07-09,"38874"
"United States",2022-07-02,"35755"
"United States",2022-06-25,"32756"
"United States",2022-06-18,"30421"
"United States",2022-06-11,"29495"
"United States",2022-06-04,"28200"
"United States",2022-05-28,"26471"
"United States",2022-05-21,"24511"
"United States",2022-05-14,"20706"
"United States",2022-05-07,"17451"
"United States",2022-04-30,"14460"
"United States",2022-04-23,"12314"
"United States",2022-04-16,"10740"
"United States",2022-04-09,"9998"
"United States",2022-04-02,"10206"
"United States",2022-03-26,"11656"
"United States",2022-03-19,"14068"
"United States",2022-03-12,"18284"
"United States",2022-03-05,"25201"
"United States",2022-02-26,"34543"
"United States",2022-02-19,"48873"
"United States",2022-02-12,"69796"
"United States",2022-02-05,"95080"
"United States",2022-01-29,"123524"
"United States",2022-01-22,"140530"
"United States",2022-01-15,"150650"
"United States",2022-01-08,"136096"
"United States",2022-01-01,"97667"
"United States",2021-12-25,"60925"
"United States",2021-12-18,"54528"
"United States",2021-12-11,"54922"
"United States",2021-12-04,"49838"
"United States",2021-11-27,"43270"
"United States",2021-11-20,"40897"
"United States",2021-11-13,"37474"
"United States",2021-11-06,"35247"
"United States",2021-10-30,"36645"
"United States",2021-10-23,"39602"
"United States",2021-10-16,"44258"
"United States",2021-10-09,"48686"
"United States",2021-10-02,"53933"
"United States",2021-09-25,"62563"
"United States",2021-09-18,"72610"
"United States",2021-09-11,"80157"
"United States",2021-09-04,"84220"
"United States",2021-08-28,"85775"
"United States",2021-08-21,"84027"
"United States",2021-08-14,"77614"
"United States",2021-08-07,"63471"
"United States",2021-07-31,"47712"
"United States",2021-07-24,"32844"
"United States",2021-07-17,"22686"
"United States",2021-07-10,"16796"
"United States",2021-07-03,"14071"
"United States",2021-06-26,"12821"
"United States",2021-06-19,"13221"
"United States",2021-06-12,"14599"
"United States",2021-06-05,"16351"
"United States",2021-05-29,"20061"
"United States",2021-05-22,"22649"
"United States",2021-05-15,"25867"
"United States",2021-05-08,"30257"
"United States",2021-05-01,"33638"
"United States",2021-04-24,"37253"
"United States",2021-04-17,"39377"
"United States",2021-04-10,"38301"
"United States",2021-04-03,"35535"
"United States",2021-03-27,"33916"
"United States",2021-03-20,"32477"
"United States",2021-03-13,"33354"
"United States",2021-03-06,"35577"
"United States",2021-02-27,"41535"
"United States",2021-02-20,"45870"
"United States",2021-02-13,"56530"
"United States",2021-02-06,"69642"
"United States",2021-01-30,"81204"
"United States",2021-01-23,"94690"
"United States",2021-01-16,"107526"
"United States",2021-01-09,"115455"
"United States",2021-01-02,"109152"
"United States",2020-12-26,"102549"
"United States",2020-12-19,"102149"
"United States",2020-12-12,"98704"
"United States",2020-12-05,"93076"
"United States",2020-11-28,"84036"
"United States",2020-11-21,"79796"
"United States",2020-11-14,"67969"
"United States",2020-11-07,"53533"
"United States",2020-10-31,"44654"
"United States",2020-10-24,"39774"
"United States",2020-10-17,"34852"
"United States",2020-10-10,"31291"
"United States",2020-10-03,"26089"
"United States",2020-09-26,"23595"
"United States",2020-09-19,"22976"
"United States",2020-09-12,"24499"
"United States",2020-09-05,"26462"
"United States",2020-08-29,"28194"
"United States",2020-08-22,"29424"
"United States",2020-08-15,"29869"
"United States",2020-08-08,"31623"
"United States",2020-08-01,"N/A"
"United States",2020-07-25,"N/A"
"United States",2020-07-18,"N/A"
"United States",2020-07-11,"N/A"
"United States",2020-07-04,"N/A"
"United States",2020-06-27,"N/A"
"United States",2020-06-20,"N/A"
"United States",2020-06-13,"N/A"
"United States",2020-06-06,"N/A"
"United States",2020-05-30,"N/A"
"United States",2020-05-23,"N/A"
"United States",2020-05-16,"N/A"
"United States",2020-05-09,"N/A"
"United States",2020-05-02,"N/A"
"United States",2020-04-25,"N/A"
"United States",2020-04-18,"N/A"
"United States",2020-04-11,"N/A"
"United States",2020-04-04,"N/A"
"United States",2020-03-28,"N/A"
"United States",2020-03-21,"N/A"
"United States",2020-03-14,"N/A"
"United States",2020-03-07,"N/A"
"United States",2020-02-29,"N/A"
"United States",2020-02-22,"N/A"
"United States",2020-02-15,"N/A"
"United States",2020-02-08,"N/A"
"United States",2020-02-01,"N/A"
