"Geography","Date","Weekly COVID-19 Hospital Admissions"
"Indiana",2024-03-30,"143"
"Indiana",2024-03-23,"166"
"Indiana",2024-03-16,"194"
"Indiana",2024-03-09,"237"
"Indiana",2024-03-02,"267"
"Indiana",2024-02-24,"333"
"Indiana",2024-02-17,"298"
"Indiana",2024-02-10,"319"
"Indiana",2024-02-03,"332"
"Indiana",2024-01-27,"366"
"Indiana",2024-01-20,"500"
"Indiana",2024-01-13,"669"
"Indiana",2024-01-06,"795"
"Indiana",2023-12-30,"890"
"Indiana",2023-12-23,"808"
"Indiana",2023-12-16,"729"
"Indiana",2023-12-09,"726"
"Indiana",2023-12-02,"694"
"Indiana",2023-11-25,"470"
"Indiana",2023-11-18,"389"
"Indiana",2023-11-11,"340"
"Indiana",2023-11-04,"291"
"Indiana",2023-10-28,"322"
"Indiana",2023-10-21,"313"
"Indiana",2023-10-14,"241"
"Indiana",2023-10-07,"227"
"Indiana",2023-09-30,"305"
"Indiana",2023-09-23,"280"
"Indiana",2023-09-16,"299"
"Indiana",2023-09-09,"331"
"Indiana",2023-09-02,"291"
"Indiana",2023-08-26,"263"
"Indiana",2023-08-19,"194"
"Indiana",2023-08-12,"148"
"Indiana",2023-08-05,"128"
"Indiana",2023-07-29,"109"
"Indiana",2023-07-22,"95"
"Indiana",2023-07-15,"63"
"Indiana",2023-07-08,"65"
"Indiana",2023-07-01,"51"
"Indiana",2023-06-24,"54"
"Indiana",2023-06-17,"57"
"Indiana",2023-06-10,"77"
"Indiana",2023-06-03,"78"
"Indiana",2023-05-27,"117"
"Indiana",2023-05-20,"114"
"Indiana",2023-05-13,"178"
"Indiana",2023-05-06,"180"
"Indiana",2023-04-29,"153"
"Indiana",2023-04-22,"199"
"Indiana",2023-04-15,"240"
"Indiana",2023-04-08,"268"
"Indiana",2023-04-01,"281"
"Indiana",2023-03-25,"315"
"Indiana",2023-03-18,"314"
"Indiana",2023-03-11,"398"
"Indiana",2023-03-04,"416"
"Indiana",2023-02-25,"429"
"Indiana",2023-02-18,"452"
"Indiana",2023-02-11,"454"
"Indiana",2023-02-04,"402"
"Indiana",2023-01-28,"448"
"Indiana",2023-01-21,"506"
"Indiana",2023-01-14,"579"
"Indiana",2023-01-07,"780"
"Indiana",2022-12-31,"926"
"Indiana",2022-12-24,"855"
"Indiana",2022-12-17,"852"
"Indiana",2022-12-10,"841"
"Indiana",2022-12-03,"756"
"Indiana",2022-11-26,"565"
"Indiana",2022-11-19,"465"
"Indiana",2022-11-12,"491"
"Indiana",2022-11-05,"505"
"Indiana",2022-10-29,"455"
"Indiana",2022-10-22,"411"
"Indiana",2022-10-15,"358"
"Indiana",2022-10-08,"384"
"Indiana",2022-10-01,"351"
"Indiana",2022-09-24,"465"
"Indiana",2022-09-17,"529"
"Indiana",2022-09-10,"607"
"Indiana",2022-09-03,"835"
"Indiana",2022-08-27,"911"
"Indiana",2022-08-20,"901"
"Indiana",2022-08-13,"930"
"Indiana",2022-08-06,"927"
"Indiana",2022-07-30,"900"
"Indiana",2022-07-23,"830"
"Indiana",2022-07-16,"708"
"Indiana",2022-07-09,"690"
"Indiana",2022-07-02,"680"
"Indiana",2022-06-25,"540"
"Indiana",2022-06-18,"523"
"Indiana",2022-06-11,"464"
"Indiana",2022-06-04,"554"
"Indiana",2022-05-28,"445"
"Indiana",2022-05-21,"384"
"Indiana",2022-05-14,"348"
"Indiana",2022-05-07,"284"
"Indiana",2022-04-30,"241"
"Indiana",2022-04-23,"193"
"Indiana",2022-04-16,"171"
"Indiana",2022-04-09,"138"
"Indiana",2022-04-02,"195"
"Indiana",2022-03-26,"199"
"Indiana",2022-03-19,"258"
"Indiana",2022-03-12,"344"
"Indiana",2022-03-05,"454"
"Indiana",2022-02-26,"636"
"Indiana",2022-02-19,"1012"
"Indiana",2022-02-12,"1570"
"Indiana",2022-02-05,"2029"
"Indiana",2022-01-29,"2501"
"Indiana",2022-01-22,"3034"
"Indiana",2022-01-15,"3157"
"Indiana",2022-01-08,"3090"
"Indiana",2022-01-01,"2602"
"Indiana",2021-12-25,"2424"
"Indiana",2021-12-18,"2475"
"Indiana",2021-12-11,"2467"
"Indiana",2021-12-04,"2202"
"Indiana",2021-11-27,"1735"
"Indiana",2021-11-20,"1397"
"Indiana",2021-11-13,"1106"
"Indiana",2021-11-06,"911"
"Indiana",2021-10-30,"964"
"Indiana",2021-10-23,"1040"
"Indiana",2021-10-16,"1140"
"Indiana",2021-10-09,"1295"
"Indiana",2021-10-02,"1448"
"Indiana",2021-09-25,"1667"
"Indiana",2021-09-18,"2027"
"Indiana",2021-09-11,"2119"
"Indiana",2021-09-04,"2093"
"Indiana",2021-08-28,"1936"
"Indiana",2021-08-21,"1625"
"Indiana",2021-08-14,"1263"
"Indiana",2021-08-07,"940"
"Indiana",2021-07-31,"664"
"Indiana",2021-07-24,"441"
"Indiana",2021-07-17,"328"
"Indiana",2021-07-10,"281"
"Indiana",2021-07-03,"228"
"Indiana",2021-06-26,"196"
"Indiana",2021-06-19,"249"
"Indiana",2021-06-12,"313"
"Indiana",2021-06-05,"380"
"Indiana",2021-05-29,"511"
"Indiana",2021-05-22,"581"
"Indiana",2021-05-15,"578"
"Indiana",2021-05-08,"691"
"Indiana",2021-05-01,"734"
"Indiana",2021-04-24,"712"
"Indiana",2021-04-17,"659"
"Indiana",2021-04-10,"634"
"Indiana",2021-04-03,"591"
"Indiana",2021-03-27,"483"
"Indiana",2021-03-20,"394"
"Indiana",2021-03-13,"451"
"Indiana",2021-03-06,"508"
"Indiana",2021-02-27,"604"
"Indiana",2021-02-20,"706"
"Indiana",2021-02-13,"874"
"Indiana",2021-02-06,"1203"
"Indiana",2021-01-30,"1284"
"Indiana",2021-01-23,"1700"
"Indiana",2021-01-16,"2012"
"Indiana",2021-01-09,"2545"
"Indiana",2021-01-02,"2784"
"Indiana",2020-12-26,"2413"
"Indiana",2020-12-19,"2571"
"Indiana",2020-12-12,"2685"
"Indiana",2020-12-05,"2593"
"Indiana",2020-11-28,"2537"
"Indiana",2020-11-21,"2466"
"Indiana",2020-11-14,"2221"
"Indiana",2020-11-07,"1590"
"Indiana",2020-10-31,"1303"
"Indiana",2020-10-24,"1185"
"Indiana",2020-10-17,"904"
"Indiana",2020-10-10,"740"
"Indiana",2020-10-03,"638"
"Indiana",2020-09-26,"474"
"Indiana",2020-09-19,"424"
"Indiana",2020-09-12,"933"
"Indiana",2020-09-05,"447"
"Indiana",2020-08-29,"538"
"Indiana",2020-08-22,"532"
"Indiana",2020-08-15,"402"
"Indiana",2020-08-08,"407"
"Indiana",2020-08-01,"N/A"
"Indiana",2020-07-25,"N/A"
"Indiana",2020-07-18,"N/A"
"Indiana",2020-07-11,"N/A"
"Indiana",2020-07-04,"N/A"
"Indiana",2020-06-27,"N/A"
"Indiana",2020-06-20,"N/A"
"Indiana",2020-06-13,"N/A"
"Indiana",2020-06-06,"N/A"
"Indiana",2020-05-30,"N/A"
"Indiana",2020-05-23,"N/A"
"Indiana",2020-05-16,"N/A"
"Indiana",2020-05-09,"N/A"
"Indiana",2020-05-02,"N/A"
"Indiana",2020-04-25,"N/A"
"Indiana",2020-04-18,"N/A"
"Indiana",2020-04-11,"N/A"
"Indiana",2020-04-04,"N/A"
"Indiana",2020-03-28,"N/A"
"Indiana",2020-03-21,"N/A"
"Indiana",2020-03-14,"N/A"
"Indiana",2020-03-07,"N/A"
"Indiana",2020-02-29,"N/A"
"Indiana",2020-02-22,"N/A"
"Indiana",2020-02-15,"N/A"
"Indiana",2020-02-08,"N/A"
"Indiana",2020-02-01,"N/A"
"Indiana",2020-01-25,"N/A"
"Indiana",2020-01-18,"N/A"
"Indiana",2020-01-11,"N/A"
