"Geography","Date","Weekly COVID-19 Hospital Admissions"
"Colorado",2024-03-30,"119"
"Colorado",2024-03-23,"111"
"Colorado",2024-03-16,"111"
"Colorado",2024-03-09,"126"
"Colorado",2024-03-02,"134"
"Colorado",2024-02-24,"182"
"Colorado",2024-02-17,"223"
"Colorado",2024-02-10,"229"
"Colorado",2024-02-03,"257"
"Colorado",2024-01-27,"276"
"Colorado",2024-01-20,"331"
"Colorado",2024-01-13,"438"
"Colorado",2024-01-06,"469"
"Colorado",2023-12-30,"458"
"Colorado",2023-12-23,"430"
"Colorado",2023-12-16,"408"
"Colorado",2023-12-09,"464"
"Colorado",2023-12-02,"506"
"Colorado",2023-11-25,"491"
"Colorado",2023-11-18,"510"
"Colorado",2023-11-11,"454"
"Colorado",2023-11-04,"440"
"Colorado",2023-10-28,"466"
"Colorado",2023-10-21,"420"
"Colorado",2023-10-14,"416"
"Colorado",2023-10-07,"325"
"Colorado",2023-09-30,"322"
"Colorado",2023-09-23,"287"
"Colorado",2023-09-16,"299"
"Colorado",2023-09-09,"258"
"Colorado",2023-09-02,"238"
"Colorado",2023-08-26,"191"
"Colorado",2023-08-19,"145"
"Colorado",2023-08-12,"134"
"Colorado",2023-08-05,"113"
"Colorado",2023-07-29,"83"
"Colorado",2023-07-22,"91"
"Colorado",2023-07-15,"84"
"Colorado",2023-07-08,"60"
"Colorado",2023-07-01,"83"
"Colorado",2023-06-24,"98"
"Colorado",2023-06-17,"76"
"Colorado",2023-06-10,"98"
"Colorado",2023-06-03,"104"
"Colorado",2023-05-27,"128"
"Colorado",2023-05-20,"143"
"Colorado",2023-05-13,"138"
"Colorado",2023-05-06,"170"
"Colorado",2023-04-29,"148"
"Colorado",2023-04-22,"202"
"Colorado",2023-04-15,"262"
"Colorado",2023-04-08,"247"
"Colorado",2023-04-01,"267"
"Colorado",2023-03-25,"298"
"Colorado",2023-03-18,"305"
"Colorado",2023-03-11,"306"
"Colorado",2023-03-04,"338"
"Colorado",2023-02-25,"351"
"Colorado",2023-02-18,"327"
"Colorado",2023-02-11,"305"
"Colorado",2023-02-04,"277"
"Colorado",2023-01-28,"271"
"Colorado",2023-01-21,"284"
"Colorado",2023-01-14,"315"
"Colorado",2023-01-07,"439"
"Colorado",2022-12-31,"514"
"Colorado",2022-12-24,"564"
"Colorado",2022-12-17,"590"
