"Geography","Date","Weekly COVID-19 Hospital Admissions"
"New Hampshire",2024-03-30,"14"
"New Hampshire",2024-03-23,"21"
"New Hampshire",2024-03-16,"36"
"New Hampshire",2024-03-09,"51"
"New Hampshire",2024-03-02,"43"
"New Hampshire",2024-02-24,"55"
"New Hampshire",2024-02-17,"68"
"New Hampshire",2024-02-10,"77"
"New Hampshire",2024-02-03,"76"
"New Hampshire",2024-01-27,"74"
"New Hampshire",2024-01-20,"86"
"New Hampshire",2024-01-13,"135"
"New Hampshire",2024-01-06,"182"
"New Hampshire",2023-12-30,"122"
"New Hampshire",2023-12-23,"131"
"New Hampshire",2023-12-16,"108"
"New Hampshire",2023-12-09,"93"
"New Hampshire",2023-12-02,"91"
"New Hampshire",2023-11-25,"68"
"New Hampshire",2023-11-18,"59"
"New Hampshire",2023-11-11,"71"
"New Hampshire",2023-11-04,"67"
"New Hampshire",2023-10-28,"79"
"New Hampshire",2023-10-21,"68"
"New Hampshire",2023-10-14,"82"
"New Hampshire",2023-10-07,"104"
"New Hampshire",2023-09-30,"76"
"New Hampshire",2023-09-23,"97"
"New Hampshire",2023-09-16,"76"
"New Hampshire",2023-09-09,"50"
"New Hampshire",2023-09-02,"56"
"New Hampshire",2023-08-26,"43"
"New Hampshire",2023-08-19,"40"
"New Hampshire",2023-08-12,"54"
"New Hampshire",2023-08-05,"46"
"New Hampshire",2023-07-29,"55"
"New Hampshire",2023-07-22,"28"
"New Hampshire",2023-07-15,"22"
"New Hampshire",2023-07-08,"41"
"New Hampshire",2023-07-01,"29"
"New Hampshire",2023-06-24,"25"
"New Hampshire",2023-06-17,"28"
"New Hampshire",2023-06-10,"29"
"New Hampshire",2023-06-03,"28"
"New Hampshire",2023-05-27,"34"
"New Hampshire",2023-05-20,"34"
"New Hampshire",2023-05-13,"36"
"New Hampshire",2023-05-06,"45"
"New Hampshire",2023-04-29,"55"
"New Hampshire",2023-04-22,"49"
"New Hampshire",2023-04-15,"40"
"New Hampshire",2023-04-08,"54"
"New Hampshire",2023-04-01,"50"
"New Hampshire",2023-03-25,"50"
"New Hampshire",2023-03-18,"65"
"New Hampshire",2023-03-11,"69"
"New Hampshire",2023-03-04,"106"
"New Hampshire",2023-02-25,"76"
"New Hampshire",2023-02-18,"92"
"New Hampshire",2023-02-11,"86"
"New Hampshire",2023-02-04,"96"
"New Hampshire",2023-01-28,"65"
"New Hampshire",2023-01-21,"129"
"New Hampshire",2023-01-14,"163"
"New Hampshire",2023-01-07,"155"
"New Hampshire",2022-12-31,"169"
"New Hampshire",2022-12-24,"135"
"New Hampshire",2022-12-17,"130"
"New Hampshire",2022-12-10,"88"
"New Hampshire",2022-12-03,"104"
"New Hampshire",2022-11-26,"67"
"New Hampshire",2022-11-19,"108"
"New Hampshire",2022-11-12,"103"
"New Hampshire",2022-11-05,"123"
"New Hampshire",2022-10-29,"139"
"New Hampshire",2022-10-22,"161"
"New Hampshire",2022-10-15,"139"
"New Hampshire",2022-10-08,"125"
"New Hampshire",2022-10-01,"125"
"New Hampshire",2022-09-24,"97"
"New Hampshire",2022-09-17,"101"
"New Hampshire",2022-09-10,"102"
"New Hampshire",2022-09-03,"118"
"New Hampshire",2022-08-27,"131"
"New Hampshire",2022-08-20,"102"
"New Hampshire",2022-08-13,"100"
"New Hampshire",2022-08-06,"111"
"New Hampshire",2022-07-30,"88"
"New Hampshire",2022-07-23,"129"
"New Hampshire",2022-07-16,"101"
"New Hampshire",2022-07-09,"90"
"New Hampshire",2022-07-02,"91"
"New Hampshire",2022-06-25,"99"
"New Hampshire",2022-06-18,"113"
"New Hampshire",2022-06-11,"106"
"New Hampshire",2022-06-04,"112"
"New Hampshire",2022-05-28,"164"
"New Hampshire",2022-05-21,"161"
"New Hampshire",2022-05-14,"140"
"New Hampshire",2022-05-07,"110"
"New Hampshire",2022-04-30,"85"
"New Hampshire",2022-04-23,"85"
"New Hampshire",2022-04-16,"82"
"New Hampshire",2022-04-09,"65"
"New Hampshire",2022-04-02,"45"
"New Hampshire",2022-03-26,"34"
"New Hampshire",2022-03-19,"61"
"New Hampshire",2022-03-12,"62"
"New Hampshire",2022-03-05,"70"
"New Hampshire",2022-02-26,"105"
"New Hampshire",2022-02-19,"143"
"New Hampshire",2022-02-12,"217"
"New Hampshire",2022-02-05,"261"
"New Hampshire",2022-01-29,"361"
"New Hampshire",2022-01-22,"402"
"New Hampshire",2022-01-15,"425"
"New Hampshire",2022-01-08,"319"
"New Hampshire",2022-01-01,"309"
"New Hampshire",2021-12-25,"303"
"New Hampshire",2021-12-18,"353"
"New Hampshire",2021-12-11,"381"
"New Hampshire",2021-12-04,"353"
"New Hampshire",2021-11-27,"315"
"New Hampshire",2021-11-20,"253"
"New Hampshire",2021-11-13,"234"
"New Hampshire",2021-11-06,"197"
