"Geography","Date","Weekly COVID-19 Hospital Admissions"
"Ohio",2024-03-30,"253"
"Ohio",2024-03-23,"302"
"Ohio",2024-03-16,"387"
"Ohio",2024-03-09,"366"
"Ohio",2024-03-02,"507"
"Ohio",2024-02-24,"625"
"Ohio",2024-02-17,"596"
"Ohio",2024-02-10,"645"
"Ohio",2024-02-03,"699"
"Ohio",2024-01-27,"817"
"Ohio",2024-01-20,"960"
"Ohio",2024-01-13,"1230"
"Ohio",2024-01-06,"1478"
"Ohio",2023-12-30,"1753"
"Ohio",2023-12-23,"1461"
"Ohio",2023-12-16,"1278"
"Ohio",2023-12-09,"1250"
"Ohio",2023-12-02,"1245"
"Ohio",2023-11-25,"1045"
"Ohio",2023-11-18,"884"
"Ohio",2023-11-11,"735"
"Ohio",2023-11-04,"629"
"Ohio",2023-10-28,"691"
"Ohio",2023-10-21,"585"
"Ohio",2023-10-14,"533"
"Ohio",2023-10-07,"634"
"Ohio",2023-09-30,"601"
"Ohio",2023-09-23,"636"
"Ohio",2023-09-16,"657"
"Ohio",2023-09-09,"580"
"Ohio",2023-09-02,"437"
"Ohio",2023-08-26,"387"
"Ohio",2023-08-19,"303"
"Ohio",2023-08-12,"316"
"Ohio",2023-08-05,"231"
"Ohio",2023-07-29,"190"
"Ohio",2023-07-22,"164"
"Ohio",2023-07-15,"135"
"Ohio",2023-07-08,"139"
"Ohio",2023-07-01,"131"
"Ohio",2023-06-24,"127"
"Ohio",2023-06-17,"148"
"Ohio",2023-06-10,"192"
"Ohio",2023-06-03,"276"
"Ohio",2023-05-27,"298"
"Ohio",2023-05-20,"332"
"Ohio",2023-05-13,"382"
"Ohio",2023-05-06,"400"
"Ohio",2023-04-29,"375"
"Ohio",2023-04-22,"529"
"Ohio",2023-04-15,"632"
"Ohio",2023-04-08,"741"
"Ohio",2023-04-01,"817"
"Ohio",2023-03-25,"858"
"Ohio",2023-03-18,"974"
"Ohio",2023-03-11,"1026"
"Ohio",2023-03-04,"1012"
"Ohio",2023-02-25,"1012"
"Ohio",2023-02-18,"1013"
"Ohio",2023-02-11,"883"
"Ohio",2023-02-04,"937"
"Ohio",2023-01-28,"915"
"Ohio",2023-01-21,"1070"
"Ohio",2023-01-14,"1292"
"Ohio",2023-01-07,"1663"
"Ohio",2022-12-31,"1965"
"Ohio",2022-12-24,"1836"
"Ohio",2022-12-17,"1710"
"Ohio",2022-12-10,"1635"
"Ohio",2022-12-03,"1623"
"Ohio",2022-11-26,"1208"
"Ohio",2022-11-19,"1181"
"Ohio",2022-11-12,"1164"
"Ohio",2022-11-05,"1317"
"Ohio",2022-10-29,"1260"
"Ohio",2022-10-22,"1140"
"Ohio",2022-10-15,"1114"
"Ohio",2022-10-08,"975"
"Ohio",2022-10-01,"1076"
"Ohio",2022-09-24,"1325"
"Ohio",2022-09-17,"1468"
"Ohio",2022-09-10,"1472"
"Ohio",2022-09-03,"1468"
"Ohio",2022-08-27,"1668"
"Ohio",2022-08-20,"1533"
"Ohio",2022-08-13,"1701"
"Ohio",2022-08-06,"1680"
"Ohio",2022-07-30,"1619"
"Ohio",2022-07-23,"1632"
"Ohio",2022-07-16,"1438"
"Ohio",2022-07-09,"1150"
"Ohio",2022-07-02,"1053"
"Ohio",2022-06-25,"1033"
"Ohio",2022-06-18,"966"
"Ohio",2022-06-11,"1001"
"Ohio",2022-06-04,"1013"
"Ohio",2022-05-28,"1033"
"Ohio",2022-05-21,"884"
"Ohio",2022-05-14,"743"
"Ohio",2022-05-07,"610"
"Ohio",2022-04-30,"454"
"Ohio",2022-04-23,"386"
"Ohio",2022-04-16,"355"
"Ohio",2022-04-09,"312"
"Ohio",2022-04-02,"324"
"Ohio",2022-03-26,"389"
"Ohio",2022-03-19,"507"
"Ohio",2022-03-12,"591"
"Ohio",2022-03-05,"808"
"Ohio",2022-02-26,"1111"
"Ohio",2022-02-19,"1639"
"Ohio",2022-02-12,"2549"
"Ohio",2022-02-05,"3299"
"Ohio",2022-01-29,"4619"
"Ohio",2022-01-22,"5487"
"Ohio",2022-01-15,"7060"
"Ohio",2022-01-08,"7029"
"Ohio",2022-01-01,"5895"
"Ohio",2021-12-25,"4391"
"Ohio",2021-12-18,"4422"
"Ohio",2021-12-11,"4306"
"Ohio",2021-12-04,"3865"
"Ohio",2021-11-27,"3380"
"Ohio",2021-11-20,"2995"
"Ohio",2021-11-13,"2533"
"Ohio",2021-11-06,"2205"
"Ohio",2021-10-30,"2127"
"Ohio",2021-10-23,"2525"
"Ohio",2021-10-16,"2892"
"Ohio",2021-10-09,"3093"
"Ohio",2021-10-02,"3327"
"Ohio",2021-09-25,"3624"
"Ohio",2021-09-18,"3662"
"Ohio",2021-09-11,"3240"
"Ohio",2021-09-04,"2771"
"Ohio",2021-08-28,"2158"
"Ohio",2021-08-21,"1860"
"Ohio",2021-08-14,"1408"
"Ohio",2021-08-07,"1066"
"Ohio",2021-07-31,"744"
"Ohio",2021-07-24,"543"
"Ohio",2021-07-17,"421"
"Ohio",2021-07-10,"359"
"Ohio",2021-07-03,"333"
"Ohio",2021-06-26,"410"
"Ohio",2021-06-19,"467"
"Ohio",2021-06-12,"547"
"Ohio",2021-06-05,"683"
"Ohio",2021-05-29,"862"
"Ohio",2021-05-22,"1006"
"Ohio",2021-05-15,"980"
"Ohio",2021-05-08,"1224"
"Ohio",2021-05-01,"1305"
"Ohio",2021-04-24,"1381"
"Ohio",2021-04-17,"1536"
"Ohio",2021-04-10,"1408"
"Ohio",2021-04-03,"1213"
"Ohio",2021-03-27,"1230"
"Ohio",2021-03-20,"1004"
"Ohio",2021-03-13,"1086"
"Ohio",2021-03-06,"1114"
"Ohio",2021-02-27,"1273"
"Ohio",2021-02-20,"1462"
"Ohio",2021-02-13,"1866"
"Ohio",2021-02-06,"2178"
"Ohio",2021-01-30,"2631"
"Ohio",2021-01-23,"3185"
"Ohio",2021-01-16,"3744"
"Ohio",2021-01-09,"4067"
"Ohio",2021-01-02,"4093"
"Ohio",2020-12-26,"4113"
"Ohio",2020-12-19,"4904"
"Ohio",2020-12-12,"5049"
"Ohio",2020-12-05,"5078"
"Ohio",2020-11-28,"4575"
"Ohio",2020-11-21,"4297"
"Ohio",2020-11-14,"3275"
"Ohio",2020-11-07,"2451"
"Ohio",2020-10-31,"1669"
"Ohio",2020-10-24,"1553"
"Ohio",2020-10-17,"1350"
"Ohio",2020-10-10,"1113"
"Ohio",2020-10-03,"752"
"Ohio",2020-09-26,"591"
"Ohio",2020-09-19,"593"
"Ohio",2020-09-12,"593"
"Ohio",2020-09-05,"680"
"Ohio",2020-08-29,"659"
"Ohio",2020-08-22,"651"
"Ohio",2020-08-15,"580"
"Ohio",2020-08-08,"448"
"Ohio",2020-08-01,"N/A"
"Ohio",2020-07-25,"N/A"
"Ohio",2020-07-18,"N/A"
"Ohio",2020-07-11,"N/A"
"Ohio",2020-07-04,"N/A"
"Ohio",2020-06-27,"N/A"
"Ohio",2020-06-20,"N/A"
"Ohio",2020-06-13,"N/A"
"Ohio",2020-06-06,"N/A"
"Ohio",2020-05-30,"N/A"
"Ohio",2020-05-23,"N/A"
"Ohio",2020-05-16,"N/A"
"Ohio",2020-05-09,"N/A"
"Ohio",2020-05-02,"N/A"
"Ohio",2020-04-25,"N/A"
"Ohio",2020-04-18,"N/A"
"Ohio",2020-04-11,"N/A"
"Ohio",2020-04-04,"N/A"
"Ohio",2020-03-28,"N/A"
"Ohio",2020-03-21,"N/A"
"Ohio",2020-03-14,"N/A"
"Ohio",2020-03-07,"N/A"
"Ohio",2020-02-29,"N/A"
"Ohio",2020-02-22,"N/A"
"Ohio",2020-02-15,"N/A"
"Ohio",2020-02-08,"N/A"
"Ohio",2020-02-01,"N/A"
"Ohio",2020-01-25,"N/A"
"Ohio",2020-01-18,"N/A"
"Ohio",2020-01-11,"N/A"
