date,agegroup,hosp
2022-02-19,0-17,13.4285714285714
2022-02-19,18-49,19.8571428571429
2022-02-19,50-64,28.5
2022-02-19,65+,57.6428571428572
2022-02-26,0-17,8.85714285714286
2022-02-26,18-49,11.2857142857143
2022-02-26,50-64,14.7857142857143
2022-02-26,65+,31.3571428571429
2022-03-05,0-17,9
2022-03-05,18-49,8.42857142857143
2022-03-05,50-64,12
2022-03-05,65+,25
2022-03-12,0-17,10.7142857142857
2022-03-12,18-49,8.71428571428571
2022-03-12,50-64,7.42857142857143
2022-03-12,65+,15.4285714285714
2022-03-19,0-17,9.14285714285714
2022-03-19,18-49,6
2022-03-19,50-64,4.5
2022-03-19,65+,8.78571428571429
2022-03-26,0-17,9.42857142857143
2022-03-26,18-49,4.42857142857143
2022-03-26,50-64,3.71428571428571
2022-03-26,65+,6.28571428571429
2022-04-02,0-17,10.7142857142857
2022-04-02,18-49,2
2022-04-02,50-64,2.21428571428571
2022-04-02,65+,6.5
2022-04-09,0-17,12.1428571428571
2022-04-09,18-49,3
2022-04-09,50-64,1.92857142857143
2022-04-09,65+,5.35714285714286
2022-04-16,0-17,12
2022-04-16,18-49,1.71428571428571
2022-04-16,50-64,1.64285714285714
2022-04-16,65+,4.35714285714286
2022-04-23,0-17,9.71428571428571
2022-04-23,18-49,1.14285714285714
2022-04-23,50-64,1.78571428571429
2022-04-23,65+,3.35714285714286
2022-04-30,0-17,5.57142857142857
2022-04-30,18-49,0.714285714285714
2022-04-30,50-64,1.42857142857143
2022-04-30,65+,4.57142857142857
2022-05-07,0-17,5.85714285714286
2022-05-07,18-49,1
2022-05-07,50-64,1.35714285714286
2022-05-07,65+,4.78571428571429
2022-05-14,0-17,10.7142857142857
2022-05-14,18-49,2.14285714285714
2022-05-14,50-64,1.07142857142857
2022-05-14,65+,5.5
2022-05-21,0-17,1.28571428571429
2022-05-21,18-49,2.57142857142857
2022-05-21,50-64,2.14285714285714
2022-05-21,65+,5.57142857142857
2022-05-28,0-17,1.14285714285714
2022-05-28,18-49,2.28571428571429
2022-05-28,50-64,3.64285714285714
2022-05-28,65+,7.21428571428571
2022-06-04,0-17,0.428571428571429
2022-06-04,18-49,3.28571428571429
2022-06-04,50-64,4.28571428571429
2022-06-04,65+,12.4285714285714
2022-06-11,0-17,2.28571428571429
2022-06-11,18-49,5.42857142857143
2022-06-11,50-64,4.42857142857143
2022-06-11,65+,14.2857142857143
2022-06-18,0-17,1.14285714285714
2022-06-18,18-49,4.42857142857143
2022-06-18,50-64,6.28571428571429
2022-06-18,65+,17.8571428571429
2022-06-25,0-17,0.428571428571429
2022-06-25,18-49,6
2022-06-25,50-64,7
2022-06-25,65+,20.8571428571429
2022-07-02,0-17,2.71428571428571
2022-07-02,18-49,8.28571428571429
2022-07-02,50-64,8.78571428571429
2022-07-02,65+,25.5
2022-07-09,0-17,2.14285714285714
2022-07-09,18-49,10.7142857142857
2022-07-09,50-64,10.5714285714286
2022-07-09,65+,30
2022-07-16,0-17,3.42857142857143
2022-07-16,18-49,12.7142857142857
2022-07-16,50-64,14.7857142857143
2022-07-16,65+,36.6428571428571
2022-07-23,0-17,2.57142857142857
