date,agegroup,hosp
2022-02-19,0-17,360.285714285714
2022-02-19,18-49,1525
2022-02-19,50-64,1577.57142857143
2022-02-19,65+,3567
2022-02-26,0-17,271.857142857143
2022-02-26,18-49,1081.42857142857
2022-02-26,50-64,1087.14285714286
2022-02-26,65+,2531.57142857143
2022-03-05,0-17,207
2022-03-05,18-49,780.142857142857
2022-03-05,50-64,788
2022-03-05,65+,1819.57142857143
2022-03-12,0-17,166.285714285714
2022-03-12,18-49,592.285714285714
2022-03-12,50-64,569.285714285714
2022-03-12,65+,1283.71428571429
2022-03-19,0-17,131.142857142857
2022-03-19,18-49,472.285714285714
2022-03-19,50-64,419.357142857143
2022-03-19,65+,971.071428571429
2022-03-26,0-17,119.285714285714
2022-03-26,18-49,387.571428571429
2022-03-26,50-64,352.214285714286
2022-03-26,65+,795.071428571429
2022-04-02,0-17,116.857142857143
2022-04-02,18-49,356.428571428571
2022-04-02,50-64,294.285714285714
2022-04-02,65+,691.857142857143
2022-04-09,0-17,118
2022-04-09,18-49,333.428571428571
2022-04-09,50-64,280
2022-04-09,65+,695.142857142857
2022-04-16,0-17,117.571428571429
2022-04-16,18-49,350.571428571429
2022-04-16,50-64,293.214285714286
2022-04-16,65+,752.357142857143
2022-04-23,0-17,126.285714285714
2022-04-23,18-49,372.857142857143
2022-04-23,50-64,316.857142857143
2022-04-23,65+,930.571428571429
2022-04-30,0-17,132.142857142857
2022-04-30,18-49,435
2022-04-30,50-64,372.071428571429
2022-04-30,65+,1125.07142857143
2022-05-07,0-17,162.857142857143
2022-05-07,18-49,511.571428571429
2022-05-07,50-64,447.071428571429
2022-05-07,65+,1381.21428571429
2022-05-14,0-17,190.857142857143
2022-05-14,18-49,595.285714285714
2022-05-14,50-64,534.285714285714
2022-05-14,65+,1627.85714285714
2022-05-21,0-17,191.571428571429
2022-05-21,18-49,719.571428571429
2022-05-21,50-64,644.214285714286
2022-05-21,65+,1940.35714285714
2022-05-28,0-17,207.857142857143
2022-05-28,18-49,790.142857142857
2022-05-28,50-64,700.428571428571
2022-05-28,65+,2062.28571428571
2022-06-04,0-17,217
2022-06-04,18-49,826.142857142857
2022-06-04,50-64,755.642857142857
2022-06-04,65+,2208.5
2022-06-11,0-17,231.428571428571
2022-06-11,18-49,887.714285714286
2022-06-11,50-64,801.214285714286
2022-06-11,65+,2298.64285714286
2022-06-18,0-17,235.285714285714
2022-06-18,18-49,916.285714285714
2022-06-18,50-64,833.785714285714
2022-06-18,65+,2377.92857142857
2022-06-25,0-17,252.857142857143
2022-06-25,18-49,982
2022-06-25,50-64,889.928571428571
2022-06-25,65+,2566.21428571429
2022-07-02,0-17,294.285714285714
2022-07-02,18-49,1069.85714285714
2022-07-02,50-64,968.571428571429
2022-07-02,65+,2819.71428571429
2022-07-09,0-17,301.428571428571
2022-07-09,18-49,1150.57142857143
2022-07-09,50-64,1052.78571428571
2022-07-09,65+,3095.35714285714
2022-07-16,0-17,329.285714285714
2022-07-16,18-49,1290
2022-07-16,50-64,1164.28571428571
2022-07-16,65+,3355.85714285714
2022-07-23,0-17,331.857142857143
2022-07-23,18-49,1352.57142857143
2022-07-23,50-64,1251.35714285714
2022-07-23,65+,3541.21428571429
2022-07-30,0-17,348.857142857143
2022-07-30,18-49,1299.28571428571
2022-07-30,50-64,1253.21428571429
2022-07-30,65+,3453.21428571429
2022-08-06,0-17,326.428571428571
2022-08-06,18-49,1266.85714285714
2022-08-06,50-64,1203.85714285714
2022-08-06,65+,3415.28571428571
2022-08-13,0-17,336.142857142857
2022-08-13,18-49,1216
2022-08-13,50-64,1146.42857142857
2022-08-13,65+,3274.28571428571
2022-08-20,0-17,306.428571428571
2022-08-20,18-49,1127
2022-08-20,50-64,1062.85714285714
2022-08-20,65+,3044.14285714286
2022-08-27,0-17,314.714285714286
2022-08-27,18-49,1053
2022-08-27,50-64,1016.42857142857
2022-08-27,65+,2903.57142857143
2022-09-03,0-17,293.285714285714
2022-09-03,18-49,959.857142857143
2022-09-03,50-64,916.642857142857
2022-09-03,65+,2723.35714285714
2022-09-10,0-17,260.142857142857
2022-09-10,18-49,862.857142857143
2022-09-10,50-64,832.785714285714
2022-09-10,65+,2511.35714285714
2022-09-17,0-17,242.285714285714
2022-09-17,18-49,771.285714285714
2022-09-17,50-64,757.428571428572
