date,agegroup,hosp
2022-02-19,0-17,6.85714285714286
2022-02-19,18-49,34.8571428571429
2022-02-19,50-64,38.2857142857143
2022-02-19,65+,82.4285714285714
2022-02-26,0-17,5.42857142857143
2022-02-26,18-49,24.1428571428571
2022-02-26,50-64,23.5714285714286
2022-02-26,65+,61
2022-03-05,0-17,4.71428571428571
2022-03-05,18-49,13.5714285714286
2022-03-05,50-64,16.2857142857143
2022-03-05,65+,40.5714285714286
2022-03-12,0-17,3.28571428571429
2022-03-12,18-49,11.1428571428571
2022-03-12,50-64,10.4285714285714
2022-03-12,65+,26.7142857142857
2022-03-19,0-17,2.42857142857143
2022-03-19,18-49,10.1428571428571
2022-03-19,50-64,10.7857142857143
2022-03-19,65+,23.0714285714286
2022-03-26,0-17,2.28571428571429
2022-03-26,18-49,7.14285714285714
2022-03-26,50-64,7.28571428571429
2022-03-26,65+,15.8571428571429
2022-04-02,0-17,2.57142857142857
2022-04-02,18-49,6.85714285714286
2022-04-02,50-64,6.64285714285714
2022-04-02,65+,15.2142857142857
2022-04-09,0-17,1.14285714285714
2022-04-09,18-49,6.14285714285714
2022-04-09,50-64,5.07142857142857
2022-04-09,65+,12.5
2022-04-16,0-17,0.428571428571429
2022-04-16,18-49,6.28571428571429
2022-04-16,50-64,4.71428571428571
2022-04-16,65+,13
2022-04-23,0-17,1.57142857142857
2022-04-23,18-49,9.71428571428571
2022-04-23,50-64,6.28571428571429
2022-04-23,65+,19.2857142857143
2022-04-30,0-17,1.71428571428571
2022-04-30,18-49,7.28571428571429
2022-04-30,50-64,5.64285714285714
2022-04-30,65+,18.3571428571429
2022-05-07,0-17,3.71428571428571
2022-05-07,18-49,13.8571428571429
2022-05-07,50-64,8.42857142857143
2022-05-07,65+,25.4285714285714
2022-05-14,0-17,2
2022-05-14,18-49,12.5714285714286
2022-05-14,50-64,11.2142857142857
2022-05-14,65+,36.7857142857143
2022-05-21,0-17,3.28571428571429
2022-05-21,18-49,18.1428571428571
2022-05-21,50-64,12.8571428571429
2022-05-21,65+,46.7142857142857
2022-05-28,0-17,3.42857142857143
2022-05-28,18-49,15.2857142857143
2022-05-28,50-64,15.7142857142857
2022-05-28,65+,51.1428571428572
2022-06-04,0-17,4.14285714285714
2022-06-04,18-49,22.1428571428571
2022-06-04,50-64,16.3571428571429
2022-06-04,65+,48.5
2022-06-11,0-17,4.71428571428571
2022-06-11,18-49,23
2022-06-11,50-64,17.4285714285714
2022-06-11,65+,56
2022-06-18,0-17,5.42857142857143
2022-06-18,18-49,26.8571428571429
2022-06-18,50-64,16.6428571428571
2022-06-18,65+,51.9285714285714
2022-06-25,0-17,4.85714285714286
2022-06-25,18-49,19.1428571428571
2022-06-25,50-64,19.7142857142857
2022-06-25,65+,50.2857142857143
2022-07-02,0-17,5.42857142857143
2022-07-02,18-49,21.1428571428571
2022-07-02,50-64,17.5
2022-07-02,65+,57.3571428571429
2022-07-09,0-17,3.42857142857143
2022-07-09,18-49,21
2022-07-09,50-64,19.2857142857143
