"Geography","Date","Weekly COVID-19 Hospital Admissions"
"Oregon",2024-03-30,"71"
"Oregon",2024-03-23,"114"
"Oregon",2024-03-16,"141"
"Oregon",2024-03-09,"129"
"Oregon",2024-03-02,"137"
"Oregon",2024-02-24,"185"
"Oregon",2024-02-17,"172"
"Oregon",2024-02-10,"162"
"Oregon",2024-02-03,"196"
"Oregon",2024-01-27,"213"
"Oregon",2024-01-20,"237"
"Oregon",2024-01-13,"258"
"Oregon",2024-01-06,"304"
"Oregon",2023-12-30,"281"
"Oregon",2023-12-23,"202"
"Oregon",2023-12-16,"198"
"Oregon",2023-12-09,"203"
"Oregon",2023-12-02,"225"
"Oregon",2023-11-25,"179"
"Oregon",2023-11-18,"175"
"Oregon",2023-11-11,"193"
"Oregon",2023-11-04,"198"
"Oregon",2023-10-28,"227"
"Oregon",2023-10-21,"226"
"Oregon",2023-10-14,"260"
"Oregon",2023-10-07,"295"
"Oregon",2023-09-30,"286"
"Oregon",2023-09-23,"258"
"Oregon",2023-09-16,"252"
"Oregon",2023-09-09,"244"
"Oregon",2023-09-02,"179"
"Oregon",2023-08-26,"169"
"Oregon",2023-08-19,"152"
"Oregon",2023-08-12,"129"
"Oregon",2023-08-05,"121"
"Oregon",2023-07-29,"85"
"Oregon",2023-07-22,"88"
"Oregon",2023-07-15,"108"
"Oregon",2023-07-08,"75"
"Oregon",2023-07-01,"68"
"Oregon",2023-06-24,"68"
"Oregon",2023-06-17,"63"
"Oregon",2023-06-10,"76"
"Oregon",2023-06-03,"72"
"Oregon",2023-05-27,"70"
"Oregon",2023-05-20,"105"
"Oregon",2023-05-13,"89"
"Oregon",2023-05-06,"114"
"Oregon",2023-04-29,"131"
"Oregon",2023-04-22,"127"
"Oregon",2023-04-15,"126"
"Oregon",2023-04-08,"148"
"Oregon",2023-04-01,"175"
"Oregon",2023-03-25,"203"
"Oregon",2023-03-18,"220"
"Oregon",2023-03-11,"225"
"Oregon",2023-03-04,"223"
