date,agegroup,hosp
2022-02-19,0-17,11.8571428571429
2022-02-19,18-49,40.8571428571429
2022-02-19,50-64,37.0714285714286
2022-02-19,65+,97.3571428571429
2022-02-26,0-17,8.57142857142857
2022-02-26,18-49,32.5714285714286
2022-02-26,50-64,26.8571428571429
2022-02-26,65+,73.7142857142857
2022-03-05,0-17,6.71428571428571
2022-03-05,18-49,24.4285714285714
2022-03-05,50-64,22.3571428571429
2022-03-05,65+,50.7857142857143
2022-03-12,0-17,3
2022-03-12,18-49,19.5714285714286
2022-03-12,50-64,14.7142857142857
2022-03-12,65+,43.1428571428572
2022-03-19,0-17,4.14285714285714
2022-03-19,18-49,22
2022-03-19,50-64,12.2142857142857
2022-03-19,65+,30.5
2022-03-26,0-17,2.57142857142857
2022-03-26,18-49,15.1428571428571
2022-03-26,50-64,13.0714285714286
2022-03-26,65+,31.5
2022-04-02,0-17,3
2022-04-02,18-49,15.4285714285714
2022-04-02,50-64,9.57142857142857
2022-04-02,65+,32.1428571428572
2022-04-09,0-17,3.14285714285714
2022-04-09,18-49,15.1428571428571
2022-04-09,50-64,13.9285714285714
2022-04-09,65+,33.3571428571429
2022-04-16,0-17,2.85714285714286
2022-04-16,18-49,13.4285714285714
2022-04-16,50-64,11.5714285714286
2022-04-16,65+,31.1428571428571
2022-04-23,0-17,3.57142857142857
2022-04-23,18-49,17.4285714285714
2022-04-23,50-64,12.5
2022-04-23,65+,42.0714285714286
2022-04-30,0-17,5.28571428571429
2022-04-30,18-49,21.8571428571429
2022-04-30,50-64,19.3571428571429
2022-04-30,65+,56.9285714285714
2022-05-07,0-17,6.28571428571429
2022-05-07,18-49,24.4285714285714
2022-05-07,50-64,19.5714285714286
2022-05-07,65+,67.1428571428571
2022-05-14,0-17,7.28571428571429
2022-05-14,18-49,29.1428571428571
2022-05-14,50-64,25.2857142857143
2022-05-14,65+,79.7142857142857
2022-05-21,0-17,7.71428571428571
2022-05-21,18-49,37.7142857142857
2022-05-21,50-64,31.3571428571429
2022-05-21,65+,96.7857142857143
2022-05-28,0-17,7.14285714285714
2022-05-28,18-49,38.4285714285714
2022-05-28,50-64,33.8571428571429
2022-05-28,65+,103
2022-06-04,0-17,8.85714285714286
2022-06-04,18-49,42.7142857142857
2022-06-04,50-64,33.4285714285714
2022-06-04,65+,102
2022-06-11,0-17,9.14285714285714
2022-06-11,18-49,38.8571428571429
2022-06-11,50-64,31.3571428571429
2022-06-11,65+,99.3571428571429
2022-06-18,0-17,7.42857142857143
2022-06-18,18-49,39
2022-06-18,50-64,32.5714285714286
2022-06-18,65+,92.7142857142857
2022-06-25,0-17,7.42857142857143
