"Geography","Date","Weekly COVID-19 Hospital Admissions"
"Hawaii",2024-03-30,"60"
"Hawaii",2024-03-23,"69"
"Hawaii",2024-03-16,"66"
"Hawaii",2024-03-09,"77"
"Hawaii",2024-03-02,"107"
"Hawaii",2024-02-24,"101"
"Hawaii",2024-02-17,"102"
"Hawaii",2024-02-10,"101"
"Hawaii",2024-02-03,"96"
"Hawaii",2024-01-27,"106"
"Hawaii",2024-01-20,"124"
"Hawaii",2024-01-13,"108"
"Hawaii",2024-01-06,"108"
"Hawaii",2023-12-30,"81"
"Hawaii",2023-12-23,"84"
"Hawaii",2023-12-16,"74"
"Hawaii",2023-12-09,"88"
"Hawaii",2023-12-02,"77"
"Hawaii",2023-11-25,"66"
"Hawaii",2023-11-18,"80"
"Hawaii",2023-11-11,"102"
"Hawaii",2023-11-04,"118"
"Hawaii",2023-10-28,"107"
"Hawaii",2023-10-21,"102"
"Hawaii",2023-10-14,"106"
"Hawaii",2023-10-07,"101"
"Hawaii",2023-09-30,"91"
"Hawaii",2023-09-23,"122"
"Hawaii",2023-09-16,"107"
"Hawaii",2023-09-09,"114"
"Hawaii",2023-09-02,"122"
"Hawaii",2023-08-26,"146"
"Hawaii",2023-08-19,"142"
"Hawaii",2023-08-12,"130"
"Hawaii",2023-08-05,"134"
"Hawaii",2023-07-29,"138"
"Hawaii",2023-07-22,"131"
"Hawaii",2023-07-15,"114"
"Hawaii",2023-07-08,"86"
"Hawaii",2023-07-01,"109"
"Hawaii",2023-06-24,"87"
"Hawaii",2023-06-17,"91"
"Hawaii",2023-06-10,"88"
"Hawaii",2023-06-03,"91"
"Hawaii",2023-05-27,"96"
"Hawaii",2023-05-20,"89"
"Hawaii",2023-05-13,"98"
"Hawaii",2023-05-06,"106"
"Hawaii",2023-04-29,"112"
"Hawaii",2023-04-22,"109"
"Hawaii",2023-04-15,"115"
"Hawaii",2023-04-08,"99"
"Hawaii",2023-04-01,"136"
"Hawaii",2023-03-25,"107"
"Hawaii",2023-03-18,"90"
"Hawaii",2023-03-11,"114"
"Hawaii",2023-03-04,"69"
"Hawaii",2023-02-25,"107"
"Hawaii",2023-02-18,"114"
"Hawaii",2023-02-11,"87"
"Hawaii",2023-02-04,"97"
"Hawaii",2023-01-28,"97"
"Hawaii",2023-01-21,"151"
"Hawaii",2023-01-14,"114"
"Hawaii",2023-01-07,"119"
"Hawaii",2022-12-31,"121"
"Hawaii",2022-12-24,"123"
"Hawaii",2022-12-17,"110"
"Hawaii",2022-12-10,"121"
"Hawaii",2022-12-03,"112"
"Hawaii",2022-11-26,"91"
"Hawaii",2022-11-19,"101"
"Hawaii",2022-11-12,"96"
"Hawaii",2022-11-05,"112"
"Hawaii",2022-10-29,"122"
"Hawaii",2022-10-22,"132"
"Hawaii",2022-10-15,"104"
"Hawaii",2022-10-08,"115"
"Hawaii",2022-10-01,"123"
"Hawaii",2022-09-24,"129"
"Hawaii",2022-09-17,"101"
"Hawaii",2022-09-10,"161"
"Hawaii",2022-09-03,"162"
"Hawaii",2022-08-27,"171"
"Hawaii",2022-08-20,"174"
"Hawaii",2022-08-13,"201"
"Hawaii",2022-08-06,"210"
"Hawaii",2022-07-30,"207"
"Hawaii",2022-07-23,"224"
"Hawaii",2022-07-16,"225"
"Hawaii",2022-07-09,"221"
"Hawaii",2022-07-02,"270"
"Hawaii",2022-06-25,"279"
"Hawaii",2022-06-18,"237"
"Hawaii",2022-06-11,"239"
"Hawaii",2022-06-04,"206"
"Hawaii",2022-05-28,"191"
"Hawaii",2022-05-21,"191"
"Hawaii",2022-05-14,"138"
"Hawaii",2022-05-07,"101"
"Hawaii",2022-04-30,"87"
"Hawaii",2022-04-23,"67"
"Hawaii",2022-04-16,"54"
"Hawaii",2022-04-09,"45"
"Hawaii",2022-04-02,"48"
"Hawaii",2022-03-26,"35"
"Hawaii",2022-03-19,"65"
"Hawaii",2022-03-12,"84"
"Hawaii",2022-03-05,"86"
"Hawaii",2022-02-26,"122"
"Hawaii",2022-02-19,"169"
"Hawaii",2022-02-12,"194"
"Hawaii",2022-02-05,"261"
"Hawaii",2022-01-29,"340"
"Hawaii",2022-01-22,"410"
"Hawaii",2022-01-15,"389"
"Hawaii",2022-01-08,"323"
"Hawaii",2022-01-01,"211"
"Hawaii",2021-12-25,"91"
"Hawaii",2021-12-18,"41"
"Hawaii",2021-12-11,"35"
"Hawaii",2021-12-04,"32"
"Hawaii",2021-11-27,"34"
"Hawaii",2021-11-20,"41"
"Hawaii",2021-11-13,"42"
"Hawaii",2021-11-06,"34"
"Hawaii",2021-10-30,"64"
"Hawaii",2021-10-23,"52"
"Hawaii",2021-10-16,"68"
"Hawaii",2021-10-09,"93"
"Hawaii",2021-10-02,"136"
"Hawaii",2021-09-25,"165"
"Hawaii",2021-09-18,"240"
"Hawaii",2021-09-11,"280"
"Hawaii",2021-09-04,"299"
"Hawaii",2021-08-28,"379"
"Hawaii",2021-08-21,"389"
"Hawaii",2021-08-14,"302"
"Hawaii",2021-08-07,"209"
"Hawaii",2021-07-31,"90"
"Hawaii",2021-07-24,"47"
"Hawaii",2021-07-17,"33"
"Hawaii",2021-07-10,"52"
"Hawaii",2021-07-03,"27"
"Hawaii",2021-06-26,"30"
"Hawaii",2021-06-19,"29"
"Hawaii",2021-06-12,"17"
"Hawaii",2021-06-05,"24"
"Hawaii",2021-05-29,"37"
"Hawaii",2021-05-22,"32"
"Hawaii",2021-05-15,"41"
"Hawaii",2021-05-08,"46"
