"Geography","Date","Weekly COVID-19 Hospital Admissions"
"Louisiana",2024-03-30,"127"
"Louisiana",2024-03-23,"175"
"Louisiana",2024-03-16,"191"
"Louisiana",2024-03-09,"262"
"Louisiana",2024-03-02,"291"
"Louisiana",2024-02-24,"309"
"Louisiana",2024-02-17,"330"
"Louisiana",2024-02-10,"366"
"Louisiana",2024-02-03,"310"
"Louisiana",2024-01-27,"340"
"Louisiana",2024-01-20,"331"
"Louisiana",2024-01-13,"391"
"Louisiana",2024-01-06,"411"
"Louisiana",2023-12-30,"378"
"Louisiana",2023-12-23,"312"
"Louisiana",2023-12-16,"198"
"Louisiana",2023-12-09,"184"
"Louisiana",2023-12-02,"197"
"Louisiana",2023-11-25,"162"
"Louisiana",2023-11-18,"153"
"Louisiana",2023-11-11,"141"
"Louisiana",2023-11-04,"138"
"Louisiana",2023-10-28,"140"
"Louisiana",2023-10-21,"133"
"Louisiana",2023-10-14,"170"
"Louisiana",2023-10-07,"154"
"Louisiana",2023-09-30,"182"
"Louisiana",2023-09-23,"227"
"Louisiana",2023-09-16,"274"
"Louisiana",2023-09-09,"384"
"Louisiana",2023-09-02,"339"
"Louisiana",2023-08-26,"334"
"Louisiana",2023-08-19,"301"
"Louisiana",2023-08-12,"251"
"Louisiana",2023-08-05,"194"
"Louisiana",2023-07-29,"183"
"Louisiana",2023-07-22,"178"
"Louisiana",2023-07-15,"123"
"Louisiana",2023-07-08,"98"
"Louisiana",2023-07-01,"86"
"Louisiana",2023-06-24,"81"
"Louisiana",2023-06-17,"84"
"Louisiana",2023-06-10,"100"
"Louisiana",2023-06-03,"113"
"Louisiana",2023-05-27,"88"
"Louisiana",2023-05-20,"110"
"Louisiana",2023-05-13,"108"
"Louisiana",2023-05-06,"122"
"Louisiana",2023-04-29,"137"
"Louisiana",2023-04-22,"134"
"Louisiana",2023-04-15,"160"
"Louisiana",2023-04-08,"170"
"Louisiana",2023-04-01,"180"
"Louisiana",2023-03-25,"203"
"Louisiana",2023-03-18,"199"
"Louisiana",2023-03-11,"268"
"Louisiana",2023-03-04,"336"
"Louisiana",2023-02-25,"362"
"Louisiana",2023-02-18,"421"
"Louisiana",2023-02-11,"492"
"Louisiana",2023-02-04,"399"
"Louisiana",2023-01-28,"410"
"Louisiana",2023-01-21,"535"
"Louisiana",2023-01-14,"673"
"Louisiana",2023-01-07,"678"
"Louisiana",2022-12-31,"504"
"Louisiana",2022-12-24,"394"
"Louisiana",2022-12-17,"360"
"Louisiana",2022-12-10,"413"
"Louisiana",2022-12-03,"392"
"Louisiana",2022-11-26,"349"
"Louisiana",2022-11-19,"259"
"Louisiana",2022-11-12,"266"
"Louisiana",2022-11-05,"233"
"Louisiana",2022-10-29,"248"
"Louisiana",2022-10-22,"209"
"Louisiana",2022-10-15,"295"
"Louisiana",2022-10-08,"337"
"Louisiana",2022-10-01,"346"
"Louisiana",2022-09-24,"422"
"Louisiana",2022-09-17,"464"
"Louisiana",2022-09-10,"489"
"Louisiana",2022-09-03,"650"
"Louisiana",2022-08-27,"666"
"Louisiana",2022-08-20,"627"
"Louisiana",2022-08-13,"742"
"Louisiana",2022-08-06,"769"
"Louisiana",2022-07-30,"846"
"Louisiana",2022-07-23,"961"
"Louisiana",2022-07-16,"903"
"Louisiana",2022-07-09,"772"
"Louisiana",2022-07-02,"662"
"Louisiana",2022-06-25,"610"
"Louisiana",2022-06-18,"529"
"Louisiana",2022-06-11,"429"
"Louisiana",2022-06-04,"379"
"Louisiana",2022-05-28,"357"
"Louisiana",2022-05-21,"258"
"Louisiana",2022-05-14,"157"
"Louisiana",2022-05-07,"155"
"Louisiana",2022-04-30,"128"
"Louisiana",2022-04-23,"84"
"Louisiana",2022-04-16,"92"
"Louisiana",2022-04-09,"98"
"Louisiana",2022-04-02,"118"
"Louisiana",2022-03-26,"128"
"Louisiana",2022-03-19,"157"
"Louisiana",2022-03-12,"235"
"Louisiana",2022-03-05,"328"
"Louisiana",2022-02-26,"481"
"Louisiana",2022-02-19,"703"
"Louisiana",2022-02-12,"1086"
"Louisiana",2022-02-05,"1653"
"Louisiana",2022-01-29,"1960"
"Louisiana",2022-01-22,"2129"
"Louisiana",2022-01-15,"2237"
"Louisiana",2022-01-08,"1965"
"Louisiana",2022-01-01,"1168"
"Louisiana",2021-12-25,"511"
"Louisiana",2021-12-18,"230"
"Louisiana",2021-12-11,"198"
"Louisiana",2021-12-04,"227"
"Louisiana",2021-11-27,"215"
"Louisiana",2021-11-20,"206"
"Louisiana",2021-11-13,"185"
"Louisiana",2021-11-06,"194"
"Louisiana",2021-10-30,"214"
"Louisiana",2021-10-23,"302"
"Louisiana",2021-10-16,"361"
"Louisiana",2021-10-09,"409"
"Louisiana",2021-10-02,"519"
"Louisiana",2021-09-25,"719"
"Louisiana",2021-09-18,"1003"
"Louisiana",2021-09-11,"1148"
"Louisiana",2021-09-04,"1406"
"Louisiana",2021-08-28,"1895"
"Louisiana",2021-08-21,"2444"
"Louisiana",2021-08-14,"2799"
"Louisiana",2021-08-07,"2691"
"Louisiana",2021-07-31,"1895"
"Louisiana",2021-07-24,"1255"
"Louisiana",2021-07-17,"694"
"Louisiana",2021-07-10,"455"
"Louisiana",2021-07-03,"316"
"Louisiana",2021-06-26,"305"
"Louisiana",2021-06-19,"257"
"Louisiana",2021-06-12,"285"
"Louisiana",2021-06-05,"324"
"Louisiana",2021-05-29,"355"
"Louisiana",2021-05-22,"312"
"Louisiana",2021-05-15,"352"
"Louisiana",2021-05-08,"347"
"Louisiana",2021-05-01,"328"
"Louisiana",2021-04-24,"298"
"Louisiana",2021-04-17,"358"
"Louisiana",2021-04-10,"290"
"Louisiana",2021-04-03,"320"
"Louisiana",2021-03-27,"310"
"Louisiana",2021-03-20,"307"
"Louisiana",2021-03-13,"383"
"Louisiana",2021-03-06,"471"
"Louisiana",2021-02-27,"530"
"Louisiana",2021-02-20,"553"
"Louisiana",2021-02-13,"744"
"Louisiana",2021-02-06,"912"
"Louisiana",2021-01-30,"1123"
"Louisiana",2021-01-23,"1336"
"Louisiana",2021-01-16,"1571"
"Louisiana",2021-01-09,"1863"
"Louisiana",2021-01-02,"1625"
"Louisiana",2020-12-26,"1311"
"Louisiana",2020-12-19,"1297"
"Louisiana",2020-12-12,"1366"
"Louisiana",2020-12-05,"1270"
"Louisiana",2020-11-28,"1070"
"Louisiana",2020-11-21,"927"
"Louisiana",2020-11-14,"665"
"Louisiana",2020-11-07,"607"
"Louisiana",2020-10-31,"496"
"Louisiana",2020-10-24,"703"
"Louisiana",2020-10-17,"558"
"Louisiana",2020-10-10,"600"
"Louisiana",2020-10-03,"450"
"Louisiana",2020-09-26,"496"
"Louisiana",2020-09-19,"561"
"Louisiana",2020-09-12,"627"
"Louisiana",2020-09-05,"555"
"Louisiana",2020-08-29,"635"
"Louisiana",2020-08-22,"861"
"Louisiana",2020-08-15,"1005"
"Louisiana",2020-08-08,"1142"
"Louisiana",2020-08-01,"N/A"
"Louisiana",2020-07-25,"N/A"
"Louisiana",2020-07-18,"N/A"
"Louisiana",2020-07-11,"N/A"
"Louisiana",2020-07-04,"N/A"
