"Geography","Date","Weekly COVID-19 Hospital Admissions"
"Kentucky",2024-03-30,"132"
"Kentucky",2024-03-23,"147"
"Kentucky",2024-03-16,"190"
"Kentucky",2024-03-09,"251"
"Kentucky",2024-03-02,"263"
"Kentucky",2024-02-24,"290"
"Kentucky",2024-02-17,"287"
"Kentucky",2024-02-10,"261"
"Kentucky",2024-02-03,"275"
"Kentucky",2024-01-27,"318"
"Kentucky",2024-01-20,"369"
"Kentucky",2024-01-13,"473"
"Kentucky",2024-01-06,"507"
"Kentucky",2023-12-30,"591"
"Kentucky",2023-12-23,"524"
"Kentucky",2023-12-16,"452"
"Kentucky",2023-12-09,"485"
"Kentucky",2023-12-02,"437"
"Kentucky",2023-11-25,"418"
"Kentucky",2023-11-18,"366"
"Kentucky",2023-11-11,"368"
"Kentucky",2023-11-04,"311"
"Kentucky",2023-10-28,"243"
"Kentucky",2023-10-21,"235"
"Kentucky",2023-10-14,"240"
"Kentucky",2023-10-07,"250"
"Kentucky",2023-09-30,"278"
"Kentucky",2023-09-23,"264"
"Kentucky",2023-09-16,"319"
"Kentucky",2023-09-09,"348"
"Kentucky",2023-09-02,"285"
"Kentucky",2023-08-26,"224"
"Kentucky",2023-08-19,"190"
"Kentucky",2023-08-12,"166"
"Kentucky",2023-08-05,"86"
"Kentucky",2023-07-29,"86"
"Kentucky",2023-07-22,"72"
"Kentucky",2023-07-15,"64"
"Kentucky",2023-07-08,"42"
"Kentucky",2023-07-01,"57"
"Kentucky",2023-06-24,"51"
"Kentucky",2023-06-17,"40"
"Kentucky",2023-06-10,"54"
"Kentucky",2023-06-03,"74"
"Kentucky",2023-05-27,"103"
"Kentucky",2023-05-20,"113"
"Kentucky",2023-05-13,"119"
"Kentucky",2023-05-06,"111"
"Kentucky",2023-04-29,"132"
"Kentucky",2023-04-22,"159"
"Kentucky",2023-04-15,"177"
"Kentucky",2023-04-08,"193"
"Kentucky",2023-04-01,"185"
"Kentucky",2023-03-25,"199"
"Kentucky",2023-03-18,"225"
"Kentucky",2023-03-11,"234"
"Kentucky",2023-03-04,"325"
"Kentucky",2023-02-25,"341"
"Kentucky",2023-02-18,"437"
"Kentucky",2023-02-11,"423"
"Kentucky",2023-02-04,"425"
"Kentucky",2023-01-28,"391"
"Kentucky",2023-01-21,"407"
"Kentucky",2023-01-14,"462"
"Kentucky",2023-01-07,"566"
"Kentucky",2022-12-31,"615"
"Kentucky",2022-12-24,"418"
"Kentucky",2022-12-17,"438"
"Kentucky",2022-12-10,"405"
"Kentucky",2022-12-03,"476"
"Kentucky",2022-11-26,"318"
"Kentucky",2022-11-19,"292"
"Kentucky",2022-11-12,"384"
"Kentucky",2022-11-05,"410"
"Kentucky",2022-10-29,"306"
"Kentucky",2022-10-22,"324"
"Kentucky",2022-10-15,"332"
"Kentucky",2022-10-08,"328"
"Kentucky",2022-10-01,"383"
"Kentucky",2022-09-24,"496"
"Kentucky",2022-09-17,"540"
"Kentucky",2022-09-10,"692"
"Kentucky",2022-09-03,"791"
"Kentucky",2022-08-27,"781"
"Kentucky",2022-08-20,"763"
"Kentucky",2022-08-13,"813"
"Kentucky",2022-08-06,"810"
"Kentucky",2022-07-30,"796"
"Kentucky",2022-07-23,"735"
"Kentucky",2022-07-16,"709"
"Kentucky",2022-07-09,"595"
"Kentucky",2022-07-02,"497"
"Kentucky",2022-06-25,"470"
"Kentucky",2022-06-18,"470"
"Kentucky",2022-06-11,"420"
"Kentucky",2022-06-04,"364"
"Kentucky",2022-05-28,"355"
"Kentucky",2022-05-21,"284"
"Kentucky",2022-05-14,"200"
"Kentucky",2022-05-07,"128"
"Kentucky",2022-04-30,"125"
"Kentucky",2022-04-23,"147"
"Kentucky",2022-04-16,"151"
"Kentucky",2022-04-09,"175"
"Kentucky",2022-04-02,"191"
"Kentucky",2022-03-26,"248"
"Kentucky",2022-03-19,"357"
"Kentucky",2022-03-12,"432"
"Kentucky",2022-03-05,"581"
"Kentucky",2022-02-26,"871"
"Kentucky",2022-02-19,"1066"
"Kentucky",2022-02-12,"1531"
"Kentucky",2022-02-05,"1720"
"Kentucky",2022-01-29,"2028"
"Kentucky",2022-01-22,"1900"
"Kentucky",2022-01-15,"1680"
"Kentucky",2022-01-08,"1396"
"Kentucky",2022-01-01,"1111"
"Kentucky",2021-12-25,"910"
"Kentucky",2021-12-18,"808"
"Kentucky",2021-12-11,"862"
"Kentucky",2021-12-04,"934"
"Kentucky",2021-11-27,"867"
"Kentucky",2021-11-20,"863"
"Kentucky",2021-11-13,"706"
"Kentucky",2021-11-06,"697"
"Kentucky",2021-10-30,"832"
"Kentucky",2021-10-23,"964"
"Kentucky",2021-10-16,"1041"
"Kentucky",2021-10-09,"1297"
"Kentucky",2021-10-02,"1573"
"Kentucky",2021-09-25,"2012"
"Kentucky",2021-09-18,"3451"
"Kentucky",2021-09-11,"4201"
"Kentucky",2021-09-04,"3870"
"Kentucky",2021-08-28,"3410"
"Kentucky",2021-08-21,"2969"
"Kentucky",2021-08-14,"2326"
"Kentucky",2021-08-07,"1720"
"Kentucky",2021-07-31,"1139"
"Kentucky",2021-07-24,"697"
"Kentucky",2021-07-17,"659"
"Kentucky",2021-07-10,"521"
"Kentucky",2021-07-03,"529"
"Kentucky",2021-06-26,"550"
"Kentucky",2021-06-19,"621"
"Kentucky",2021-06-12,"726"
"Kentucky",2021-06-05,"679"
"Kentucky",2021-05-29,"709"
"Kentucky",2021-05-22,"733"
"Kentucky",2021-05-15,"818"
"Kentucky",2021-05-08,"840"
"Kentucky",2021-05-01,"842"
"Kentucky",2021-04-24,"825"
"Kentucky",2021-04-17,"874"
"Kentucky",2021-04-10,"879"
"Kentucky",2021-04-03,"765"
"Kentucky",2021-03-27,"743"
"Kentucky",2021-03-20,"874"
"Kentucky",2021-03-13,"1062"
"Kentucky",2021-03-06,"1211"
"Kentucky",2021-02-27,"1461"
"Kentucky",2021-02-20,"1584"
"Kentucky",2021-02-13,"1876"
"Kentucky",2021-02-06,"2210"
"Kentucky",2021-01-30,"2572"
"Kentucky",2021-01-23,"2744"
"Kentucky",2021-01-16,"3135"
"Kentucky",2021-01-09,"3056"
"Kentucky",2021-01-02,"3085"
"Kentucky",2020-12-26,"2809"
"Kentucky",2020-12-19,"2960"
"Kentucky",2020-12-12,"2908"
"Kentucky",2020-12-05,"2957"
"Kentucky",2020-11-28,"2658"
"Kentucky",2020-11-21,"2536"
"Kentucky",2020-11-14,"2268"
"Kentucky",2020-11-07,"2004"
"Kentucky",2020-10-31,"1647"
"Kentucky",2020-10-24,"1380"
