"Geography","Date","Weekly COVID-19 Hospital Admissions"
"Massachusetts",2024-03-30,"150"
"Massachusetts",2024-03-23,"154"
"Massachusetts",2024-03-16,"202"
"Massachusetts",2024-03-09,"203"
"Massachusetts",2024-03-02,"294"
"Massachusetts",2024-02-24,"366"
"Massachusetts",2024-02-17,"389"
"Massachusetts",2024-02-10,"482"
"Massachusetts",2024-02-03,"534"
"Massachusetts",2024-01-27,"593"
"Massachusetts",2024-01-20,"733"
"Massachusetts",2024-01-13,"928"
"Massachusetts",2024-01-06,"1017"
"Massachusetts",2023-12-30,"1084"
"Massachusetts",2023-12-23,"850"
"Massachusetts",2023-12-16,"666"
"Massachusetts",2023-12-09,"570"
"Massachusetts",2023-12-02,"595"
"Massachusetts",2023-11-25,"500"
"Massachusetts",2023-11-18,"399"
"Massachusetts",2023-11-11,"354"
"Massachusetts",2023-11-04,"410"
"Massachusetts",2023-10-28,"449"
"Massachusetts",2023-10-21,"454"
"Massachusetts",2023-10-14,"523"
"Massachusetts",2023-10-07,"482"
"Massachusetts",2023-09-30,"505"
"Massachusetts",2023-09-23,"463"
"Massachusetts",2023-09-16,"463"
"Massachusetts",2023-09-09,"450"
"Massachusetts",2023-09-02,"454"
"Massachusetts",2023-08-26,"354"
"Massachusetts",2023-08-19,"338"
"Massachusetts",2023-08-12,"327"
"Massachusetts",2023-08-05,"216"
"Massachusetts",2023-07-29,"200"
"Massachusetts",2023-07-22,"179"
"Massachusetts",2023-07-15,"146"
"Massachusetts",2023-07-08,"133"
"Massachusetts",2023-07-01,"141"
"Massachusetts",2023-06-24,"165"
"Massachusetts",2023-06-17,"188"
"Massachusetts",2023-06-10,"198"
"Massachusetts",2023-06-03,"191"
"Massachusetts",2023-05-27,"224"
"Massachusetts",2023-05-20,"210"
"Massachusetts",2023-05-13,"230"
"Massachusetts",2023-05-06,"228"
"Massachusetts",2023-04-29,"205"
"Massachusetts",2023-04-22,"271"
"Massachusetts",2023-04-15,"333"
"Massachusetts",2023-04-08,"362"
"Massachusetts",2023-04-01,"361"
"Massachusetts",2023-03-25,"452"
"Massachusetts",2023-03-18,"453"
"Massachusetts",2023-03-11,"473"
"Massachusetts",2023-03-04,"634"
"Massachusetts",2023-02-25,"622"
"Massachusetts",2023-02-18,"687"
"Massachusetts",2023-02-11,"738"
"Massachusetts",2023-02-04,"798"
"Massachusetts",2023-01-28,"847"
"Massachusetts",2023-01-21,"1040"
"Massachusetts",2023-01-14,"1261"
"Massachusetts",2023-01-07,"1400"
"Massachusetts",2022-12-31,"1382"
"Massachusetts",2022-12-24,"1076"
"Massachusetts",2022-12-17,"957"
"Massachusetts",2022-12-10,"861"
"Massachusetts",2022-12-03,"763"
"Massachusetts",2022-11-26,"643"
"Massachusetts",2022-11-19,"605"
