date,agegroup,hosp
2022-02-19,0-17,6.28571428571429
2022-02-19,18-49,36.5714285714286
2022-02-19,50-64,38.7142857142857
2022-02-19,65+,82.5714285714286
2022-02-26,0-17,6.71428571428571
2022-02-26,18-49,28.7142857142857
2022-02-26,50-64,28.4285714285714
2022-02-26,65+,58.7142857142857
2022-03-05,0-17,5
2022-03-05,18-49,16.4285714285714
2022-03-05,50-64,19.5714285714286
2022-03-05,65+,41.8571428571429
2022-03-12,0-17,2.42857142857143
2022-03-12,18-49,14.4285714285714
2022-03-12,50-64,17.9285714285714
2022-03-12,65+,27.5
2022-03-19,0-17,1.85714285714286
2022-03-19,18-49,10.7142857142857
2022-03-19,50-64,9.5
2022-03-19,65+,19.7857142857143
2022-03-26,0-17,1.71428571428571
2022-03-26,18-49,10.5714285714286
2022-03-26,50-64,9.78571428571429
2022-03-26,65+,15.9285714285714
2022-04-02,0-17,2.71428571428571
2022-04-02,18-49,7.14285714285714
2022-04-02,50-64,7.35714285714286
2022-04-02,65+,13.0714285714286
2022-04-09,0-17,1.71428571428571
2022-04-09,18-49,4.85714285714286
2022-04-09,50-64,5.78571428571429
2022-04-09,65+,12.9285714285714
2022-04-16,0-17,1.42857142857143
2022-04-16,18-49,4.85714285714286
2022-04-16,50-64,6.64285714285714
2022-04-16,65+,8.64285714285714
2022-04-23,0-17,3.42857142857143
2022-04-23,18-49,4.42857142857143
2022-04-23,50-64,5.85714285714286
2022-04-23,65+,16.4285714285714
2022-04-30,0-17,0.714285714285714
2022-04-30,18-49,4.85714285714286
2022-04-30,50-64,4.78571428571429
2022-04-30,65+,15.3571428571429
2022-05-07,0-17,1.42857142857143
2022-05-07,18-49,4.42857142857143
2022-05-07,50-64,5.78571428571429
2022-05-07,65+,17.5
2022-05-14,0-17,2.28571428571429
2022-05-14,18-49,8.85714285714286
2022-05-14,50-64,8.64285714285714
2022-05-14,65+,20.5
2022-05-21,0-17,2.71428571428571
2022-05-21,18-49,9.28571428571429
2022-05-21,50-64,9.64285714285714
2022-05-21,65+,27.6428571428571
2022-05-28,0-17,2.85714285714286
2022-05-28,18-49,13.1428571428571
2022-05-28,50-64,9.85714285714286
2022-05-28,65+,28.1428571428571
2022-06-04,0-17,4.42857142857143
2022-06-04,18-49,16.8571428571429
2022-06-04,50-64,12.1428571428571
2022-06-04,65+,39
2022-06-11,0-17,3.85714285714286
2022-06-11,18-49,18
2022-06-11,50-64,15.6428571428571
2022-06-11,65+,45.7857142857143
2022-06-18,0-17,5.14285714285714
2022-06-18,18-49,18.8571428571429
2022-06-18,50-64,17.3571428571429
2022-06-18,65+,45.5
2022-06-25,0-17,4.71428571428571
2022-06-25,18-49,19.7142857142857
2022-06-25,50-64,23.4285714285714
2022-06-25,65+,50.7142857142857
2022-07-02,0-17,6.14285714285714
2022-07-02,18-49,19.5714285714286
2022-07-02,50-64,19.5
2022-07-02,65+,54.2142857142857
2022-07-09,0-17,8.14285714285714
2022-07-09,18-49,24.2857142857143
2022-07-09,50-64,26.0714285714286
2022-07-09,65+,68.9285714285714
2022-07-16,0-17,9.71428571428571
2022-07-16,18-49,27.2857142857143
2022-07-16,50-64,25.9285714285714
2022-07-16,65+,71.3571428571429
2022-07-23,0-17,8
2022-07-23,18-49,32.4285714285714
2022-07-23,50-64,29.1428571428571
2022-07-23,65+,82.4285714285714
2022-07-30,0-17,5.42857142857143
2022-07-30,18-49,31.7142857142857
2022-07-30,50-64,32.5714285714286
2022-07-30,65+,68.4285714285714
2022-08-06,0-17,7.14285714285714
2022-08-06,18-49,27.5714285714286
2022-08-06,50-64,25.5
2022-08-06,65+,66.7857142857143
2022-08-13,0-17,5.85714285714286
2022-08-13,18-49,21
2022-08-13,50-64,23.8571428571429
2022-08-13,65+,64.7142857142857
2022-08-20,0-17,6.28571428571429
2022-08-20,18-49,23.2857142857143
2022-08-20,50-64,22.5
2022-08-20,65+,63.7857142857143
2022-08-27,0-17,4.71428571428571
2022-08-27,18-49,16.8571428571429
2022-08-27,50-64,20.7142857142857
2022-08-27,65+,54.2857142857143
2022-09-03,0-17,7.14285714285714
2022-09-03,18-49,22.7142857142857
2022-09-03,50-64,20.7857142857143
2022-09-03,65+,57.2142857142857
2022-09-10,0-17,7.85714285714286
