"Geography","Date","Weekly COVID-19 Hospital Admissions"
"Alabama",2024-03-30,"184"
"Alabama",2024-03-23,"197"
"Alabama",2024-03-16,"247"
"Alabama",2024-03-09,"305"
"Alabama",2024-03-02,"359"
"Alabama",2024-02-24,"444"
"Alabama",2024-02-17,"436"
"Alabama",2024-02-10,"330"
"Alabama",2024-02-03,"342"
"Alabama",2024-01-27,"402"
"Alabama",2024-01-20,"374"
"Alabama",2024-01-13,"470"
"Alabama",2024-01-06,"529"
"Alabama",2023-12-30,"525"
"Alabama",2023-12-23,"421"
"Alabama",2023-12-16,"389"
"Alabama",2023-12-09,"332"
"Alabama",2023-12-02,"277"
"Alabama",2023-11-25,"220"
"Alabama",2023-11-18,"219"
"Alabama",2023-11-11,"243"
"Alabama",2023-11-04,"201"
"Alabama",2023-10-28,"263"
"Alabama",2023-10-21,"223"
"Alabama",2023-10-14,"195"
"Alabama",2023-10-07,"222"
"Alabama",2023-09-30,"273"
"Alabama",2023-09-23,"350"
"Alabama",2023-09-16,"380"
"Alabama",2023-09-09,"467"
"Alabama",2023-09-02,"466"
"Alabama",2023-08-26,"436"
"Alabama",2023-08-19,"374"
"Alabama",2023-08-12,"266"
"Alabama",2023-08-05,"260"
"Alabama",2023-07-29,"200"
"Alabama",2023-07-22,"169"
"Alabama",2023-07-15,"154"
"Alabama",2023-07-08,"104"
"Alabama",2023-07-01,"93"
"Alabama",2023-06-24,"118"
"Alabama",2023-06-17,"115"
"Alabama",2023-06-10,"127"
"Alabama",2023-06-03,"134"
"Alabama",2023-05-27,"144"
"Alabama",2023-05-20,"151"
"Alabama",2023-05-13,"141"
"Alabama",2023-05-06,"168"
"Alabama",2023-04-29,"194"
"Alabama",2023-04-22,"162"
"Alabama",2023-04-15,"181"
"Alabama",2023-04-08,"213"
"Alabama",2023-04-01,"210"
"Alabama",2023-03-25,"260"
"Alabama",2023-03-18,"219"
"Alabama",2023-03-11,"237"
"Alabama",2023-03-04,"334"
"Alabama",2023-02-25,"401"
"Alabama",2023-02-18,"455"
"Alabama",2023-02-11,"490"
"Alabama",2023-02-04,"476"
"Alabama",2023-01-28,"483"
"Alabama",2023-01-21,"503"
"Alabama",2023-01-14,"569"
"Alabama",2023-01-07,"736"
"Alabama",2022-12-31,"723"
"Alabama",2022-12-24,"552"
"Alabama",2022-12-17,"437"
"Alabama",2022-12-10,"416"
"Alabama",2022-12-03,"421"
"Alabama",2022-11-26,"246"
"Alabama",2022-11-19,"240"
"Alabama",2022-11-12,"222"
"Alabama",2022-11-05,"224"
"Alabama",2022-10-29,"256"
"Alabama",2022-10-22,"247"
"Alabama",2022-10-15,"232"
"Alabama",2022-10-08,"274"
"Alabama",2022-10-01,"288"
"Alabama",2022-09-24,"321"
"Alabama",2022-09-17,"436"
"Alabama",2022-09-10,"550"
"Alabama",2022-09-03,"675"
"Alabama",2022-08-27,"693"
"Alabama",2022-08-20,"707"
"Alabama",2022-08-13,"815"
"Alabama",2022-08-06,"759"
"Alabama",2022-07-30,"829"
"Alabama",2022-07-23,"849"
"Alabama",2022-07-16,"800"
"Alabama",2022-07-09,"653"
"Alabama",2022-07-02,"625"
"Alabama",2022-06-25,"526"
"Alabama",2022-06-18,"389"
"Alabama",2022-06-11,"309"
"Alabama",2022-06-04,"318"
"Alabama",2022-05-28,"186"
"Alabama",2022-05-21,"175"
"Alabama",2022-05-14,"164"
"Alabama",2022-05-07,"106"
"Alabama",2022-04-30,"132"
"Alabama",2022-04-23,"104"
