"Geography","Date","Weekly COVID-19 Hospital Admissions"
"West Virginia",2024-03-30,"65"
"West Virginia",2024-03-23,"65"
"West Virginia",2024-03-16,"84"
"West Virginia",2024-03-09,"99"
"West Virginia",2024-03-02,"109"
"West Virginia",2024-02-24,"108"
"West Virginia",2024-02-17,"100"
"West Virginia",2024-02-10,"101"
"West Virginia",2024-02-03,"119"
"West Virginia",2024-01-27,"152"
"West Virginia",2024-01-20,"190"
"West Virginia",2024-01-13,"265"
"West Virginia",2024-01-06,"346"
"West Virginia",2023-12-30,"341"
"West Virginia",2023-12-23,"292"
"West Virginia",2023-12-16,"254"
"West Virginia",2023-12-09,"277"
"West Virginia",2023-12-02,"310"
"West Virginia",2023-11-25,"273"
"West Virginia",2023-11-18,"202"
"West Virginia",2023-11-11,"187"
"West Virginia",2023-11-04,"144"
"West Virginia",2023-10-28,"164"
"West Virginia",2023-10-21,"142"
"West Virginia",2023-10-14,"128"
"West Virginia",2023-10-07,"168"
"West Virginia",2023-09-30,"172"
"West Virginia",2023-09-23,"172"
"West Virginia",2023-09-16,"144"
"West Virginia",2023-09-09,"146"
"West Virginia",2023-09-02,"124"
"West Virginia",2023-08-26,"87"
"West Virginia",2023-08-19,"84"
"West Virginia",2023-08-12,"54"
"West Virginia",2023-08-05,"52"
"West Virginia",2023-07-29,"31"
"West Virginia",2023-07-22,"31"
"West Virginia",2023-07-15,"19"
"West Virginia",2023-07-08,"22"
"West Virginia",2023-07-01,"25"
"West Virginia",2023-06-24,"28"
"West Virginia",2023-06-17,"28"
"West Virginia",2023-06-10,"20"
"West Virginia",2023-06-03,"33"
"West Virginia",2023-05-27,"35"
"West Virginia",2023-05-20,"32"
"West Virginia",2023-05-13,"35"
"West Virginia",2023-05-06,"55"
"West Virginia",2023-04-29,"44"
"West Virginia",2023-04-22,"59"
"West Virginia",2023-04-15,"86"
"West Virginia",2023-04-08,"100"
"West Virginia",2023-04-01,"113"
"West Virginia",2023-03-25,"125"
"West Virginia",2023-03-18,"136"
"West Virginia",2023-03-11,"148"
