date,agegroup,hosp
2022-02-19,0-17,1.57142857142857
2022-02-19,18-49,57.7142857142857
2022-02-19,50-64,62.7142857142857
2022-02-19,65+,113.285714285714
2022-02-26,0-17,0.571428571428571
2022-02-26,18-49,43.1428571428572
2022-02-26,50-64,39.9285714285714
2022-02-26,65+,78.2142857142857
2022-03-05,0-17,1
2022-03-05,18-49,28.5714285714286
2022-03-05,50-64,29.1428571428571
2022-03-05,65+,55.1428571428572
2022-03-12,0-17,0.571428571428571
2022-03-12,18-49,20
2022-03-12,50-64,19.2857142857143
2022-03-12,65+,32.5714285714286
2022-03-19,0-17,0.571428571428571
2022-03-19,18-49,15.2857142857143
2022-03-19,50-64,15.5714285714286
2022-03-19,65+,21.4285714285714
2022-03-26,0-17,0.142857142857143
2022-03-26,18-49,12.8571428571429
2022-03-26,50-64,12.9285714285714
2022-03-26,65+,18.3571428571429
2022-04-02,0-17,0.857142857142857
2022-04-02,18-49,11.7142857142857
2022-04-02,50-64,9.57142857142857
2022-04-02,65+,17
2022-04-09,0-17,0.285714285714286
2022-04-09,18-49,12
2022-04-09,50-64,7.92857142857143
2022-04-09,65+,13.2142857142857
2022-04-16,0-17,0.714285714285714
2022-04-16,18-49,10.4285714285714
2022-04-16,50-64,9.71428571428571
2022-04-16,65+,12.7142857142857
2022-04-23,0-17,0
2022-04-23,18-49,9.85714285714286
2022-04-23,50-64,7.92857142857143
2022-04-23,65+,14.2142857142857
2022-04-30,0-17,2.57142857142857
2022-04-30,18-49,8.42857142857143
2022-04-30,50-64,8.57142857142857
2022-04-30,65+,13.5714285714286
2022-05-07,0-17,3.14285714285714
2022-05-07,18-49,11.5714285714286
2022-05-07,50-64,9.28571428571429
2022-05-07,65+,20.1428571428571
2022-05-14,0-17,2.71428571428571
2022-05-14,18-49,12.2857142857143
2022-05-14,50-64,8.14285714285714
2022-05-14,65+,19.8571428571429
2022-05-21,0-17,4.28571428571429
2022-05-21,18-49,20.2857142857143
2022-05-21,50-64,10.1428571428571
2022-05-21,65+,25.7142857142857
2022-05-28,0-17,1.71428571428571
2022-05-28,18-49,18
2022-05-28,50-64,13.3571428571429
2022-05-28,65+,27.2142857142857
2022-06-04,0-17,3
2022-06-04,18-49,20.7142857142857
2022-06-04,50-64,18.5714285714286
2022-06-04,65+,36.4285714285714
2022-06-11,0-17,4.28571428571429
2022-06-11,18-49,25
2022-06-11,50-64,21
2022-06-11,65+,42.2857142857143
2022-06-18,0-17,4.28571428571429
2022-06-18,18-49,22.8571428571429
2022-06-18,50-64,25.5714285714286
2022-06-18,65+,51.2857142857143
2022-06-25,0-17,3.14285714285714
2022-06-25,18-49,29
2022-06-25,50-64,27.7142857142857
2022-06-25,65+,62.2857142857143
2022-07-02,0-17,3.85714285714286
2022-07-02,18-49,34.2857142857143
2022-07-02,50-64,29.7142857142857
2022-07-02,65+,68.8571428571429
2022-07-09,0-17,9.28571428571429
2022-07-09,18-49,35.7142857142857
2022-07-09,50-64,29.5714285714286
2022-07-09,65+,83.7142857142857
2022-07-16,0-17,10
2022-07-16,18-49,45.7142857142857
2022-07-16,50-64,42.4285714285714
2022-07-16,65+,79
2022-07-23,0-17,14.8571428571429
2022-07-23,18-49,55.1428571428572
2022-07-23,50-64,40.8571428571429
2022-07-23,65+,96
2022-07-30,0-17,12.8571428571429
2022-07-30,18-49,54.4285714285714
2022-07-30,50-64,46.3571428571429
2022-07-30,65+,96.9285714285714
2022-08-06,0-17,9
2022-08-06,18-49,49
2022-08-06,50-64,44
2022-08-06,65+,95
2022-08-13,0-17,16
2022-08-13,18-49,44.2857142857143
2022-08-13,50-64,41.9285714285714
2022-08-13,65+,94.0714285714286
2022-08-20,0-17,15.5714285714286
2022-08-20,18-49,42.5714285714286
2022-08-20,50-64,42.2857142857143
2022-08-20,65+,89.7142857142857
2022-08-27,0-17,17.1428571428571
2022-08-27,18-49,42.7142857142857
2022-08-27,50-64,42.2857142857143
2022-08-27,65+,86.8571428571429
2022-09-03,0-17,12.5714285714286
2022-09-03,18-49,36.5714285714286
2022-09-03,50-64,33.9285714285714
2022-09-03,65+,75.5
2022-09-10,0-17,8.14285714285714
2022-09-10,18-49,32.4285714285714
2022-09-10,50-64,30.1428571428571
2022-09-10,65+,62.5714285714286
2022-09-17,0-17,6.42857142857143
2022-09-17,18-49,25
2022-09-17,50-64,23.1428571428571
2022-09-17,65+,53.8571428571429
