"Geography","Date","Weekly COVID-19 Hospital Admissions"
"South Carolina",2024-03-30,"174"
"South Carolina",2024-03-23,"183"
"South Carolina",2024-03-16,"232"
"South Carolina",2024-03-09,"328"
"South Carolina",2024-03-02,"364"
"South Carolina",2024-02-24,"368"
"South Carolina",2024-02-17,"409"
"South Carolina",2024-02-10,"422"
"South Carolina",2024-02-03,"398"
"South Carolina",2024-01-27,"424"
"South Carolina",2024-01-20,"410"
"South Carolina",2024-01-13,"470"
"South Carolina",2024-01-06,"550"
"South Carolina",2023-12-30,"500"
"South Carolina",2023-12-23,"396"
"South Carolina",2023-12-16,"265"
"South Carolina",2023-12-09,"248"
"South Carolina",2023-12-02,"253"
"South Carolina",2023-11-25,"247"
"South Carolina",2023-11-18,"232"
"South Carolina",2023-11-11,"218"
"South Carolina",2023-11-04,"203"
"South Carolina",2023-10-28,"214"
"South Carolina",2023-10-21,"206"
"South Carolina",2023-10-14,"243"
"South Carolina",2023-10-07,"260"
"South Carolina",2023-09-30,"270"
"South Carolina",2023-09-23,"311"
"South Carolina",2023-09-16,"360"
"South Carolina",2023-09-09,"387"
"South Carolina",2023-09-02,"373"
"South Carolina",2023-08-26,"324"
"South Carolina",2023-08-19,"248"
"South Carolina",2023-08-12,"249"
"South Carolina",2023-08-05,"164"
"South Carolina",2023-07-29,"109"
"South Carolina",2023-07-22,"102"
"South Carolina",2023-07-15,"87"
"South Carolina",2023-07-08,"74"
"South Carolina",2023-07-01,"82"
"South Carolina",2023-06-24,"56"
"South Carolina",2023-06-17,"77"
"South Carolina",2023-06-10,"93"
"South Carolina",2023-06-03,"84"
"South Carolina",2023-05-27,"83"
"South Carolina",2023-05-20,"89"
"South Carolina",2023-05-13,"95"
"South Carolina",2023-05-06,"88"
"South Carolina",2023-04-29,"111"
"South Carolina",2023-04-22,"102"
"South Carolina",2023-04-15,"124"
"South Carolina",2023-04-08,"152"
"South Carolina",2023-04-01,"135"
"South Carolina",2023-03-25,"187"
"South Carolina",2023-03-18,"162"
"South Carolina",2023-03-11,"178"
"South Carolina",2023-03-04,"221"
"South Carolina",2023-02-25,"275"
"South Carolina",2023-02-18,"293"
"South Carolina",2023-02-11,"335"
"South Carolina",2023-02-04,"395"
"South Carolina",2023-01-28,"427"
"South Carolina",2023-01-21,"527"
"South Carolina",2023-01-14,"627"
"South Carolina",2023-01-07,"867"
"South Carolina",2022-12-31,"793"
"South Carolina",2022-12-24,"579"
"South Carolina",2022-12-17,"431"
"South Carolina",2022-12-10,"368"
"South Carolina",2022-12-03,"319"
"South Carolina",2022-11-26,"216"
"South Carolina",2022-11-19,"205"
"South Carolina",2022-11-12,"264"
"South Carolina",2022-11-05,"244"
"South Carolina",2022-10-29,"253"
"South Carolina",2022-10-22,"217"
"South Carolina",2022-10-15,"228"
"South Carolina",2022-10-08,"277"
"South Carolina",2022-10-01,"280"
"South Carolina",2022-09-24,"319"
"South Carolina",2022-09-17,"394"
"South Carolina",2022-09-10,"496"
"South Carolina",2022-09-03,"591"
"South Carolina",2022-08-27,"672"
"South Carolina",2022-08-20,"654"
"South Carolina",2022-08-13,"719"
"South Carolina",2022-08-06,"733"
"South Carolina",2022-07-30,"736"
"South Carolina",2022-07-23,"720"
"South Carolina",2022-07-16,"570"
"South Carolina",2022-07-09,"514"
"South Carolina",2022-07-02,"451"
"South Carolina",2022-06-25,"465"
"South Carolina",2022-06-18,"392"
"South Carolina",2022-06-11,"377"
"South Carolina",2022-06-04,"319"
"South Carolina",2022-05-28,"279"
"South Carolina",2022-05-21,"295"
"South Carolina",2022-05-14,"150"
"South Carolina",2022-05-07,"162"
"South Carolina",2022-04-30,"108"
"South Carolina",2022-04-23,"91"
"South Carolina",2022-04-16,"73"
"South Carolina",2022-04-09,"73"
"South Carolina",2022-04-02,"91"
"South Carolina",2022-03-26,"127"
"South Carolina",2022-03-19,"163"
"South Carolina",2022-03-12,"262"
"South Carolina",2022-03-05,"387"
"South Carolina",2022-02-26,"552"
"South Carolina",2022-02-19,"865"
"South Carolina",2022-02-12,"1367"
"South Carolina",2022-02-05,"1911"
"South Carolina",2022-01-29,"2756"
"South Carolina",2022-01-22,"2765"
"South Carolina",2022-01-15,"2478"
"South Carolina",2022-01-08,"1915"
"South Carolina",2022-01-01,"1154"
"South Carolina",2021-12-25,"579"
"South Carolina",2021-12-18,"490"
"South Carolina",2021-12-11,"426"
"South Carolina",2021-12-04,"390"
"South Carolina",2021-11-27,"325"
"South Carolina",2021-11-20,"358"
"South Carolina",2021-11-13,"333"
"South Carolina",2021-11-06,"369"
"South Carolina",2021-10-30,"416"
"South Carolina",2021-10-23,"521"
"South Carolina",2021-10-16,"682"
"South Carolina",2021-10-09,"930"
"South Carolina",2021-10-02,"1166"
"South Carolina",2021-09-25,"1535"
"South Carolina",2021-09-18,"2050"
"South Carolina",2021-09-11,"2332"
"South Carolina",2021-09-04,"2202"
"South Carolina",2021-08-28,"2131"
"South Carolina",2021-08-21,"1863"
"South Carolina",2021-08-14,"1392"
"South Carolina",2021-08-07,"1077"
"South Carolina",2021-07-31,"725"
"South Carolina",2021-07-24,"354"
"South Carolina",2021-07-17,"247"
"South Carolina",2021-07-10,"150"
"South Carolina",2021-07-03,"90"
"South Carolina",2021-06-26,"86"
"South Carolina",2021-06-19,"104"
"South Carolina",2021-06-12,"104"
"South Carolina",2021-06-05,"146"
"South Carolina",2021-05-29,"187"
"South Carolina",2021-05-22,"208"
"South Carolina",2021-05-15,"264"
"South Carolina",2021-05-08,"295"
"South Carolina",2021-05-01,"370"
"South Carolina",2021-04-24,"425"
"South Carolina",2021-04-17,"471"
"South Carolina",2021-04-10,"480"
"South Carolina",2021-04-03,"492"
"South Carolina",2021-03-27,"425"
"South Carolina",2021-03-20,"448"
"South Carolina",2021-03-13,"477"
"South Carolina",2021-03-06,"532"
"South Carolina",2021-02-27,"688"
"South Carolina",2021-02-20,"823"
"South Carolina",2021-02-13,"1021"
"South Carolina",2021-02-06,"1275"
"South Carolina",2021-01-30,"1533"
"South Carolina",2021-01-23,"1719"
"South Carolina",2021-01-16,"1924"
"South Carolina",2021-01-09,"1957"
"South Carolina",2021-01-02,"1650"
"South Carolina",2020-12-26,"1335"
"South Carolina",2020-12-19,"1201"
"South Carolina",2020-12-12,"1035"
"South Carolina",2020-12-05,"846"
"South Carolina",2020-11-28,"655"
"South Carolina",2020-11-21,"577"
"South Carolina",2020-11-14,"517"
"South Carolina",2020-11-07,"470"
"South Carolina",2020-10-31,"508"
"South Carolina",2020-10-24,"466"
"South Carolina",2020-10-17,"543"
"South Carolina",2020-10-10,"503"
"South Carolina",2020-10-03,"378"
"South Carolina",2020-09-26,"470"
"South Carolina",2020-09-19,"445"
"South Carolina",2020-09-12,"495"
"South Carolina",2020-09-05,"490"
"South Carolina",2020-08-29,"618"
"South Carolina",2020-08-22,"636"
"South Carolina",2020-08-15,"654"
"South Carolina",2020-08-08,"946"
"South Carolina",2020-08-01,"N/A"
"South Carolina",2020-07-25,"N/A"
"South Carolina",2020-07-18,"N/A"
"South Carolina",2020-07-11,"N/A"
"South Carolina",2020-07-04,"N/A"
"South Carolina",2020-06-27,"N/A"
"South Carolina",2020-06-20,"N/A"
"South Carolina",2020-06-13,"N/A"
"South Carolina",2020-06-06,"N/A"
"South Carolina",2020-05-30,"N/A"
"South Carolina",2020-05-23,"N/A"
"South Carolina",2020-05-16,"N/A"
"South Carolina",2020-05-09,"N/A"
"South Carolina",2020-05-02,"N/A"
"South Carolina",2020-04-25,"N/A"
"South Carolina",2020-04-18,"N/A"
"South Carolina",2020-04-11,"N/A"
"South Carolina",2020-04-04,"N/A"
"South Carolina",2020-03-28,"N/A"
"South Carolina",2020-03-21,"N/A"
"South Carolina",2020-03-14,"N/A"
"South Carolina",2020-03-07,"N/A"
"South Carolina",2020-02-29,"N/A"
"South Carolina",2020-02-22,"N/A"
"South Carolina",2020-02-15,"N/A"
"South Carolina",2020-02-08,"N/A"
"South Carolina",2020-02-01,"N/A"
"South Carolina",2020-01-25,"N/A"
"South Carolina",2020-01-18,"N/A"
"South Carolina",2020-01-11,"N/A"
