"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location"
"0-17",1,-7.71180753929253,-0.057797401412832,0.000721913173711642,-3.16776299983051e-06,1.26292789160517e-06,2.17666712876212e-06,7.41003724427944e-06,-5.29173695587076e-05,-0.000278762058644955,0.00109092208250892,-0.00120060018082056,0.000463121995815845,-3.08823375573889e-05,1.39757793051081e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,134.333333333333,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.30209803142008,-0.0218076055563716,0.000114480893220249,-1.25708391479349e-07,-6.96931567571822e-08,2.42016883624429e-05,-1.75981634827834e-05,-6.46541441536749e-05,6.3578772441873e-05,-6.19207461715674e-06,6.80179259396678e-06,-3.04909889880041e-05,7.93775106847664e-05,-0.000633659400647927,0.00136834837493816,-0.000988527303108089,9.70195323919844e-05,0.000102041963528624,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,378.575757575758,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.11532956977442,0.0515225265246818,-0.0126169764966212,0.000472173366720956,-0.000566847250525261,-0.000736167884635965,0.0026792263753085,-0.00330192719211365,0.00197359135919599,-0.000648928377625563,0.0001362105419749,-1.03041383153982e-05,2.97406736919421e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,73.2727272727273,85.4848484848485,109.909090909091,122.121212121212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-5.47271289471733,-2.75569363434376,0.245539475251947,-0.00700565064029454,0.00734888110034184,-0.000390553748600795,5.50092691871514e-05,-7.68634549381845e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-7.34474622967293,-0.0515493545273947,0.000407559001965316,-1.32867052923299e-06,5.72351659199152e-07,1.18085197108967e-06,4.57039964871827e-06,-3.42633035263767e-05,-0.000241414648403932,0.000795229257115021,-0.000675707461832845,6.96080641351336e-05,8.15791577284501e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,219.818181818182,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-8.21866395967894,-0.030213076126566,0.00011962856196047,3.38300260995217e-07,-5.47138280640428e-07,-1.27725342449353e-06,2.73676837791317e-06,7.61865612026699e-06,-5.25607256750327e-05,-0.000273402515478482,0.00103959312908178,-0.00112530673714522,0.000430355530892448,-2.88430888260686e-05,1.30512225486646e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,207.606060606061,268.666666666667,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-9.21032826448279,0.0228246138110131,-0.00331514705088318,4.65645629181692e-05,5.19892439479575e-05,-5.7160443809849e-05,-0.000183661266809316,0.000152753077197482,-9.78235355710469e-06,-0.000120637902891165,0.000191215023916491,-1.36898320131926e-05,-0.000155036696959051,2.78034373164109e-05,8.6662637355336e-05,1.39572217199445e-05,-6.7634179817026e-05,-0.000211006054454833,0.000906520600299949,-0.00133683507296224,0.000982235216693118,-0.000333536510681526,2.66793894364279e-05,-2.21957737440195e-05,-0.000104870619181542,0.000481176372142257,-0.000550700429824341,0.000201007975795198,-1.82238405229432e-06,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,207.606060606061,219.818181818182,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,488.484848484848
"65+",2,-9.95456794939958,0.018103401016845,-0.00251722101647787,4.00795569234952e-05,6.63323102080085e-05,-7.23151797520613e-05,-0.000216654399262612,0.000197449424432256,-9.14498078107311e-06,-0.000105568832180149,0.000139285175016999,-1.86447176325966e-05,-0.000157257994432805,0.000149402365287747,-2.28148804254161e-06,-1.25368644046868e-05,1.12093930579545e-05,-5.52759053116754e-05,0.000162805159493469,0.000168735315607834,-0.0016957323441507,0.00316670571219422,-0.00254155620923231,0.000883568551401336,-0.000125604760995174,2.84841315814425e-05,-1.47765685495295e-06,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,244.242424242424,293.090909090909,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091,-1,-1
"0-17",3,-8.12192027422871,0.0310576047997259,-0.00151867471990573,8.05325147704504e-06,6.81526415784549e-06,-1.04918374993357e-05,-0.000101598704052752,0.000113308014440265,-1.97163866823024e-05,1.85889904444705e-06,3.41560476126396e-06,-3.06032981152137e-06,-5.35128438579212e-05,0.000104662357425541,-4.16390839018571e-05,-0.000365835977781043,0.000619831816016844,-0.000265779105027851,2.76187696180036e-06,1.70636102240431e-06,-4.07121094631945e-07,0,0,0,0,0,0,0,0,12.2121212121212,73.2727272727273,85.4848484848485,97.6969696969697,146.545454545455,158.757575757576,268.666666666667,378.575757575758,390.787878787879,403,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,635.030303030303,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-7.49325028577904,-0.0243181683033278,0.000119386369973346,-2.53251655098413e-07,-6.05500992780743e-08,2.75219430509027e-05,-1.80665621712393e-05,-6.22596997415763e-05,5.55262174042822e-05,-2.51089533407302e-05,1.6741452483172e-05,8.41713619818939e-05,5.0475793276002e-05,-0.000125129261719147,-0.000543923374247349,0.000933331243425405,-0.000400138968244522,4.62933887209035e-06,3.02583274588066e-06,-1.47696904187529e-07,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,378.575757575758,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1
