"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location"
"0-17",1,-8.43006556128661,-0.0466212819277178,0.000510461542255174,-1.87495125801831e-06,5.82370271958196e-07,1.0203200182157e-05,-9.02475998227698e-06,-0.00014823350139415,0.000340147312678948,-0.000106491104896756,-0.000213601869952906,0.000128332625586246,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,195.393939393939,207.606060606061,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.25097900145975,-0.0311162859485662,0.000253977427795735,-6.65423457105286e-07,-6.05907663867323e-08,2.48339132854616e-05,-1.62550712175866e-05,-5.12963018016218e-05,4.57781267446279e-05,-6.99490580122326e-06,-8.90040452617138e-06,5.33703890957688e-05,0.000119156416366323,-0.000859558570650599,0.00151611006365623,-0.00101153326199377,0.000101892037925814,9.41646366541636e-05,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,341.939393939394,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.17127351179087,-0.0253798210904291,0.000299013688721554,-1.10544085777394e-06,8.04902796291552e-09,7.45005047953763e-05,-4.52430050707218e-05,-0.000244324569842249,0.000333411551631348,-0.000117485638882163,1.5871121993698e-06,-6.4987989061654e-05,8.97909714566476e-05,0.000271979553848677,-0.00115855999127276,0.00188513955912817,-0.00149847713184826,0.000522432847343465,-5.74647216758533e-05,8.81913032143663e-06,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,256.454545454545,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1
"65+",1,-9.70488297749318,-0.0934461674504445,0.00429817387534998,-5.24036381699304e-05,2.00329974105348e-05,4.03541267147684e-05,-1.01814551340663e-05,-9.78295886715811e-05,0.000157748496995777,-0.000143200756281433,3.30036779539784e-05,6.12260651090279e-05,-1.05985361556445e-05,0.00014443958729409,-0.000153956767266597,-0.000815137381141357,0.00204703636988581,-0.00177707906786583,0.000599159206684728,-4.46517883090257e-05,2.0556626943285e-06,0,0,0,0,12.2121212121212,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,293.090909090909,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1
"0-17",2,-8.02821966157275,-0.0346486737900673,0.000217270350557463,-5.51349990861769e-07,1.72166091504869e-07,2.47194578168495e-06,-1.89087823576295e-06,-1.93206004760633e-05,0.000131534034193658,-5.46771233262186e-05,-0.00016055302878044,0.000102832759589694,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,305.30303030303,378.575757575758,390.787878787879,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-8.39626899830823,-0.0185639179508393,-2.20125686285322e-06,6.76588437017966e-07,-5.81660792233469e-07,-2.2448063876555e-06,6.90363352070952e-06,-7.52414286443981e-06,1.00919180021153e-05,-4.01793885808469e-05,9.73982442907574e-05,-0.000645939350502442,0.00148156275729103,-0.00135131295175169,0.000492505127294978,-4.87354813515676e-05,7.37760075298419e-06,0,0,0,0,0,0,0,0,24.4242424242424,195.393939393939,268.666666666667,317.515151515152,378.575757575758,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-9.23940312370031,-0.0169401907013045,0.00022816988502062,-1.12463105751628e-06,1.55850990409648e-07,1.37646734990468e-05,-1.13546938978757e-05,-6.39218516891496e-05,6.77348931305527e-05,-5.04339674816971e-06,-9.40114216080069e-06,-0.000168458161394737,0.000499119252735181,-0.000413353535171001,4.48170701279898e-05,4.70661584628799e-05,0,0,0,0,0,0,0,0,0,24.4242424242424,158.757575757576,195.393939393939,207.606060606061,219.818181818182,293.090909090909,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-9.6305761661514,-0.144222923507262,0.00520015999759311,-3.16289563551452e-05,-2.77304021309613e-05,1.31578926667451e-05,5.59341164758776e-05,-1.02209079334578e-05,-0.000132490735417983,0.000214635840884241,-1.47971945179613e-05,-0.000170661222100179,3.01622340074809e-05,8.43566321799528e-05,-1.26719961680337e-05,9.43240963551353e-06,-4.2962294107387e-05,0.000121373742161972,0.000190878103457883,-0.00134427288690248,0.00211808874606971,-0.00127044486147661,0.000124734485282697,9.51741436549965e-05,0,12.2121212121212,24.4242424242424,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1
"0-17",3,-8.90398354252308,0.0175307304907127,-0.00136767574206808,8.52903478558277e-06,5.37351750022012e-06,-8.85327048430409e-06,-9.64419885480139e-05,0.000104828611012737,-1.48291173767482e-05,-0.000138179772577454,0.000317695396981616,-0.000196920770443251,5.09273593244377e-06,3.37743815964018e-05,-2.12092713511825e-05,0.000195574863921728,-0.000142735321392165,-0.000834550297122806,0.00148478337802201,-0.000872270251153048,0.000182028188882647,-1.17439103020867e-05,0,0,0,12.2121212121212,73.2727272727273,85.4848484848485,97.6969696969697,158.757575757576,170.969696969697,183.181818181818,195.393939393939,219.818181818182,268.666666666667,293.090909090909,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,-1,-1,-1
"18-49",3,-8.05400624161378,-0.0235723359878305,0.000170088205215447,-8.28777515495663e-07,4.95925280743834e-07,1.09684631716144e-05,-2.13531524368419e-05,5.68119731434215e-06,2.48326919835188e-05,-2.19341309886921e-05,0.000176709460519778,-0.000118382700393044,-0.000656264687081469,0.00100435400614884,-0.000414156114636922,1.23430518119527e-05,-3.80670778365604e-06,1.82615024272064e-06,-7.07393649119302e-07,0,0,0,0,0,0,24.4242424242424,183.181818181818,207.606060606061,256.454545454545,268.666666666667,293.090909090909,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,512.909090909091,598.393939393939,781.575757575758,-1,-1,-1,-1,-1,-1
"50-64",3,-8.00096345563203,0.0438847754850272,-0.00463508294648232,0.000105718175892248,-5.47716678338832e-05,-0.000166632578308034,0.000123228112514849,-7.91790124521138e-06,-8.06852720400494e-05,0.000121570326522467,-1.62967840706098e-05,-0.000152623676403909,0.000138490224614756,-2.58231428206399e-06,-7.87578476851537e-06,-9.40055639506045e-06,5.96706599653421e-05,0.000267460546749493,-0.00111441758912079,0.00127977017003071,-0.000518618871088844,3.56925172154767e-05,-1.88143154496e-06,2.46399221516016e-06,-5.90389014164159e-07,12.2121212121212,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,244.242424242424,293.090909090909,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091,573.969696969697,781.575757575758
"65+",3,-8.32727946083918,0.139392337123324,-0.0102143716324362,0.000161083513631185,7.1485996908557e-05,-9.28049370100228e-05,-0.000642161242242549,0.000673035401076526,-7.09601631624492e-05,-0.00010550963335375,2.73642022348718e-05,-1.70352895033112e-05,-9.37810316082117e-05,9.61683921655096e-05,-6.70502836009257e-06,-7.38168807966606e-06,5.05540664490756e-05,0.0002102527280836,-0.000950139178977006,0.00114121494454152,-0.00047044456868699,2.24498334267883e-05,3.99583728243679e-06,-4.48638026804374e-07,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,73.2727272727273,158.757575757576,195.393939393939,207.606060606061,219.818181818182,293.090909090909,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,573.969696969697,781.575757575758,-1
