"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location"
"0-17",1,-8.08114825924961,-0.0444923825255386,0.000466776845370367,-1.94293744433371e-06,8.64999605663731e-07,1.35509830520364e-06,7.72157294898914e-06,-5.46375636311663e-05,-0.00028575045028531,0.00111689414407978,-0.00122774671042209,0.000473369083197708,-3.15579615617673e-05,1.42714136355721e-06,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,158.757575757576,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.4023883885863,-0.0168494690442171,1.25025741290493e-05,4.72814976631115e-07,-4.33656820970446e-07,-2.11617288506125e-06,6.16150462370128e-06,-6.86282018845444e-06,9.78400774340186e-06,-4.14951905993959e-05,0.000111062816017838,4.45276995110648e-05,-0.000991236091394496,0.00215696608015636,-0.00191701332493585,0.000690220041256362,-7.08045066255357e-05,1.07730215149564e-05,0,0,0,0,0,0,0,0,24.4242424242424,207.606060606061,268.666666666667,317.515151515152,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.2061591127342,-0.0150139984208164,0.000120810657203159,-5.0375592980802e-07,1.08998866731778e-07,5.4144715118662e-06,-3.73148432489443e-06,-2.58480817253617e-05,2.57436207317632e-05,-1.51957623605516e-05,-0.000257420867239201,0.000751374811500886,-0.000614848529472732,6.61796292498552e-05,6.87578322347595e-05,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,158.757575757576,195.393939393939,207.606060606061,219.818181818182,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-10.0642915941873,0.0169146724534004,-0.000157416756080113,5.42592860669412e-07,-3.40270489902025e-07,6.91701761524039e-06,8.69505614949457e-05,-0.000241934717890542,0.000159126062247045,-2.76376869225417e-06,-1.03844445537965e-05,7.54138391945971e-06,-3.72523125740006e-05,0.000109333058704118,8.23027218541504e-05,-0.001075951765379,0.00215767599828708,-0.0018224491115079,0.000637955494054603,-6.75906337454424e-05,1.03229771712654e-05,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,244.242424242424,293.090909090909,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1
"0-17",2,-7.84742272663831,-0.0306781219242123,0.000180939466891169,-6.0877721399567e-07,3.30542239194045e-07,1.42898381705712e-06,7.96844189505071e-06,-5.41069643976665e-05,-0.000276767821319353,0.00105422287342657,-0.0011390687408058,0.00043442578450738,-2.91404673586054e-05,1.31885912173142e-06,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,305.30303030303,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-8.27368290960771,-0.0191227634815681,-1.6138660282008e-05,6.86615301559808e-07,-5.69460051665449e-07,-2.73593541344194e-06,7.8049632084761e-06,-8.47946494178976e-06,9.75142517882894e-06,-3.84784754361418e-05,9.39684395222217e-05,-0.000654079867237301,0.00153623901423856,-0.00142456317860394,0.000524368964558432,-5.1729669633358e-05,7.82927084679236e-06,0,0,0,0,0,0,0,0,0,24.4242424242424,207.606060606061,268.666666666667,317.515151515152,378.575757575758,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-9.03310896615256,-0.0182116993854819,0.000141373938339334,-4.88148138368955e-07,-6.07433765977454e-08,3.98245472626616e-05,-2.49738518902518e-05,-8.95185428607466e-05,7.95614017849689e-05,-7.0779892394247e-06,7.59980609907497e-06,-3.18446431861499e-05,8.48026458417915e-05,5.6616746950194e-05,-0.000761123131451497,0.0015387789330126,-0.001311717096054,0.000451390264086801,-3.3291098998186e-05,1.53044624861389e-06,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,317.515151515152,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1
"65+",2,-10.0886333495703,0.0917828192562595,-0.00716217734497447,0.0001006046395138,9.6041443752551e-05,-0.000116218984313516,-0.000492987283009583,0.00065559170014573,-0.000247546981250897,3.07060931261447e-06,6.46554294909171e-05,-2.9813193187197e-05,-0.00018034868297355,0.000162002622332069,-3.63828468464394e-06,-1.21751359306122e-05,-1.05011513351063e-05,6.29175419788187e-05,0.00014287677690577,-0.00107054527029817,0.00182476482183099,-0.00116017287961508,0.000115178683023399,9.62974892748635e-05,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,85.4848484848485,183.181818181818,195.393939393939,207.606060606061,219.818181818182,244.242424242424,280.878787878788,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1
"0-17",3,-8.8837680813481,0.0354980627404396,-0.00229605539357198,2.73097488917644e-05,-9.5136758723872e-06,-3.20900914478542e-05,2.01993104268853e-05,0.00018007278374375,-0.000456390889156792,0.000326986643451588,-2.91004576231815e-05,-0.000135844933426497,0.000112494374812716,-6.18641226254984e-06,9.40875617669609e-06,-4.45463477405246e-05,0.000130066130251131,0.000295093892069483,-0.0014827075070835,0.00200060557190847,-0.00120580095363775,0.0003366874761822,-3.11274290865215e-05,-3.72479793530848e-05,3.27681897378745e-05,-8.56399244870273e-07,12.2121212121212,61.0606060606061,122.121212121212,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,317.515151515152,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,561.757575757576,573.969696969697,781.575757575758
"18-49",3,-7.83520999688172,-0.02931452268913,0.000188833917852881,-2.99365152113786e-07,-3.87935370283963e-07,8.08249463242426e-06,0.000111673013911469,-0.000293098952461214,0.00018827467976256,-4.44379915415599e-06,-1.06979609857316e-05,-1.04193131542185e-05,6.5935685373728e-05,0.000312896653090045,-0.00126035034131705,0.00143362384996993,-0.000591315663584017,5.69690343081137e-05,-8.98423331427262e-06,3.04566261595486e-06,-7.74545993433192e-07,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,244.242424242424,280.878787878788,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,573.969696969697,781.575757575758,-1,-1,-1,-1,-1
