"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location"
"0-17",1,-7.76535018011526,-0.0095024688949337,-0.000347974590794466,3.32126960264505e-06,-9.62193974400901e-06,-8.27948264915781e-05,0.000164102134328319,-7.49931280504891e-05,-6.51597918381596e-06,-0.000214062062117338,0.00049400906537286,-0.000115448807531468,-0.000365953740976232,0.000209226699750037,-1.21111241280762e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.909090909091,122.121212121212,134.333333333333,146.545454545455,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.00977951497542,-0.024963807111618,0.000141498284610988,-1.13975977893587e-07,-2.17252756226948e-07,2.84049385065277e-06,2.03066390389215e-05,-4.17638660610973e-05,2.05271054485989e-05,-4.84826282251e-06,2.47538840702617e-05,-7.11581947493746e-05,0.000402831786450604,-0.0012362315886291,0.00180454382712486,-0.00113782541575842,0.000115689186904752,0.000100702908790533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,170.969696969697,183.181818181818,195.393939393939,219.818181818182,366.363636363636,378.575757575758,390.787878787879,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.81547465142756,0.05220825857186,-0.0040359548273644,1.09617998672857e-05,0.000195185423745389,-0.000222352094530783,-0.000277289078961469,0.000826973776455453,-0.00200027810353113,0.00371509134688118,-0.00360787761539565,0.00166568820581658,-0.000387906730302475,0.000110266170088399,-3.38326799073569e-05,5.36848372043737e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,73.2727272727273,85.4848484848485,97.6969696969697,109.909090909091,122.121212121212,134.333333333333,146.545454545455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-5.47271289471733,-2.75569363434376,0.245539475251947,-0.00700565064029454,0.00734888110034184,-0.000390553748600795,5.50092691871514e-05,-7.68634549381845e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-7.0139535169419,-0.0399731946890735,0.000162867646288842,7.7928249541033e-07,-9.65718181289235e-07,-9.33194820315837e-06,9.96366362385643e-06,5.30273331384584e-06,-3.86869990625132e-05,-0.000268674174100915,0.000880629940823922,-0.000744200399302134,7.63808307187017e-05,8.88190045039186e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,146.545454545455,158.757575757576,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-7.9245104294607,-0.0361681008111337,0.000234146589094911,-2.58292198594002e-07,-3.96654831744185e-07,5.07346403424604e-06,3.3774430195058e-05,-6.95711694481767e-05,3.53735270331704e-05,-3.93139472104049e-06,-6.22846206039734e-06,-0.000217062182679113,0.000517382275456729,-0.000134195056602764,-0.00044999043841302,0.000353083612239337,-6.30695425334253e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,170.969696969697,183.181818181818,195.393939393939,219.818181818182,293.090909090909,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-8.86205881795254,0.00860099093631333,-0.00266105070211233,3.9509307400568e-05,4.28089374116946e-05,-4.72247059441816e-05,-0.000154450351431463,0.000127013285275437,-8.33829733578124e-06,-7.86884454464917e-05,0.000124477761136995,-0.000108827583760143,2.51922519500454e-05,4.39224440061563e-05,-6.19488230655652e-06,-6.01937383473978e-06,3.80789076881233e-05,7.24286165469267e-05,-0.000657164178194016,0.00121978714020363,-0.000827305318469699,8.30829967081263e-05,7.79402863894123e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,293.090909090909,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-9.72742410619017,0.100971554159602,-0.00815818058195823,0.000121774920060348,8.8318724071603e-05,-0.000108674741951094,-0.000531275010989512,0.00063709984929591,-0.000205517706305593,4.88183481768315e-06,-1.03189907182373e-05,-6.48328864198059e-05,0.000112827818886298,-0.000114746849273725,2.55182564589584e-05,5.22010209902957e-05,-8.49884301233235e-06,9.09521206957471e-06,-4.37679815065722e-05,0.000127912795916464,0.000183009974751083,-0.00147122279066903,0.00245281659404284,-0.00154323691594218,0.000179707022548936,0.000102584349883162,4.3926414893512e-06,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,85.4848484848485,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,293.090909090909,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-7.797301648459,-0.0245793428194212,8.47614836520817e-05,1.32458879583668e-07,-7.68200740529587e-06,3.16362643794696e-05,9.83772832037599e-05,-0.000366182439468333,0.000284700102121113,-7.37000554730645e-06,-7.05069817141838e-05,4.06263651021334e-05,0.000343480217102986,-0.000914253518813327,0.000995271747216142,-0.000546928955205385,4.47095457274773e-05,0.000271113183874615,-0.000139216781794633,-0.00055990541011544,0.00130143144412574,-0.00151178316896904,0.0010447227246236,-0.000373403173516023,3.78995824809759e-05,-3.88127118980418e-06,0.00013952382818483,-9.02197335287989e-05,-0.000444886374095277,0.000660158383881683,-0.000260422031769073,5.00791389528551e-06,-4.76534297310093e-06,-1.65706915932454e-05,2.01467864186003e-05,-3.79454504714943e-07,48.8484848484849,61.0606060606061,73.2727272727273,85.4848484848485,97.6969696969697,122.121212121212,146.545454545455,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,244.242424242424,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,378.575757575758,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,549.545454545455,561.757575757576,573.969696969697,781.575757575758
"18-49",3,-7.10204244232988,-0.0339537384591642,0.000249038662056519,-6.68190425868754e-07,-5.63747742135474e-08,2.98671423038106e-05,-1.89415890543951e-05,-6.31717063326217e-05,5.56691626872692e-05,-3.70965296471904e-06,0.000155973811968436,-0.000115396500851865,-0.000680056643717103,0.00126574573777877,-0.000830062746051856,0.000230242094453816,-2.12494117291172e-05,-3.13553875264336e-05,2.85841002491447e-05,-3.7575301728961e-06,1.85257730502334e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,317.515151515152,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,561.757575757576,573.969696969697,720.515151515152,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",3,-7.05162357945159,0.0137040474609693,-0.00286383421442628,4.33955053499872e-05,5.00549554898962e-05,-5.52627834242705e-05,-0.000180202573675704,0.00015217107204969,-4.4801860049376e-06,-3.6240732174525e-05,5.83048569958376e-05,-1.70878632099052e-05,-9.37911957465385e-05,8.81206372526409e-05,-4.84403079904697e-06,-7.49428520534052e-06,5.07080199081197e-05,0.00023926295757925,-0.00101782233121332,0.00120073696585918,-0.000508486653933424,4.70874150356732e-05,-7.12168203574786e-06,3.58614365968324e-06,-7.99821976753049e-07,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,122.121212121212,134.333333333333,158.757575757576,195.393939393939,207.606060606061,219.818181818182,293.090909090909,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
