"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location"
"0-17",1,-7.64756109190476,-0.0370300329540692,0.000315016838458964,-1.45800574019592e-06,1.06113860865613e-06,-7.76974125154247e-06,3.80784880386677e-05,9.99491341356182e-05,-0.000486525811049703,0.000563977203773308,-0.00020954100287168,2.08976159992056e-06,-5.70812076085651e-06,3.36962439581712e-05,-0.000523621732652642,0.00124114141973468,-0.00094224084078507,9.47895027049914e-05,0.000102116388943899,0,0,0,0,0,0,0,0,0,24.4242424242424,85.4848484848485,97.6969696969697,109.909090909091,122.121212121212,134.333333333333,146.545454545455,170.969696969697,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.19206932698427,-0.0300595586626639,0.000234139280302108,-5.94390607477416e-07,-7.39911841838253e-08,5.00202563426883e-05,-3.63601841056129e-05,-0.000162540713135995,0.000234753268187646,-8.4397643627484e-05,8.37520935083538e-06,-4.64859846664452e-05,0.000402846628110098,-0.00140358715654154,0.00221474656303822,-0.00151612260692,0.000196462789229865,0.000182540497028614,-3.95941831238918e-05,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,378.575757575758,390.787878787879,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.88326690036214,-0.0216868541517406,-0.000738532098400325,2.20267200072747e-05,-8.6617299676471e-05,6.87991721137443e-05,-1.58764780280358e-05,0.00014129047122398,-8.67353310383071e-05,-0.000376249416214929,0.000570523354726754,-0.000271842859862348,0.000168666569158419,-0.000114773936115762,-0.000356182968114755,0.000872413336859304,-0.00101538904047648,0.00070280560944161,-0.000234689806417644,1.56404837405503e-05,-4.1755986983885e-05,0.000398752672681683,-0.00136131922834152,0.00211209796666102,-0.00142679209326009,0.00018523486192129,0.00016439346234526,-3.44293535914858e-05,36.6363636363636,48.8484848484849,134.333333333333,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,366.363636363636,390.787878787879,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848
"65+",1,-5.47271289471733,-2.75569363434376,0.245539475251947,-0.00700565064029454,0.00734888110034184,-0.000390553748600795,5.50092691871514e-05,-7.68634549381845e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-7.09973542361693,-0.0374341428298163,0.000146614611397621,3.20290504336344e-08,2.32721999099352e-07,-1.3730380168447e-06,-9.83963175164361e-06,1.14074325937008e-05,6.26514203578111e-06,-4.35542656205271e-05,-0.000289769938911499,0.000955470942970283,-0.000808426307350862,8.28605758167156e-05,9.67276675798257e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,134.333333333333,146.545454545455,158.757575757576,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-8.28406861719046,-0.0340527638497699,0.000215885320783153,-4.15327536397023e-07,-9.99279596764418e-08,4.56383782823619e-05,-3.57952112053955e-05,-0.000154049944501289,0.000231663728848922,-8.62315120201474e-05,6.21190504827965e-06,-3.77943429204039e-05,-0.000224449416090405,0.000740967387860531,-0.000623238288786657,6.34645768680453e-05,7.41526358879128e-05,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-9.26950983498645,0.0325903026477384,-0.00432542325464962,9.66878922838374e-05,-4.89362278631413e-05,-0.000150395419263519,0.000109002038776521,-7.13765488929796e-06,-7.40221938268772e-05,0.000120774600503504,-7.44266489040524e-06,-9.73403782938198e-05,1.75171088729279e-05,4.65944862170346e-05,-2.71070496576235e-05,2.51298442780002e-05,-2.01579377760264e-05,-0.000256224394593779,0.000745519311280919,-0.000602860281135103,6.31976777555279e-05,6.7225823231867e-05,0,0,0,0,0,0,12.2121212121212,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,207.606060606061,219.818181818182,317.515151515152,329.727272727273,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1
"65+",2,-10.3620245872858,0.155175253820392,-0.0102623854654394,0.000140214351743318,0.000115690551538346,-0.000140615700242108,-0.000621978654636409,0.000792786927587693,-0.000290760480652858,4.02773987079486e-06,0.000106059639332844,-0.00019617029228786,3.72704119925962e-05,6.19172611202714e-05,-9.78637930466791e-06,8.59829968125502e-06,-4.05844434662274e-05,0.000116773808463431,0.000143106766915169,-0.00128402776154275,0.0021979838324472,-0.00139220628781625,0.000136897778711379,0.000114857961644925,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,85.4848484848485,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1
"0-17",3,-8.08007815393184,0.0381093452619881,-0.00221605147175424,2.05725324439583e-05,-2.14646240377012e-06,-0.000142855963653942,5.70445432225677e-05,0.000216684539344443,-0.000158335163512208,6.91706877622739e-06,5.49119136318698e-05,-6.40930246420581e-05,3.2639212670972e-06,1.46831667066656e-05,-8.0395264619795e-06,-7.0477560553649e-06,4.49808039775462e-05,0.000219426610296213,-0.000853391242320386,0.00094246149290916,-0.000373010348985079,3.18518829290989e-05,-3.55832604570185e-06,-1.83987753391715e-05,1.91166912544522e-05,-8.91664282742844e-07,0,0,12.2121212121212,85.4848484848485,97.6969696969697,109.909090909091,122.121212121212,183.181818181818,195.393939393939,207.606060606061,256.454545454545,268.666666666667,317.515151515152,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091,561.757575757576,573.969696969697,781.575757575758,-1,-1
"18-49",3,-6.92572879504901,-0.0447692360604339,0.000343168304966135,-5.99287756085996e-07,-5.53276303054921e-07,1.17155558290427e-05,0.000155524301411391,-0.000476924324297457,0.000445546283113895,-0.000134957028423019,2.63621152476557e-06,-2.83751875518906e-06,7.9353941657707e-06,-3.99759773023688e-05,0.000121251951995172,0.000275748829709966,-0.0014523043193086,0.00198460037245307,-0.00116610910246309,0.000307447467730058,-4.52099281518432e-05,7.21073058144382e-06,-4.17123224984996e-07,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,256.454545454545,305.30303030303,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,512.909090909091,781.575757575758,-1,-1,-1,-1,-1
