"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location"
"0-17",1,-7.52499633834563,-0.0133133413572232,-0.000525821227151633,5.21171465977156e-06,-9.35600345680659e-06,7.48131374154523e-06,7.49383934148656e-05,-0.000144200306611819,6.63304180156562e-05,-1.16007858877935e-05,6.11140854289729e-05,-0.000647293499318546,0.0014103376664766,-0.00101453036528709,9.73922805150843e-05,0.000104210299970064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.2727272727273,183.181818181818,195.393939393939,207.606060606061,219.818181818182,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.10541102556062,0.0359789259694529,-0.00362447529306063,6.58960081849149e-05,-2.27986128094333e-05,-4.43719218881031e-05,3.58499360610833e-05,-2.27928719947932e-05,-7.23196093317638e-05,6.39217871079705e-05,-5.86743267861724e-06,-7.63048518252553e-06,4.82703606384417e-05,0.000107518387523585,-0.000822958518850262,0.00147399212796477,-0.000989119298008309,9.96935976180668e-05,9.27489664392411e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,317.515151515152,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-5.47271289471733,-2.75569363434376,0.245539475251947,-0.00700565064029454,0.00734888110034184,-0.000390553748600795,5.50092691871514e-05,-7.68634549381845e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-5.47271289471733,-2.75569363434376,0.245539475251947,-0.00700565064029454,0.00734888110034184,-0.000390553748600795,5.50092691871514e-05,-7.68634549381845e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-6.64387692879861,-0.071706635417205,0.00065163377573666,-2.39671913481251e-06,9.47676755393235e-07,1.68080727497034e-06,4.26872504852419e-06,-3.21939482092495e-05,-0.000228000047564527,0.000755239073411837,-0.000644065675036235,6.64317275164425e-05,7.81055830428222e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,158.757575757576,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-8.07071406675853,-0.0375013552096173,0.000276095447533105,-6.48152190241906e-07,-5.35345015979494e-08,2.69847573498355e-05,-1.76351562922387e-05,-6.19115887087387e-05,5.6786047194995e-05,-5.85926067413618e-06,1.57138565708203e-05,8.02858804086244e-05,-0.000546808674235645,0.00102668359829147,-0.000719873963122464,7.42354803587215e-05,7.21274040605771e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,317.515151515152,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-9.28982979656293,0.0977111681386818,-0.00695366902530216,9.74310081743145e-05,4.69011921591903e-05,-5.72371003142911e-05,-0.000301799371317625,0.000246057799653011,-1.11124787996275e-05,-2.27620567309347e-05,0.000112368124430826,-0.000190759689578138,3.67436616046561e-05,4.86323798857911e-05,-6.78071164077484e-06,-8.14329428906866e-06,5.06254787811675e-05,0.000122032015074525,-0.000863041744786165,0.00148380018080811,-0.000965443678108109,9.6871397291055e-05,8.56429747945925e-05,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,73.2727272727273,85.4848484848485,183.181818181818,195.393939393939,207.606060606061,219.818181818182,317.515151515152,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-10.0596458870637,0.203682697189363,-0.013216232561978,0.000182034177854312,0.000128344941855849,-0.000158136676987261,-0.000769730805933027,0.000973303460973359,-0.000367247254244658,1.57718819235267e-05,-6.65276257767133e-06,1.58549269394046e-05,0.000145988474130583,-0.000373546257462881,0.000224337888144804,-3.05400303074981e-06,-7.90986909533417e-06,8.45339862897369e-06,-4.27823554110168e-05,0.000128534238092825,0.000158467499818412,-0.00149064854731298,0.00259662007524326,-0.0016722486671848,0.000193067372031517,0.000116695658523336,4.53344541619998e-06,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,85.4848484848485,97.6969696969697,170.969696969697,183.181818181818,195.393939393939,207.606060606061,232.030303030303,293.090909090909,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1
"0-17",3,-8.05129261415204,0.0184498940943571,-0.00172755406518394,1.82166728358164e-05,-3.95736487972316e-06,-9.62806867512133e-05,2.36090718515675e-05,0.000114212241759012,-2.07700828152829e-05,-0.000154392046796888,0.000143266827878483,-5.01317612654219e-06,-3.07361580916688e-05,2.70456517437378e-06,1.60319319630018e-05,-7.17807236959692e-06,-7.60697116633381e-06,4.75333983893912e-05,0.000180730659000007,-0.000830734923468349,0.00100553435864907,-0.000418363107691591,1.99548800159981e-05,3.86112709689058e-06,-3.80705505559008e-07,0,0,0,0,0,0,0,0,12.2121212121212,85.4848484848485,97.6969696969697,109.909090909091,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,256.454545454545,268.666666666667,317.515151515152,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-7.43320074948451,-0.0245645159092015,7.89412485257721e-05,2.14076141533596e-07,-2.73386204688175e-07,-7.26733816858507e-05,0.000188261829825654,-7.05529641746365e-05,-0.000160886194516407,0.000120064784350703,-6.13446966547844e-06,0.00020768254957232,-0.00014812387707332,-0.000875386802146416,0.00156855044187499,-0.000956930435464295,0.000228544960918745,-2.34559345455221e-05,1.14488788600851e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,170.969696969697,183.181818181818,195.393939393939,207.606060606061,219.818181818182,317.515151515152,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,525.121212121212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
