"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location"
"0-17",1,-8.14591800921817,-0.0537302297427028,0.000679585586281912,-2.9925496665372e-06,1.16456326259696e-06,2.13060923641359e-06,4.4562368325119e-06,-3.33864397745517e-05,-0.000237319420645132,0.000777362691978507,-0.000657469921782258,6.75603366973423e-05,7.8505489093238e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,134.333333333333,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.35645270200497,-0.0241429573541545,0.000182648289240084,-4.40450980206286e-07,-7.37917663490212e-08,2.57043540366154e-05,-1.77345821941449e-05,-5.72306343728333e-05,5.30777750424631e-05,-5.09351170090381e-06,-7.43348698159156e-06,4.5972202322809e-05,6.8601504357446e-05,-0.000763664438402026,0.00149370515323976,-0.00104077460761039,0.000104334288741483,0.000101084987941806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,317.515151515152,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.13711743808993,-0.0178840291062787,0.000320381484636792,-1.70198745480228e-06,5.42913197292591e-09,3.62935122493631e-05,-2.11533460786135e-05,-0.00011999112762087,0.00014595065377618,-2.15313439779673e-05,-0.000124247969189436,0.000113523574249636,-8.09245362763232e-06,6.37273493114894e-06,-2.68679554857036e-05,6.75919524060683e-05,-0.000548439671345585,0.00118969480437819,-0.000860254437238369,8.45837712736618e-05,8.8295019850392e-05,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,122.121212121212,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,293.090909090909,378.575757575758,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-9.31598810489402,-0.112601726771382,0.00454995820140948,-5.35303844397521e-05,2.12625945595767e-05,3.79635163464913e-05,-3.26203860890436e-06,-3.17596437882217e-05,0.000176693822174949,-6.54317148919929e-05,-0.000300442794452516,0.000233236501109796,-3.78320341530736e-06,-1.32429991400142e-05,-8.47991590408162e-06,5.19174700498463e-05,0.000128186365542232,-0.000887573324666688,0.00150475297514428,-0.000965932767540809,9.65450712801565e-05,8.2913581508651e-05,0,0,0,0,0,0,0,0,0,0,12.2121212121212,48.8484848484849,134.333333333333,146.545454545455,183.181818181818,195.393939393939,207.606060606061,219.818181818182,244.242424242424,293.090909090909,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-7.88658655059209,-0.042535372731364,0.000338819974570378,-1.04124144554304e-06,3.82026630063399e-07,1.06138192918084e-06,-7.22325238259925e-06,-0.000197739470213595,0.000452251646001747,-0.000102757844706985,-0.000332347833240217,0.000188578367366224,-1.10262952764414e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,219.818181818182,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-8.35186212061973,-0.0264785077447398,0.000148807900607115,-8.89231876784013e-08,-2.93819778396305e-07,3.6337974742075e-06,2.19457661375733e-05,-4.6477499409151e-05,2.33553995798598e-05,-3.28649585171315e-06,-5.70922856103686e-06,-0.000199564359325228,0.000491714786320796,-0.000131568048181835,-0.000446227088523899,0.000361273469137057,-6.87271812330917e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,170.969696969697,183.181818181818,195.393939393939,219.818181818182,341.939393939394,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-9.06485422025842,0.0233835145580458,-0.00394682837609927,9.05713991901493e-05,-4.63229841574808e-05,-0.000142060728354725,0.000103920727609665,-7.20330743149626e-06,-7.81007053043917e-05,0.000120820837187442,-1.96834902228668e-05,-0.000163943330789895,0.000158708968503839,-3.00449395172055e-05,-0.000179661594837458,0.000684760073375744,-0.00103291343960064,0.000823133269837876,-0.000300617578920496,2.5827675236914e-05,-5.60047641974769e-05,0.000103427571046939,0.00012960539975602,-0.000865108395796136,0.00142722715236858,-0.000921310615419525,9.21297728465047e-05,8.28743542899833e-05,0,0,0,0,12.2121212121212,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1
"65+",2,-9.99208616941709,0.0966993566675052,-0.00809228054283833,0.000122138434769346,9.36516047493347e-05,-0.000115103252958624,-0.000555481749779415,0.000682462740934572,-0.000226271838585958,5.46360349570916e-06,-1.32505222479549e-05,-8.74866777367537e-05,0.000153701667610215,-0.000146380484391607,3.20960871156596e-05,6.25385752531271e-05,-9.49774068090429e-06,7.50629725083288e-06,-3.49803614356e-05,9.97831119886993e-05,0.000118702772803397,-0.00108552021998124,0.00188032062887622,-0.00120602728726058,0.000119027199088195,0.000102643936426216,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,85.4848484848485,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,293.090909090909,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1
"0-17",3,-9.10253572763379,0.0233030783287493,-0.00133477878028948,6.58048319319829e-06,7.77403328272242e-06,-1.18118065564144e-05,-0.000108117826460397,0.000129967881437065,-6.59611572848544e-05,2.63656792340739e-05,0.000132341161398896,-0.000132699777828962,5.16563208070252e-06,3.01430382683029e-05,-2.07790746187736e-05,0.000144049897392634,-0.000106046674877807,-0.000552087271499995,0.000878832476418644,-0.000370583106348583,4.43513417972042e-06,2.92904088485673e-06,-2.40974299508499e-07,0,0,0,0,0,0,0,0,0,12.2121212121212,73.2727272727273,85.4848484848485,97.6969696969697,146.545454545455,170.969696969697,183.181818181818,195.393939393939,256.454545454545,268.666666666667,293.090909090909,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-8.22652952733621,-0.0159689478633117,2.26968967775736e-05,2.71954654942599e-07,-1.15264176679127e-07,-1.51710882951592e-05,1.14130765367287e-05,0.000148158123861586,-0.000234341358951201,3.4476505695073e-05,6.11590829133994e-05,-6.30603659925546e-06,0.000116270057332276,-8.6269524528266e-05,-0.000447299547454385,0.00070294092791941,-0.000287762859334601,3.05336131540608e-06,-1.97275380241018e-05,2.03937345167549e-05,-1.26978967646822e-06,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,146.545454545455,170.969696969697,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,561.757575757576,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
