"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location"
"0-17",1,-6.97893318547012,-0.0692918136947201,0.000845485541396826,-3.59511363359627e-06,1.36559652275979e-06,2.51500425865392e-06,4.88905006466111e-06,-3.67689014843054e-05,-0.000260170897625892,0.0008616994834036,-0.000734913744822828,7.5817876817219e-05,8.91807368231939e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,134.333333333333,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.58741857826532,-0.0437603638175322,0.000475332547372159,-2.06955351526943e-06,1.9189206493633e-07,0.000118497820365288,-0.000477377424565774,0.000264117075000017,0.00120694217190294,-0.00222491638047695,0.00157070821453534,-0.000570911486525267,0.00012478024245955,-9.96117202505804e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,122.121212121212,134.333333333333,146.545454545455,158.757575757576,170.969696969697,183.181818181818,195.393939393939,207.606060606061,219.818181818182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-5.47271289471733,-2.75569363434376,0.245539475251947,-0.00700565064029454,0.00734888110034184,-0.000390553748600795,5.50092691871514e-05,-7.68634549381845e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-5.47271289471733,-2.75569363434376,0.245539475251947,-0.00700565064029454,0.00734888110034184,-0.000390553748600795,5.50092691871514e-05,-7.68634549381845e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-6.9735989394753,-0.0444438321375589,0.000155208918951859,1.07508235106408e-06,-1.13241373277036e-06,-1.12916182412012e-05,1.17483892032085e-05,5.2079983753021e-06,-3.83746622641943e-05,-0.000266369524382355,0.000883578852312348,-0.000753898338876869,7.77708817651448e-05,9.17216597796094e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,146.545454545455,158.757575757576,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-7.9480474407761,-0.038804607355711,0.000236640270580281,-1.43388906975431e-07,-4.72829694983576e-07,5.98535406045259e-06,3.76494828093636e-05,-8.03929487606168e-05,4.26329859603997e-05,-6.0559931770775e-06,-8.09088340028369e-06,4.53270007727905e-05,-0.000482938476122982,0.00107946081341222,-0.000795726184408341,7.69564133315072e-05,8.58443254782009e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,170.969696969697,183.181818181818,195.393939393939,219.818181818182,293.090909090909,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-8.73524834992921,0.00476083132247243,-0.00296935465256675,4.50703337237453e-05,5.51103184471703e-05,-6.04627967262271e-05,-0.000191220942240582,0.000162099219286727,-9.57894719510002e-06,-0.000116446471804756,0.000183537350843222,-1.31219781341646e-05,-0.000148929089629901,2.66319109483615e-05,8.40949868965474e-05,1.26526401600326e-05,-6.15547862122029e-05,-0.000192775091467718,0.000813136105642751,-0.00123081967010992,0.000981302406292369,-0.000384820027455988,3.72993724185947e-05,-2.59537347262147e-05,8.22766817855775e-05,0.00013745775818066,-0.000879405873851823,0.00147049021718375,-0.000961263716123243,9.67149619686824e-05,8.85232608194036e-05,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,207.606060606061,219.818181818182,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1
"65+",2,-9.58040069191778,0.0769432547788821,-0.00751251352145579,0.000121439529067787,9.2682108320716e-05,-0.000114261107896951,-0.00056719200839853,0.000675859762744381,-0.000202069897812178,5.09123137176486e-06,-1.30037537666281e-05,-0.000122540971189181,0.000200806789078887,-1.38878670973992e-05,-0.000177506080350962,3.26835761530038e-05,0.000103699565837391,1.39279713718624e-05,-6.84600180717059e-05,-0.000234102424619269,0.000917401585460441,-0.00132285252151487,0.00100101656345541,-0.000363914025800935,2.83809170590465e-05,2.82727135741102e-05,-0.000117513321631596,5.27831213719945e-05,0.000868612883831805,-0.00280927854102735,0.0038807260614226,-0.00239244233599555,0.000313548220917574,0.000232749253054535,-5.06722944134079e-05,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,85.4848484848485,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,207.606060606061,219.818181818182,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1
"0-17",3,-7.61404317970261,-0.0170222318550923,-0.00048483790222783,6.07945553317122e-06,-3.29405821441715e-05,1.12080411306468e-05,3.96163826606821e-05,-2.51005847511252e-05,1.51539612984414e-06,-9.12866245235796e-06,5.60424525345124e-05,0.000221167917336544,-0.000971852872540263,0.0011408334624283,-0.00046292421300138,2.22270557219437e-05,3.89834223893169e-06,-3.78927981604475e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.4848484848485,109.909090909091,122.121212121212,146.545454545455,268.666666666667,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-7.17784359098986,-0.033562058129667,0.000211745330562007,-4.70912977956724e-07,-5.56424830806869e-08,2.93038925499278e-05,-1.92742121687226e-05,-6.96881459551239e-05,6.46856963131123e-05,-5.0933877533327e-06,9.83680836174221e-06,-5.0954919245537e-05,0.00015612729220421,0.000308710024375904,-0.00176786326369051,0.00264341370702818,-0.00195573628884707,0.000904305496302879,-0.000292894082847566,5.21252791328051e-05,-9.50108930477591e-06,3.5186830773417e-06,-6.91560923470123e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,512.909090909091,525.121212121212,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
