"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location"
"0-17",1,-7.65253015984003,-0.0310087179592388,0.00022820457843203,-1.23194656829292e-06,1.10519026898025e-06,-8.09134649204821e-06,3.96438967829376e-05,0.00010332645084049,-0.000506098978972578,0.000588964815663885,-0.000220050215776003,2.20143873256297e-06,-6.3102295250151e-06,3.63097223421727e-05,-0.000513351200176767,0.0012029594664352,-0.000908627892055517,9.07778725012097e-05,9.85122044985125e-05,0,0,0,0,0,0,0,0,0,0,24.4242424242424,85.4848484848485,97.6969696969697,109.909090909091,122.121212121212,134.333333333333,146.545454545455,170.969696969697,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.02652283638283,-0.0243880610425419,0.000181243509109042,-8.18829428500472e-07,5.09867324276756e-07,7.87141726443311e-06,-2.87726382513789e-05,2.19570560971359e-05,-5.41594233819496e-06,3.2783184189529e-05,-0.000619297317830194,0.00150909115259619,-0.0011958933991272,0.000147146131151406,0.00015774857668695,-2.69114244973134e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,207.606060606061,219.818181818182,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.76417682306126,0.0183260327609098,-0.00267151357489851,5.66407207238993e-05,-2.72305094689895e-05,-8.54591210019542e-05,5.92921659048392e-05,-4.07216297347751e-06,-4.49850142706716e-05,7.03976749547085e-05,-1.22490227059642e-05,-9.29899802265918e-05,8.88134144059436e-05,-5.33159957354548e-06,-2.59200775368259e-05,2.63226055718668e-05,1.23251949331902e-05,-5.86144842195055e-05,0.000360051578675067,-0.00122862962888657,0.00197939840125911,-0.00138025580513302,0.00017688865825073,0.000173444113644297,-3.78484379390777e-05,0,0,0,0,12.2121212121212,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,280.878787878788,293.090909090909,305.30303030303,378.575757575758,390.787878787879,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1
"65+",1,-10.3229414438436,0.0161068192261353,-0.00301044520512196,7.95451477445475e-05,-4.59894308690062e-05,-0.000134383047169376,0.000109213365109149,-8.12625073204624e-06,-9.57821976737827e-05,0.00014476208667323,-2.95734090261553e-05,-0.000263910266883745,0.000395685219794188,-0.000153112615755389,1.96465327907151e-06,-8.72974256002042e-06,4.96015146903786e-05,8.06939174721919e-05,-0.000798821374571087,0.00146725157094202,-0.000973702675699017,9.67163314726116e-05,8.67396878833054e-05,0,0,0,0,0,0,12.2121212121212,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,232.030303030303,256.454545454545,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1
"0-17",2,-7.15823543110716,-0.0266515783941368,-4.50269360161232e-05,8.10082471758787e-07,3.15591705248096e-07,-2.81979439329114e-06,-2.45790354128078e-05,3.06233020896142e-05,-4.32924992816231e-06,5.66899634531633e-06,-3.67759191869169e-05,-0.000225187638417469,0.000768942491061841,-0.000662630676492625,6.81878341209785e-05,8.18038662966415e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,134.333333333333,146.545454545455,158.757575757576,207.606060606061,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-8.15350992856428,-0.0217319680068146,3.21326656253888e-05,5.09216286677811e-07,-4.62594369241667e-07,-8.69275584343338e-06,9.29149107996592e-06,-1.46592859329413e-05,-0.000236575332423352,0.000715587808310921,-0.000599933419125808,6.48105376453798e-05,7.01503478628094e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,207.606060606061,219.818181818182,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-8.85658122118284,0.0295398196096101,-0.00378490777347195,8.08725231233773e-05,-3.93698739357808e-05,-0.000121776159724081,8.46267499952363e-05,-4.45020382673242e-06,-4.68476351697733e-05,7.0162532706173e-05,-1.25040541904657e-05,-7.68662801270266e-05,7.01771639491525e-05,-4.62699844027536e-06,6.30313997092559e-06,-2.7924970705526e-05,7.05022058216765e-05,-0.00049573763363859,0.00104223086542687,-0.000743813951605569,7.22934064799897e-05,7.67876501647902e-05,0,0,0,0,0,0,0,12.2121212121212,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,293.090909090909,378.575757575758,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1
"65+",2,-9.56064391149941,0.0954366669537329,-0.00721828281057235,9.83826597509972e-05,8.99768358262424e-05,-0.000107332403648475,-0.000424838805614066,0.000507065808214492,-0.000159820625903547,-5.79208691541981e-05,8.18420551067256e-05,-1.74823613997384e-05,-9.37415364021367e-05,9.01524573044055e-05,-7.53490044676018e-06,7.6446379872667e-06,-3.51890172973042e-05,9.93851714670578e-05,0.000113147496477236,-0.00107065487385358,0.00187391783928112,-0.00121161029992512,0.000119763921698985,0.00010489479806121,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,293.090909090909,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1
"0-17",3,-7.91379538497201,0.00403064896756454,-0.000781144876333906,4.15492471656444e-06,4.88626908625769e-06,-6.47875633051441e-06,-5.308916093688e-05,5.26376897439331e-05,6.68142776945822e-06,5.59024538801464e-05,-0.000139983167414157,7.58777294782445e-05,-8.39671569595079e-06,5.19137611453976e-05,0.000200700732498107,-0.000905219588907749,0.00107804679457601,-0.000441938379720854,2.11128167834859e-05,3.75256193525467e-06,-2.43507163042335e-07,0,0,0,0,0,0,0,0,12.2121212121212,73.2727272727273,85.4848484848485,97.6969696969697,183.181818181818,195.393939393939,207.606060606061,219.818181818182,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-7.23636922818477,0.0467284779903401,-0.00388067714833856,6.75358267767073e-05,-2.06850331852478e-05,-4.79571957702734e-05,7.28208326218583e-06,6.44059298446277e-05,-0.000163476796629989,9.71032730115199e-05,-4.87100618435129e-06,8.15438245104724e-06,-4.1006678644208e-05,0.00012370143212316,0.000271216601678845,-0.00143083355776574,0.00196760391287614,-0.00118898094707793,0.000322792545422297,-2.8320871787005e-05,-2.01808200576322e-05,1.70991992195148e-05,-4.45614636145894e-07,0,0,0,0,0,0,12.2121212121212,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,561.757575757576,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1
"50-64",3,-7.17945863092374,0.0232461605131833,-0.00276336952994569,3.94394342856624e-05,4.61317847311932e-05,-5.0467007028079e-05,-0.000158844350382279,0.000131981068735415,-6.33125464523299e-06,-8.15846847616758e-05,0.000116481036924439,-2.11723583862645e-05,-0.000114182191120061,0.000104249055549586,-6.09492766190763e-06,-8.01600441860153e-06,5.4487394567981e-05,0.000244486591083224,-0.00101820495242484,0.00117034073227621,-0.000468609071172635,2.27266413255593e-05,3.87067965438595e-06,-4.77964792909535e-07,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,293.090909090909,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,573.969696969697,781.575757575758,-1,-1,-1,-1,-1
