"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location"
"0-17",1,-7.22025574399037,-0.0625756885140035,0.000692493068696478,-2.80033383427176e-06,9.81776878674277e-07,2.02639203758033e-06,-0.000119523674282345,8.92408673469526e-05,0.000459117670137856,-0.000715520009540222,0.000288873749079437,-2.37291120006351e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,134.333333333333,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-7.87656112156488,-0.0291124830262984,0.000199668461656116,-2.82298762673068e-07,-2.64653257860679e-07,3.20230476443266e-06,1.9131879335273e-05,-3.81596367089852e-05,1.75134201281281e-05,9.59476427339807e-06,-6.42985960532825e-05,-0.000336322737705064,0.00128558349143773,-0.00140249724634754,0.000551125429361439,-5.2176922420755e-05,7.86553536964393e-06,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,170.969696969697,183.181818181818,195.393939393939,219.818181818182,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.65822976412512,0.120811848685565,-0.0238286616140625,0.000930106996218961,-0.00152672432327603,0.00165075195646459,-0.00323351718983668,0.00463774418186879,-0.00359452165282956,0.00130906842312927,-0.00024731790033557,0.00010085750296062,-3.14514809185211e-05,5.00425761139247e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,73.2727272727273,85.4848484848485,97.6969696969697,109.909090909091,122.121212121212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-5.47271289471733,-2.75569363434376,0.245539475251947,-0.00700565064029454,0.00734888110034184,-0.000390553748600795,5.50092691871514e-05,-7.68634549381845e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-6.91469122144636,-0.0494055240441336,0.000319717614821909,-5.4241691901301e-07,-1.05862770498413e-07,2.15915664344792e-06,2.67936171535225e-05,-3.7073187530805e-05,8.48346978431659e-05,-5.01151400729849e-05,-0.000363883803590807,0.000620513833499055,-0.000106002879876989,-0.000375947091592388,0.000204664028578888,-5.27793114008247e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,293.090909090909,305.30303030303,317.515151515152,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-7.88968518157889,-0.0256763789953583,4.4362579050209e-05,7.02112252203805e-07,-6.92028422191217e-07,-1.02710588709934e-05,1.10681443640936e-05,-0.000112665880079654,8.30407583098996e-05,0.000413639635705739,-0.000638692771303562,0.000255973245687714,-2.09459874217649e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,207.606060606061,219.818181818182,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-9.02357050133624,0.0747512494598896,-0.00534233953864083,6.33334474575698e-05,6.54531693679266e-05,-6.97176601811819e-05,-0.000202815531026715,0.000151818599173088,-4.58699776074103e-05,2.55490286969967e-05,0.000236361438799993,-0.00035202395143074,4.46246284553857e-05,9.39627015394929e-05,-2.47013562991696e-05,7.15720334910595e-06,2.39249926833221e-05,-3.42878303847587e-05,1.97111387728644e-05,0.000210943332511382,-0.000377518749932602,0.000165526827758885,-1.43806577224476e-06,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,146.545454545455,170.969696969697,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,317.515151515152,329.727272727273,366.363636363636,427.424242424242,439.636363636364,451.848484848485,464.060606060606,488.484848484848,-1,-1,-1,-1,-1,-1
"65+",2,-9.53431860559049,0.000640821968125732,-0.00190854600903209,3.32045927354231e-05,6.03024194980955e-05,-6.59417010087127e-05,-0.000197835296477214,0.000185839200237521,-1.21426990187864e-05,-0.000158124492004954,0.000228223235282342,-4.61898898291153e-05,-0.000400128094330879,0.000611525462837044,-0.000241381058846005,3.03498244773216e-06,-1.28376488165732e-05,7.21468781795751e-05,8.11045615920997e-05,-0.00104988625650455,0.00218159065065947,-0.00188210875893218,0.000682705199912503,-9.29942679254609e-05,2.10052558746636e-05,-1.08856005044449e-06,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,232.030303030303,256.454545454545,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091,-1,-1,-1
"0-17",3,-7.73148914184185,-0.0564529423457079,0.000681529762699367,-2.84576703053568e-06,9.21484658562377e-07,2.06206763511019e-06,-5.8551448969409e-06,-0.000226365349726749,0.000765091969055794,-0.000290326124444182,-0.00147725158011393,0.00200926959112403,-0.000840624507073506,7.22416250422655e-05,-1.08043671494417e-05,5.30768797742153e-06,-1.11095821933334e-06,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,122.121212121212,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-7.51120750144977,-0.041595151284053,0.000341380992312312,-6.06830719074293e-07,-5.40492802725867e-07,1.13099448297342e-05,0.000143055135636803,-0.000445290564789225,0.000423869793256275,-0.000132563708770854,1.81609632587895e-06,-6.26352180639256e-06,-0.000264574775172206,0.000893117522629896,-0.000379533175912627,-0.00184930750683736,0.00297395349313092,-0.00178421779081491,0.000484327851895777,-8.77347587202542e-05,2.04047423689187e-05,-1.08779675595299e-06,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,256.454545454545,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,512.909090909091,537.333333333333,-1,-1,-1,-1,-1,-1,-1
