"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location"
"0-17",1,-7.86549435200783,-0.0364470428778974,3.70875801651867e-05,1.47837130012159e-06,5.03449230320641e-07,-4.84078137223142e-06,-5.59444198146143e-05,7.09930295187757e-05,-5.58087269652534e-06,-3.49657266428297e-05,2.88764569699949e-05,5.67477825542059e-06,-3.84617981217285e-05,-0.000249359279933268,0.000826735011334159,-0.000701609962071114,7.19667599581596e-05,8.45654564276028e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,109.909090909091,122.121212121212,134.333333333333,195.393939393939,207.606060606061,219.818181818182,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.67356081524833,-0.0317780676851209,0.000229123940735741,-2.60800234504474e-07,-5.00677853740267e-07,6.56277472699621e-06,4.77307720344801e-05,-9.54182919730456e-05,4.68572036215984e-05,-4.90298332053654e-06,5.85059025956848e-06,-3.1007074386006e-05,-0.000158414996707966,0.000545105820776781,-0.000466241861178758,4.75083011130452e-05,5.71477283273983e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,170.969696969697,183.181818181818,195.393939393939,219.818181818182,293.090909090909,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-5.47271289471733,-2.75569363434376,0.245539475251947,-0.00700565064029454,0.00734888110034184,-0.000390553748600795,5.50092691871514e-05,-7.68634549381845e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-10.8382984243417,0.116248462628593,-0.00907305116258273,0.000129851913130643,0.00010372217588473,-0.000126334600523238,-0.000572155493967032,0.00070524340617031,-0.000240876088423519,3.15389664761869e-06,-2.50979666415868e-05,0.000219103872357717,-0.000125818797866277,-0.000567329243799473,0.000787649170969287,-0.00029398888458093,3.41519292566927e-06,-1.09493129867138e-05,6.10351375479715e-05,0.000101938838477982,-0.000974765334015671,0.00174795462319126,-0.00113259914166546,0.000111635284556342,9.52587017796576e-05,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,85.4848484848485,146.545454545455,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,256.454545454545,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1
"0-17",2,-6.85897074266724,-0.0664852048910241,0.000524085848986149,-1.70204858142344e-06,7.27066851444726e-07,1.56959014208787e-06,4.40418693839423e-06,-3.40498437610101e-05,-0.000247468058500586,0.000803587346677055,-0.000677492663445389,6.96845862405417e-05,8.07696899575323e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,219.818181818182,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-8.29301043863168,-0.0493244248821541,0.000444589407078892,-1.76419320907808e-06,6.30023246654384e-07,0.000134743850942172,-0.000285899851647272,8.16197003569378e-05,0.00016747005830123,-9.74762963077973e-05,3.57841641967798e-06,3.98297087019437e-05,-6.74228964505471e-05,1.25235654865877e-05,0.000197258034002096,-0.000256690006887127,2.87696097784819e-05,4.2836537643205e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,354.151515151515,366.363636363636,378.575757575758,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-9.32954332921453,0.0348705036394931,-0.00347748264877576,4.44620722121212e-05,5.40343502592643e-05,-5.74985526945798e-05,-0.000163476024996855,0.000128862509718043,-3.15432540436963e-05,1.76613177147988e-05,0.00017701524249319,-0.000273692569743563,4.05970809887774e-05,7.09420280551179e-05,-7.93383781733774e-06,-1.05922498868724e-05,-0.000185093548952543,0.00057252466169221,-0.000487411610270609,5.31507632169352e-05,5.80054714830414e-05,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,146.545454545455,170.969696969697,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-10.1393471491057,0.167730452647069,-0.0112347459753766,0.00015581608072703,0.000109956054920604,-0.00013453472740089,-0.000633696658394119,0.00075297516498827,-0.000250263617499998,3.9374204150436e-06,-3.30079952258795e-05,2.45563158052388e-05,0.00027041884652336,-0.000484458952672766,8.66294207155399e-05,0.000245251510890916,-0.000108576709392493,-6.56139893521905e-05,2.75338772885929e-05,0.000189507354812111,-0.00019433981385658,3.36697269321111e-05,-8.27987334108601e-05,0.00018406842886632,0.000364440018822063,-0.00186453629405485,0.00273825456693127,-0.00163288299436206,0.000194912376932206,9.76763571913813e-05,5.16232847920531e-06,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,85.4848484848485,146.545454545455,170.969696969697,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848
"0-17",3,-8.13374725872473,0.00899011921306914,-0.0014828342036211,1.7357192229199e-05,-4.16169582792586e-06,-0.00010307723889226,2.59153951155493e-05,0.000130416667200149,-2.40840553586467e-05,-0.000195140587231342,0.000190067978340529,-1.69169360460503e-05,-8.70593499267361e-05,6.76773648329765e-05,-6.62659275300563e-06,4.10955897959554e-05,0.000150188431943559,-0.000715525209449654,0.00086475185983675,-0.000352178288374308,1.57681196895676e-05,2.06685348206018e-06,-3.01934253768847e-07,0,0,0,0,0,0,0,0,12.2121212121212,85.4848484848485,97.6969696969697,109.909090909091,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,598.393939393939,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-7.21429404279773,-0.0378036254497524,0.000339811579626867,-1.04368932076277e-06,-8.41851048632627e-08,4.41126928108921e-05,-2.76425925565859e-05,-8.83389280144448e-05,7.65958181393726e-05,-5.17043840270762e-06,-8.99566988804566e-06,5.97411559726218e-05,0.000266695488508859,-0.00108898321473828,0.00124448041593692,-0.000499443626364209,2.43654842314994e-05,4.50480025301261e-06,-5.91080730701269e-07,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,317.515151515152,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",3,-7.31183060270628,0.0119704562581929,-0.00248742934143737,3.80900570702436e-05,5.06961563811995e-05,-5.50683202878107e-05,-0.000167133319546561,0.000141044701074236,-2.83912556036491e-06,-3.09831964431166e-05,0.000198342587673455,-0.00010041608905539,-0.000475635127763831,0.000628990125565725,-0.000227392723869458,2.51437600658735e-06,-8.47861053658128e-06,5.03633650509647e-05,0.000194124492605737,-0.000849250647205994,0.00098458326009992,-0.000392148393449027,1.86001147488429e-05,2.45581552949808e-06,-3.16681764244014e-07,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,256.454545454545,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1
"65+",3,-7.58821497113081,-0.0593693480532094,0.0077612954347622,-0.000275622420547738,0.000274511838526531,0.00051982659767508,-0.00136199314757945,0.00124970431780676,-0.00043736189168827,3.77179197209827e-05,-3.53301666757535e-06,-2.64930413270341e-05,1.44400913577268e-05,0.000195899852436807,-0.000302620434122607,3.87876272194775e-05,8.75240184198327e-05,-2.36293342742792e-06,-1.56565331378574e-05,1.06872488337974e-05,-7.18196993042528e-06,-9.97105516777972e-05,0.000180614429945546,-7.41342412143818e-05,-3.39818007532182e-05,3.31452773258705e-05,-3.65506008941602e-06,1.70654121778462e-06,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,73.2727272727273,97.6969696969697,146.545454545455,170.969696969697,183.181818181818,195.393939393939,207.606060606061,219.818181818182,280.878787878788,293.090909090909,329.727272727273,439.636363636364,451.848484848485,464.060606060606,476.272727272727,561.757575757576,573.969696969697,696.090909090909,781.575757575758,-1,-1,-1
