"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_37coef","knot_38coef","knot_39coef","knot_40coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location","knot_37_location","knot_38_location","knot_39_location","knot_40_location"
"0-17",1,-8.10370840880722,-0.00553185108991878,-0.00039064833076035,3.34934874187747e-06,-5.62567474992034e-06,-5.05258929909308e-05,6.1473069543354e-05,-1.43127644621528e-05,1.06841851889614e-05,-0.00012516673122435,0.00016462374754613,0.000677019033812414,-0.00185520525724829,0.00169122612304208,-0.000630690626599095,9.5918328487315e-05,-2.81892796471886e-05,2.68647948010417e-05,-9.20719708483366e-05,-0.000254683241611255,0.00115012258741168,-0.00129970208824829,0.000506062744130901,-3.2636457688466e-05,1.46480629757977e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.909090909091,122.121212121212,134.333333333333,207.606060606061,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,366.363636363636,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.32449186005757,-0.0247063738110838,0.000174606278098496,-4.620717481179e-07,-1.02000411044157e-08,3.73793104508158e-05,-2.25487427486286e-05,-0.000106940830982272,0.000106151614062126,-0.000147242152495155,0.000130150098199517,0.000621517113840023,-0.00151662066692049,0.00135973704821218,-0.000514752968847952,4.8738999223092e-05,-3.51386989282717e-05,0.000110890059323654,7.45236459712165e-05,-0.00103022571539564,0.0021818790280505,-0.00193459208688849,0.000698371470893162,-7.17050965876689e-05,1.09119523640639e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.30335205672268,0.0690826259419332,-0.00633706131381532,9.75390523411912e-05,3.89227306947386e-05,-5.06009850209482e-05,-0.000354085760987596,0.000360902206479235,-3.96202566305291e-05,-6.71001742342328e-05,8.36925404749243e-05,-3.92663614357591e-05,-0.000190971147080265,0.000219958506338667,-3.52472108481958e-05,-0.000353660041035965,0.000634674254998638,-0.000391290303663169,4.08960142695003e-05,0.000322854159851751,-0.000588440769403986,0.00023108589061927,0.000843859321410089,-0.00174019910480523,0.00146636472395923,-0.000546262209720374,5.07566895920685e-05,-3.19064527440833e-05,9.61312728386092e-05,4.99816560820288e-05,-0.000826980593835957,0.00179300305998207,-0.00160031333031963,0.000564008686741032,-4.0530404082028e-05,1.85509803892802e-06,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,73.2727272727273,122.121212121212,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,232.030303030303,244.242424242424,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-5.47271289471733,-2.75569363434376,0.245539475251947,-0.00700565064029454,0.00734888110034184,-0.000390553748600795,5.50092691871514e-05,-7.68634549381845e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-7.32274457746698,-0.044788660005559,0.000301362296078309,-3.43747552831909e-07,-3.03097288325433e-07,5.76247116468239e-06,-0.000156078725865745,0.000189768894132249,0.000847437611493907,-0.00223635033245041,0.00198526740043291,-0.000693814369356926,6.22381618211381e-05,-2.5135513229394e-05,5.87243931778183e-05,-0.000116702611095032,-0.000243833797372205,0.00113678807671818,-0.00127797797585099,0.000494888329813919,-3.17620891287214e-05,1.42352805644777e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-8.38899625108479,-0.0282597512616011,0.000169583766821392,-3.41506223534411e-07,-6.63862217379851e-08,3.54877790296605e-05,-2.45823763441545e-05,-9.95437305059717e-05,0.000103383803685538,8.86074044921997e-06,-0.000211944885016588,0.000209896670652895,0.000792336936540909,-0.0021519977729662,0.00228767704816156,-0.00130419270729557,0.000409502785378725,-5.03945553014234e-05,3.15208801072658e-05,-9.72195145679783e-05,-0.00028613435534004,0.00110433560123073,-0.00116853129572948,0.000439736243735876,-2.91019042103986e-05,1.31202538339698e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,366.363636363636,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-9.12674467084456,-0.0654401387601701,0.00217239320629611,-2.45554352535218e-05,1.1028763636995e-05,1.38738398697604e-05,5.55155312759806e-05,-3.33708327807726e-05,-0.000161155113874171,0.000157655872828874,-0.000175759046313992,0.000153109776597066,0.000707959019428408,-0.00174632691482937,0.00159624741585719,-0.00061917363100824,5.55007682341747e-05,-3.36137612925689e-05,0.000101114737163226,0.000117646620564239,-0.00091398000276582,0.00172118792817611,-0.00144559072691878,0.000497951320950568,-3.69608814869593e-05,1.70151867532997e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,48.8484848484849,183.181818181818,195.393939393939,207.606060606061,219.818181818182,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-10.106639392802,0.0717988362562815,-0.00638900984868716,9.83332828506592e-05,7.90149816732922e-05,-9.69758852275358e-05,-0.000462600799599416,0.000574169370323917,-0.000190933140665579,4.34667238856346e-06,-9.01367844042058e-06,-7.54227522298505e-05,0.000139686674095347,-1.18738181995411e-05,-0.000145902573257121,2.27035665168103e-05,9.66184560899668e-05,-0.000177750144942097,0.000145088039006574,0.000647748070133806,-0.00154156776222306,0.00135170980610047,-0.000471826704403436,2.62586570844101e-05,-5.44546583171099e-05,0.000149491493980367,0.000183044626356399,-0.00155251075980842,0.00273392035950112,-0.00186849393350863,0.000238491054969966,0.000222089435120959,-5.34079299277653e-05,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,85.4848484848485,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,207.606060606061,219.818181818182,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,366.363636363636,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-7.98517964951538,0.00669996795679141,-0.00104802942789488,5.50663347331151e-06,7.057511252486e-06,-1.0827473247323e-05,-0.000100413547461094,0.000120657954771489,-5.39492750759646e-05,5.1525613284969e-05,0.000392424927446176,-0.00115055307446411,0.00129015517492013,-0.000701536034233394,6.62783761044755e-05,0.000426443278416057,-0.000818572442489578,0.000461612644568991,0.00158546078691583,-0.00405587790732795,0.00415414538229129,-0.00224669224352741,0.000692633594696342,-0.000137973071753828,3.27308675279546e-05,3.16955839297607e-05,-0.000138430759190408,-6.25736610321067e-05,0.00126015400717515,-0.00304547928355391,0.0035506487480707,-0.00240111065732493,0.00108449651853231,-0.000341581259167638,6.02241106688046e-05,-1.00549683076816e-05,2.82178420387708e-06,-1.25929210519099e-06,0,0,0,0,0,0,12.2121212121212,73.2727272727273,85.4848484848485,97.6969696969697,146.545454545455,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,244.242424242424,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,366.363636363636,378.575757575758,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,512.909090909091,525.121212121212,622.818181818182,781.575757575758,-1,-1,-1,-1,-1,-1
"18-49",3,-7.40225245188148,-0.0332552228779205,0.000271283005788978,-8.24367118712556e-07,-3.40673517706566e-08,4.36878026823836e-05,-2.66048461178812e-05,-0.00010569425656139,9.97753397406076e-05,8.92473621533266e-06,-0.000207918139507406,0.000209594365241273,0.000876869360765346,-0.00222705600221318,0.00198125972825344,-0.000716321005040118,6.23469846420048e-05,-2.3362400574331e-05,5.1355976245257e-05,-9.01867965103743e-05,0.000176055475461823,0.000372368419969126,-0.00176414554566349,0.00224951461558081,-0.00122770863026108,0.000302015752957144,-5.61118988572034e-05,1.09109059317372e-05,1.7002283968493e-06,-1.76839478734934e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,512.909090909091,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",3,-7.7813870441269,0.0681939952963138,-0.00580661006465833,8.88870317682884e-05,5.75085255516976e-05,-6.99476122006795e-05,-0.00035157892215933,0.000337143297360323,-2.03238729226497e-05,-7.97860062501456e-05,0.000155657866017236,-6.16999821957935e-05,-0.000274348642310477,0.000289416493562086,-3.85437178577665e-05,-0.000371225684519686,0.000620775588374411,-0.000359913765721501,3.12271902591342e-05,0.000385160014798031,-0.000868300274940831,0.000493450044956456,0.0016705654043287,-0.00418570028062758,0.00440723210017953,-0.00272669782625762,0.00120840784632589,-0.000433678339424885,0.000143516767167487,-8.75232444323108e-05,7.63066550330698e-05,-0.000117455501145339,0.000973790540792541,-0.00250830500695672,0.00287315879896247,-0.00175750684302127,0.00060245648871311,-0.00011372143112455,3.26593907500671e-05,-2.61108635054657e-05,-0.000132366961736285,0.000222642077876094,-8.39587412196386e-05,-3.02764469680054e-06,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,73.2727272727273,85.4848484848485,122.121212121212,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,232.030303030303,244.242424242424,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,366.363636363636,378.575757575758,390.787878787879,403,415.212121212121,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,512.909090909091,549.545454545455,561.757575757576,573.969696969697,586.181818181818,732.727272727273
"65+",3,-8.19876970673418,0.130299817547582,-0.00920580187129261,0.000147436916595475,6.68178359787501e-05,-8.68033152076746e-05,-0.000602011374680961,0.000636102281086483,-6.7634321510927e-05,-9.93808175381769e-05,3.06289913498997e-05,-1.92007700556697e-05,-0.00013251565649535,0.000146289572997988,9.02893770274176e-06,-0.000279178480372074,0.000260561633229692,0.00114601149497377,-0.00283889386135612,0.00251547248322532,-0.000942935146823192,0.000137204015588629,-3.70826841812757e-05,2.01004273047783e-05,-5.22699432309366e-05,0.000112702196336583,0.000244525830746343,-0.00108740428707452,0.00124071616231336,-0.000495354225037215,2.3600721498235e-05,4.20900042119071e-06,-5.13747301230016e-07,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,73.2727272727273,158.757575757576,195.393939393939,207.606060606061,219.818181818182,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,366.363636363636,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
