"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location"
"0-17",1,-8.63689714887262,-0.0379373004661788,0.000413423824421742,-1.7017368612846e-06,8.02603303226692e-07,1.52289142062385e-06,-8.34289166960539e-06,1.53316555863735e-05,0.000148558533925782,-0.000287511689010651,0.000132432239693025,-1.09581441138338e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,195.393939393939,366.363636363636,427.424242424242,439.636363636364,451.848484848485,464.060606060606,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.77177505159798,-0.0172211458852351,9.30785240006716e-05,-3.4467119350127e-08,-3.04854714993159e-07,6.23277359529281e-06,8.07783101922429e-05,-0.000217389154998484,0.000140635424699469,-2.65904463632813e-06,-7.23701045761892e-06,7.68039765911046e-06,-4.67795569845094e-05,-0.000207050383527053,0.000845024491487541,-0.000943043694481176,0.000367193650871432,-2.41249920085383e-05,1.08741891798434e-06,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,244.242424242424,280.878787878788,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.1806977580508,-0.0801348013439444,0.00184017972888126,-3.5477290756053e-06,-1.56030052100116e-05,5.2851878803207e-06,1.65426321750848e-05,-3.56190719444182e-06,-3.05094179508154e-05,3.33508483230495e-05,-4.04530555978331e-05,3.27812232533194e-05,0.000228116154084493,-0.0003767669947945,0.000155630867185028,-1.28755080027441e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,61.0606060606061,195.393939393939,207.606060606061,219.818181818182,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-10.0199079411408,-0.129839307119631,0.00599759059472753,-7.71361157854616e-05,3.554093029472e-05,5.02934982087573e-05,-2.75115252214666e-05,1.69507064199636e-05,0.000185988775677,-0.000304692193469514,4.29301738514367e-05,8.73384993145638e-05,-1.13181975321966e-05,9.25160551101455e-06,-4.28145096749093e-05,0.000120883289021282,0.000109955202586372,-0.00119313246059626,0.00227231951769376,-0.0018511529758116,0.000634590354809374,-6.88100100002314e-05,1.05358122293736e-05,0,0,0,0,0,0,0,12.2121212121212,48.8484848484849,134.333333333333,170.969696969697,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-8.07934230219258,-0.0389370500970148,0.000277887698756579,-9.33885422311662e-07,4.63038962450699e-07,3.15219003111958e-06,-1.58870322320403e-05,1.86110971471558e-05,0.000157916381252892,-0.000292171365742117,0.000129899031079592,-1.05902210611754e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,305.30303030303,378.575757575758,427.424242424242,439.636363636364,451.848484848485,464.060606060606,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-8.78958667309522,-0.01236329418039,-6.92578204282884e-05,1.07359786190435e-06,-8.84214572973704e-07,-2.7268338460405e-06,4.4507603384162e-06,-4.09919853169957e-05,3.54574600043276e-05,0.000232434600848139,-0.00038985169269805,0.000162350129439097,-1.31749499667403e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,207.606060606061,268.666666666667,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-9.65200129363058,-0.00923843655199291,0.000164373587637637,-1.19505835587981e-06,5.30761594136361e-07,0.000103454684385044,-0.000186732037511531,3.93858561923314e-05,5.07060516161221e-05,-5.84595249660151e-06,-4.76956082339847e-07,3.03005978159718e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,280.878787878788,451.848484848485,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-10.9157852282897,0.103235401415714,-0.00618053736078189,8.49457592708632e-05,5.08482950576988e-05,-5.98750283319441e-05,-0.000267587661745398,0.000207007729169175,-2.10044651680057e-06,-2.62175297511987e-06,-3.72706645913678e-05,0.000277701956200187,-0.00013485764325909,-0.000787295271956401,0.00107767010863217,-0.000447962764587981,5.61543606231835e-05,-1.67682489007969e-05,2.73100180848979e-06,6.40033525984185e-06,-3.47201342171851e-05,0.000107194594761747,7.56968984592487e-05,-0.00112085027798337,0.00224560573111174,-0.00186836291115498,0.000660416617888534,-9.17594163714058e-05,2.07633984084217e-05,-1.07682475013853e-06,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,73.2727272727273,122.121212121212,134.333333333333,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,244.242424242424,256.454545454545,268.666666666667,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091
"0-17",3,-8.34105808268025,-0.07138959377497,0.000865389665734631,-2.42324703520667e-06,-5.63000038008452e-07,1.16906580383902e-05,0.000169604241440907,-0.000380830874763336,0.000209220340323228,-2.84464223845407e-06,-1.90975807329943e-05,0.000337787016967857,-0.000198749930896884,-0.00113117463597889,0.00170385719369807,-0.000754489312159638,6.17863643491553e-05,-8.82281727922129e-06,5.94619925864156e-06,-1.06498079163081e-06,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,244.242424242424,366.363636363636,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-8.33391633051549,-0.0244925330707119,0.000174208293322742,-5.02857837948317e-07,-6.2241801081455e-08,4.09443151494858e-05,-2.54687675876346e-05,-9.05652721819496e-05,7.87779337620887e-05,-1.28631076314603e-05,1.98827434073801e-05,-7.90792373661052e-05,0.000214704142735023,0.000527785648876934,-0.00245927252703114,0.00320693858601056,-0.00186409468166436,0.000526364974573855,-0.000112683232282899,3.5332167521345e-05,-5.94373785066223e-06,4.68728102947789e-08,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,366.363636363636,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,512.909090909091,525.121212121212,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1
