"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_37coef","knot_38coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location","knot_37_location","knot_38_location"
"0-17",1,-8.25709951029695,-0.0185945139135161,0.00012421016450048,-3.597597177027e-07,4.86692987285477e-07,-4.07073618040034e-06,-2.56452303214423e-05,4.15603090981497e-05,-1.89218855004946e-05,7.36167078034813e-06,3.18093339083901e-06,-2.59313747793607e-05,0.000258904070059457,-0.0011188482802698,0.00215169807001442,-0.00191138142953213,0.00071765117403815,-9.62674478311452e-05,2.17208063201768e-05,-1.12493199763932e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,134.333333333333,146.545454545455,158.757575757576,207.606060606061,244.242424242424,378.575757575758,390.787878787879,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.0166522136894,-0.0122979209905185,2.39049671219863e-05,1.88953576272247e-07,-2.37853782979492e-07,7.79749704019107e-06,-4.9573790073828e-05,4.37572233210488e-05,0.000331054871260077,-0.00156100498227378,0.00290097376493662,-0.00249258694723835,0.000917489202467177,-0.000124509697398791,2.81170345824785e-05,-1.45644373644404e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.7794910926804,-0.0115842283844828,-0.000519250931760524,1.48037446064285e-05,-6.07787211413083e-05,4.96104566545862e-05,-2.93064533812224e-05,1.89313781983891e-05,0.000217156682351644,-0.00040164042530344,9.57593929822681e-05,0.000342879070787834,-0.000443830620684477,0.000233872654150782,-4.34629596029925e-05,-0.000219216212041294,0.000681471107917868,-0.000896222119568033,0.00062879034069222,-0.000192947441753212,2.84498107829022e-05,-8.40808952718384e-05,0.000496067858255237,-0.00163296778158334,0.0027071578682394,-0.00223688196459699,0.000815652153432157,-0.000113674653350438,2.57484726398442e-05,-1.33523817065374e-06,0,0,0,0,0,0,0,0,0,0,0,0,36.6363636363636,48.8484848484849,146.545454545455,170.969696969697,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,244.242424242424,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,378.575757575758,390.787878787879,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-5.47271289471733,-2.75569363434376,0.245539475251947,-0.00700565064029454,0.00734888110034184,-0.000390553748600795,5.50092691871514e-05,-7.68634549381845e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-7.77147922666819,-0.0341824969904422,0.000276192168710421,-9.4086632607713e-07,3.24755636905724e-07,1.18660869057668e-06,-1.24352192291679e-06,9.78826054094091e-06,-5.6437270235793e-05,-0.000232196240314729,0.000978796556238588,-0.00110328594368276,0.000430896991741646,-2.81520526792398e-05,1.26758248087299e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,195.393939393939,317.515151515152,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-8.37920731727162,-0.0117927214543692,1.65168877159235e-05,1.97670147187643e-07,-2.33118687859333e-07,8.56737731757399e-06,-5.98339788810825e-05,-0.000302836379827605,0.00121314442121797,-0.00135114584621567,0.000525349689537353,-3.47643373745493e-05,1.56954715933773e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-8.99012478090226,0.0132386316992573,-0.00284231602970169,6.74463902240008e-05,-3.57884880246254e-05,-0.00010707086530118,8.05758257606553e-05,-5.06401982307571e-06,-6.37129776899285e-05,9.80324230281325e-05,-2.92256815645471e-05,-0.0002408301444364,0.000602175364434625,-0.000672764609311478,0.000398036930066421,-7.96967649462286e-05,7.25579436634744e-05,-0.000109913374788462,-0.000274747973408175,0.000868460338436015,-0.00105540438620598,0.000682702816600128,-0.000213375813241287,1.58336009615029e-05,1.04259697550858e-05,-5.90529541828166e-05,-0.000228042846537629,0.000978947514419781,-0.00110469517959333,0.000431022054797075,-2.80887470606037e-05,1.26386295010568e-06,0,0,0,0,0,0,0,0,0,0,12.2121212121212,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,232.030303030303,244.242424242424,256.454545454545,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-9.96554060494541,0.0850362132883515,-0.00687852200992806,0.000103031833200731,8.20150347176643e-05,-0.000100621992677734,-0.00047881299384644,0.000594350038487575,-0.000197887095477486,4.40414008226337e-06,-8.72187545959202e-06,-9.31687797969898e-05,0.00015844407323837,-2.42407637145333e-05,-0.00011251440367128,9.23953646850625e-05,-2.99988225751994e-05,-0.00022153714316543,0.000764468144678171,-0.00107482540367167,0.000808436660842491,-0.000298701703525151,3.49011735770306e-05,-4.60469327365423e-05,0.000583027413603544,-0.00198444505896327,0.00310190583224133,-0.0024053449515488,0.000855451969641186,-0.000142195677049956,4.34129036209545e-05,-7.18474067275302e-06,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,85.4848484848485,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,219.818181818182,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,390.787878787879,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-9.09879299721475,0.0222725669629607,-0.00116119670450783,5.26501102036956e-06,7.3610935925563e-06,-1.12726900686699e-05,-0.00010264734388069,0.000129319137845223,-0.000111290893769958,2.55541785621894e-05,0.000141871156674271,-5.10395744536273e-05,-0.000344557227360274,0.000718997712703695,-0.000668142744701475,0.000278710465909169,-7.198549631417e-06,-1.1449790819418e-05,8.0752684362102e-06,-4.44013021211891e-05,0.000141012600506684,0.00028993346497728,-0.00163647648257283,0.00242981828328928,-0.00177721614721542,0.000804584201681722,-0.000252209128665959,4.33553863389683e-05,-7.33033655927468e-06,1.75639084782598e-06,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,73.2727272727273,85.4848484848485,97.6969696969697,146.545454545455,158.757575757576,170.969696969697,195.393939393939,207.606060606061,219.818181818182,232.030303030303,244.242424242424,268.666666666667,293.090909090909,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,512.909090909091,525.121212121212,610.606060606061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-7.8742693867599,-0.0249640068442605,0.000221826131567177,-7.67729888889359e-07,-1.57541139259072e-08,2.84833437773822e-05,-1.59747914278708e-05,-5.65963059206487e-05,4.64254811903753e-05,-3.61589464049404e-06,1.02170422398719e-05,-4.81778955692525e-05,0.00014165358896313,0.000342206360805826,-0.00168193953166153,0.00221449879006638,-0.00125771478588251,0.00032279350515986,-4.91882636198202e-05,7.87254847471658e-06,-5.66307621179346e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,341.939393939394,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,512.909090909091,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
