"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location"
"0-17",1,-8.67437885311596,-0.0200879578391942,7.86967447043991e-05,-9.96875797145141e-09,4.92793264197391e-07,-4.18650096515712e-06,-2.96727364888904e-05,4.38253628007174e-05,-1.32368175026158e-05,3.32737245603793e-06,-1.34827479727441e-05,-0.000202955066596964,0.00061529384483696,-0.000514104133560194,5.50424868434897e-05,5.96722949913598e-05,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,134.333333333333,146.545454545455,158.757575757576,207.606060606061,268.666666666667,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.47411739711266,-0.0204198928899454,0.00013593476577673,-4.10463159684079e-07,1.52509087836664e-07,8.29069080527782e-07,-8.25578342819017e-06,-0.000233862872003548,0.000553748448609135,-0.00014045711924051,-0.000477953936971933,0.000373371736987006,-6.71787299221308e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,268.666666666667,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.07037312620611,-0.0354805695773098,0.000697993374203726,-4.02378855555164e-06,2.3481137976939e-07,1.94548490352695e-05,-8.38780801733385e-06,-4.74955642182246e-05,7.46310933398267e-05,-1.99660551012117e-05,-0.000114851287809583,0.000108019409950061,-1.28127796093848e-05,8.04821017674663e-06,-1.16914953480935e-05,-0.000239528366752245,0.000550821882479322,-0.00012395583573668,-0.000494227018697778,0.000396051399672188,-8.12753660505559e-05,9.36270078500084e-07,0,0,0,0,0,0,24.4242424242424,97.6969696969697,122.121212121212,134.333333333333,158.757575757576,195.393939393939,207.606060606061,219.818181818182,293.090909090909,329.727272727273,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091,-1,-1,-1,-1,-1,-1
"65+",1,-9.82888838129053,0.0628711879651341,-0.00602504867798027,9.18899998003736e-05,6.86859073377762e-05,-8.45142288180706e-05,-0.000412398922185153,0.000499227858897716,-0.000160100888466869,3.89668310063993e-06,-1.04959742548292e-05,-0.000106784308210696,0.000168008680327867,-2.98721626618123e-05,-0.000214774281893392,0.000206919719307771,-6.71615044294313e-06,-5.04345766553921e-05,3.8729051301262e-05,-1.38241861722111e-05,7.23064936472321e-05,8.38640902274872e-05,-0.000987781886489777,0.00195145171353164,-0.00160009595871175,0.000531569626999871,-4.06374143282701e-05,1.87952690025865e-06,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,85.4848484848485,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,280.878787878788,293.090909090909,305.30303030303,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697
"0-17",2,-7.93957016524679,-0.0525289815052741,0.000538553208150723,-2.1716645764942e-06,7.58092861384447e-07,1.57910631362916e-06,-3.95468141961334e-06,-0.000131244173319442,0.000305353081700097,-8.43737585061312e-05,-0.000205483157668938,0.000119580727624512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,134.333333333333,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-8.37675490912281,-0.0257960621441602,0.00015730920504552,-4.35832254062089e-07,1.54068453981375e-07,8.0415228600775e-07,-4.77181502474887e-06,-0.000144449760899905,0.000332366960292805,-9.05075672683687e-05,-0.00022098767566508,0.000127874028476565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,280.878787878788,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-9.27256776438193,0.0349019634849854,-0.00367553290916446,7.66804883284047e-05,-3.69777300066053e-05,-0.000116156034232467,8.16781261249806e-05,-6.58862401393647e-06,-8.16382840766995e-05,0.000124893305108079,-2.2863511651352e-05,-0.000135671471010369,0.000125018644512608,-1.31557776721668e-05,6.74072686146152e-06,-1.58238067460246e-05,-0.000197324066352243,0.000590646079463707,-0.000487065811494064,5.13314134061158e-05,5.6294894179451e-05,0,0,0,0,0,0,0,12.2121212121212,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,293.090909090909,329.727272727273,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1
"65+",2,-9.94060260131701,0.0827403051302905,-0.00687227600964957,0.000109840162827667,4.62857790727226e-05,-6.00874580999831e-05,-0.000418214843621135,0.000416536116328912,-4.17760234691771e-05,-4.92461232632211e-05,-6.75922917467503e-06,-7.90026805666305e-05,0.000126608336458817,-1.80239693117612e-05,-0.000164506353277813,0.000149742818286772,-2.7568138893194e-06,-1.02456533797085e-05,-8.83384516914146e-06,4.3477502591984e-05,-0.000110779042062768,0.000209577530540895,-0.000922035710448251,0.00165413713482739,-0.00105149001283647,9.41336971044522e-05,9.34581033539283e-05,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,73.2727272727273,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,244.242424242424,293.090909090909,366.363636363636,378.575757575758,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1
"0-17",3,-9.48685735436456,-0.00995264003195587,-0.000245263216856253,2.82648266470519e-06,-8.44958798484412e-06,3.04122054761917e-05,-7.97288405004335e-05,5.55784930621688e-05,0.000108823430034471,-9.35830969389191e-05,-0.000411654886506854,0.000672364028024446,-0.000277853800006222,0.000105290036165861,-0.000199750839490361,-0.000482213033334515,0.00228505646409409,-0.00390341229063551,0.0041703145612338,-0.00381464436050631,0.00476235993469247,-0.0118280929412347,0,0,0,0,0,0,85.4848484848485,170.969696969697,207.606060606061,219.818181818182,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,696.090909090909,708.30303030303,720.515151515152,732.727272727273,744.939393939394,757.151515151515,769.363636363636,781.575757575758,793.787878787879,-1,-1,-1,-1,-1,-1
"18-49",3,-8.53466835214503,-0.0224357407378639,0.000167079656262265,-4.99967558291201e-07,1.21037671529491e-07,-6.2969782196281e-06,1.53337712696262e-05,0.000142850347050157,-0.000333070435155297,0.00019165538018078,-3.23886097370572e-06,-7.91837566696496e-06,0.000164084640545834,-0.000119898755940863,-0.000721855449618887,0.00134622735565059,-0.000891406847617525,0.000252562017525629,-2.36915452408319e-05,-4.00401226532355e-05,3.76130918688528e-05,-3.88168973241479e-06,1.49683816219452e-06,0,0,0,0,0,24.4242424242424,146.545454545455,183.181818181818,195.393939393939,207.606060606061,219.818181818182,244.242424242424,293.090909090909,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,561.757575757576,573.969696969697,683.878787878788,781.575757575758,-1,-1,-1,-1,-1
