"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location"
"0-17",1,-7.60710307714717,-0.0507473811401109,0.0006241871025083,-2.71478910591535e-06,1.05750938109654e-06,1.89233609902128e-06,4.89942442912485e-06,-3.62684954489565e-05,-0.000252986952768058,0.000840494144267351,-0.000717736648989091,7.4059277145287e-05,8.73411080677153e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,134.333333333333,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-7.97642307956629,-0.0263528400770961,0.000190957326507115,-2.73003849320392e-07,-3.56334000496315e-07,5.23802453402788e-06,4.79813007644314e-05,-0.000100448810496818,7.09689258759997e-05,-0.000171552131953127,0.000345526308061497,-0.000161667911521533,-0.000445957836112168,0.00105929606925194,-0.00120897752382214,0.000802636248519584,-0.000257100994161786,2.14419079679211e-05,-6.26954348591614e-05,0.000545471820770654,-0.00168978899722584,0.002480169888167,-0.00164941419864401,0.000217827450202195,0.000199283010910575,-4.76252786720093e-05,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,170.969696969697,183.181818181818,195.393939393939,219.818181818182,256.454545454545,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,366.363636363636,390.787878787879,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.46911179561259,0.510356148244063,-0.161065700142806,0.00644015679559225,-0.00906985273393629,0.00344670845009985,-0.00111833815782682,0.000380298511479666,-8.77503201705024e-05,8.77718756120369e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,73.2727272727273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-5.47271289471733,-2.75569363434376,0.245539475251947,-0.00700565064029454,0.00734888110034184,-0.000390553748600795,5.50092691871514e-05,-7.68634549381845e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-6.99979738166057,-0.0656311600922852,0.000618309906614456,-2.25710598238976e-06,8.80105156144912e-07,1.54932721950545e-06,4.21880520941328e-06,-3.16438255647415e-05,-0.000221024138598568,0.000742686277725804,-0.000639699258571888,6.62663246288603e-05,7.90487985460295e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,158.757575757576,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-7.99815846575516,-0.037075803992097,0.000271750690895029,-4.22751556007052e-07,-4.13281130505864e-07,6.20346738219864e-06,6.15408437886199e-05,-0.000124031782210342,7.0607875279152e-05,-2.81098655177919e-05,-0.00015827792003604,0.000632019380639562,-0.000979746706057231,0.000798404281921265,-0.000297227270602353,2.67314609290828e-05,-6.04818131779655e-05,0.000116135639653373,0.000142202827228608,-0.001009475593232,0.00176597356187927,-0.00124570502106278,0.000159454663288931,0.000161700762432998,-3.70953655519583e-05,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,170.969696969697,183.181818181818,195.393939393939,219.818181818182,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-8.72344249982501,0.00700127223661522,-0.00347059171706939,6.09976655090321e-05,4.47412089947914e-05,-5.46104887322503e-05,-0.000275990659492183,0.000281415886110067,-2.39445674886521e-05,-0.000138011802537984,0.000145773862788426,-4.10010507245207e-05,-0.000285883963441867,0.000727083704781327,-0.00088951595658594,0.000976907866493694,-0.000826374520921536,0.000152469597562259,0.000335164503539103,-0.000221565047295573,0.000165002736378,-0.000123708715977412,-0.000394976602545666,0.0010714303909846,-0.00130019641488866,0.000881064209069578,-0.000276703391706214,3.94333619980772e-05,-0.000109931660098112,0.000687074703567964,-0.00189472420435672,0.00265266990965587,-0.00197484310608487,0.000691201322729085,-0.000102619196880716,2.33937933218105e-05,-1.21609559480327e-06,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,73.2727272727273,85.4848484848485,97.6969696969697,134.333333333333,146.545454545455,158.757575757576,170.969696969697,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,378.575757575758,390.787878787879,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091
"65+",2,-9.65016047916359,0.0760489002132307,-0.00719226989123427,0.000112317166058401,0.000102272963785587,-0.000125089430785892,-0.000575327393103654,0.000754031539226475,-0.000273979479140384,6.43056303606076e-06,5.77773747239066e-05,-3.42876017170433e-05,-0.000233222693933749,0.000303441594792815,-2.25473104098491e-05,-0.000179764685641114,1.98850681704238e-05,0.000109067274026779,-1.25441537818618e-05,4.0523149209529e-05,-9.90480742990081e-05,-0.000181790232567377,0.000869580704050532,-0.00134885696394479,0.00107731234555956,-0.000394307061137887,2.34490429133145e-05,-5.31520997979769e-05,0.000152266666077431,0.000262829475271268,-0.0016445371003649,0.00266299326992077,-0.00174720758717707,0.00022299929218139,0.000189655927863098,-4.11839780221968e-05,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,85.4848484848485,122.121212121212,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,207.606060606061,219.818181818182,256.454545454545,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,366.363636363636,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1
"0-17",3,-8.52550735334521,-0.00905745097827,-0.000581448891854121,6.78632325314207e-06,-6.73979587779766e-06,-4.58201740618348e-05,4.93790535157989e-05,-1.74666629182062e-05,1.39443992901198e-05,-6.95952674830743e-06,4.22770613614315e-05,0.000178286128556209,-0.000724952964617589,0.000795859671447347,-0.000295884758138614,1.3373645040857e-05,-3.04016028737676e-05,2.9080405170038e-05,9.09873960918849e-06,-5.23888265959419e-05,0.000161905533460886,-0.000105441814138431,-0.000911834052744245,0.00321238866674015,-0.00494657439222146,0.00411548402028665,-0.00184890729137791,0.000277641556446853,0,0,0,0,0,0,0,0,0,73.2727272727273,85.4848484848485,97.6969696969697,207.606060606061,219.818181818182,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,561.757575757576,573.969696969697,671.666666666667,683.878787878788,696.090909090909,708.30303030303,720.515151515152,732.727272727273,744.939393939394,757.151515151515,769.363636363636,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-8.03437821655475,-0.0247241487887148,0.000174688626811572,-4.36616041463728e-07,-1.0509409639296e-07,4.23582240875578e-05,-2.89132543030509e-05,-9.84363126385821e-05,9.20934563054967e-05,-7.59196230909516e-06,4.55925160218952e-06,8.08044967997773e-05,0.000209182721349516,-0.00129882201938916,0.00182501600454612,-0.00103987057269053,0.000256955823380068,-4.68026388663736e-05,9.05348488814269e-06,1.26311015322508e-06,-9.55115118796416e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,512.909090909091,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
