"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location"
"0-17",1,-7.613145127134,-0.028183349276229,6.17072422112516e-05,6.39086991354367e-07,4.64495547915325e-07,-3.12957841994855e-06,-2.44503641596681e-05,2.98160514786912e-05,-0.000126692473301758,0.00031165354526456,-0.000162251182233062,-0.000445375125163,0.0011375092779345,-0.00141270664096872,0.00104811384465427,-0.000399214243032947,3.75480830646148e-05,-1.73726232754326e-05,4.73576315982726e-05,0.000110445081717894,-0.000634141353249715,0.000952112210999892,-0.000190744321933545,-0.000703912842463938,0.000560078480122395,-0.000117089605236867,1.31631436496727e-06,0,0,0,0,0,0,24.4242424242424,109.909090909091,122.121212121212,134.333333333333,256.454545454545,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091,-1,-1,-1,-1,-1,-1
"18-49",1,-7.55275590966153,-0.0410074856567241,0.000168137717173823,5.04698270227045e-07,-9.21295531162428e-07,9.84544840313887e-06,-5.05367392477693e-05,0.000444861696805566,-0.00137002019740559,0.00166550712951217,-0.000302870015781228,-0.000998913210878156,0.000746415678023374,-0.000145362718913976,1.48537800922037e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,146.545454545455,158.757575757576,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,244.242424242424,256.454545454545,280.878787878788,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-5.47271289471733,-2.75569363434376,0.245539475251947,-0.00700565064029454,0.00734888110034184,-0.000390553748600795,5.50092691871514e-05,-7.68634549381845e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-5.47271289471733,-2.75569363434376,0.245539475251947,-0.00700565064029454,0.00734888110034184,-0.000390553748600795,5.50092691871514e-05,-7.68634549381845e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-7.15811634993531,-0.0347534275344128,8.28576405996884e-05,9.74164989376991e-07,-8.74901533525293e-07,-1.12657336829107e-05,1.17794408374254e-05,-1.21879549064525e-06,6.2653365666699e-06,-3.54554219242662e-05,-0.000189051172148548,0.000673488845091525,-0.000589848802120149,6.06879467928337e-05,7.45392733242846e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,146.545454545455,158.757575757576,317.515151515152,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-7.80593857535129,-0.03398695570595,0.000206274509400281,-4.07209316326056e-07,-3.92370845400613e-08,2.01194181229382e-05,-1.33725765940156e-05,-4.92507655197541e-05,4.6036722626184e-05,-2.85930686921972e-06,6.29078444068788e-06,-3.72233568623427e-05,-0.000213873973489795,0.000722093807529947,-0.000614684350246286,6.276297699897e-05,7.44224556100143e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-8.8174376488753,0.0300114557435898,-0.00340542159534166,4.53957663856822e-05,4.42014654250239e-05,-4.85574145466566e-05,-0.000158330727693817,0.000125143857208218,-6.97071487908428e-06,-9.01487057951335e-05,0.000136419739601026,-3.23827217386017e-05,-0.000273797172778324,0.000470869400518942,-0.00024550395201106,0.000165110499897594,-0.000118488641476546,-0.000373242740730021,0.00097224434336735,-0.00119341966987524,0.000886371781253313,-0.000349260366919361,4.01202780289388e-05,-3.83250202625568e-05,0.000109146116117859,-0.000528254496139329,0.00104760311598413,-0.000728479047958743,6.67288130125828e-05,7.58365254780164e-05,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,232.030303030303,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1
"65+",2,-9.7185791648516,0.103958148747165,-0.00823895363542858,0.000123540064447834,8.79637977356093e-05,-0.000108391875432153,-0.000536582822226232,0.000635215011738746,-0.000197508085468781,4.83847382428371e-06,-1.18830983597891e-05,-0.000109647995952921,0.000182563643155529,-1.26095673510075e-05,-0.000157896011263944,2.84949793809584e-05,9.07088664782744e-05,1.16949555392538e-05,-5.73499514127075e-05,-0.000184249290349864,0.000716266200540614,-0.00105089428392007,0.000832693064002819,-0.000309221690686334,1.87341888418967e-05,-4.3300878880489e-05,0.000124647770358797,0.000202829398908627,-0.00132157403477868,0.00211563517632644,-0.00131239112639762,0.00013019763275158,0.000107518446925906,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,85.4848484848485,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,207.606060606061,219.818181818182,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,366.363636363636,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727
"0-17",3,-7.84932317452772,-0.0167183196025706,-0.000418045848983685,5.39031245787407e-06,-4.43041040548364e-06,-3.85483718682542e-05,3.99395540143675e-05,-2.11692991086627e-06,-1.35792986257875e-05,1.72703889991194e-05,-6.57829616791485e-06,0.000155708331459482,-0.000112343551249871,-0.00056341422179108,0.000888899387378294,-0.000373473626124911,4.50745060602991e-06,3.30441635837949e-06,-2.04093224428628e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.2727272727273,85.4848484848485,97.6969696969697,232.030303030303,244.242424242424,268.666666666667,341.939393939394,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-7.30833895543694,0.177226584708739,-0.016318076054966,0.000353443764050035,-0.000147084661333105,-0.000323634954663282,0.000117804686799164,-9.79424251080142e-06,9.74017866530611e-06,-1.02674007044711e-05,6.35081702650287e-05,0.000223206184828165,-0.00112421819725459,0.00157726836556238,-0.000971551240924519,0.000271044600026411,-2.54638930786251e-05,-3.16437553798494e-05,2.98422979572458e-05,-3.83979003417867e-06,1.57990549904209e-06,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,207.606060606061,219.818181818182,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,561.757575757576,573.969696969697,683.878787878788,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
