"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location"
"0-17",1,-7.57948798568764,-0.062526883195977,0.000676979729484981,-3.16139380296557e-06,1.30172823814141e-06,8.40506513630006e-05,-0.000149438141681405,3.41319389572034e-05,0.000127877419041576,-9.580059948297e-05,2.02132065270642e-06,-1.14172167042493e-05,-0.000282094203928187,0.000671064280687163,-0.000156209976998548,-0.000622067335230652,0.000498295301907972,-9.97375269458693e-05,1.16362592589834e-06,0,0,0,0,0,0,0,0,0,0,24.4242424242424,109.909090909091,122.121212121212,146.545454545455,158.757575757576,170.969696969697,305.30303030303,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.09140866143335,-0.0343319937620422,0.000249444734330614,-4.22086779204899e-07,-2.80034867936678e-07,3.71270282580083e-06,2.83954291994733e-05,-5.52248493467648e-05,2.63607249024288e-05,-3.72310316915662e-06,9.47752871614184e-06,-3.86762804056506e-05,8.75572114488316e-05,-0.000578305544989986,0.0010214043751459,-0.000187614263868187,-0.000825294474656589,0.000646039741553886,-0.000135023881988348,1.5870504686988e-06,0,0,0,0,0,0,0,0,0,24.4242424242424,170.969696969697,183.181818181818,195.393939393939,219.818181818182,317.515151515152,378.575757575758,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.77114103429239,-0.0786687085778932,0.00191561222961939,-5.73389593224954e-06,-1.82662480490246e-05,7.70965665840518e-06,1.88224186145346e-05,-4.67471845148527e-05,6.75500826878607e-05,-1.71323199911183e-05,-7.64559945041518e-05,7.56402060945194e-05,-6.02985507978757e-06,-7.72299326248325e-06,4.89203657585589e-05,8.18625614196376e-05,-0.000847102870807933,0.0016054313888438,-0.00109028789315368,0.000108734179741735,0.000100844868621005,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,48.8484848484849,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,293.090909090909,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-9.24827676662541,-0.10562488708635,0.00349900508288552,-2.05619075384192e-05,-1.89795177253157e-05,8.93323266148328e-06,3.68303522143757e-05,-5.8648835843752e-06,-8.15769526005075e-05,0.000126018768530515,-3.10958693160532e-05,-0.000271607728343265,0.000436372483442902,-0.000180635273951495,2.27268226741951e-06,-1.09245469299368e-05,6.26377039997488e-05,0.000124691487875998,-0.00102967233188384,0.00178587381107705,-0.001138922560595,0.000112479425668267,9.37661324299228e-05,0,0,0,0,0,0,12.2121212121212,24.4242424242424,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,232.030303030303,256.454545454545,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1
"0-17",2,-6.78537590287059,-0.0573397197329759,0.00030893409938431,-4.09423286634886e-07,2.24820775660016e-07,-1.49244561398357e-06,-1.07645185846943e-05,1.33821446724499e-05,-1.79094199161824e-06,-5.71154086475543e-06,-0.000180090760202334,0.0004296267681567,-0.000101691395679411,-0.000331523955233596,0.00019141535072572,-1.11870322013601e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,146.545454545455,158.757575757576,170.969696969697,317.515151515152,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-7.72489873971167,0.0215649478489478,-0.00609758326857955,0.000178487323268267,-0.000181026179399955,1.48300887137417e-06,4.21567004992873e-06,3.20880084454473e-05,-6.21213619493766e-05,3.02319601273726e-05,-3.33629954913637e-06,6.29536418701134e-06,-3.57686697243281e-05,-0.000196687428188717,0.00067140825481147,-0.000573573542374677,5.8517275634971e-05,6.9802472318943e-05,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,170.969696969697,183.181818181818,195.393939393939,219.818181818182,293.090909090909,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-8.61038925791555,0.00366235245394187,-0.00338921138670974,7.96156416400975e-05,-4.08476098627849e-05,-0.000123554213111853,8.94155398483035e-05,-4.48740394823411e-06,-4.91260677393501e-05,7.34863611802578e-05,-1.48078302654833e-05,-8.63550691376392e-05,8.24711049341296e-05,-6.77269479978642e-06,1.43413132221904e-05,7.5072622812574e-05,-0.000533034011227126,0.000992174004135703,-0.000683332125989253,7.00866722518103e-05,6.56799918747998e-05,0,0,0,0,0,0,0,0,12.2121212121212,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,293.090909090909,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-9.52644203863022,0.00932967026493679,-0.00231181928468683,3.53562371441824e-05,4.88769920534207e-05,-5.3550131443569e-05,-0.000166041634322421,0.000146162184483307,-8.76083082583298e-06,-0.000107821355441229,0.000161836743883693,-9.91697171170189e-06,-0.000117211500923947,2.21691960461757e-05,5.65064620959319e-05,-9.02896227969341e-06,-8.74192196510776e-06,4.61596146849667e-05,-0.00012187448493367,0.000234345223109157,-0.00104989191417682,0.00187601280358496,-0.00118212113502264,0.000105317625766428,0.00010226044652708,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,366.363636363636,378.575757575758,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1
"0-17",3,-7.90225203584287,-0.0326253495917535,6.30886275862262e-05,1.47314201970379e-06,-2.49600723024811e-06,1.50752812636022e-05,0.0001277528994815,-0.000415012195112306,0.000333724099758777,-2.44567045726073e-05,-8.5075869122883e-05,0.000187561669175197,-7.33474097744295e-05,-0.000192505529461973,0.000129824792685987,-2.81355926551312e-06,-7.40410778324785e-06,4.85773100548448e-05,0.000204546796205288,-0.000875927417365685,0.0010141396140182,-0.000404082203653461,1.85356463701273e-05,2.70378721025645e-06,-6.54790292298758e-07,0,0,0,0,24.4242424242424,61.0606060606061,73.2727272727273,85.4848484848485,97.6969696969697,109.909090909091,146.545454545455,183.181818181818,195.393939393939,207.606060606061,219.818181818182,317.515151515152,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,598.393939393939,781.575757575758,-1,-1,-1,-1
"18-49",3,-7.45229141196311,-0.0247046163223832,7.61820430416024e-05,2.91625283873278e-07,-2.72166935962572e-07,-5.64073360941669e-06,6.47888171905677e-05,-3.69556718645463e-05,-0.000110630888352113,9.35413651663254e-05,-5.92873255542132e-06,0.000160078809019438,-0.000118933320596428,-0.000700949345842673,0.00130856738354282,-0.000863215798227334,0.000242361176598221,-2.24395190798068e-05,-3.54599541524818e-05,3.26737550415968e-05,-3.26795084349313e-06,1.49926229388824e-06,0,0,0,0,0,0,0,24.4242424242424,134.333333333333,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,561.757575757576,573.969696969697,696.090909090909,781.575757575758,-1,-1,-1,-1,-1,-1,-1
"50-64",3,-7.3641141658341,0.000108685067301793,-0.00181146509911712,2.99469695446069e-05,4.37978307309299e-05,-4.80494560227891e-05,-0.000149016124089382,0.000133073563961141,-8.97778521888298e-06,-0.000113332488277245,0.000174526062032302,-1.18308807858225e-05,-0.00011922384612016,1.95290437855519e-05,5.5226305609665e-05,-5.92462851529035e-06,6.54715606777244e-06,-3.29173955772509e-05,9.92869046743156e-05,0.000213038762155985,-0.00115159418258405,0.0016026869975179,-0.000982590618731311,0.000276306981380527,-2.58926597066459e-05,-3.53622125221066e-05,3.26895603602655e-05,-3.23320822901615e-06,1.27268123933161e-06,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,561.757575757576,573.969696969697,696.090909090909,781.575757575758
"65+",3,-7.92030148299995,0.112674473770802,-0.00873812425869159,0.000131264578327762,0.000102931713841855,-0.000126405366988601,-0.000605732861765513,0.000749740102653503,-0.000250020974030598,5.88045134875899e-06,-1.31119681512852e-05,-8.76164236373863e-05,0.000147524282070761,-0.000128287787880197,2.87154017410767e-05,5.06502808444505e-05,-5.26970957355562e-06,-6.81948394405199e-06,4.47312815446552e-05,0.000177191902477435,-0.000816467491280038,0.000990219892154492,-0.000412196528297714,1.97778624238682e-05,4.04693494254694e-06,-6.02291141831861e-07,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,85.4848484848485,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,293.090909090909,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,573.969696969697,781.575757575758,-1,-1,-1
