"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location"
"0-17",1,-8.48054618227713,-0.0110246902967869,-0.000280464880536244,2.59121908259052e-06,-4.46511912756063e-06,-3.25594718283961e-05,3.82539725441142e-05,-4.01979770034594e-06,-4.90615883206749e-06,-0.000169046803330582,0.000393575297659439,-9.29137564882104e-05,-0.000294692429580784,0.000169205601360856,-9.78819078052835e-07,0,0,0,0,0,0,0,0,0,0,109.909090909091,122.121212121212,134.333333333333,207.606060606061,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.45872310289441,-0.020413809704712,0.000129065690199817,-3.30526729666916e-07,1.05413311559592e-07,1.35776676905391e-06,-1.22977503837751e-05,-0.00031623965454622,0.000740503172505365,-0.000169962802718204,-0.000666929719130069,0.0005247388416172,-0.000102172288381433,1.2083230087387e-06,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,305.30303030303,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.27252532425389,0.0289789371684185,-0.00364367108248244,7.73999335904979e-05,-3.77966549247752e-05,-0.000117580145509012,8.32767480976275e-05,-5.85989942188613e-06,-6.78111927935886e-05,0.000100479878432597,-1.701976077457e-05,-0.000110524375672483,0.000103010338668421,-3.77717612432762e-06,-5.37037175697677e-05,6.5395759722017e-05,-1.59130427732891e-05,-6.41654554631246e-05,0.000114762756307292,0.000132095633910634,-0.000893654996002728,0.00152340974243407,-0.00100452866817525,0.000100161996976901,9.23752013976808e-05,12.2121212121212,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,305.30303030303,317.515151515152,329.727272727273,366.363636363636,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727
"65+",1,-10.0149219509937,0.0243130688878997,-0.00342277791710043,8.75127522030938e-05,-4.98704937446842e-05,-0.000143701759918908,0.000114166500055853,-4.44965500375348e-06,-4.85360998723714e-05,0.00030603050745522,-0.000142791988578969,-0.000671881907194548,0.000844430441474218,-0.000294195754418966,3.48218718284987e-06,-8.6180629759028e-06,4.70503910251621e-05,8.57446310137297e-05,-0.000735413283886913,0.0012901638619918,-0.000832799623243503,8.25931627090461e-05,7.11217188822697e-05,0,0,12.2121212121212,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,256.454545454545,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1
"0-17",2,-7.90947698794987,-0.0288924354857164,3.37379469817253e-05,4.42417646922465e-07,2.08339533435908e-07,-1.6051942227691e-06,-1.41222141621794e-05,1.59972664558415e-05,-1.73903941598548e-06,-4.93094650579591e-05,0.000202613733781842,-8.0636683960292e-05,-0.000193508843616568,0.000121694906381951,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,134.333333333333,146.545454545455,158.757575757576,317.515151515152,415.212121212121,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-8.170623838197,-0.0339806068745186,0.000223770658907246,-6.27518337737668e-07,2.37067488824527e-07,1.19765116401318e-05,-1.3309295901891e-05,-0.000166156195231704,0.000389360388024912,-0.000104925345952877,-0.000281186217167209,0.000165552277561782,-8.69109103160368e-07,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,305.30303030303,317.515151515152,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-9.20415812624601,-0.0131359585837234,0.00015151075867229,-6.855900871273e-07,1.0896813046411e-07,7.02812024747771e-06,-5.11253594917096e-06,-3.08409680416347e-05,3.0951179651417e-05,-2.93951030124875e-06,-6.02211285516103e-05,0.000216962031917021,-7.55634245572604e-05,-0.000199677639674648,0.000120031599164076,0,0,0,0,0,0,0,0,0,0,24.4242424242424,158.757575757576,195.393939393939,207.606060606061,219.818181818182,403,415.212121212121,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-9.86494922670803,0.0162624087541051,-0.00262890877929799,3.96042882922334e-05,5.33354779651161e-05,-5.8577129086324e-05,-0.000183426108296712,0.000161626967913647,-1.15307824950092e-05,-0.00015000001146437,0.000224407479225234,-4.55526070316995e-05,-0.000398900983996601,0.000598202244211214,-0.000231572437485196,2.88182277414868e-06,-1.04601401826968e-05,5.89334669876336e-05,0.000111161957276369,-0.000952418022374563,0.00166610852781255,-0.00106880454357873,0.00010567680058025,8.93309571191914e-05,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,232.030303030303,256.454545454545,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1
"0-17",3,-8.98926223522083,0.0315929979099228,-0.00167323382737695,1.03783928803131e-05,5.40371965826334e-06,-9.8527877197208e-06,-0.000124795290877002,0.000151982155164618,-1.42289934086389e-05,-9.43647248170486e-05,0.000154506044288659,-3.7033056769791e-05,-0.000162011200154947,0.000123251248909864,-3.78104768515063e-06,0.000122443303465386,-9.20804320284365e-05,-0.000472841253568155,0.000747838645529279,-0.000308008440216841,3.47256214874801e-06,-1.65881417850594e-05,1.72376311632177e-05,-1.01899280799487e-06,0,12.2121212121212,73.2727272727273,85.4848484848485,97.6969696969697,134.333333333333,146.545454545455,170.969696969697,195.393939393939,207.606060606061,219.818181818182,317.515151515152,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,561.757575757576,573.969696969697,781.575757575758,-1
"18-49",3,-8.14268900917799,-0.0168243415376526,1.90958464740312e-05,1.42406547687939e-07,1.81525877894359e-07,-1.28264429850146e-05,2.91559791653858e-05,0.000266918525993029,-0.000768140378412619,0.000711963718094736,-0.000238593457462006,1.14600161258523e-05,0.000116832768022321,-8.71581283228389e-05,-0.000483481076799416,0.000777761097029625,-0.000330155257961011,3.9540265607496e-06,2.371003159319e-06,0,0,0,0,0,0,24.4242424242424,146.545454545455,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,244.242424242424,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,573.969696969697,-1,-1,-1,-1,-1,-1
"50-64",3,-7.54720818180569,-0.104225162180354,0.0042839316384786,-5.59067100497385e-05,2.87242594305703e-05,3.17454055750036e-05,-3.74581066271121e-05,0.000245691327421218,-0.000128330906716135,-0.000528721278696799,0.000673642835901345,-0.000231236186385682,2.55600821783979e-06,-9.37311427334243e-06,5.58711189269204e-05,0.000208275881769158,-0.000945666228343482,0.00111592953398898,-0.000449000948132544,2.10672316340141e-05,2.59765211189294e-06,-1.64504536531483e-07,0,0,0,12.2121212121212,48.8484848484849,146.545454545455,183.181818181818,195.393939393939,207.606060606061,219.818181818182,232.030303030303,256.454545454545,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,573.969696969697,781.575757575758,-1,-1,-1
"65+",3,-8.3567934073272,0.122647543719639,-0.00865746019553526,0.000127135997654382,7.88214030767654e-05,-9.53151110235769e-05,-0.000471050332887007,0.000425305589452844,-1.85953279925174e-05,-5.24906224617551e-05,0.000101466319437641,-5.36009319353226e-05,-0.000206346736002568,0.000175361167521085,-6.12850307084136e-06,-5.01678561981979e-05,5.19076474988657e-05,-1.05914067236129e-05,-0.000141444864970559,0.000253091563742185,-0.00010422087419275,-3.32408473702628e-05,3.19072581337189e-05,-4.23884501201371e-06,1.26392897921688e-05,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,73.2727272727273,85.4848484848485,183.181818181818,195.393939393939,207.606060606061,219.818181818182,305.30303030303,317.515151515152,329.727272727273,439.636363636364,451.848484848485,464.060606060606,476.272727272727,561.757575757576,573.969696969697,720.515151515152,793.787878787879
