"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location"
"0-17",1,-8.07624677812305,-0.0399006790379268,0.000462021165038141,-1.98129841859903e-06,8.23180990753013e-07,1.10185448953359e-05,-1.01141976928219e-05,-7.4457814092848e-06,4.71102885541138e-05,-0.000641991729352369,0.00162346148030525,-0.00154857249288486,0.000575919264304005,-5.68204527048851e-05,8.60375687666783e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,195.393939393939,207.606060606061,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.32841124087728,-0.018717345053899,0.000103962564330832,-1.48691980492522e-07,-5.06389819022053e-08,7.47508023435792e-07,-8.5783012836219e-06,5.06963290976782e-05,-0.000740194133607029,0.00186853708794531,-0.00176255931622831,0.000634527285630085,-4.50277838812404e-05,2.05796909200157e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,305.30303030303,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.07599067328114,-0.00981037641838852,9.4510266579925e-05,-3.40384837936523e-07,-3.98130003596562e-08,2.92923504782073e-05,-1.83553776401854e-05,-6.81191438549729e-05,6.15147992568753e-05,-4.51975200518836e-06,6.76909877202684e-06,-3.2184207801845e-05,9.05264133833328e-05,-0.000768036193005039,0.00180774278981467,-0.00164898431573555,0.00058433973967364,-4.14837315345468e-05,1.89410627063738e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,378.575757575758,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-9.74730453977195,0.0732073519460533,-0.00621444724256934,9.07776606216716e-05,7.12520023551214e-05,-8.70192366334343e-05,-0.000402488915556885,0.000492162931872915,-0.000163668699413414,2.47535748834533e-06,-3.20453962237709e-05,2.09800798735078e-05,0.000216148709982882,-0.000342223994254668,4.44847408808234e-05,0.00010988980431466,-0.000149641275629118,0.000100750690700769,0.000457245165197557,-0.000939868543465707,0.000738174741612869,-0.000237079920575158,2.34544002932598e-05,-5.43168067036653e-05,0.000104814868348685,4.56533506089726e-05,-0.000786968795124911,0.00161225998694527,-0.00136977837196868,0.000467556901652364,-3.45603014004386e-05,1.58895353039797e-06,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,85.4848484848485,146.545454545455,170.969696969697,183.181818181818,195.393939393939,207.606060606061,219.818181818182,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697
"0-17",2,-8.0263724930824,-0.0221965884519309,0.00014147717965443,-5.33400087100433e-07,3.09165174297081e-07,1.1994060264357e-06,8.59583057281758e-06,-5.74954106376848e-05,-0.000287096612630689,0.0011099691153759,-0.00120875920743815,0.000463352482824596,-3.09368611313469e-05,1.39896346889943e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,305.30303030303,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-8.37042664708535,-0.0181643962123823,4.71692275304538e-05,3.17383106619005e-07,-4.02118256219381e-07,-8.54213422649755e-07,1.76965774662547e-06,8.23857784928602e-06,-5.5253055834428e-05,-0.000277433182662397,0.00107293083547379,-0.00116891299578062,0.000448178744822799,-2.99300372623704e-05,1.35352461624563e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,207.606060606061,268.666666666667,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-9.03057123744197,-0.0152076011686654,0.00029869020237479,-2.09511185728091e-06,7.06317021117908e-07,1.91498646163355e-05,-5.07053900688549e-05,1.92585589150579e-05,0.000173874490504431,-0.000244739308808297,3.35643054693099e-05,5.60392003314783e-05,-5.67975423445179e-06,-9.7244586398792e-06,5.41778585486636e-05,-0.000606598316988374,0.00148178210870391,-0.00138638011005465,0.0005099515859264,-5.01658948506135e-05,7.58942823722801e-06,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,122.121212121212,146.545454545455,170.969696969697,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-9.60101454286497,0.0338151010307666,-0.00300314682295661,4.09763728026371e-05,4.68566954627654e-05,-5.15173557007032e-05,-0.000164692966742882,0.000138899543151391,-9.24370923866508e-06,-0.000117528887070815,0.000176786913690706,-1.20353997293326e-05,-0.000116040432969089,1.87762258483452e-05,5.52989478374574e-05,-7.82648913288831e-06,8.68946400252493e-06,-4.13737013117604e-05,0.000118668013256453,8.98576223693878e-05,-0.00117506384956744,0.00234752223090768,-0.00198113592954855,0.000710734873895171,-9.74943729895816e-05,2.2030704018898e-05,-1.14132853430366e-06,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091,-1,-1,-1,-1,-1
"0-17",3,-8.54280855939089,-0.061338493295963,0.00086404575201556,-3.31549484506447e-06,3.19815088570227e-07,1.60226642446085e-05,-8.49997147210777e-06,-3.99546747112293e-05,3.61605435376357e-05,-3.14717511289652e-06,-9.00382545937739e-06,6.01940786696878e-05,0.000282943192136804,-0.00112541993233988,0.00128419349200869,-0.000531858125996613,3.26013476542019e-05,-1.43524017312108e-05,5.07104734095051e-05,-0.000116940975563624,0.000253657037620242,0.000403166926950838,-0.00229911628656728,0.00375647580778821,-0.00318781804374449,0.00140724177634591,-0.000266727181212733,0.000166433238303607,-0.000229412535807555,0,0,0,24.4242424242424,158.757575757576,195.393939393939,207.606060606061,219.818181818182,451.848484848485,525.121212121212,537.333333333333,549.545454545455,561.757575757576,573.969696969697,586.181818181818,598.393939393939,659.454545454545,671.666666666667,683.878787878788,696.090909090909,708.30303030303,720.515151515152,732.727272727273,744.939393939394,757.151515151515,769.363636363636,781.575757575758,793.787878787879,-1,-1,-1
"18-49",3,-8.09560065850246,-0.0209431986046165,0.000159048963393953,-4.78513644415979e-07,-7.00152022010245e-08,3.74393230267729e-05,-2.43485351027818e-05,-8.5886763692503e-05,7.8743494937417e-05,-6.25470574462309e-06,7.73972700582507e-06,-3.88376628991953e-05,0.000117411152639567,0.000277593247962093,-0.00140658871562962,0.00188532115901256,-0.0010906111339943,0.000284466268135151,-4.2305223673493e-05,6.72629728936083e-06,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,512.909090909091,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
