"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location"
"0-17",1,-8.1134207016541,-0.0579322291236181,0.000716434722772511,-3.15980748855411e-06,1.26747972263455e-06,2.18586950665611e-06,7.41008832989285e-06,-5.29293740814313e-05,-0.000279201369383265,0.0010908355567996,-0.00120024554367426,0.000463319658326755,-3.08773570812445e-05,1.39620452460401e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,134.333333333333,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.51781561424562,-0.0267582342080668,0.000217722535461493,-6.99407046938139e-07,8.25582417787466e-08,6.05827016018544e-06,-4.87157199642776e-06,-3.0619550339406e-05,3.26233478450345e-05,-4.29873636054218e-06,8.80755236787725e-06,-3.91794840029677e-05,0.000103987138023642,-0.000785151777967274,0.00181881831100256,-0.00164878291075502,0.000582500403886356,-4.11455779718184e-05,1.87638450652671e-06,0,0,0,0,0,0,0,0,0,24.4242424242424,158.757575757576,195.393939393939,207.606060606061,219.818181818182,317.515151515152,378.575757575758,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.57314593648628,-0.0104098560376999,0.000117220893882085,-5.57366089154147e-07,7.56141047414301e-08,7.44039226508656e-06,-5.9358016854744e-06,-3.20792511413582e-05,3.2407387472989e-05,7.18643501195139e-06,-4.75619352996537e-05,-0.000242309261010244,0.00091348633857862,-0.00098216794124557,0.000374004998534155,-2.51217966436949e-05,1.13717635441589e-06,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,158.757575757576,195.393939393939,207.606060606061,219.818181818182,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-11.2019021028756,-0.0277131860284317,-0.000890820983564348,2.26775794969903e-05,4.97130738041353e-05,-5.46364594801808e-05,-0.000165520699580152,0.000161741650383041,-5.39520209379478e-06,-4.61453654262626e-05,6.68732996310065e-05,-1.8345071893599e-05,-0.000106795167292117,0.000102567236216054,-1.15297614563025e-05,2.180437200261e-05,-8.96319813839227e-05,0.000205611958747473,-0.00087151105978538,0.00163958436065277,-0.00129007137717765,0.000416600496357596,-2.88877929352126e-05,1.30375521726153e-06,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,122.121212121212,134.333333333333,158.757575757576,195.393939393939,207.606060606061,219.818181818182,317.515151515152,378.575757575758,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1
"0-17",2,-7.81512047644161,-0.0391004078371053,0.000281032850228592,-9.08153061945909e-07,4.35159383971191e-07,1.16416196507429e-06,7.60889711189683e-06,-5.2946247614858e-05,-0.000271096795997079,0.00105895364730548,-0.00116441109272674,0.000449776509526764,-2.99137496447648e-05,1.35168936777443e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,268.666666666667,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-8.4765076396588,-0.0194929995334936,-5.0644988918191e-06,8.26796666900888e-07,-7.33230943422803e-07,-9.56746278269262e-06,1.02048758122457e-05,6.6534294372551e-06,-4.69355143491374e-05,-0.000245090207662805,0.000949459112373789,-0.00104058947621716,0.000401324860867125,-2.67476025230948e-05,1.20907875225903e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,207.606060606061,219.818181818182,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-9.47354211012265,0.0614145969427041,-0.00569638291469714,0.000114393874830311,-5.36974360755583e-05,-0.000168384087892181,0.000114253621192533,-6.71430078482945e-06,-8.69521189208275e-05,0.000136427408800365,-1.98647409418287e-05,-6.93616390605096e-05,4.27214484720344e-05,-2.65068349864305e-06,8.4032098587681e-06,-4.5202983826339e-05,-0.000164955662401271,0.000685488863991716,-0.000752751413174504,0.000279965663017285,-1.11163167736436e-05,0,0,0,0,0,0,0,12.2121212121212,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,219.818181818182,317.515151515152,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1
"65+",2,-10.7308019721138,0.159496408514844,-0.0114839418650815,0.000164648983859276,0.000112835446031106,-0.000138796625861346,-0.000678716657543048,0.000802450615627972,-0.000261149028473965,5.83760191020904e-06,-9.78910458573434e-06,-7.54939118105252e-05,0.000118587631935762,-1.77775433717959e-05,-0.000165205948889049,0.00015693241710588,-2.89239049203853e-06,-1.17439790156189e-05,6.55525270671622e-06,-3.32006059070113e-05,9.83601786582892e-05,4.8287085584739e-05,-0.000962096881985858,0.00201931044300766,-0.00172887587080639,0.000606017170588455,-6.37981939989254e-05,9.73439124025703e-06,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,85.4848484848485,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,244.242424242424,280.878787878788,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848
"0-17",3,-8.6520624558207,0.0186934916433672,-0.00137373422158281,8.68411905477039e-06,5.51793248718623e-06,-9.87924219222104e-06,-0.000121024458504466,0.000148301770487922,-1.07444043509187e-05,-6.86899523479377e-05,0.000194945880603887,-6.31009741581609e-05,-0.000246061949474491,0.000167621278300648,-1.5855674240977e-06,-5.62847869277363e-06,9.16857300674412e-06,-4.65493989539106e-05,0.000142625410551391,0.000357243416308815,-0.00173940086686731,0.00227280035302911,-0.00127101708859837,0.000318382078006674,-4.95997123268451e-05,7.93182831918501e-06,-8.24909042817697e-08,0,12.2121212121212,73.2727272727273,85.4848484848485,97.6969696969697,134.333333333333,146.545454545455,183.181818181818,195.393939393939,207.606060606061,219.818181818182,244.242424242424,317.515151515152,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,512.909090909091,781.575757575758,-1
"18-49",3,-7.82539427573709,-0.0336549161895165,0.000287338256294546,-8.38445025409458e-07,-9.15030737202095e-08,4.25494964656516e-05,-2.77353573310434e-05,-9.02957024499913e-05,8.15462007585831e-05,-5.87394907157214e-06,-8.26488814597805e-06,5.59893948194867e-05,0.000284000362999539,-0.00111902148989477,0.00124932201811858,-0.000499213496187892,4.33079161904955e-05,-5.14185672068904e-06,-3.01984997390442e-05,3.21559599081162e-05,-3.76222001234844e-06,1.45612338343533e-06,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091,561.757575757576,573.969696969697,708.30303030303,781.575757575758,-1,-1,-1,-1,-1,-1
