"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location"
"0-17",1,-7.97552688275821,-0.0532308025690375,0.000647173749829161,-2.66892001332279e-06,9.21746082422948e-07,1.11986619777869e-05,-1.18383619317725e-05,3.03112478629718e-06,-1.66124512958619e-05,-0.000250107996689605,0.000760033964505137,-0.000636332676104897,6.82053362197849e-05,7.41906810158841e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,207.606060606061,268.666666666667,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.25996130923128,-0.0185638463666972,0.000106958805528773,-1.45364286393357e-07,-7.35792684858098e-08,8.68464547356375e-07,-8.63436165096998e-06,4.57636648271012e-05,-0.000557517887895584,0.00124745160876492,-0.000911570651678321,8.93345785323516e-05,9.45702135816419e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,305.30303030303,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.95424604482615,-0.0225583636049681,0.000450696737280172,-2.50737680800455e-06,3.12572750752013e-08,5.76686299302124e-05,-3.24286091632445e-05,-0.000192302690417656,0.00023583907927478,-2.25259435059773e-05,-8.94170691260581e-05,4.21053350370782e-05,0.00011179801412351,-0.000104833149831662,-0.000410557919702183,0.00118890494428828,-0.00154577851411385,0.00113997611575354,-0.000424617730547255,4.27824440044617e-05,-2.66385199955414e-05,8.07918242342986e-05,0.000109863415150953,-0.000831349808191529,0.00144380238992155,-0.00095374217282582,9.53584691404778e-05,8.78219651020951e-05,0,0,0,0,0,24.4242424242424,122.121212121212,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,219.818181818182,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1
"65+",1,-5.47271289471733,-2.75569363434376,0.245539475251947,-0.00700565064029454,0.00734888110034184,-0.000390553748600795,5.50092691871514e-05,-7.68634549381845e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-7.77526042844627,-0.0367478982647268,0.000242806016425127,-4.13465904253026e-07,-1.02424388448822e-07,3.40695279632702e-06,5.1722772047555e-05,-0.000120100739230617,6.81300525456381e-05,-1.31541132598855e-05,5.71434501587958e-05,-0.00063510003316444,0.00154241726185707,-0.00143878764869623,0.000529888218181379,-5.31164742384416e-05,8.06097707567982e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,293.090909090909,305.30303030303,317.515151515152,329.727272727273,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-8.13886466881374,-0.0281939502925517,0.000179470680833616,-4.05045938652551e-07,6.40288207272278e-08,7.95602221684275e-07,-1.23686193965174e-05,-0.000199820772509275,0.000611468639752722,-0.000517357181647381,5.61158720339758e-05,6.15289927613645e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,268.666666666667,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-9.19710605289361,0.0495243636704739,-0.00497684013944519,0.000104035123001495,-5.04298747443922e-05,-0.000156553585246045,0.000109393419907787,-6.63951062848629e-06,-7.91716046896975e-05,0.000123440951194757,-1.4768874021439e-05,-6.40398311055559e-05,2.94178526740452e-05,0.000111159712556768,-9.80201051991063e-05,-0.000384174292006062,0.00108073943065875,-0.00140091894250948,0.00105080995564482,-0.000402531677249263,4.39148635314693e-05,-3.53278490257472e-05,9.77891982927519e-05,-0.000476059098903348,0.000963679644182864,-0.000681277050899597,6.32120940153062e-05,7.23558173379031e-05,0,0,0,0,0,12.2121212121212,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,219.818181818182,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1
"65+",2,-10.0771149170235,0.110878143694862,-0.00827023075577108,0.000122328078570796,8.23212979162749e-05,-0.000101608703218417,-0.000510582334012459,0.000592522569500002,-0.000180526860344771,4.5854821362209e-06,-1.24353287477878e-05,-0.000118899878174413,0.000197080054414602,-1.33999680560048e-05,-0.000162480229563786,2.93065057299408e-05,8.92759919729076e-05,1.47032393607015e-05,-7.04207952769215e-05,-0.000186273830066676,0.000861547415559952,-0.00136293769192671,0.0010935681604188,-0.000393446647922509,2.2550509196414e-05,-4.72133213448498e-05,0.00013073246464458,0.000211138958930638,-0.0013492515549073,0.00214090163808865,-0.00132208850968712,0.000131211360219644,0.000107848390637353,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,61.0606060606061,85.4848484848485,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,207.606060606061,219.818181818182,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,366.363636363636,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727
"0-17",3,-9.01548120694323,-0.00788019311442684,-0.0004476593772936,5.08043602580808e-06,-2.75357165954053e-05,2.39272541861265e-05,0.000198699590420422,-0.000445282722337921,0.000281846751253497,-8.72788364641315e-06,-4.29078140455598e-05,4.46116160358479e-06,2.60112243722284e-05,-1.59005339726259e-05,-7.64318563063462e-06,4.86531521301724e-05,0.000226267219601386,-0.000926496701190921,0.00105201213688744,-0.000423920360164933,3.477686333646e-05,-3.51257074258346e-06,-8.12613571585989e-06,9.54164251909412e-06,-1.09767339266742e-06,0,0,0,0,0,0,0,0,85.4848484848485,122.121212121212,134.333333333333,146.545454545455,158.757575757576,183.181818181818,207.606060606061,256.454545454545,268.666666666667,293.090909090909,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091,561.757575757576,586.181818181818,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-8.27864118771624,-0.0109077258762634,-3.85405801165126e-05,6.273114351013e-07,-3.48051246974508e-07,-1.08594490785496e-05,7.70173040450771e-05,-3.88296942584074e-05,-0.000115839897888974,9.24028682077937e-05,-4.44824281287069e-06,8.54522642621549e-06,-4.40032412729426e-05,0.000134981119813196,0.00030345327823683,-0.00162080249596948,0.00224330992345876,-0.00135171862794012,0.000374892158005527,-5.68954556888895e-05,9.83688626936867e-06,-1.6248972363117e-06,5.77174153228014e-07,0,0,0,0,0,0,0,0,0,0,24.4242424242424,146.545454545455,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,512.909090909091,586.181818181818,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
