"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location"
"0-17",1,-8.07428609146285,-0.0582855676217211,0.000737026216629329,-3.2670168420039e-06,1.3055523452487e-06,2.27190322067655e-06,7.22831291666768e-06,-5.17557841789888e-05,-0.000273798104841761,0.00106867606924887,-0.0011754477823532,0.000453656927505962,-3.02433581758696e-05,1.36780276323455e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,134.333333333333,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.682102090139,-0.0109738888781098,-2.16588877561017e-05,4.24046858736146e-07,-2.11532465452401e-07,-5.76486617546928e-06,8.59666710854148e-05,-8.74450848743938e-05,-0.000298382508431954,0.000929134974764602,-0.00124413984966138,0.000928706452654959,-0.000333011287337255,2.02379378106034e-05,-4.41169569894163e-05,0.000122393296510673,0.000105183854516914,-0.00108797007824261,0.00218982180918484,-0.00190302763543781,0.000682193049550549,-7.0763313388594e-05,1.07820055047649e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,207.606060606061,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,366.363636363636,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.54376071433859,-0.00457401869866191,4.48988362442732e-05,-2.73355690311469e-07,8.57508905156539e-06,-8.91900135621967e-06,-4.97080855383112e-05,5.65557720616385e-05,-6.47769735151115e-06,-9.30384405869418e-06,5.2848222298894e-05,-0.000604786671989038,0.00146407278394156,-0.00135533422778992,0.000494272594062253,-4.89347824473415e-05,7.40887821304865e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.757575757576,195.393939393939,207.606060606061,219.818181818182,280.878787878788,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-9.87260712048483,0.0194132551001607,-0.0030523694797514,5.23952923851155e-05,3.91157153544561e-05,-4.71210609167194e-05,-0.000226686609090257,0.000211532703918686,-8.10643866801123e-06,-1.88609532688473e-05,-3.03380478065543e-05,2.37977931912472e-05,0.000266315963591359,-0.000478784111197162,6.04236481952601e-05,0.000255545839502401,-4.872712161562e-05,-0.000397325322804179,0.000928727503895343,-0.00100617820027541,0.000275865746891166,0.000824646080320934,-0.00143483172687643,0.00116043325499373,-0.00043175969453405,2.3584348976853e-05,-5.05283938468208e-05,0.00014084396567676,0.000201376392819233,-0.0013556036556933,0.00233191395658124,-0.00181360378595151,0.000609554611332473,-6.80481770963806e-05,1.04531332047537e-05,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,73.2727272727273,85.4848484848485,146.545454545455,170.969696969697,183.181818181818,195.393939393939,207.606060606061,219.818181818182,244.242424242424,256.454545454545,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,366.363636363636,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1
"0-17",2,-7.59028766651583,-0.0483134534135181,0.00033225384095132,-5.05203589755118e-07,-1.99526319063216e-07,5.88715692801763e-06,6.34555938408202e-05,-0.00015525610114161,9.15912111278673e-05,1.12669660578018e-05,-6.69137234443742e-05,-0.000309421346968677,0.001159384458614,-0.00124099099711669,0.000471856211734622,-3.1580073285565e-05,1.42825087004569e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,293.090909090909,305.30303030303,317.515151515152,329.727272727273,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-8.40468571068547,-0.0214251744861736,4.09335818418787e-05,2.8809657714199e-07,-1.93037580870671e-07,-5.52110490454992e-06,8.53124247271464e-05,-8.79506453180844e-05,-0.000311585749700583,0.000990501963554737,-0.001346391231986,0.00101875970597105,-0.000390128251866201,3.92565193397602e-05,-2.76234173234305e-05,8.61675876604999e-05,5.80804517954963e-05,-0.000756376375325737,0.00162794437344181,-0.0014675521275039,0.0005226247323631,-3.73028926501628e-05,1.70550263218333e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,207.606060606061,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-9.06445102256408,0.0125165608745231,-0.00343984421708348,8.1043991447531e-05,-4.26177400257186e-05,-0.000127838572766121,9.53624514699394e-05,-5.5646086830767e-06,-7.02607708888793e-05,0.000111469028719461,-1.61499773797665e-05,-6.65388185119293e-05,4.31471031718396e-05,8.10095163968451e-05,-9.20323005335723e-05,-0.00035111701282209,0.00109264190927821,-0.00147213642316896,0.00113741656562876,-0.000455514098515504,4.49641308885665e-05,-3.31067295293887e-05,0.000106328003409166,0.000169211347404899,-0.00104616001134604,0.00182382777216226,-0.00146586341814771,0.000494468053352913,-3.77167160069465e-05,1.74410632013067e-06,0,0,0,0,0,0,0,12.2121212121212,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,219.818181818182,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,-1,-1,-1,-1,-1,-1,-1
"65+",2,-9.85803537147273,0.0224228171723883,-0.00328194067905088,4.8441901828367e-05,6.33022664711036e-05,-6.93779440059503e-05,-0.000216579103737874,0.000187943688063609,-1.12402832598496e-05,-0.000142487665183345,0.000218738489031309,-1.88453256539e-05,-0.000164771783048227,1.96486504448557e-05,0.000109090797497514,-1.35025631621381e-05,4.41526122436639e-05,-0.000108658273659937,-0.000211454656492704,0.000937854819711514,-0.0013848777956318,0.00107817328026585,-0.000389833011606265,3.92396493272468e-05,-9.43273495339024e-05,0.000189979621389718,0.000216105118150117,-0.00161659438253437,0.00284090048650867,-0.00224506699249771,0.000781619646216183,-0.000111568057561111,2.53135217080657e-05,-1.31344528804437e-06,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,207.606060606061,219.818181818182,256.454545454545,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091,-1,-1,-1
"0-17",3,-8.61992689498702,0.0146059426065014,-0.00114967436766242,5.38948162806077e-06,7.52246363004544e-06,-1.10218553105424e-05,-9.48209534956059e-05,0.00011255648959193,-3.76716066428845e-05,1.25442679513137e-05,7.815398097922e-05,-8.58507169607342e-05,3.94844812624302e-06,1.73291574294056e-05,-1.0085267883699e-05,-8.55000869259701e-06,5.47304702895552e-05,0.000272200203658229,-0.00103768370711803,0.00113206246427972,-0.000444145753013423,3.76206562332671e-05,-4.00359127989246e-06,-1.76010180144476e-05,1.82624400380558e-05,-6.09110023356312e-07,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,73.2727272727273,85.4848484848485,97.6969696969697,146.545454545455,183.181818181818,195.393939393939,207.606060606061,256.454545454545,268.666666666667,317.515151515152,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,512.909090909091,561.757575757576,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-7.86706257968551,-0.0256269114354002,0.000149488881126963,-1.4782500959574e-07,-2.75577656968194e-07,4.83705160757623e-06,3.86170118981955e-05,-0.000105560141785095,6.49693831912451e-05,-5.17205125371863e-06,1.09796005392346e-05,-5.0115718031222e-05,0.000144699330158869,0.000353974403239031,-0.00171877580011919,0.00223973779955156,-0.00124502413154358,0.000311980673776238,-5.63810606168997e-05,1.08155201662728e-05,1.141141572908e-06,-4.52240755096773e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,341.939393939394,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,500.69696969697,512.909090909091,573.969696969697,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
