"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location"
"0-17",1,-8.58023541763601,-0.0162550088302799,-7.51944248813836e-05,2.21586702866675e-06,-1.6776540723369e-06,-7.6669070840035e-06,1.12925964599835e-05,-4.36373913474565e-06,-1.00461859512253e-05,-0.000187867758947757,0.000586537114862741,-0.000505896356057716,5.59175570987437e-05,6.1582773960975e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,122.121212121212,158.757575757576,207.606060606061,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.5666920883837,-0.0165149438616711,6.34422227229412e-05,1.37091609825301e-08,-7.44441845601137e-08,-1.51667524043603e-06,6.44358769548688e-06,8.50037356836018e-05,-0.000223325326338845,0.000157036426431029,-2.64089063672187e-05,-8.90841710421188e-05,0.000149909825302665,0.000205147493642836,-0.00112709870271556,0.00186603104759454,-0.00129459893186728,0.000165495247811913,0.000163208303821226,-3.61935900633322e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,207.606060606061,293.090909090909,305.30303030303,317.515151515152,329.727272727273,366.363636363636,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.13617084747948,-0.0618536780433409,0.00219431394938507,-2.97296765337054e-05,1.62410120278792e-05,1.64882489657847e-05,-6.44924274961683e-05,9.17588554251812e-05,-2.20355075843516e-05,-9.43790599733607e-05,9.40051297583571e-05,-8.55026680058091e-06,-7.75963510723038e-06,4.24771626573557e-05,-0.000423835677416978,0.000930854860795176,-0.000678232771759263,6.48676979464038e-05,7.23599344966829e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,48.8484848484849,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,280.878787878788,390.787878787879,403,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-10.1049563707855,0.0501687465860017,-0.00472533235223611,0.000106075205378802,-5.58097447637542e-05,-0.000167630299458329,0.000126910777105003,-8.85754142812958e-06,-0.000120404582006036,0.000187581929854033,-2.68630339403959e-05,-0.000108326083832262,8.15256801635116e-05,8.67914830126666e-06,-5.44498302780191e-05,-0.000165548947534955,0.000793426529857863,-0.00131060248709661,0.00110393924885393,-0.000438453969219718,4.06716990068017e-05,-2.55899222337433e-05,7.83679855271585e-05,0.000114175274061421,-0.000812639878798809,0.00139540623972801,-0.000916171906604813,9.14740165859408e-05,8.31558750869068e-05,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,219.818181818182,268.666666666667,280.878787878788,293.090909090909,305.30303030303,317.515151515152,329.727272727273,341.939393939394,354.151515151515,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-7.99594143197535,-0.0331038621933536,0.000216794133380559,-3.68357513513701e-07,-1.01079569773315e-07,1.51217038662227e-06,1.55363199820342e-05,-1.96808936709484e-05,-7.03264751496057e-06,-8.89800666353709e-05,0.000351485460501143,-0.000336424965797407,3.7058123572724e-05,4.70138369523081e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,293.090909090909,305.30303030303,317.515151515152,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-8.18180326237603,-0.0310795617037742,0.000182613998494673,-3.96891827407938e-07,6.28281870207533e-08,8.42528585152972e-07,-1.34860153775294e-05,-0.000219747155424739,0.000664996927269644,-0.000557771949448977,6.03264455605486e-05,6.52063066338794e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,268.666666666667,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-9.03076233291937,0.0272248847678479,-0.00403754866012211,8.96388852827854e-05,-4.95867110780947e-05,-0.000121672300941121,8.73886741963165e-05,-3.2343215877199e-05,5.07209322779486e-05,-1.84473962410646e-05,-7.88231981273874e-05,7.93384683433441e-05,-6.04247075235403e-06,-1.00050247622273e-05,-0.000175478882405787,0.000528969720617298,-0.000443813929966707,4.83126103602521e-05,5.18685592562388e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,36.6363636363636,48.8484848484849,134.333333333333,158.757575757576,195.393939393939,207.606060606061,219.818181818182,280.878787878788,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-9.97339518285638,0.0452161736394807,-0.00375648025455731,5.0037913271625e-05,5.33180380807667e-05,-5.86430066750348e-05,-0.00018932287306025,0.000156060104941165,-1.00189277840477e-05,-0.000126672648670738,0.00018942071684613,-1.28541378696402e-05,-0.000122131730712482,1.95812968639997e-05,5.79774434792958e-05,-7.60032070371411e-06,7.90435310108867e-06,-3.73235280311708e-05,0.000106313702863992,7.01928367400584e-05,-0.00103244811367149,0.00207956374763034,-0.00174386516139305,0.000605161716122848,-6.45133479778348e-05,9.85924924652211e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2121212121212,24.4242424242424,36.6363636363636,48.8484848484849,134.333333333333,146.545454545455,158.757575757576,183.181818181818,195.393939393939,207.606060606061,219.818181818182,293.090909090909,378.575757575758,390.787878787879,403,415.212121212121,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,488.484848484848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-9.37098597358983,0.0365406898659743,-0.00162271812339225,9.83309483037273e-06,5.57754655749905e-06,-1.0296033664362e-05,-0.000131777003611632,0.000166586417182137,-2.20375524607415e-05,-0.000180596115184782,0.000217382239758473,-2.67010782388433e-05,-0.00014826686958777,0.000127002555482274,-6.85052970354538e-06,1.44043872410528e-05,-1.04442415193509e-05,-6.24498613612752e-05,6.50822022944505e-05,-9.92729662358865e-06,4.59144940955696e-05,0.000138717512679069,-0.000689944320226253,0.000818449473773181,-0.00033332668490657,2.04467710854943e-05,-2.00421562318977e-05,9.41823010996844e-05,6.85470516945326e-05,-0.00127589882410907,0.00311437628254394,-0.00305675906688216,0.000687960602858466,0.00193620684788826,-0.00382550983172297,0.00377059069041957,-0.000972862007506695,0,0,0,12.2121212121212,73.2727272727273,85.4848484848485,97.6969696969697,134.333333333333,146.545454545455,158.757575757576,195.393939393939,207.606060606061,219.818181818182,280.878787878788,415.212121212121,439.636363636364,451.848484848485,464.060606060606,525.121212121212,537.333333333333,549.545454545455,561.757575757576,573.969696969697,586.181818181818,598.393939393939,671.666666666667,683.878787878788,696.090909090909,708.30303030303,720.515151515152,732.727272727273,744.939393939394,757.151515151515,769.363636363636,781.575757575758,793.787878787879,-1,-1,-1
"18-49",3,-7.98699050251528,-0.0307680755103942,0.000254555162555334,-7.48409656086738e-07,-5.09444460260943e-08,2.93133306083899e-05,-1.81109945168542e-05,-5.92585991983537e-05,5.09244293822937e-05,-4.05428034609617e-06,0.000153901579838511,-0.000105058148285383,-0.00056823384775013,0.00086497241434188,-0.000350622477127747,9.77475088934844e-06,-2.8926492592015e-06,4.20521385373824e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4242424242424,183.181818181818,195.393939393939,207.606060606061,219.818181818182,341.939393939394,427.424242424242,439.636363636364,451.848484848485,464.060606060606,476.272727272727,500.69696969697,512.909090909091,781.575757575758,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
