"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_37coef","knot_38coef","knot_39coef","knot_40coef","knot_41coef","knot_42coef","knot_43coef","knot_44coef","knot_45coef","knot_46coef","knot_47coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location","knot_37_location","knot_38_location","knot_39_location","knot_40_location","knot_41_location","knot_42_location","knot_43_location","knot_44_location","knot_45_location","knot_46_location","knot_47_location"
"0-17",1,-15.003313346385,0.122212306487121,0.00327203891891828,-0.000110288039705313,0.00017256107594269,-4.81166949632103e-06,-0.000122431105843024,1.78319337171705e-05,0.000158113260797546,-0.000232339566146131,0.00024434830751022,-0.00019446564409554,8.29708583812997e-05,-1.41272966691023e-05,1.53720888619142e-05,4.633243036887e-05,-0.000225216457751089,0.000330779499656452,-0.000257888446386991,0.00012772800683057,-3.74636909978809e-05,5.13985972807499e-06,-1.38662115088827e-06,-4.53836989011711e-07,-1.07954673981603e-05,1.2234250663401e-05,-1.59531628769585e-06,-1.82477186974137e-05,7.26193154443225e-06,0.000101083276016769,-0.000169433019268419,9.6998743597788e-05,-1.85322696506054e-05,7.17666118629503e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,507.5,531.666666666667,555.833333333333,628.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.50123546273471,0.193153433296134,-0.00507257129205995,3.93727200825813e-05,-6.48541110919771e-06,-9.20632567737159e-05,7.05322099225676e-05,-2.70511113870472e-06,-2.0424378955827e-05,1.24263831054207e-06,1.69250125693207e-05,-1.7804438536314e-06,-1.91892889932585e-05,1.64588878884069e-05,-1.93856587048817e-06,-4.9141911726776e-06,6.20777554546405e-06,-8.44642594654027e-07,-3.41407208583099e-06,-7.12710060610384e-06,-2.82236929398451e-05,0.000175932360542481,-0.000265466139647447,0.000178475018766583,-6.25396619217925e-05,1.26727560077126e-05,-7.01438669447966e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,290,314.166666666667,338.333333333333,435,628.333333333333,652.5,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.62913138320631,0.209560310590792,-0.00540539275381465,4.51102374814022e-05,-1.18569433265338e-05,-0.000121485959210654,0.000142630057360889,-5.34504559155195e-05,-6.51203275390939e-06,1.01845234382921e-05,-1.49024731290987e-06,-1.93517001118358e-05,1.94081504139357e-05,-9.39805793120229e-06,2.48577415114851e-06,3.69972058548957e-05,-7.90626424711959e-05,7.33606051114667e-05,-8.14007652735387e-06,-7.17537557692321e-05,7.34587961061037e-05,-5.52876159388792e-06,-2.93016408984921e-05,1.62117579075474e-05,-2.47951604593249e-05,8.37904326822462e-06,9.9946534175883e-05,-0.000156950519434977,8.65130138346915e-05,-1.62459260136096e-05,6.35622862000846e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,193.333333333333,241.666666666667,290,314.166666666667,338.333333333333,459.166666666667,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,725,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-9.8392028086678,0.238476031132766,-0.00342522840584582,1.63449971736012e-05,-9.85578319440007e-06,-4.87636414271118e-06,-3.2846653941604e-06,2.3046634980651e-06,6.72107676468011e-07,3.1232470244632e-05,-9.15790337661048e-05,7.64600082398317e-05,-4.11725374159636e-06,-5.61490658003035e-05,8.04206768847168e-05,-1.46262962092799e-05,-0.000124405059783512,0.000194891202442823,-0.000124360168698814,3.30755501570198e-05,-1.25322188007429e-06,2.57481233178929e-06,-7.11563937123107e-06,-4.90081216828217e-05,0.000162421002082404,-0.000185548252976197,9.27423012037722e-05,-1.77105804973483e-05,7.46989262145404e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3333333333333,96.6666666666667,193.333333333333,314.166666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,749.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.7685684744737,0.0349794271803041,-0.00459503888893673,0.000139254825196894,-0.000280526181424091,0.000213769058073596,-1.75514247966319e-05,-0.000166170164864719,0.000149551769251852,-1.42254459463804e-05,-7.70227501785508e-05,0.000136283191065686,-0.000143677810539899,7.18860095892548e-05,-1.02898620717175e-05,1.18375317141819e-05,2.65372990657339e-05,-0.000177619420436004,0.000288361193885679,-0.000249409962179817,0.000143997852726329,-4.92508947632134e-05,4.37184220650386e-06,-8.40934369014006e-07,1.07142640659822e-06,2.57524585419198e-05,-7.6682106179171e-05,9.39672863607568e-05,-6.05781570537372e-05,7.27009053681159e-06,0.000102133251014762,-0.000173873282487755,0.000100408497956656,-1.94707210441264e-05,7.3231991740879e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,700.833333333333,725,749.166666666667,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-13.445748840062,-0.0966896457704536,0.0246182972445495,-0.000483021905161914,0.000620940564118852,-0.000125015732979027,-5.31776176751077e-05,4.89102868551769e-05,-1.72698277122293e-06,-2.36287867615968e-05,1.79208613063127e-05,-7.96457883910384e-07,-1.37322980694644e-05,2.5813688697134e-05,-1.25644074489883e-05,-4.93447021717293e-06,6.14346666454104e-06,-2.29737371051874e-05,8.64227980599535e-06,0.000106686980870443,-0.00017352251884517,9.84857116773924e-05,-1.91765598422771e-05,7.24462547262372e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,362.5,386.666666666667,410.833333333333,435,628.333333333333,652.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-12.5125327615281,-0.128765177981861,0.0226900383831102,-0.000418249998589094,0.000493640459858222,-1.32352592973285e-05,-9.56494806004041e-05,5.57039290683738e-06,5.78799112060069e-05,-2.79487216348205e-05,-1.05148256375708e-05,9.01031201745006e-06,-1.37076854661836e-05,2.85094753672035e-05,-4.89774029950437e-06,-2.98004596730244e-05,2.14313306509665e-05,-8.95490573108104e-07,-1.44508862118823e-05,1.5480178763826e-05,-1.08010450994809e-05,3.55146225837446e-06,6.14568888832469e-05,-0.000106012438128307,6.01971941434539e-05,-1.10067135672029e-05,4.41475592815987e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,217.5,241.666666666667,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,604.166666666667,628.333333333333,652.5,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-13.7271078239637,0.000521582138310545,0.0118718538630097,-0.000202804816940489,0.000214419193053118,-2.36629846089613e-06,-8.27192039681672e-06,-4.98108565518561e-06,3.71383979028735e-06,1.15142052328453e-06,3.72204558910205e-05,-0.000105888755771516,8.73291930028076e-05,-4.56001885770004e-06,-5.65304229283882e-05,7.56935442537689e-05,-1.24408815281585e-05,-9.46824018302977e-05,0.00011216179333725,-3.83968604987119e-05,1.75435937137722e-06,-7.02903391263861e-06,-5.61560614945027e-05,0.000194095660301393,-0.00022669870700073,0.000113744289744257,-2.13925168888453e-05,9.12810767031975e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,120.833333333333,217.5,241.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-15.0096669509654,0.003010686830841,-2.33321893254978e-05,8.82506661768027e-09,7.9098285280022e-08,-1.12544244742102e-06,-2.09026299651796e-05,0.000136353540143026,-0.000216654044083441,2.15359736235862e-05,0.000195942585932531,-0.000135238722218366,7.2883482914151e-06,3.12937526969015e-05,-3.35044910190672e-06,-7.1938259691022e-05,8.90335135565083e-05,-1.03602514681051e-05,-7.97841676878264e-05,0.000113172803818335,-7.13196915638621e-05,5.14533074692704e-06,1.28834319098159e-05,1.26358270494709e-06,-5.49318370780295e-06,-3.07525629178298e-05,0.00014548929804987,-0.000260843064516453,0.000219159576223703,-7.22825126377498e-05,4.42080277283785e-06,-9.33779480742925e-06,8.05476148966568e-06,-1.95292184397893e-06,6.21014553662148e-07,8.52305560881727e-06,-2.27571972429832e-05,1.49076091261766e-05,-9.60471180470523e-08,-3.55811851959163e-07,0,0,0,0,0,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,1015,1111.66666666667,1305,1329.16666666667,1353.33333333333,1377.5,1546.66666666667,1570.83333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-15.0262141957552,0.0098428589677403,-0.000195869568236185,1.38058981821791e-06,-8.20776372203505e-07,1.1230721185605e-06,-4.80327491158001e-06,-2.46987061600713e-05,0.000147036566097724,-0.000251908166185323,0.000163450960455707,-1.32603809286966e-05,-3.43252597745123e-05,1.91713452759041e-05,-3.6850876984591e-07,-1.01148676768714e-05,9.4605890220541e-06,-7.01973310979428e-07,-8.92214681682696e-06,9.64918053723851e-06,1.22269097830965e-06,-6.12094034299708e-06,-2.58130308484655e-05,0.000165307933400709,-0.000348270502954395,0.00034631058987869,-0.000166728742021081,3.62032754432773e-05,-3.99362254724515e-06,6.33628817553657e-07,-2.80400800652623e-06,3.16439427885361e-06,-1.66803351207554e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,459.166666666667,483.333333333333,507.5,604.166666666667,628.333333333333,652.5,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1353.33333333333,1377.5,1546.66666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
