"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_37coef","knot_38coef","knot_39coef","knot_40coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location","knot_37_location","knot_38_location","knot_39_location","knot_40_location"
"0-17",1,-14.4822540726214,-0.276085582707448,0.0310596272316141,-0.000564019842465543,0.0006747521950816,-2.59058660984436e-05,-0.000158506141585984,7.45764401025282e-05,2.38346529233292e-05,-3.41457576773198e-05,4.42546332475706e-06,-6.73084377704042e-06,1.33952655360158e-05,9.40511832854056e-05,-0.000286392128585562,0.000340686237942283,-0.000191138819804601,1.70020433367764e-05,4.99563405236679e-05,-2.61615577212502e-05,-6.29529552896552e-06,7.1174544506643e-06,-1.00884390593901e-05,4.55730590527209e-06,8.66120596269226e-05,-0.000156112130417709,9.03454786325002e-05,-1.64832510572095e-05,6.65477430228421e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,531.666666666667,555.833333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-10.5525239695345,0.718926299415084,-0.0348464895353902,0.00053398526716288,-0.000636027753172197,0.000213092401724493,-0.000199512044722312,0.000102037872522243,-7.742059358761e-06,2.63359169233129e-06,-2.18739674731135e-06,-4.10574547951692e-05,4.80287717516673e-05,-3.44699544408785e-06,-1.17165418255539e-05,8.98277317549344e-06,-7.45681973120564e-06,7.77440919328046e-07,8.46656378169761e-06,-2.43775130979272e-05,1.71682168602482e-05,1.03931732224335e-06,-3.93749427251078e-06,-1.10258523335998e-05,-2.0558374097124e-05,0.0001532306577547,-0.000216403220357794,0.000117145631991532,-2.20009207438313e-05,8.58465296252144e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,193.333333333333,217.5,241.666666666667,265.833333333333,290,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,749.166666666667,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-11.5249432750733,0.858335182019534,-0.0411922265562753,0.000630900773801398,-0.000747695780407837,0.000239801986002634,-0.000236103487699555,0.000151861792877973,-3.62354259488998e-05,3.96331735124929e-06,-2.68875970082151e-06,-3.73586927603386e-05,4.95261242612532e-05,-2.57861808527093e-06,-2.03144258772424e-05,2.27855521821274e-06,2.84421008510777e-05,-6.7416814060033e-05,9.76497257941818e-05,-7.35760038070876e-05,5.13515434254786e-06,1.88541999154516e-05,-1.30795840861437e-05,5.54774874197947e-06,4.56813576667988e-05,-0.000108260305384403,9.51311686327292e-05,-2.92878364461971e-05,1.70928475907902e-06,-6.86224809412252e-06,-4.53341262225601e-05,0.000188337085492691,-0.000260666422294747,0.00017096643210662,-5.9789180562886e-05,1.21477115293131e-05,-6.84930753746668e-07,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,193.333333333333,217.5,241.666666666667,265.833333333333,290,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1
"65+",1,-12.0779783205338,0.693029230325313,-0.0278916195489971,0.000393617221127602,-0.000405652603527206,6.01573542576779e-06,5.32840201424658e-05,-8.53841347732613e-05,4.97489354202634e-05,-4.34030869724891e-06,-5.91567375151792e-05,0.000105332448409585,-7.1708214004011e-05,5.62097703080768e-06,1.88886192494179e-05,-3.57044372855553e-05,6.75605444622179e-05,-1.66937739360725e-05,-0.000110310843133187,0.000161456721480516,-0.000205063734548448,0.000389166201433101,-0.000457889543992281,0.000272107827182795,-8.87830866567492e-05,2.05559752243491e-05,-3.16637743819569e-06,4.99126220932389e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,145,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-15.0334891199608,0.248293142469461,-0.0232341894511121,0.00051005212919334,-0.000798691125874469,0.000372122087910065,-2.44148128859541e-05,-0.000110579203319449,4.81245026505709e-05,1.22425100580814e-06,5.11967062187109e-05,-9.00185266842442e-05,4.61893728118072e-05,-9.36271462129774e-06,1.34634114011883e-05,5.131483876871e-05,-0.000224742997898296,0.000341528120560943,-0.000294141403738692,0.000164664435472872,-5.20890119414317e-05,4.3422220034884e-06,-7.00414770153052e-07,2.08059605092363e-06,-1.31391521599831e-05,5.38141689619544e-06,9.60674775951064e-05,-0.000172289959555654,0.000100943573016141,-1.9273274871691e-05,7.44359909935317e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,700.833333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-14.5239311754218,-0.489309731431201,0.0564805664388356,-0.00106114881020821,0.00139831435329903,-0.000441513711076074,0.000206974626074896,-0.000177076382294253,8.20822851244289e-05,-6.17801540342975e-06,2.54071570380909e-05,-3.34268995177448e-05,1.67092379057924e-06,1.8227922142305e-05,-1.44816434230235e-05,1.55506394822654e-06,-3.34409312323244e-07,-6.599341487764e-06,7.57083525898331e-06,-2.08573190717366e-05,7.84871373259238e-06,0.000100197637141751,-0.000164146043551597,9.3004301251348e-05,-1.77780591125967e-05,6.839482515848e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,265.833333333333,290,314.166666666667,410.833333333333,604.166666666667,628.333333333333,652.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-14.5129923676639,-0.500436958615125,0.0562110002016698,-0.0010455625186851,0.00136437762860558,-0.000414062391618287,0.000195372229377034,-0.000185483907845004,0.000103852291763926,-5.76373889893505e-06,-1.82529445089349e-05,9.30626352045273e-07,1.86991189103447e-05,-1.63992350471445e-05,1.19108643003407e-05,-3.22278941444298e-06,-2.57298362010386e-05,2.1862877434633e-05,-8.96959258823546e-07,-1.49419330939899e-05,1.50813095601778e-05,-9.71249146798061e-06,3.52109943145074e-06,6.24247064429881e-05,-0.000110671447116765,6.40473049517415e-05,-1.1851533863875e-05,4.69846879084516e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,193.333333333333,265.833333333333,290,314.166666666667,410.833333333333,435,459.166666666667,483.333333333333,604.166666666667,628.333333333333,652.5,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-14.4231458005969,-0.429701274522463,0.0444076006803705,-0.000778660906791709,0.000942180640561455,-0.000170135107675735,6.79258383533301e-06,5.94013839906537e-06,-1.07514315909574e-05,6.19811601683361e-06,-1.15908172947314e-05,8.31889799439831e-06,7.57077083479339e-05,-0.000211727430074382,0.000226137466403311,-0.000100127554951746,5.11826632284709e-06,2.70731378786237e-05,-5.46099144138339e-06,-7.58227078003319e-05,9.46852509941686e-05,-3.39023790642907e-05,1.73436797761375e-06,-4.29635422253521e-06,8.62594162108701e-06,1.21480776160371e-05,-0.000138800952933985,0.000318436222231659,-0.000325794745168085,0.000158100683885747,-3.32290849899533e-05,3.68442154620719e-06,-5.86183356819581e-07,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,120.833333333333,193.333333333333,265.833333333333,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,580,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-15.0229715446566,0.00524520712839128,-5.83582427108102e-05,2.02601462956158e-07,-8.73866321489457e-08,9.13016294577464e-07,-4.98305655333819e-06,-2.35306418896937e-05,0.000178708408477593,-0.000332735862292338,0.000210418760515041,-1.3358114392118e-05,4.64527602706174e-06,-1.84503160894296e-05,-2.06619753521739e-05,2.19981234675119e-05,-1.5525108718625e-06,-3.2087348052807e-05,6.07327084655397e-05,-3.35243123814054e-05,4.075328284535e-06,7.37329921181749e-05,-0.00020684874666658,0.000202565816788381,-7.40167671868836e-05,2.58774520335243e-06,3.14106488508423e-06,-1.84919057645534e-06,-3.2442691331347e-06,3.72103028467782e-06,-1.23337681524515e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3333333333333,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,507.5,531.666666666667,652.5,676.666666666667,700.833333333333,725,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,1063.33333333333,1111.66666666667,1353.33333333333,1377.5,1546.66666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-15.0131936041684,0.00943027167104361,-0.000188282319913498,1.33520999760498e-06,-8.00736822548708e-07,1.09507583977431e-06,-4.67778474751845e-06,-2.35521987367426e-05,0.000142009967951771,-0.000237845663231683,0.000141962719255917,-8.71107228522461e-06,-1.10404257690884e-05,9.20002718162197e-06,-9.93492548474146e-06,9.17472179796465e-07,1.67812949246687e-05,-3.76039920250144e-05,2.23872584041274e-05,-1.16495105266609e-06,3.95135768343634e-06,-9.42981497600219e-06,-2.30212509864636e-05,0.000168612623889587,-0.000362206296164402,0.000362664915667772,-0.000175935592394094,3.86307308876905e-05,-4.18760616498773e-06,6.65795126680683e-07,-2.74344943086424e-06,3.07719418092183e-06,-1.6194805545194e-07,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,749.166666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1353.33333333333,1377.5,1546.66666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
