"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_37coef","knot_38coef","knot_39coef","knot_40coef","knot_41coef","knot_42coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location","knot_37_location","knot_38_location","knot_39_location","knot_40_location","knot_41_location","knot_42_location"
"0-17",1,-13.6215257584607,0.140069010980373,-0.00136340527772412,-9.34805387967517e-06,1.6736821363436e-05,8.64177994402737e-05,-0.000210768953229569,0.000151071438722549,-1.4905119619144e-05,-6.70158797037444e-05,0.000123649729046143,-0.00011167538837955,9.82749601788791e-06,4.75476245785001e-05,5.61798359781496e-06,-1.32382587055602e-05,-0.000138535403872342,0.000265146518796896,-0.000213114807626717,8.36322712396215e-05,-3.95281106824193e-06,-1.57878778763082e-06,-3.70117296568548e-05,8.8692954941834e-05,-0.000113460508753833,6.35827230205901e-05,-2.30592815287337e-06,-2.0095683902877e-05,1.82606313547139e-05,-4.41292492027944e-06,-1.88858381600692e-05,8.47669746475275e-06,0.000116032500531596,-0.000196019707918351,0.000112135684137021,-2.13307336185251e-05,8.24228605546652e-07,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,628.333333333333,652.5,676.666666666667,749.166666666667,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.46768434680894,0.171148999011484,-0.00417328986159364,3.31299457280819e-05,-8.37684904937689e-06,-6.86368732336102e-05,5.12612748921226e-05,-2.69306242663743e-06,-4.76775714346592e-05,7.72817661895976e-05,-3.66852591687512e-05,4.71876601421525e-07,1.143946216928e-05,-1.03406359020577e-05,1.33647046422798e-06,2.16412230214824e-05,-6.59340112367368e-05,6.52116186402802e-05,-2.0861031935932e-05,-2.25666609455608e-05,8.20022600142414e-06,0.000115672556226615,-0.000189089762463622,0.000106729842626387,-2.03125987818181e-05,7.94818799959145e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,193.333333333333,217.5,241.666666666667,265.833333333333,314.166666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,676.666666666667,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.48740772603285,0.173682612313773,-0.00384760289242842,2.87225321985615e-05,-5.10017907506915e-06,-7.00903952372259e-05,5.82423830506725e-05,-2.12215285370958e-06,-2.84289217911496e-05,4.28283082371392e-06,3.69077923735418e-05,-2.48340280091993e-05,8.28593862727695e-07,2.43968558172916e-05,-3.36504482854258e-05,2.07873752351615e-06,1.03492561340218e-05,-6.17100843442991e-07,-1.17253934987303e-05,1.23983841413438e-05,-2.49348410179042e-05,8.7467330355477e-06,0.000108305393780625,-0.000171968545871552,9.58706027994767e-05,-1.836880436963e-05,7.07747556659907e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,265.833333333333,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,604.166666666667,628.333333333333,652.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-9.55695439401394,0.1663296293163,0.000339794181454083,-3.65878538498817e-05,4.75278780432364e-05,-9.55452012758755e-07,-2.34249671495316e-05,2.06319844049652e-05,-4.39251005127597e-06,-5.49937277695373e-05,0.000142793177409695,-0.000181229778914763,0.000134985626993141,-2.68163211080011e-05,-0.00015622252933229,0.000376086208572537,-0.000379799030691821,0.000166217038003474,-2.69136370192135e-05,3.65551446384317e-06,-5.61901479952696e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,120.833333333333,145,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.6546636553571,-0.0520413859439301,0.00508206689448045,-5.59119322724419e-05,3.03797110823876e-06,9.69157498422377e-05,-1.06012547243269e-05,-9.23794665214736e-05,6.333664249816e-05,2.4266225701095e-05,-5.16406523767224e-05,5.65900546576779e-06,3.51735023423454e-05,5.79272949354982e-06,-1.40423641258664e-05,-0.000130717603251283,0.000285933455670675,-0.000290168245224438,0.000182284723710404,-6.19909372687886e-05,6.35620494534891e-06,-1.69440160614046e-06,-2.56073623261258e-06,3.53492250627034e-06,-2.45925266330408e-05,9.65018636966549e-06,0.000126877530200815,-0.000210440591021502,0.000120379563399946,-2.33501075941558e-05,8.88569990603437e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,604.166666666667,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-13.6433006176783,-0.247246539965081,0.0378697562264051,-0.000742396267377529,0.00101160903568868,-0.000348622565766708,0.00014168935940795,-0.000116255126878942,6.52716475056829e-05,-3.14054628784737e-06,-2.20696125213229e-05,2.12698178841974e-06,2.50743028284121e-05,-1.32241936807388e-05,-8.20045632125413e-06,1.21232152274653e-05,-3.96258727912623e-06,-6.58830912582587e-06,8.05121895517897e-06,-1.07209948325653e-05,4.23397888654542e-06,7.44885283184866e-05,-0.000133044422567712,7.77017811769046e-05,-1.47180076208373e-05,5.70697151710859e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,217.5,241.666666666667,265.833333333333,290,386.666666666667,410.833333333333,459.166666666667,628.333333333333,652.5,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-12.6495366552274,-0.354811471907061,0.040969809975276,-0.000762651470670092,0.000983501233701855,-0.000240062815377298,1.17363701607181e-05,-2.61621014316536e-06,1.65129129698745e-05,-1.88652106304855e-05,3.41712984165337e-06,1.90255794896811e-05,-1.00957087641601e-05,6.33455700154259e-07,2.09550864887179e-05,-6.21752622064984e-05,5.25801258670719e-05,-3.44257285986393e-06,-8.56268085396005e-06,-8.65672021079047e-06,3.83179747217042e-06,4.21649187666374e-05,-6.17258949654592e-05,2.46066695591834e-05,-1.05927380169214e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,217.5,241.666666666667,265.833333333333,290,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-14.5165477723753,0.0139161463168706,0.0122300919976076,-0.000209372824510574,0.000220100742566086,-1.48886390159345e-06,-6.06368505242504e-07,-1.01322426455233e-05,1.60331801622655e-06,9.6726417571475e-07,3.36651536329975e-05,-0.000102113677030563,8.74460930391244e-05,-4.55978255997148e-06,-5.76897582532582e-05,7.75891293257562e-05,-1.2917543929331e-05,-9.85551553372324e-05,0.000116552506053198,-3.97849810152213e-05,1.66608662771785e-06,-6.53073993449026e-06,-5.08503988672396e-05,0.000176668796067573,-0.000207071251981171,0.00010416193718826,-1.95841577371258e-05,8.33766613249064e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,120.833333333333,145,265.833333333333,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-15.0121314336768,0.0028204395409361,-2.15245275254849e-05,4.71884255451554e-09,7.83934231155815e-08,-1.10999052840515e-06,-1.99910831329925e-05,0.000133443566420486,-0.00021104810222151,2.00223487777819e-05,0.000179250846002844,-0.000110399827058718,5.31619836562566e-06,4.83472592779422e-05,-0.000120641051706199,0.000113130611803254,-1.33235978803498e-05,-7.49659447898091e-05,9.75798411480645e-05,-5.52509358935507e-05,1.84536499698917e-06,1.55352818359524e-05,-1.06949830363468e-05,3.77013719057703e-06,-7.6924806572474e-06,-1.04290083430009e-05,0.000132935048389829,-0.000297823095070219,0.000285172585676341,-0.000113220937312891,5.49938742557925e-06,5.88358825417949e-06,-1.41896764323883e-06,5.15943050680661e-07,1.31514228658378e-05,-3.75665506270544e-05,2.92802093424261e-05,-8.90024154581957e-07,-5.5258309920835e-06,3.2760669301095e-07,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,676.666666666667,700.833333333333,749.166666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,990.833333333333,1087.5,1305,1329.16666666667,1353.33333333333,1377.5,1425.83333333333,1450,1570.83333333333,-1,-1,-1,-1,-1,-1
"18-49",3,-15.0141754656388,0.00957651935304159,-0.000190556817855888,1.34288299601996e-06,-7.98082049960021e-07,1.09223606952571e-06,-4.67344543274589e-06,-2.41309560599635e-05,0.00014447432393975,-0.000246721493635891,0.000158668193702095,-1.35155234818305e-05,-3.21580962357099e-05,1.91839391105277e-05,-3.29294473354891e-06,8.486803229111e-07,1.07936436597359e-05,-2.79235573969834e-05,1.83567482773779e-05,1.13352806316931e-06,-5.98757495378664e-06,-2.83033233048679e-05,0.000169457443172175,-0.000341038168036786,0.000313766931426947,-0.000120072576854213,5.65491202778264e-06,4.39439585214731e-06,-5.53898069091785e-07,-1.88382131269377e-06,2.27501599695042e-06,-9.9893857230089e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,435,580,604.166666666667,628.333333333333,652.5,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,990.833333333333,1111.66666666667,1353.33333333333,1377.5,1546.66666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
