"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_37coef","knot_38coef","knot_39coef","knot_40coef","knot_41coef","knot_42coef","knot_43coef","knot_44coef","knot_45coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location","knot_37_location","knot_38_location","knot_39_location","knot_40_location","knot_41_location","knot_42_location","knot_43_location","knot_44_location","knot_45_location"
"0-17",1,-14.5596820550947,-0.194099365501167,0.02343761509484,-0.000449001801898059,0.000571461173883228,-2.5970098218144e-05,-0.000247700199679855,0.000196113746826731,-1.66941170019899e-05,-8.36471893532558e-05,0.000128602157426934,-0.000103457740023894,6.2701464679689e-06,4.35845215431108e-05,-5.74143394508465e-06,-0.000105834440787482,0.000185336591927844,-0.000136525390931443,4.90677158993954e-05,-2.68316457140596e-06,-4.74979155032215e-06,2.31637949428309e-06,-1.81936963449739e-05,5.03440981137418e-06,6.56352249148631e-05,-6.82838690701621e-05,3.62930465347291e-06,1.14327391017657e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,483.333333333333,604.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-8.99730058690612,0.237049131027577,-0.00646214247639348,5.2384525861861e-05,-1.0735550554712e-05,-0.00012960177308372,0.000123100456231178,-2.9591547588646e-05,-1.67465968242714e-05,1.59105384275098e-06,2.44409697638388e-05,-1.65267401902008e-05,5.97411137216974e-07,9.68733638797992e-06,-9.39729483331204e-06,5.76932643482875e-06,-1.72198656811041e-06,-1.77604968301826e-05,1.71042770081323e-05,-1.77860215790863e-06,-2.29502928223491e-05,8.2161356278235e-05,-0.000165430319288585,0.000171318250590675,-1.71833125474913e-05,-0.000112899547007455,7.77557359664614e-05,-1.36752218275344e-05,8.60871862587665e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,265.833333333333,386.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,749.166666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-8.86936257616583,0.223831766390245,-0.00497163009676702,2.6670514689064e-05,1.75243112111479e-05,1.71571713592865e-05,-0.000212482306644217,0.000272180699914959,-0.000168142079360601,6.56328562670786e-05,-9.39044963030989e-06,-2.33311690282156e-05,3.76629071730798e-05,-2.84177462862701e-05,2.81941545063338e-06,2.45991086405899e-05,-7.77379674827652e-05,0.000157071900611618,-0.000236475577664998,0.00019159224209227,5.61182181089411e-05,-0.00025566752538161,0.000201069001705796,-7.16665650727417e-05,1.38423258164893e-05,-6.28872138114186e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,241.666666666667,265.833333333333,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-10.5029112146662,0.307157225408761,-0.00564833255651114,4.38752021024288e-05,-2.85046034078196e-05,-4.33655461777734e-07,-1.32776592976632e-05,1.36875912017228e-06,-5.78538086237498e-06,-3.92655597032955e-05,0.000173747937788296,-0.000331315043204928,0.000271142181686203,9.11289362711398e-05,-0.000347535175966387,0.000257583350674811,-8.89301912918595e-05,1.69911811494358e-05,-7.90000691827932e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.9237832337736,0.153517494532226,-0.0143163337341969,0.000313194375713882,-0.000499274896174528,0.000260874469544039,-2.06263995080311e-05,-0.000144088763153229,0.000102200701110746,-2.56170473735851e-06,-2.68836938861156e-05,2.16222856108939e-05,-6.04467973293633e-06,1.05132787240519e-05,3.71954888621726e-05,-0.000185629146000681,0.000301564584245261,-0.000283970762948642,0.000178224787838247,-6.10352225519249e-05,4.81100398926403e-06,-8.34836885935923e-07,1.39949680891688e-06,-1.42711178839753e-06,-3.93159234971322e-05,0.000107040553684933,-8.33545687182995e-05,4.85549006560117e-06,1.15544418153937e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,652.5,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-14.8499767541127,-0.0905869728925677,0.0279869777021078,-0.000558816575797148,0.000733119697008244,-0.000169071693120394,5.2862908221398e-06,-4.60727990874814e-05,4.34088088199296e-05,-1.77606409824702e-06,-2.15590477583861e-05,1.67418406004043e-05,-6.026151876904e-07,-1.0156420059839e-05,1.35985912176102e-05,-4.11553045425086e-06,-5.65023232253455e-06,6.76840223328831e-06,-8.51781826011717e-07,-3.46481186135646e-05,7.23022543849935e-05,-9.58411338449217e-06,-7.25086606189036e-05,5.39626373487199e-05,-9.77720603089498e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,362.5,386.666666666667,410.833333333333,459.166666666667,628.333333333333,652.5,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-13.7223471373253,0.0462966542256755,0.0124462000239973,-0.000246232816710399,0.000287295179588237,-2.65864108847327e-07,-8.35240299829053e-06,-0.000132396323709228,0.000169899429429236,-7.41440918450445e-05,2.49149544382144e-06,1.38296689739768e-06,9.19527222175232e-07,2.57971723860831e-05,-7.00640045221873e-05,5.48763343471693e-05,-1.91304596472417e-06,-2.75069290021777e-05,8.40807456971444e-06,8.56745820213762e-05,-0.000186387481097118,0.000168256487186534,-6.43076687461642e-05,4.3572712157182e-06,1.04015833783705e-05,-2.59600671625676e-05,4.7973126553555e-05,-8.33553680239901e-06,-5.84024758991323e-05,4.48345161026304e-05,-8.30103910104628e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,241.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,749.166666666667,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-14.7545810870819,0.11231512176936,0.00667113456672851,-0.000126478935359973,0.000135595904205877,-1.80715755526375e-06,-7.70985258549076e-06,-1.02224733499625e-05,1.56559907600772e-05,-1.44114503540958e-05,6.45124999670137e-06,5.75943815777464e-05,-0.00014280435777241,0.000113856462722506,-4.91411320237875e-06,-8.52292534953779e-05,0.000119999722190159,-3.45550505825764e-05,-0.000240541074546298,0.000601879998540517,-0.000668185414129872,0.00039331663548535,-0.000134894711107978,3.1309454255072e-05,-4.64155542392487e-06,7.37066315450235e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,145,290,314.166666666667,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,725,749.166666666667,773.333333333333,797.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-15.0030980511374,0.00307403905300629,-2.45359418615287e-05,1.65571607254593e-08,7.16815715335853e-08,-1.03695173918768e-06,-2.100147555573e-05,0.000131519947598922,-0.000202068542915823,2.19008028893823e-05,0.000149296638049486,-7.77558556093258e-05,-1.20444246528428e-05,1.25433797578969e-05,-2.11260329880328e-06,1.06641130819742e-06,-4.23975763159226e-06,1.08521218161627e-05,1.84779931556145e-05,-0.000145962630976035,0.000394202754527417,-0.000591094656053779,0.00048016028141198,-0.000181971145337585,1.55930928899878e-05,-4.12088522495465e-06,8.53114573657615e-06,-7.07654342194625e-06,7.82142772840502e-06,-8.34845549813518e-07,-9.26293481017115e-06,9.58101735658027e-06,6.03232476732498e-09,-7.85326238775647e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,507.5,531.666666666667,628.333333333333,725,749.166666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1208.33333333333,1232.5,1329.16666666667,1353.33333333333,1377.5,1546.66666666667,1570.83333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.9948806698878,0.00540957732769269,-8.53849107993267e-05,3.35113808053782e-07,1.1568538704736e-07,-1.25607957027384e-06,-1.89907993787857e-05,0.000101986103874091,-0.000147876317149778,1.79239486890954e-05,0.000142669715122707,-0.000176561750959794,0.000123214524708712,-4.80848605338805e-05,3.74197357309168e-06,1.48535244641831e-05,-1.27852640726271e-05,-9.04825528906993e-07,-1.18884080107977e-05,6.35263998912438e-05,-0.000103701070621483,6.23168895441641e-05,-3.3327948018861e-06,-7.26677630741671e-06,-7.03277703752296e-06,1.34229049960617e-05,2.96713439798017e-05,-0.000151296950422148,0.000385029309124167,-0.000609539109355691,0.000550529574343155,-0.000266024417863877,6.56695275504777e-05,-1.13991151467729e-05,4.13590281474089e-06,-8.92970841000306e-07,-3.60552291468974e-07,3.30278204686237e-07,-4.96773771969127e-08,0,0,0,0,0,0,0,0,0,0,72.5,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,410.833333333333,435,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,725,749.166666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1015,1111.66666666667,1450,1546.66666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
