"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_37coef","knot_38coef","knot_39coef","knot_40coef","knot_41coef","knot_42coef","knot_43coef","knot_44coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location","knot_37_location","knot_38_location","knot_39_location","knot_40_location","knot_41_location","knot_42_location","knot_43_location","knot_44_location"
"0-17",1,-14.7100210191401,-0.118352843506947,0.0193172200635056,-0.000391547210799119,0.00055870215568043,-0.000197076323361983,9.17727244075326e-06,1.97016282215208e-05,2.44980255484031e-05,-3.22420032964762e-05,5.69265443303306e-06,-7.54058612088066e-06,1.37297101370295e-05,7.86153256408736e-05,-0.000261272621619635,0.000353215338103258,-0.000269447228218599,0.000116903157161316,-1.19616585436199e-05,-6.92707783134368e-06,-1.33986289761795e-06,-1.35815987090474e-05,3.08417670981274e-05,-4.88722184036243e-06,-2.9781712582246e-05,1.73559178289536e-05,-2.34273708567336e-05,9.02102700064161e-06,0.000115732138373344,-0.000188776480756832,0.000105405300684633,-1.9558043392141e-05,7.72554320436071e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,531.666666666667,580,604.166666666667,628.333333333333,652.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-9.13177162854175,0.456138146954059,-0.0224349816680395,0.000351357696436254,-0.000425231314418359,0.000140925453252496,-0.000121456249455726,6.40705831811111e-05,-2.615560110608e-06,-1.5833174943838e-05,1.82529611134288e-06,2.7440791208996e-05,-2.37122314360288e-05,1.09519161032596e-06,1.61267393389757e-05,-1.59165664376478e-05,2.30199957339165e-06,1.72778034299393e-06,2.3824560932864e-05,-8.88212253143115e-05,0.000101581905144344,-4.06160791869529e-05,1.4160506674114e-06,1.51289676054756e-05,-2.73647214450801e-05,4.31502966105291e-06,7.82071764458065e-05,-0.000129746829204349,7.30058032765537e-05,-1.35862715994954e-05,5.47110286355427e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,241.666666666667,265.833333333333,290,386.666666666667,410.833333333333,435,531.666666666667,580,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-9.17232990484822,0.463003814303377,-0.0223776923784404,0.000351805822455293,-0.000434987014433542,0.000170455054705195,-0.000165858175727856,9.67344342882077e-05,-1.65900605765975e-05,-6.96040762889922e-06,-5.08945264983439e-06,9.71444638516426e-06,2.82268566486347e-05,-7.24660512615624e-05,0.000131873964833077,-0.000346713661294719,0.000664684664922062,-0.00067556107132843,0.000353752553073699,-0.000103894315929232,2.44232107898859e-05,-4.21182213691971e-06,6.61335737104201e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,145,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-10.9639131201891,0.382522015231426,-0.00735682542982291,4.1543596503782e-05,9.91747267678929e-06,-1.16477459490246e-05,-0.000115819519970875,0.000130056150622823,-5.62970196540381e-05,4.52678567144359e-07,1.17590432499377e-05,-1.23691394341474e-05,2.4630165930034e-06,4.41706189076514e-05,-0.000116223616869982,9.1875670026717e-05,-4.73473112313968e-06,-6.42186144954283e-05,9.11498800682639e-05,-1.437055547295e-05,-0.00011010040131869,0.000123720616327271,-4.0417857353921e-05,1.8382215219954e-06,-7.33096522848395e-06,-6.05036926485735e-05,0.00020183267709223,-0.000228898179369135,0.000111892585219065,-2.06505086045634e-05,9.07319620552026e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,169.166666666667,314.166666666667,338.333333333333,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.3359138206692,-0.118828858202616,0.00591302137281069,-5.93017915573984e-05,1.00143817824673e-05,9.32869494108235e-05,-5.45637563953507e-05,1.70908012517149e-06,2.64099616063565e-05,-2.64575547064139e-06,-2.36707624078097e-05,4.03650557076623e-05,-1.43018827086365e-05,-0.000134794127448763,0.000277043798831503,-0.000291055928088469,0.000195488069892207,-6.9002298376655e-05,4.79877378791917e-06,-7.59987996302965e-07,1.77126093552517e-06,-2.26429411334769e-05,8.85557718418324e-06,0.000109856434960317,-0.000178711240588991,9.95621839534462e-05,-1.84397142727947e-05,7.25803405366201e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,169.166666666667,193.333333333333,217.5,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,652.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-14.3324710499674,0.718123197323655,-0.0281039677310192,0.000403998477337778,-0.000455678411561419,9.97004083254595e-05,-5.81285083371211e-05,3.42714876793986e-06,1.40706807247751e-05,-1.59868260775408e-05,1.80051124754236e-06,2.31944407674705e-05,-1.71429131101418e-05,-6.86513938683511e-06,1.10078497773703e-05,-1.58479876304877e-05,1.5444864921411e-05,1.47921223855389e-05,-7.18555824487234e-05,9.00728907913854e-05,-3.84084481690052e-05,1.12970924483123e-06,1.01342750500569e-05,-5.95648810086329e-05,9.04469257245829e-05,-1.12640654979573e-05,-6.81170920518356e-05,4.76246507497331e-05,-7.98685686100484e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,145,217.5,265.833333333333,290,314.166666666667,386.666666666667,410.833333333333,507.5,531.666666666667,604.166666666667,628.333333333333,652.5,676.666666666667,725,773.333333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-13.0347765463918,0.314576509903302,-0.00443235594749885,2.128128287391e-05,-2.60428631351812e-06,2.72280537546836e-06,-4.83528528727417e-06,-4.99801808165283e-05,4.06178529136394e-05,-8.36557406211988e-07,-1.47629438281659e-05,1.40147654166202e-06,2.52896600599036e-05,-2.07181490487071e-05,1.7605717412275e-06,3.68172832160637e-05,-8.64964088966845e-05,6.06971437245447e-05,-2.13892052090582e-06,-2.1556365208415e-05,6.96566532125059e-06,6.91374860931173e-05,-0.000157971776332789,0.000140277654105413,-4.61161081463893e-05,1.81709900488729e-06,-7.26624795061534e-06,3.05000761025424e-06,4.48417707943227e-05,-6.96749723979596e-05,2.84082669475256e-05,-1.23491735885715e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,265.833333333333,290,314.166666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-14.8656769542613,0.313542195050458,-0.0030990717542258,1.06553725996646e-05,-4.93997299113239e-06,5.50164607221044e-06,2.1981252139303e-05,-8.51200702143428e-05,9.43730790664939e-05,-4.4567274810305e-05,3.76120160464119e-07,5.17831368337765e-06,-1.5000434579063e-05,7.43821409440415e-06,7.15433352368062e-05,-0.000185495026511803,0.000189377302967965,-8.02837410928891e-05,9.35897820436807e-06,-7.3224028972808e-06,9.5442723694421e-06,4.49245074461059e-05,-0.000143693658244083,0.000151358705968512,-5.71765708417849e-05,2.28240256619844e-06,3.46190742485466e-06,6.90983796609373e-06,-1.36971795034546e-05,-9.84205680806986e-05,0.000289791490560247,-0.000310973935650554,0.000150555479001827,-3.08085607077345e-05,3.42807269719328e-06,-5.45153471175271e-07,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,193.333333333333,314.166666666667,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.9110722190154,-0.00197695345145437,2.09403575164267e-05,-5.69024603345314e-08,-4.54831661746836e-07,2.43875302811315e-06,7.15745246941916e-06,-6.17122837256784e-05,0.000199510369538799,-0.000256924191579883,2.42046993423157e-05,0.000188133846636654,-0.000107626944845225,7.22167787838445e-06,4.49374567151277e-05,-0.000167794887785622,0.000237106959419012,-0.000191476406425296,0.000109023591119086,-1.30295632690149e-05,-5.03931151098359e-05,3.14858240858178e-05,-5.7864868420487e-07,-4.2665134617754e-06,-6.44990917957779e-06,7.86033527363645e-05,-0.000186348751562179,0.000182646823296879,-6.93043042431952e-05,2.45448914422711e-06,2.28464676758978e-06,-1.15655999177859e-06,5.23339123372504e-07,8.51579342207965e-06,-2.01810994536834e-05,1.22631292245376e-05,-1.09928043904821e-07,0,0,0,0,0,0,0,0,0,0,0,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,749.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,1039.16666666667,1160,1305,1329.16666666667,1353.33333333333,1377.5,1546.66666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-15.002729101172,0.0111068534163043,-0.0002213024962904,1.56361596266688e-06,-9.32881826969299e-07,1.27591470080139e-06,-5.4516403022162e-06,-2.76948682954416e-05,0.00016455764228585,-0.000278859801209533,0.000172420827991569,-1.09885518756397e-05,-1.70429538742279e-05,1.39290668358371e-05,-1.43082395468229e-05,1.62007259560887e-06,3.49338882946531e-05,-9.31072151882753e-05,8.47784850099335e-05,-2.72350224912691e-05,1.0231654875441e-06,1.06364005498873e-06,-4.94088300861164e-06,-1.76805590828552e-05,0.000123591059397043,-0.000257691894639913,0.000243925454689331,-9.66255439365043e-05,4.06307689878897e-06,5.32210426900599e-06,-2.44198598139597e-06,1.84009285610574e-06,-5.51773973346272e-07,-7.2820700670183e-06,7.92965423247063e-06,1.65215524688926e-08,-9.26165069751717e-07,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,1015,1135.83333333333,1232.5,1329.16666666667,1353.33333333333,1377.5,1546.66666666667,1570.83333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
