"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_37coef","knot_38coef","knot_39coef","knot_40coef","knot_41coef","knot_42coef","knot_43coef","knot_44coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location","knot_37_location","knot_38_location","knot_39_location","knot_40_location","knot_41_location","knot_42_location","knot_43_location","knot_44_location"
"0-17",1,-13.5415946170337,0.0985807549973022,0.00147978644127942,-4.39281721193823e-05,5.63688120707264e-05,-1.46452913011592e-06,-2.18041568578694e-05,2.23291705644496e-06,4.95988693168512e-05,-6.24470856410769e-05,6.23209066648408e-06,2.39434796005856e-05,7.41243163081313e-06,3.01776023107678e-05,-0.000185686953136452,0.000259825104233472,-0.000156454264759518,1.41427096042521e-05,4.5869921268763e-05,-2.34591007270529e-05,-7.3622788264028e-06,2.26715851366871e-06,3.29072855823394e-05,-4.68269419174855e-05,1.89826033868661e-05,9.37407371719667e-07,-5.5801609962502e-06,-5.68032862162887e-05,0.000212112348108598,-0.000262984879326528,0.000137447272542656,-2.81877475066701e-05,3.0037114661301e-06,-4.76193634973562e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,96.6666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,531.666666666667,580,604.166666666667,628.333333333333,652.5,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-6.81922393881745,0.0637605531720622,-0.00149989892394121,1.24453772524421e-05,-3.57685954414189e-06,-2.90661758116685e-05,2.47481997942493e-05,-1.76741287755754e-06,-3.51314478848036e-05,6.07112091701732e-05,-3.06936800401093e-05,4.3205000066061e-07,1.14689466911083e-05,-1.03231552990705e-05,8.70362029634967e-07,1.2799875089881e-05,-3.2562393816659e-05,2.20085656776162e-05,-3.6008781850219e-06,1.92823357103012e-06,-6.1006347845238e-06,-3.43387887092176e-05,0.000155107605096378,-0.000203443400632581,0.00010667646551768,-1.94121093601261e-05,8.17195291624602e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,193.333333333333,217.5,241.666666666667,265.833333333333,314.166666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,749.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-6.56890176268998,-0.0201788003864225,0.00475993083135645,-9.32178444487557e-05,0.000117554427030475,-7.89426048496872e-05,9.58991918195582e-05,-4.59594561046932e-05,6.55207612532177e-06,2.7380221873656e-05,-0.000110883007038782,0.000182646722315524,-0.000193101944958599,0.000223484080554845,-0.000432252055692937,0.000666878994796504,-0.000528794091961336,0.000175278034769365,-1.66331414116379e-05,4.88060453867749e-06,-7.69977522167698e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-8.08347495050189,0.090147931070875,0.00416768042978037,-0.000115716503555462,0.000177725989509893,-6.89536697646177e-05,3.92630771826112e-06,6.63981729338572e-06,-6.04891342206238e-05,0.000143795168071672,-0.000102754026693724,-0.000195681743916388,0.000593993503029795,-0.000644307510865093,0.000344280290690783,-0.000102920519511357,2.37503842513565e-05,-3.89688257788834e-06,6.08803755676663e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.5722043335829,-0.0764210362129526,0.00569985972062448,-5.64348324412318e-05,1.1185061441462e-05,5.64576921556922e-05,-2.24705528785904e-05,3.63605676713203e-06,5.81174194641431e-05,-9.70735376342926e-05,5.66758596893716e-05,-8.71540751994871e-06,1.16424204863514e-05,2.95649956791557e-05,-0.000184371146391863,0.000306172198691477,-0.000289928123963241,0.000186218023120334,-6.59712901285797e-05,5.24472210510213e-06,-9.5843273495818e-07,1.11046066188933e-06,1.01683283629352e-05,-2.44908428156325e-05,5.52069710417877e-06,9.61445017381911e-05,-0.000161973369844554,8.97370319087764e-05,-1.58732283502944e-05,6.63027447267236e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,120.833333333333,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,604.166666666667,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-11.3123296130811,-0.282579587806648,0.0337026532223297,-0.000632512436231577,0.000818172981305578,-0.000198906198544529,6.84521762840115e-06,1.00670625288176e-05,-8.48824412547407e-06,1.47917801954477e-05,-9.59640176207634e-06,-1.6781279530861e-05,3.25008241312104e-05,-1.66467289756907e-05,8.55175399877451e-07,1.10312519191643e-05,-3.13185016217606e-05,2.29382139064393e-05,-4.9279024665556e-06,1.63646785002542e-06,-4.69433810257716e-06,-2.0360210374746e-05,0.000112792486533543,-0.000157451066132779,8.50094245744062e-05,-1.55984818395069e-05,6.38556822314466e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,120.833333333333,217.5,290,314.166666666667,386.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,749.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-11.1742044290048,-0.255764694789689,0.0309901825476143,-0.00057496667871466,0.000734040044773456,-0.000169487658853228,5.68321082704942e-06,8.91787848335451e-06,-1.20580202385164e-05,1.50229472500645e-06,1.03601560670258e-05,-5.25731320596415e-06,1.43686586557943e-06,2.88550951387188e-05,-7.14448754656889e-05,5.13812544799962e-05,-2.61583489851944e-06,-3.09147657112402e-05,4.89686337900281e-05,-5.77731096545221e-06,-6.57408439110761e-05,5.87208428378201e-05,-2.62290854814435e-06,-8.74265503615816e-06,1.12304537455967e-06,-5.1067901546714e-06,-4.1818699935459e-05,0.000158180039995373,-0.000194650285688454,9.92008665800544e-05,-1.79484740195415e-05,7.80315372132038e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,120.833333333333,217.5,241.666666666667,265.833333333333,314.166666666667,410.833333333333,435,459.166666666667,483.333333333333,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-11.1669976559421,-0.336332143452314,0.0317781956090316,-0.000542342424544784,0.000637058284660201,-9.52023592158568e-05,3.5246987248385e-06,-3.49433074214525e-07,-8.68327363323756e-06,4.54724644772774e-06,7.50589016543907e-06,-1.80817311770255e-05,7.92448924687222e-06,6.76394625195905e-05,-0.000175856951852106,0.00017927144402588,-7.4151453717479e-05,4.9262493898818e-06,9.29120214575082e-06,6.41174043662531e-06,-1.51280907554571e-05,-0.000150899924171411,0.000373199168777543,-0.000277134838676151,1.86010984444201e-05,4.79487642628772e-05,-1.00204394286495e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,120.833333333333,217.5,241.666666666667,338.333333333333,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,725,749.166666666667,773.333333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.9017183427687,-0.00211589120375928,2.23687131780506e-05,-6.06376414885286e-08,-5.94027773366514e-07,3.15020460911648e-06,6.31384273436408e-06,-6.36678364602378e-05,0.000211905225948226,-0.000302880782426309,0.000130787745764988,4.62706469919491e-05,-4.59850274388439e-05,8.62482512884715e-06,6.79014006710236e-05,-0.000180411595397085,0.000212572261089048,-0.000132284174225976,1.79337406510148e-05,9.10408703494312e-05,-0.000121594749393427,5.34190098868961e-05,-4.00969370095405e-07,-7.89422109946874e-06,4.77444529642198e-06,5.24014810722039e-05,-0.000152010881263067,0.000157406586259333,-5.67497094922444e-05,2.85212723941407e-06,-1.43257349815289e-05,1.23069160470532e-05,-1.17573019743192e-06,6.77033161015309e-07,9.60097353292384e-06,-2.4241858775511e-05,1.54265655174254e-05,-1.04912002423628e-07,-3.29451219101701e-07,0,0,0,0,0,0,0,0,0,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1160,1305,1329.16666666667,1353.33333333333,1377.5,1546.66666666667,1570.83333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.9786063033357,0.00597812902870664,-6.71728238649381e-05,-1.98179208665945e-07,6.89063720203289e-07,-1.26126751788916e-06,-2.26901494706838e-05,0.000119707914519326,-0.000173666890223739,2.08673005076784e-05,0.000164361401054302,-0.000191769708882854,0.000119699572288586,-3.65695965018575e-05,1.42468387630612e-06,-1.54158640314084e-06,-2.86443414060969e-05,0.000109139629187669,-0.000163076367845614,0.000114755772931196,-3.22245198644027e-05,2.02522950738596e-06,-1.08189844569095e-05,1.03846743188692e-05,9.68556149233955e-05,-0.000284455966870871,0.000304165881740003,-0.000140518576327467,2.608937535589e-05,-3.24638937618739e-06,5.19302470184656e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",3,-14.9916858249272,0.00749194302128533,-8.47951584437639e-05,-2.35944073394216e-07,8.49215988708765e-07,-1.55584158708342e-06,-2.81809196460628e-05,0.000147510465347911,-0.000214933109617887,2.59797491141953e-05,0.000206595771112718,-0.00024563663739352,0.00016703496606864,-6.41026285434189e-05,3.90828128641824e-06,1.81597528150308e-05,-3.79097407828261e-06,-4.92727553240667e-05,4.55678574274166e-05,-2.33502471872448e-05,8.56040186374614e-06,7.69746618979775e-05,-0.000161690435650175,0.000125250942260624,-3.37069443552009e-05,1.87498686339932e-06,-1.17229877187893e-05,8.66976884568173e-06,7.86594342339167e-05,-0.000220066490899909,0.000227030569230977,-9.21062710246535e-05,4.14551354778777e-06,4.12643272671484e-06,-5.27462481562352e-07,-2.32789303382328e-06,2.75030252677865e-06,-1.12566080635755e-07,0,0,0,0,0,0,0,0,0,0,24.1666666666667,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,990.833333333333,1111.66666666667,1353.33333333333,1377.5,1546.66666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",3,-14.8564313208593,-0.00518858621285089,8.56348895941824e-05,-2.93486062603441e-07,-3.59966336557418e-07,1.90383777620866e-06,1.39095598467818e-05,-7.88968644959436e-05,0.00021992749290451,-0.00026880755138129,3.00729397398534e-05,0.000228182455983146,-0.000259160784884946,0.000178211249893889,-7.24667194557989e-05,9.53609247862741e-06,-7.48763446671422e-06,9.74109853429896e-06,4.58797964254407e-05,-0.000166878099605462,0.000199353261888082,-8.81913950915318e-05,-4.83911020493046e-05,2.25290100458194e-05,0.000275363849483255,-0.000495694793050473,0.000367660997918685,-0.000153426156512031,4.25078376396052e-05,-4.50384301685229e-06,4.19692317309287e-06,-1.32033169072054e-05,0.000195367033078245,-0.000588785914497971,0.000737191833215403,-0.000495846091602829,0.000247409477700245,-0.000127258473442965,4.66811651256818e-05,-5.83552147835237e-06,1.22563273000502e-06,-1.59862443316384e-06,6.64910359967878e-07,1.02777262739736e-05,-2.81954498431793e-05,1.98087557228157e-05,-3.11601506629974e-06,1.10494862875586e-06,48.3333333333333,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1015,1039.16666666667,1111.66666666667,1305,1329.16666666667,1353.33333333333,1377.5,1474.16666666667,1570.83333333333
