"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location"
"0-17",1,-15.2337091633385,0.342623697206149,-0.00902235150115012,7.75860835554051e-05,-6.20400205686826e-06,-8.92117411027287e-05,3.75557914918146e-06,1.54923942814031e-05,-5.46007346699454e-07,-1.6249156817184e-05,1.9217775499662e-05,-4.74446510259061e-07,-4.21331151018618e-06,2.76156366874904e-06,-4.02952237271999e-07,-5.53216805735219e-06,2.13317574699196e-05,-4.68224434106988e-06,-3.04826950638397e-05,1.78542226888958e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,290,314.166666666667,338.333333333333,410.833333333333,435,652.5,725,749.166666666667,845.833333333333,870,894.166666666667,918.333333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-5.86695770254635,-0.0811970506897213,0.001997560763103,-1.3436348669468e-05,4.43382715241902e-06,2.40463071097348e-05,-1.54123444247692e-05,2.42793371991224e-06,-4.02484387420788e-07,-2.49121379217898e-06,1.5320877883345e-06,-6.95701413764128e-07,-2.96685283406762e-05,5.96671734367184e-05,-6.90087724244121e-06,-4.86189989246537e-05,2.56026023315188e-05,-7.86903787754885e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,96.6666666666667,120.833333333333,410.833333333333,459.166666666667,483.333333333333,652.5,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-5.90841918592246,-0.051983195640179,0.00166137552583436,-1.17093319523441e-05,2.79271763050565e-06,2.84002136333209e-05,-2.02364368102709e-05,1.541232555317e-07,1.76830913494979e-07,5.57987984625999e-06,-7.83770871142572e-06,2.96696012307646e-06,6.67654693159145e-05,-0.000191238043022936,0.000194565556249898,-7.49059942157758e-05,3.7708315746256e-06,-4.34095235914646e-07,1.41826657630357e-06,1.8126821358292e-05,-3.32047359408564e-05,1.48473025945967e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,96.6666666666667,120.833333333333,169.166666666667,386.666666666667,410.833333333333,459.166666666667,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,749.166666666667,845.833333333333,870,894.166666666667,918.333333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-8.54844946769695,0.199015369967869,-0.00270056966350336,8.95814001319434e-06,2.11334045391769e-06,-1.01715934103913e-06,-1.000081654156e-05,-1.08683685948307e-05,2.53337930228125e-05,-3.27165300416979e-06,-1.2642678665879e-05,-8.04400007278483e-07,4.66447782652042e-06,6.47431090364577e-05,-0.000186374854377824,0.00014927954268773,-6.75949406320548e-06,-3.41644782438138e-05,1.1099306005674e-05,-2.89287275615509e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,96.6666666666667,265.833333333333,314.166666666667,338.333333333333,362.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,725,773.333333333333,797.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-13.7824242756239,-0.159287434710742,0.00895621087010844,-9.73946679725228e-05,1.64575832374085e-05,0.000161971319087979,-0.000100661670160616,5.32050771694697e-06,1.57779844400145e-05,-7.03883232629675e-07,-1.59063574405149e-05,1.91222920979455e-05,-3.87627962415099e-06,-1.28650562298067e-05,1.7404581423653e-05,-8.96423383097789e-07,-9.58488228531988e-06,2.69623335774985e-05,-5.62871744779828e-06,-3.62654183513856e-05,2.07697686176614e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,314.166666666667,338.333333333333,362.5,435,628.333333333333,652.5,725,749.166666666667,845.833333333333,870,894.166666666667,918.333333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-13.9240234965155,-0.374757312578499,0.0488395786732559,-0.000942481694237347,0.00125404941829133,-0.000344070293615412,1.78516678695355e-05,-5.31812134056855e-06,5.1516655403543e-05,-3.4090820898454e-05,1.1290538713151e-06,1.90197910460184e-06,-5.06153917435844e-07,-5.93328828576656e-06,7.19152354533961e-06,-7.19225460309415e-07,-2.88582289997654e-05,5.53388177325817e-05,-7.58570920863539e-06,-4.093535276652e-05,2.15256967889696e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,290,483.333333333333,628.333333333333,652.5,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-14.0132996339421,-0.354851011938108,0.0470859349830591,-0.000902425634525989,0.00119214221899974,-0.000318801996623406,1.21121412249147e-05,5.3327798743781e-05,-3.98258419229616e-05,1.02373883055567e-06,2.26458907895517e-06,9.31556278800752e-07,2.19219270588103e-05,-5.28079142498083e-05,3.33881696393357e-05,-1.67559915973014e-06,-2.59849462114136e-05,3.02614490506082e-05,-1.1526851191799e-05,2.49536136737081e-06,3.85692443980025e-05,-5.87759776268072e-05,2.34816054459418e-05,-1.00311201615807e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,120.833333333333,145,169.166666666667,241.666666666667,410.833333333333,435,459.166666666667,483.333333333333,604.166666666667,628.333333333333,652.5,749.166666666667,821.666666666667,845.833333333333,870,894.166666666667,942.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-14.8078911833286,0.0563622275258269,0.0118847032637134,-0.000214994926714414,0.000231155194921179,-2.98331997484171e-06,-1.32918790524919e-05,-2.53666885011838e-06,5.45941148133432e-06,-8.42770665094821e-07,-1.91666226136494e-05,1.8966895836654e-05,-1.8504930163649e-06,6.68175042564238e-06,4.96695396442205e-05,-0.000191644171866478,0.000217316596623374,-8.63671254404189e-05,3.89516067390245e-06,-4.21082700191718e-07,1.1556667403165e-06,1.37264962353075e-05,-2.57130409628524e-05,1.17838757241516e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,120.833333333333,217.5,314.166666666667,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,749.166666666667,845.833333333333,870,894.166666666667,918.333333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.923634343491,0.00276716778606187,-2.21757902501696e-05,1.58878558889614e-08,6.32968118004089e-08,-9.12427952156414e-07,-1.83802463100204e-05,0.000113051088743974,-0.000172287636798348,1.7834098467506e-05,0.000124109730851448,-5.95205381623112e-05,-4.59084227455313e-05,7.36395044062381e-05,-1.379407640924e-05,-9.04150823381575e-05,0.000183993938110076,-0.000195879941179688,9.51675475885164e-05,-3.96053415336897e-06,-1.15965064788325e-05,-2.44430442320924e-06,9.68974266128901e-06,9.14822634259511e-05,-0.000266518346851868,0.00026744935316211,-0.00010047094283409,3.60881169707097e-06,3.86543728587122e-06,-1.84289039066101e-06,-9.95354547000104e-07,1.78966560842245e-06,-1.87761372123555e-07,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,749.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,1039.16666666667,1087.5,1353.33333333333,1425.83333333333,1546.66666666667,-1,-1,-1,-1,-1
"18-49",3,-14.5872603166915,-0.00992065636766228,0.000138508841920914,-4.76152863832285e-07,-6.7132721925688e-08,7.22372960914932e-07,3.31917711618946e-05,-5.74630811689758e-05,4.87045639695898e-06,2.09348119619796e-05,-5.64585982253636e-06,2.42546120828203e-06,4.23164927930747e-05,-9.10407447661788e-05,5.69646442321079e-05,-1.17273309317918e-06,-1.04427585820471e-05,-2.54467302502443e-06,9.62877791429316e-06,9.11120289478938e-05,-0.000263336618401545,0.00026918154481524,-0.00010843004359918,4.8951854085235e-06,5.05457989897024e-06,-6.05458229755909e-07,-3.92279266943475e-06,4.52786174372993e-06,-1.83980170273156e-07,0,0,0,0,0,0,0,0,0,48.3333333333333,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,507.5,580,604.166666666667,628.333333333333,652.5,700.833333333333,749.166666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,990.833333333333,1111.66666666667,1353.33333333333,1377.5,1546.66666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",3,-14.6288407615436,-0.00780789723277909,0.000109463962008357,-3.72615228615593e-07,-7.43631116376385e-08,8.02427951457968e-07,3.69083693775807e-05,-6.57713655078871e-05,5.71420453934758e-06,2.54856070378549e-05,-5.4909422278178e-06,1.29150577156339e-06,-3.90492929608161e-06,9.00705350239802e-06,6.68097676647336e-05,-0.000200601009871537,0.000201293906219885,-7.50712756447133e-05,3.15054833273563e-06,-2.23418375969116e-06,8.64850347858249e-06,7.34458416544088e-05,-0.000245978722038462,0.000269337067502371,-0.000112411514222713,5.26352211355304e-06,5.86247306493333e-06,-1.17844927388269e-06,3.62889623563411e-08,0,0,0,0,0,0,0,0,0,48.3333333333333,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,459.166666666667,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,990.833333333333,1087.5,1546.66666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",3,-14.5699373580412,-0.0111724738765163,0.000155857720918067,-5.2754783457507e-07,-1.05248475460501e-07,1.09579208230535e-06,4.70419530646432e-05,-8.53092291189044e-05,7.02348809812564e-06,3.5713495247432e-05,-1.02671705371168e-06,-4.16339990454621e-05,5.16605292311227e-05,-2.110280488261e-06,-3.83366789354984e-05,7.44670373514544e-06,0.000138243010342038,-0.000258659009710277,3.80797310647941e-05,0.00041057267969506,-0.000478539477473378,0.000182013154431582,-1.8780354627739e-05,1.27602188013974e-05,-1.35874636349827e-05,2.17721041073711e-05,0.000107972272208625,-0.000436688385495741,0.000555540225093228,-0.0003088579489727,7.51736476191365e-05,-1.04642081205182e-05,3.34492741359123e-06,-5.84407078706094e-07,-2.01040344785157e-07,-5.87705490432566e-06,6.77953121695496e-06,-1.19086524830546e-07,48.3333333333333,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,725,749.166666666667,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1015,1329.16666666667,1353.33333333333,1377.5,1546.66666666667
