"age_group","dose","intersect","t","t2","t3","knot_1coef","knot_2coef","knot_3coef","knot_4coef","knot_5coef","knot_6coef","knot_7coef","knot_8coef","knot_9coef","knot_10coef","knot_11coef","knot_12coef","knot_13coef","knot_14coef","knot_15coef","knot_16coef","knot_17coef","knot_18coef","knot_19coef","knot_20coef","knot_21coef","knot_22coef","knot_23coef","knot_24coef","knot_25coef","knot_26coef","knot_27coef","knot_28coef","knot_29coef","knot_30coef","knot_31coef","knot_32coef","knot_33coef","knot_34coef","knot_35coef","knot_36coef","knot_37coef","knot_38coef","knot_39coef","knot_40coef","knot_41coef","knot_42coef","knot_43coef","knot_44coef","knot_45coef","knot_1_location","knot_2_location","knot_3_location","knot_4_location","knot_5_location","knot_6_location","knot_7_location","knot_8_location","knot_9_location","knot_10_location","knot_11_location","knot_12_location","knot_13_location","knot_14_location","knot_15_location","knot_16_location","knot_17_location","knot_18_location","knot_19_location","knot_20_location","knot_21_location","knot_22_location","knot_23_location","knot_24_location","knot_25_location","knot_26_location","knot_27_location","knot_28_location","knot_29_location","knot_30_location","knot_31_location","knot_32_location","knot_33_location","knot_34_location","knot_35_location","knot_36_location","knot_37_location","knot_38_location","knot_39_location","knot_40_location","knot_41_location","knot_42_location","knot_43_location","knot_44_location","knot_45_location"
"0-17",1,-14.8955696243427,0.157812299461666,0.00404492379329247,-0.0001431113492986,0.000230837364398032,-1.60029217046963e-05,-0.000203654411246317,0.000187942010609475,-2.11933511946911e-05,-0.00012501395660978,0.0002073421305465,-0.000201554047374643,0.000100286929934905,-3.90451952443937e-06,-1.74383787272077e-06,-6.38167347685604e-05,8.13087155527694e-05,-2.67478359379684e-05,2.4826851843585e-07,-8.52587910372992e-06,2.7341935547455e-06,3.46916338374638e-05,-4.89536202495886e-05,1.92809251428364e-05,9.59867283138382e-07,-5.68371430156552e-06,-5.72436197659627e-05,0.000215054856435469,-0.000268322323121746,0.000141966601929021,-2.97929488953193e-05,3.0975328140489e-06,-4.90379922707439e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,290,314.166666666667,338.333333333333,362.5,410.833333333333,531.666666666667,580,604.166666666667,628.333333333333,652.5,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",1,-7.40257403647064,0.0781097130393553,-0.00214663039623749,1.60995768779625e-05,6.38143359297643e-06,-7.54349058801038e-06,-7.68156412131127e-05,9.922303586119e-05,-3.35458237103859e-05,-2.30941378588748e-05,2.34068167869373e-05,-7.05051485030923e-07,-5.08154778851151e-06,4.11338341625163e-07,9.9824600665524e-06,-9.64924571970852e-06,1.26795997045357e-06,2.44975560896386e-05,-7.2149726657875e-05,7.10698404374416e-05,-2.3641298015077e-05,1.60805684345894e-06,-6.68301991197895e-06,-4.91095258714749e-05,0.000191834964570538,-0.000240273519631889,0.000125130703550824,-2.36062705916158e-05,9.80934250679617e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,265.833333333333,290,386.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",1,-7.44956092440298,0.0906711499767702,-0.00244940416657323,2.35586778263553e-05,-7.74493717467433e-06,-7.97944487583558e-05,0.000108457297225762,-4.11175846415965e-05,-2.80365468320135e-05,3.26576688749655e-05,-2.07104485532074e-06,-1.94939700512131e-05,1.4236337230641e-05,9.66758984174326e-07,1.9309150859249e-05,-5.2721969534194e-05,3.82563965335442e-05,-2.25734516570472e-05,8.503868769081e-06,7.43421155090113e-05,-0.000158429161544916,0.000133554221032596,-4.36023646101658e-05,2.0041007996272e-06,-2.69459144200609e-06,-4.37971282097159e-05,0.000162937279703225,-0.000204296173868919,0.000106981123404558,-2.02584308406977e-05,8.63732133169794e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,265.833333333333,290,314.166666666667,410.833333333333,435,459.166666666667,483.333333333333,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",1,-8.74853917555495,0.143704342493586,-0.00109173586382689,-6.41810918297189e-07,1.77233152545245e-06,1.48395570814796e-05,-1.45139780777489e-05,-1.62810395842096e-06,-3.6156164728913e-05,0.000104773991822238,-0.000133090041091629,8.44472562849966e-05,-6.53529870468518e-06,-1.83300388762377e-05,2.65095996106806e-05,-5.77193758976596e-06,-6.84228868684487e-05,4.53178718154554e-05,7.43402972775398e-06,0.000109936844726681,-0.000208546409674089,0.000119375793243081,-2.15792824049768e-05,8.07946238306246e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3333333333333,72.5,96.6666666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,410.833333333333,435,459.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",2,-14.7297336378446,-0.00224269525714732,-0.00124469860683002,9.17204052290726e-05,-0.000248541990037707,0.000246785552111705,-2.46398767054273e-05,-0.000218041203474609,0.000260776642091205,-0.000142500519593102,1.57729556760064e-05,7.80503124316857e-05,-0.000112634585189926,6.48900311522234e-05,-8.04054005380023e-06,9.98872269220341e-06,2.21537366173433e-05,-0.000158517027178328,0.00025129340045841,-0.00021472300973332,0.000126913156122091,-4.28704546674816e-05,1.41302611169686e-06,8.02573388622612e-07,2.58151983083677e-05,-7.52388862277883e-05,9.50391118487566e-05,-6.52072186951534e-05,7.71592265978953e-06,0.000110354562352178,-0.000182386503294421,0.000102163980271644,-1.90565855960999e-05,7.46128744020177e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,459.166666666667,700.833333333333,725,749.166666666667,773.333333333333,797.5,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",2,-14.741339408115,-0.169412067899672,0.0350639256211338,-0.00069967796008949,0.000942766832182315,-0.000263920707892571,1.30055329327258e-05,-3.6624838963224e-06,1.82305787859838e-05,-1.47684785139281e-06,-2.57998833022746e-05,2.38847999466278e-05,-6.20017630905411e-07,-3.27028278872527e-06,9.39397230241321e-07,-3.32590372454537e-07,-7.33741497114083e-06,8.49979412976469e-06,-2.04133117788577e-05,7.51128243752164e-06,9.43740618436795e-05,-0.000153442806611185,8.66012721320324e-05,-1.64979669246294e-05,6.36069593113976e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,193.333333333333,217.5,241.666666666667,290,314.166666666667,410.833333333333,604.166666666667,628.333333333333,652.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"50-64",2,-14.755824650854,-0.108827777219467,0.0297048080053387,-0.000591616944871441,0.000783519073165571,-0.000194791716111444,6.08061042156363e-06,-5.11322976792104e-05,9.02181157585122e-05,-4.1103724793086e-05,-1.65975623216273e-05,1.85833408639074e-05,-4.45373144151031e-06,1.34914556854257e-06,2.90755648622759e-05,-7.35091409375924e-05,5.7057983900984e-05,-3.18851157732102e-06,-4.86874183645231e-05,7.37412150059549e-05,-1.11272260241111e-05,-8.43659912599705e-05,8.70184149409515e-05,-2.4990556779638e-05,-6.32406675885789e-06,2.0567406231029e-06,3.84098588224644e-05,-5.98232639331644e-05,2.47182389168312e-05,-1.12365243162119e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,145,217.5,241.666666666667,314.166666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,845.833333333333,870,894.166666666667,918.333333333333,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"65+",2,-14.7209728614848,-0.197927427145353,0.0316111996952775,-0.000584403909051853,0.000740341295319598,-0.000178549757801654,1.32601295767613e-05,3.84663512887401e-05,-2.92719226497631e-05,-6.08107185961177e-06,6.5719621436441e-06,9.53387073203301e-07,3.06524016753712e-05,-9.70192900543273e-05,8.59711773246476e-05,-4.7850027805681e-06,-6.95743184352875e-05,9.5869878689566e-05,-1.36673630208861e-05,-0.000103455750563993,0.000107366312826975,-3.1380060432447e-05,1.78155049506496e-06,-7.3607650870552e-06,-6.22511183567905e-05,0.000208688934823124,-0.000239309851458185,0.00011776164884721,-2.15277493781041e-05,9.49810544571581e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1666666666667,48.3333333333333,72.5,96.6666666666667,120.833333333333,217.5,241.666666666667,410.833333333333,435,459.166666666667,483.333333333333,507.5,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"0-17",3,-14.9708117869395,0.00327118148455797,-2.59565464062381e-05,1.60394697303278e-08,7.81336887636284e-08,-1.12093097172592e-06,-2.19335833563541e-05,0.000137634595603348,-0.000214832175970484,2.22150458696937e-05,0.000177736720497487,-0.000104014551904495,1.75113197903916e-06,1.00020460664023e-06,3.36809361630649e-05,-6.40647474871704e-05,3.37019398974697e-05,-3.10627963122923e-07,-1.94275385824274e-05,2.48198640525545e-05,-1.83833513409359e-06,-1.21576876964123e-05,7.67484715781559e-06,-1.3360549738729e-06,6.32638030266629e-06,6.0510891024439e-05,-0.000197352843558063,0.00020185898902957,-7.3933230809339e-05,2.05938972295739e-06,2.77632589605835e-05,-1.42220928028849e-06,-1.04286037996651e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3333333333333,265.833333333333,290,314.166666666667,338.333333333333,362.5,386.666666666667,410.833333333333,435,580,604.166666666667,628.333333333333,652.5,700.833333333333,870,894.166666666667,942.5,966.666666666667,1015,1135.83333333333,1160,1184.16666666667,1208.33333333333,1232.5,1256.66666666667,1280.83333333333,1522.5,1546.66666666667,1570.83333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"18-49",3,-14.813249140131,-0.006475090614872,0.000133195693461937,-7.57165636012043e-07,4.32142040536163e-07,-1.53503379577639e-06,4.87440344953606e-06,1.04658365268576e-05,-7.55850567314446e-05,0.000214732984116665,-0.000306622255544582,0.00019150932258865,-1.63410286199885e-05,-4.10389292281987e-05,2.22146557431668e-05,-1.09851896539651e-05,2.08369129814468e-06,3.36480889038878e-05,-5.37114187802048e-05,1.12560463150467e-05,9.74473837170085e-05,-0.000178565849190658,0.000134429334356321,-3.87529135810291e-05,1.69478031968282e-06,1.10266589549496e-06,-5.51451170384606e-06,-1.77405800439224e-05,0.000132383190279608,-0.00029405791507717,0.000315645884833442,-0.000198503557238681,0.000119778244338364,-9.11420075974052e-05,4.07688026695794e-05,-1.74331811887738e-06,-2.19799612692582e-06,9.48659848586091e-07,2.31935612064939e-05,-6.98456738448589e-05,6.5291815546217e-05,-1.77449122358719e-05,-2.98092291936969e-06,5.79884445072147e-08,0,0,0,0,0,48.3333333333333,96.6666666666667,120.833333333333,145,169.166666666667,193.333333333333,217.5,241.666666666667,265.833333333333,290,314.166666666667,483.333333333333,507.5,531.666666666667,555.833333333333,580,604.166666666667,628.333333333333,652.5,676.666666666667,700.833333333333,773.333333333333,797.5,821.666666666667,845.833333333333,870,894.166666666667,918.333333333333,942.5,966.666666666667,990.833333333333,1015,1111.66666666667,1305,1329.16666666667,1353.33333333333,1377.5,1401.66666666667,1498.33333333333,1570.83333333333,-1,-1,-1,-1,-1
